,DDX19A (55308)
ACH-000004,-0.653040027963
ACH-000007,-0.425272284357
ACH-000009,-0.745136015229
ACH-000011,-0.8009477941709999
ACH-000012,-0.769615460694
ACH-000013,-0.998594679103
ACH-000014,-0.711293628353
ACH-000015,-0.585862431984
ACH-000017,-0.9314821185909999
ACH-000018,-0.6242097280569999
ACH-000019,-0.687762797772
ACH-000021,-0.49669574840400005
ACH-000022,-0.6877339252770001
ACH-000025,-0.7260913846729999
ACH-000028,-0.560948987231
ACH-000030,-0.5816643497199999
ACH-000035,-0.659024205368
ACH-000036,-0.591765106242
ACH-000037,-1.2468602255399999
ACH-000039,-0.941008427044
ACH-000040,-0.589900505555
ACH-000041,-0.6754955049410001
ACH-000042,-0.6027829066629999
ACH-000045,-0.72059040807
ACH-000047,-0.732354876483
ACH-000052,-0.817414087212
ACH-000053,-0.561578656872
ACH-000054,-0.7672192754080001
ACH-000055,-0.832792807377
ACH-000060,-0.549575765915
ACH-000067,-0.672063632656
ACH-000070,-0.6869896002420001
ACH-000075,-0.700172107406
ACH-000078,-0.619775640087
ACH-000082,-0.8451879320579999
ACH-000085,-0.717764831341
ACH-000086,-0.678357862632
ACH-000087,-1.10654465337
ACH-000092,-0.680747355012
ACH-000095,-0.984573845282
ACH-000097,-0.762786104124
ACH-000098,-0.798263874346
ACH-000099,-0.618383903236
ACH-000108,-0.604568965236
ACH-000113,-0.570164288077
ACH-000115,-1.3802619646399998
ACH-000116,-0.967770003038
ACH-000118,-0.496635672651
ACH-000120,-0.597648420894
ACH-000123,-0.831519701527
ACH-000127,-0.531269727453
ACH-000128,-0.762605240881
ACH-000132,-0.6971188540809999
ACH-000133,-1.07845614168
ACH-000137,-0.56782325535
ACH-000138,-0.415215658338
ACH-000142,-0.8853561920909999
ACH-000143,-0.6763530469969999
ACH-000146,-0.791265510086
ACH-000148,-0.632722102758
ACH-000150,-0.856852320761
ACH-000152,-0.885750989319
ACH-000153,-0.48451491961000004
ACH-000159,-0.655293350989
ACH-000160,-0.8217063111
ACH-000163,-0.634422626652
ACH-000167,-1.05693635362
ACH-000168,-0.57144598435
ACH-000169,-0.8675870224400001
ACH-000178,-0.658937413672
ACH-000182,-0.616976545316
ACH-000183,-0.599087496923
ACH-000188,-0.567909571429
ACH-000189,-0.6442677943439999
ACH-000190,-0.471369648798
ACH-000198,-0.6920225924019999
ACH-000204,-0.791196360912
ACH-000206,-0.356662418237
ACH-000207,-0.8871701781360001
ACH-000211,-0.836801006624
ACH-000215,-0.6700279635149999
ACH-000221,-0.704088895825
ACH-000222,-0.700437335497
ACH-000223,-0.570304330938
ACH-000226,-0.562845653782
ACH-000227,-0.7359998594220001
ACH-000228,-0.764510596531
ACH-000231,-0.885046858535
ACH-000232,-0.486911734132
ACH-000233,-0.649458075806
ACH-000234,-0.838003517976
ACH-000235,-0.638212690138
ACH-000237,-0.7724685261149999
ACH-000238,-0.722518615034
ACH-000243,-0.5629621345120001
ACH-000244,-0.677075322241
ACH-000246,-0.5666512293639999
ACH-000248,-1.0478429574700001
ACH-000250,-0.820306487456
ACH-000251,-0.331450378733
ACH-000253,-0.7993391810930001
ACH-000255,-0.753023505928
ACH-000256,-0.615384547013
ACH-000257,-0.755151786207
ACH-000258,-0.53703539023
ACH-000259,-0.536527206244
ACH-000260,-0.7648722510860001
ACH-000261,-0.7126690982420001
ACH-000262,-1.20363641134
ACH-000263,-0.603341028857
ACH-000264,-0.6970327017229999
ACH-000265,-0.626791483786
ACH-000266,-0.567724241707
ACH-000272,-0.48696753685099997
ACH-000273,-0.788841077886
ACH-000274,-0.648134962496
ACH-000277,-0.605819733341
ACH-000278,-1.1284486302799999
ACH-000279,-0.7314657562829999
ACH-000280,-0.8625509617720001
ACH-000281,-0.637556706409
ACH-000288,-0.6866272399619999
ACH-000291,-0.922634100379
ACH-000293,-0.479743267931
ACH-000294,-0.578980267788
ACH-000295,-0.819160295226
ACH-000296,-0.818024067596
ACH-000302,-0.6399481795790001
ACH-000304,-0.6972976147059999
ACH-000307,-0.63094392959
ACH-000308,-0.641888292448
ACH-000310,-0.831042338637
ACH-000311,-0.525837593677
ACH-000312,-0.364293870804
ACH-000315,-0.602295831748
ACH-000316,-0.8756880416830001
ACH-000317,-0.482105347275
ACH-000318,-0.601276294792
ACH-000319,-0.7294094135410001
ACH-000320,-0.47933094430600004
ACH-000322,-0.6824771830949999
ACH-000323,-0.631148063452
ACH-000324,-0.636774740792
ACH-000329,-0.7789995133759999
ACH-000330,-0.8771814474869999
ACH-000331,-0.621051866835
ACH-000332,-0.532187847894
ACH-000334,-0.59505887885
ACH-000335,-0.467563871347
ACH-000336,-0.9213751344169999
ACH-000337,-0.738976126785
ACH-000339,-0.738138754086
ACH-000341,-0.813518184347
ACH-000348,-0.731275615422
ACH-000350,-0.788280731009
ACH-000352,-0.564332275491
ACH-000356,-0.7927218539049999
ACH-000361,-0.889021949628
ACH-000362,-0.6942899291079999
ACH-000363,-0.605459029398
ACH-000364,-0.285480615221
ACH-000365,-0.6489321133879999
ACH-000366,-0.638475247139
ACH-000368,-1.01387206918
ACH-000374,-0.933615978576
ACH-000375,-0.9522032848720001
ACH-000376,-0.474628261906
ACH-000381,-0.801277419726
ACH-000383,-0.675610246991
ACH-000387,-0.468743601783
ACH-000389,-0.8599426945790001
ACH-000390,-0.556107089068
ACH-000393,-0.679231023928
ACH-000395,-0.950669260414
ACH-000397,-0.502947124198
ACH-000401,-0.66233475075
ACH-000402,-0.660761133679
ACH-000403,-0.689718145535
ACH-000404,-0.23752933793900002
ACH-000406,-1.32390933931
ACH-000407,-0.544005833892
ACH-000408,-0.747855286886
ACH-000410,-0.644023486022
ACH-000411,-0.466525983622
ACH-000414,-0.45912069673999995
ACH-000415,-0.925070650606
ACH-000416,-0.5273053570530001
ACH-000420,-0.612244072194
ACH-000421,-0.652754604449
ACH-000424,-0.854037816534
ACH-000425,-0.5691642032940001
ACH-000426,-0.6489426368060001
ACH-000427,-0.700773860388
ACH-000433,-0.799559092958
ACH-000436,-0.962159255634
ACH-000444,-0.61818150597
ACH-000445,-0.41820808909900004
ACH-000448,-0.7650886795999999
ACH-000450,-0.803730826164
ACH-000452,-0.653782017751
ACH-000454,-0.593592019419
ACH-000458,-1.26123129563
ACH-000459,-0.965038559447
ACH-000460,-0.7698692853910001
ACH-000461,-0.633887924718
ACH-000463,-0.84010570369
ACH-000464,-0.592728101973
ACH-000466,-0.7131188088429999
ACH-000467,-0.774888986503
ACH-000468,-0.6071926020180001
ACH-000469,-0.8080113645379999
ACH-000470,-0.797193761613
ACH-000471,-0.630896028068
ACH-000472,-0.5589033881809999
ACH-000473,-0.49540541705799995
ACH-000475,-0.545072098093
ACH-000476,-0.714162113867
ACH-000477,-0.840569122993
ACH-000480,-0.614728835851
ACH-000481,-0.731420410534
ACH-000483,-0.8291669356520001
ACH-000484,-1.05693675714
ACH-000485,-0.604589581396
ACH-000486,-0.5476099606270001
ACH-000487,-0.628657531473
ACH-000488,-0.9603368708069999
ACH-000490,-0.676084937334
ACH-000491,-0.55920926612
ACH-000495,-0.797331699227
ACH-000496,-0.517039916642
ACH-000499,-0.800800923667
ACH-000500,-0.942347579139
ACH-000502,-0.583805168249
ACH-000503,-0.5884620378059999
ACH-000505,-0.635564215285
ACH-000507,-0.961530629112
ACH-000510,-0.9685306259440001
ACH-000511,-0.789049263415
ACH-000512,-0.872722318773
ACH-000516,-0.8393149823810001
ACH-000517,-0.8004042573669999
ACH-000518,-0.791664504359
ACH-000520,-0.8243887563079999
ACH-000521,-0.47387574095299995
ACH-000522,-0.711428465115
ACH-000524,-0.8151609182940001
ACH-000527,-0.650963169411
ACH-000528,-0.575873618387
ACH-000537,-0.717201428697
ACH-000541,-0.7169787086030001
ACH-000542,-0.6788761083079999
ACH-000544,-1.2471461289299999
ACH-000545,-0.631460009829
ACH-000547,-0.664512262125
ACH-000548,-0.788912832622
ACH-000549,-0.621596254571
ACH-000550,-0.72420229427
ACH-000552,-0.583633665295
ACH-000556,-0.629344600713
ACH-000557,-0.784901672914
ACH-000570,-1.07131381813
ACH-000571,-0.842053071822
ACH-000573,-0.650899573559
ACH-000576,-0.8782279945039999
ACH-000580,-0.599273804217
ACH-000584,-0.7641436501189999
ACH-000585,-0.68861545189
ACH-000588,-0.7095874076950001
ACH-000589,-0.516366906476
ACH-000591,-0.761858799675
ACH-000593,-0.537947451067
ACH-000600,-0.696430715463
ACH-000601,-0.632491167974
ACH-000604,-0.943925272298
ACH-000605,-0.625714926979
ACH-000606,-1.100033945
ACH-000608,-1.0028554521200002
ACH-000614,-0.637426570813
ACH-000616,-0.761506758382
ACH-000618,-0.7268836642540001
ACH-000619,-0.765673341188
ACH-000620,-0.697538455457
ACH-000621,-0.666225995608
ACH-000622,-0.672069675139
ACH-000623,-0.5443959285509999
ACH-000624,-0.647134207563
ACH-000627,-0.673792228153
ACH-000630,-0.904636495809
ACH-000632,-0.6327176266619999
ACH-000633,-0.731207874356
ACH-000637,-1.06920061326
ACH-000638,-0.600401662325
ACH-000646,-1.042192233
ACH-000647,-0.6348181292539999
ACH-000648,-0.7834628788369999
ACH-000649,-0.619497395759
ACH-000651,-0.6909048821520001
ACH-000652,-0.731566466302
ACH-000653,-0.6948895271269999
ACH-000657,-0.871677566819
ACH-000658,-0.749367216418
ACH-000661,-0.574989633525
ACH-000662,-1.02263998935
ACH-000663,-0.58883547136
ACH-000665,-0.503326375179
ACH-000671,-0.8508851150810001
ACH-000673,-1.05432363445
ACH-000676,-0.6729893610750001
ACH-000677,-0.7514041671100001
ACH-000681,-0.540199135566
ACH-000682,-0.9568992469750001
ACH-000683,-0.60403060012
ACH-000684,-0.726067124144
ACH-000688,-1.12555087111
ACH-000693,-0.560494264837
ACH-000694,-0.653154724079
ACH-000695,-0.6417813339
ACH-000696,-0.755668585611
ACH-000697,-0.654448665912
ACH-000699,-0.9565541413590001
ACH-000701,-0.816524069171
ACH-000706,-0.774122007408
ACH-000711,-0.6876433545999999
ACH-000713,-0.69908284141
ACH-000714,-0.956839421094
ACH-000718,-0.754275260522
ACH-000720,-0.6469643521840001
ACH-000721,-0.525376997062
ACH-000724,-0.8098531523
ACH-000725,-1.02948749641
ACH-000732,-0.910289833269
ACH-000734,-0.631560108968
ACH-000735,-0.59543597693
ACH-000736,-0.5435039412389999
ACH-000738,-0.7408066093629999
ACH-000746,-0.7867007684880001
ACH-000747,-0.571277563219
ACH-000748,-0.73966670964
ACH-000753,-1.56000262424
ACH-000756,-0.674913493798
ACH-000757,-0.43727897729599996
ACH-000758,-0.755662096715
ACH-000760,-0.451140391051
ACH-000763,-0.740900656883
ACH-000764,-0.411407102822
ACH-000765,-0.505937820454
ACH-000766,-0.548583330932
ACH-000767,-0.642192604993
ACH-000768,-0.8611894064010001
ACH-000769,-1.0701680781
ACH-000770,-1.24635911209
ACH-000771,-1.11816674778
ACH-000773,-0.6254522498080001
ACH-000776,-0.599449335854
ACH-000777,-0.6310816332060001
ACH-000778,-0.85544317199
ACH-000781,-0.5686004115600001
ACH-000782,-0.599891233359
ACH-000783,-1.0316557820899999
ACH-000784,-0.687660600488
ACH-000785,-0.5603275852699999
ACH-000787,-0.550116942897
ACH-000788,-0.376358295643
ACH-000791,-0.6395073442979999
ACH-000792,-0.726924021995
ACH-000794,-1.02351722765
ACH-000796,-0.6094778360149999
ACH-000799,-0.742349080301
ACH-000800,-0.8098883012520001
ACH-000802,-0.624712271075
ACH-000804,-0.5854147505539999
ACH-000805,-1.1153522717
ACH-000809,-0.568106139692
ACH-000810,-0.8526926691
ACH-000811,-0.717026317506
ACH-000817,-0.977021467333
ACH-000819,-0.6436335826430001
ACH-000820,-0.579105063154
ACH-000821,-0.837149465722
ACH-000822,-0.844884332128
ACH-000823,-0.526506661107
ACH-000824,-1.3846080156799998
ACH-000827,-0.9635142171080001
ACH-000829,-0.839350314101
ACH-000831,-0.792714995577
ACH-000832,-0.695544569678
ACH-000833,-0.5185704875
ACH-000834,-0.713019620283
ACH-000835,-0.66706330001
ACH-000836,-0.8656997064499999
ACH-000837,-0.496121298579
ACH-000838,-0.40729183039800004
ACH-000839,-0.753256810354
ACH-000840,-0.783290100291
ACH-000841,-0.56772017784
ACH-000843,-0.5064761888
ACH-000846,-0.554313749679
ACH-000847,-1.26158787517
ACH-000848,-0.9928423783570001
ACH-000849,-0.583256369203
ACH-000851,-0.829058245858
ACH-000855,-0.481259696392
ACH-000856,-0.947185713815
ACH-000858,-0.661198460716
ACH-000859,-0.485089929208
ACH-000861,-0.8129821040809999
ACH-000862,-0.6878951692209999
ACH-000865,-0.5258070391049999
ACH-000866,-1.06083982089
ACH-000867,-0.631928793248
ACH-000869,-0.797192809299
ACH-000872,-0.668898936067
ACH-000873,-0.6996233699529999
ACH-000876,-0.59729350668
ACH-000878,-0.5827619438989999
ACH-000880,-0.916964038344
ACH-000881,-0.6349623160719999
ACH-000882,-0.6674623422070001
ACH-000884,-0.495219486373
ACH-000885,-0.882480430064
ACH-000887,-0.553696412359
ACH-000888,-0.507507626814
ACH-000889,-0.580479631788
ACH-000890,-0.654320349797
ACH-000896,-0.6986388556199999
ACH-000898,-0.583517102038
ACH-000900,-0.523839438186
ACH-000901,-1.25632831862
ACH-000905,-0.5863707244740001
ACH-000906,-0.650698918927
ACH-000907,-0.651534447193
ACH-000910,-0.647891921153
ACH-000911,-0.649892822839
ACH-000912,-0.70925637985
ACH-000913,-0.975047625194
ACH-000915,-0.644966098446
ACH-000916,-0.184591559785
ACH-000917,-0.537850872397
ACH-000921,-0.601491760993
ACH-000924,-0.620084602121
ACH-000926,-0.7674276115600001
ACH-000928,-0.6570029660100001
ACH-000929,-0.557939397542
ACH-000932,-0.577849926893
ACH-000935,-1.30262653061
ACH-000936,-0.668420389711
ACH-000937,-1.11635795448
ACH-000938,-0.793605052168
ACH-000939,-0.9501429337010001
ACH-000941,-0.774882969973
ACH-000943,-0.758917134051
ACH-000946,-1.15679984304
ACH-000947,-0.6930360646279999
ACH-000948,-0.928792562831
ACH-000950,-0.5822834724979999
ACH-000953,-0.7954009068719999
ACH-000957,-1.01710002443
ACH-000958,-0.8255216821979999
ACH-000960,-0.629386028578
ACH-000963,-0.837760779549
ACH-000968,-0.713029205885
ACH-000969,-0.601911984315
ACH-000973,-1.18426823703
ACH-000974,-0.553782476444
ACH-000975,-0.507709178467
ACH-000976,-1.07025192436
ACH-000978,-0.552401144595
ACH-000980,-1.28608473934
ACH-000984,-0.664294785178
ACH-000986,-0.642816965581
ACH-000988,-1.06426087279
ACH-000993,-0.564553537209
ACH-000994,-0.759190945213
ACH-000996,-0.571401836891
ACH-001001,-0.978050592208
ACH-001020,-0.8194151722930001
ACH-001028,-0.590805910333
ACH-001031,-1.30507822817
ACH-001038,-0.805789187137
ACH-001048,-0.855933231274
ACH-001050,-0.987813404005
ACH-001053,-0.646743323153
ACH-001054,-0.700807746707
ACH-001061,-0.6868230764409999
ACH-001067,-0.5328145079300001
ACH-001075,-0.58755149947
ACH-001096,-0.834811216835
ACH-001128,-0.34521271541799997
ACH-001134,-0.5144184287129999
ACH-001151,-0.606822661776
ACH-001163,-0.8088341138770001
ACH-001164,-0.7294067859469999
ACH-001173,-0.595161542986
ACH-001183,-0.59220773502
ACH-001184,-0.64596170583
ACH-001190,-0.9002305522509999
ACH-001192,-1.53301803027
ACH-001193,-1.1175738861799998
ACH-001196,-0.680075444737
ACH-001197,-0.7712833723
ACH-001205,-0.696459984244
ACH-001211,-0.8259719659100001
ACH-001212,-0.435083934419
ACH-001228,-1.5944981894799999
ACH-001232,-0.674239844183
