,PRKCQ (5588)
ACH-000004,0.08457855806339999
ACH-000007,-0.113160558693
ACH-000009,0.17758070956500002
ACH-000011,0.159041100538
ACH-000012,0.124666575978
ACH-000013,0.11142922771199999
ACH-000014,0.0813384121208
ACH-000015,0.134525560908
ACH-000017,0.0439161025698
ACH-000018,-0.0396212506715
ACH-000019,0.0273684873415
ACH-000021,0.0766194255685
ACH-000022,0.133443520619
ACH-000025,0.0437793583227
ACH-000028,0.132802612369
ACH-000030,0.0951051326988
ACH-000035,0.0766146346178
ACH-000036,0.171852695707
ACH-000037,-0.039250318138
ACH-000039,0.506527319058
ACH-000040,0.010674449328000001
ACH-000041,0.118582042864
ACH-000042,0.0924210554064
ACH-000045,-0.013913057591500001
ACH-000047,0.035032504642199994
ACH-000052,0.209305565612
ACH-000053,0.06632456761130001
ACH-000054,0.190741290594
ACH-000055,0.204776505772
ACH-000060,-0.0108123278846
ACH-000067,0.106328555617
ACH-000070,0.0960638046938
ACH-000075,0.203449592305
ACH-000078,0.104811300707
ACH-000082,0.178264137249
ACH-000085,-0.0685737644631
ACH-000086,0.257407994676
ACH-000087,0.06142417608030001
ACH-000092,0.0270529983316
ACH-000095,0.123744254673
ACH-000097,0.112883857892
ACH-000098,0.056048276454600005
ACH-000099,0.0442617042112
ACH-000108,0.016457235077
ACH-000113,0.114326038634
ACH-000115,0.14187882418
ACH-000116,0.234698208262
ACH-000118,0.0625532955105
ACH-000120,0.165861240168
ACH-000123,0.250922911556
ACH-000127,-0.00045113821149499997
ACH-000128,0.273234781702
ACH-000132,0.111398687943
ACH-000133,0.230756109413
ACH-000137,0.227875538287
ACH-000138,0.0955357782952
ACH-000142,0.0472254718603
ACH-000143,-0.035175040521400004
ACH-000146,0.07170141306319999
ACH-000148,-0.049672575822
ACH-000150,-0.0681633131558
ACH-000152,0.125972868466
ACH-000153,0.0134753053712
ACH-000159,0.0261777586179
ACH-000160,0.0635739948432
ACH-000163,0.282978994193
ACH-000167,0.242038054686
ACH-000168,0.116967240971
ACH-000169,0.03706062182980001
ACH-000178,-0.051520115214999995
ACH-000182,0.142656888786
ACH-000183,-5.87523925697e-05
ACH-000188,0.122913369365
ACH-000189,0.228756611455
ACH-000190,0.0418145020015
ACH-000198,0.234564347706
ACH-000204,0.255184293462
ACH-000206,0.140365330413
ACH-000207,0.185274768717
ACH-000211,0.182898224319
ACH-000215,0.12296013554600001
ACH-000221,0.115998590929
ACH-000222,0.127663687394
ACH-000223,0.29399282496999996
ACH-000226,0.173367650694
ACH-000227,0.093563485408
ACH-000228,0.0648486386305
