,GOLGB1 (2804)
ACH-000665,-0.18340593695500002
ACH-000671,-0.270077484057
ACH-000673,-0.12159971897800001
ACH-000676,-0.058331730681
ACH-000677,-0.21504778705
ACH-000681,-0.258874974597
ACH-000682,-0.459788701433
ACH-000683,-0.149358254543
ACH-000684,-0.251955171796
ACH-000688,-0.10869710013499999
ACH-000693,-0.177910907866
ACH-000694,-0.19790763223000002
ACH-000695,-0.250959271569
ACH-000696,-0.291143064587
ACH-000697,-0.266491546756
ACH-000699,-0.287756088099
ACH-000701,-0.272025742517
ACH-000706,-0.08519837379460002
ACH-000711,-0.0889312185925
ACH-000713,-0.247161312131
ACH-000714,-0.185091941501
ACH-000718,-0.38671610177
ACH-000720,-0.169150563715
ACH-000721,-0.152138464874
ACH-000724,-0.415679011009
ACH-000725,-0.261743535572
ACH-000732,-0.39886025608099995
ACH-000734,-0.22518407083900002
ACH-000735,-0.421704542508
ACH-000736,-0.153056723079
ACH-000738,-0.105765564879
ACH-000746,0.151760379148
ACH-000747,-0.0497536276062
ACH-000748,-0.091739641704
ACH-000753,-0.053503598719800004
ACH-000756,-0.103686215618
ACH-000757,-0.241963818262
ACH-000758,-0.34258023781900004
ACH-000760,-0.0201781703613
ACH-000763,-0.419817605399
ACH-000764,-0.175827371578
ACH-000765,-0.305510920342
ACH-000766,-0.142329471465
ACH-000767,-0.291867977969
ACH-000768,-0.160342338904
ACH-000769,-0.303153124398
ACH-000770,-0.308671524438
ACH-000771,-0.208204571127
ACH-000773,-0.18259755385499998
ACH-000776,-0.18764974776999999
ACH-000777,-0.281202831587
ACH-000778,-0.342878620884
ACH-000781,-0.230347321729
ACH-000782,0.06291221215869999
ACH-000783,-0.198454486919
ACH-000784,-0.0203659221107
ACH-000785,-0.480562294741
ACH-000787,-0.0931506278045
ACH-000788,-0.155562915394
ACH-000791,-0.340623528864
ACH-000792,-0.153607328293
ACH-000794,-0.00788291575126
ACH-000796,-0.31655163850900003
ACH-000799,-0.239017712677
ACH-000800,-0.0719810434299
ACH-000802,-0.260918925136
ACH-000804,-0.187625308065
ACH-000805,-0.150492810271
ACH-000809,-0.233799448237
ACH-000810,-0.39669304944399997
ACH-000811,-0.142908682176
ACH-000817,-0.292538103792
ACH-000819,-0.181897595887
ACH-000820,-0.444440071544
ACH-000821,-0.13426952462000002
ACH-000822,-0.293693562885
ACH-000823,-0.0226051480853
ACH-000824,-0.16849436767099998
ACH-000827,-0.289819051848
ACH-000829,-0.253640516198
ACH-000831,-0.332457175707
ACH-000832,-0.26928321747699996
ACH-000833,-0.227510329883
ACH-000834,-0.312868017516
ACH-000835,-0.303427630833
ACH-000836,-0.470149377787
ACH-000837,-0.198699493601
ACH-000838,-0.252628346666
ACH-000839,-0.159733496853
ACH-000840,-0.102965377794
ACH-000841,-0.5140246068240001
ACH-000843,-0.18010134169599998
ACH-000846,-0.290434407831
ACH-000847,0.160396345062
ACH-000848,-0.251902724742
ACH-000849,-0.179038639888
ACH-000851,-0.29585039382899997
ACH-000855,-0.224091248228
ACH-000856,-0.225572034249
ACH-000858,-0.205983992632
ACH-000859,-0.0254942489275
ACH-000861,-0.39239622390900003
ACH-000862,-0.383450273755
ACH-000865,-0.353338963922
ACH-000866,-0.218222428809
ACH-000867,-0.21293323741099998
ACH-000869,-0.22623793398000003
ACH-000872,-0.027837894722700002
ACH-000873,-0.0618784146818
ACH-000876,-0.17058204608
ACH-000878,-0.289824753933
ACH-000880,-0.27439119701
ACH-000881,0.0311799784637
ACH-000882,-0.251470808432
ACH-000884,0.00444135328628
ACH-000885,-0.300192458628
ACH-000887,-0.19325985791900002
ACH-000888,-0.07299333086939999
ACH-000889,-0.114299111664
ACH-000890,-0.228363771845
ACH-000896,-0.333067310196
ACH-000898,-0.18152948469799998
ACH-000900,-0.331345468193
ACH-000901,-0.286078200314
ACH-000905,-0.433502371509
ACH-000906,-0.268755721991
ACH-000907,-0.21497541125999997
ACH-000910,-0.236240634001
ACH-000911,-0.122684287053
ACH-000912,-0.234315048992
ACH-000913,-0.309320987878
ACH-000915,-0.145228128581
ACH-000916,0.4162408039
ACH-000917,-0.38460300513800005
ACH-000921,-0.151239557632
ACH-000924,-0.0529648457266
ACH-000926,-0.272611725463
ACH-000928,-0.0537640343347
ACH-000929,-0.276986278869
ACH-000932,-0.184478496796
ACH-000935,-0.37290853270999996
ACH-000936,-0.07664664079280001
ACH-000937,-0.157811066254
ACH-000938,-0.11949081993699999
ACH-000939,-0.0859588891794
ACH-000941,-0.306506490283
ACH-000943,-0.278116090659
ACH-000946,-0.427827605806
ACH-000947,-0.07726668034560001
ACH-000948,-0.36767204833899997
ACH-000950,-0.18195764043499998
ACH-000953,-0.164524233023
ACH-000957,-0.207107377237
ACH-000958,-0.138859633172
ACH-000960,-0.08673029218429999
ACH-000963,-0.440896760219
ACH-000968,-0.247782435044
ACH-000969,-0.37333345908699994
ACH-000973,-0.113899136905
ACH-000974,-0.41803325178499995
ACH-000975,-0.352718363842
ACH-000976,-0.36415206191
ACH-000978,0.190975201064
ACH-000980,-0.156352090279
ACH-000984,-0.251336497507
ACH-000986,-0.352128886434
ACH-000988,-0.321930163187
ACH-000993,-0.36099627050399996
ACH-000994,-0.213307665466
ACH-000996,-0.22947667448000003
ACH-001001,-0.166205612207
ACH-001020,-0.647744499556
ACH-001028,-0.298885390256
ACH-001031,-0.383013387272
ACH-001038,-0.154378303315
ACH-001048,-0.241994135
ACH-001050,-0.155988446749
ACH-001053,-0.349653546725
ACH-001054,-0.0286746881079
ACH-001061,-0.363334862562
ACH-001067,-0.369382723556
ACH-001075,-0.11274877386499998
ACH-001096,-0.291732389311
ACH-001128,0.132016733735
ACH-001134,-0.0640947920305
ACH-001151,-0.241167768264
ACH-001163,-0.0755957897332
ACH-001164,-0.307477515432
ACH-001173,-0.170889457293
ACH-001183,-0.012057288503100002
ACH-001184,-0.019678651101299998
ACH-001190,-0.265694003439
ACH-001192,-0.202264980336
ACH-001193,-0.0644264782819
ACH-001196,-0.137432665853
ACH-001197,-0.428520741471
ACH-001205,-0.242101747914
ACH-001211,-0.218472844089
ACH-001212,-0.341083346379
ACH-001228,-0.153109577261
ACH-001232,-0.037796288363300005
ACH-001239,-0.048774112785999996
ACH-001274,-0.021476917587799998
ACH-001275,0.0431958113764
ACH-001277,-0.35415965231200003
ACH-001278,-0.250121548236
ACH-001280,0.000586367669802
ACH-001283,-0.0724160651226
ACH-001289,-0.289900051534
ACH-001295,-0.18971262873300002
ACH-001300,-0.10511355376499999
ACH-001301,-0.265654601794
ACH-001302,0.396502837287
ACH-001303,0.11958011318299999
ACH-001306,-0.37170120861999995
ACH-001318,-0.26670741463500003
ACH-001322,0.139152638853
ACH-001328,-0.17374337525
ACH-001332,0.0198902881715
ACH-001333,-0.364325221092
ACH-001336,-0.230607151087
ACH-001340,-0.221212074313
ACH-001346,-0.26753034858
ACH-001353,-0.188948667516
ACH-001354,-0.0636608966881
ACH-001367,-0.031267166581000004
ACH-001368,-0.166811065039
ACH-001374,-0.19889217729000003
ACH-001375,-0.181292869808
ACH-001377,-0.153170846324
ACH-001380,-0.190723883065
ACH-001391,-0.525946597492
ACH-001407,-0.178025360209
ACH-001408,-0.36350152659900004
ACH-001413,-0.11716958411900001
ACH-001430,-0.302337556101
ACH-001431,-0.10109155649399999
ACH-001450,0.0880613084498
ACH-001496,-0.19677866413800002
ACH-001500,-0.375196160511
ACH-001521,-0.33913673083000007
ACH-001523,0.0319857088182
ACH-001532,-0.213360965309
ACH-001536,-0.132728058348
ACH-001550,-0.35039632184299996
ACH-001552,-0.0767182016644
ACH-001554,-0.171880946673
ACH-001645,-0.11059867572899999
ACH-001654,-0.190175914563
ACH-001715,-0.298499822743
ACH-001735,-0.134479733448
ACH-001736,-0.0891977873096
ACH-001737,-0.5694169079300001
ACH-001740,0.009670559786040001
ACH-001745,-0.34309768740099994
ACH-001750,-0.140777582307
ACH-001765,-0.212194691488
ACH-001956,-0.1228808701
ACH-001957,-0.183786315816
