,LAX1 (54900)
ACH-000004,0.0327528411293
ACH-000007,0.08609089065189998
ACH-000009,-0.171024366266
ACH-000011,0.021708626518799998
ACH-000012,-0.0614223177998
ACH-000013,-0.0297010404267
ACH-000014,-0.130914652617
ACH-000015,-0.132666703691
ACH-000017,-0.291699833859
ACH-000018,-0.193358520852
ACH-000019,-0.198812971405
ACH-000021,-0.113758004965
ACH-000022,0.0897608587115
ACH-000025,-0.151561071011
ACH-000028,-0.0540940186886
ACH-000030,0.105786773606
ACH-000035,-0.06323385657240001
ACH-000036,0.117696045225
ACH-000037,-0.0711075715657
ACH-000039,0.021891360008299998
ACH-000040,0.0157449338159
ACH-000041,-0.00339964786051
ACH-000042,-0.0485690192074
ACH-000045,-0.0796977441274
ACH-000047,0.0173057978959
ACH-000052,-0.0362345088736
ACH-000053,-0.140906169237
ACH-000054,-0.161817547725
ACH-000055,-0.071613538492
ACH-000060,0.0551219550445
ACH-000067,-0.170919501997
ACH-000070,-0.196966668231
ACH-000075,-0.113642072828
ACH-000078,-0.08656466983689999
ACH-000082,-0.14163761892
ACH-000085,-0.0916156797637
ACH-000086,-0.17977814794100003
ACH-000087,-0.0190198597318
ACH-000092,-0.143555634201
ACH-000095,-0.06884221309510001
ACH-000097,-0.10434092539100001
ACH-000098,-0.11080629125199999
ACH-000099,-0.0937820074704
ACH-000108,-0.07192744414169999
ACH-000113,-0.265254026961
ACH-000115,-0.322705982961
ACH-000116,-0.029647716146299997
ACH-000118,-0.08737236246680001
ACH-000120,0.0471507379531
ACH-000123,-0.114665425118
ACH-000127,0.0251169948379
ACH-000128,-0.022594191246599997
ACH-000132,-0.34678044469700003
ACH-000133,-0.21979189694899998
ACH-000137,-0.25543082283199997
ACH-000138,0.00795761186351
ACH-000142,-0.16432107363
ACH-000143,-0.11024938796599999
ACH-000146,-0.15710270559599998
ACH-000148,-0.18018308147700002
ACH-000150,-0.105382086997
ACH-000152,0.0524475791431
ACH-000153,0.0285080806072
ACH-000159,-0.0654861649013
ACH-000160,-0.023068922241500003
ACH-000163,-0.190020765733
ACH-000167,0.010555462891799998
ACH-000168,-0.0364514431861
ACH-000169,-0.09061652864089999
ACH-000178,0.0069605102060000005
ACH-000182,-0.053083053820199996
ACH-000183,-0.038595349588900006
ACH-000188,-0.0287531531955
ACH-000189,-0.08192607430689999
ACH-000190,0.0645716599291
ACH-000198,-0.039122039562499995
ACH-000204,-0.34135034865099995
ACH-000206,-0.117709438715
ACH-000207,0.104946992996
ACH-000211,0.0076287595105000005
ACH-000215,-0.18391500499400001
ACH-000221,-0.0174090113219
ACH-000222,0.0198541508852
ACH-000223,-0.265030024728
