,EXD2 (55218)
ACH-000004,0.34822423845600003
ACH-000007,0.10602642963600001
ACH-000009,0.0757131597013
ACH-000011,0.27899428545899996
ACH-000012,0.184220700789
ACH-000013,0.144884892741
ACH-000014,0.0515784764056
ACH-000015,0.262228343529
ACH-000017,0.0855780147122
ACH-000018,0.073748156064
ACH-000019,0.312050044059
ACH-000021,0.261982256919
ACH-000022,0.128673026173
ACH-000025,0.15090348376499998
ACH-000028,0.296917318282
ACH-000030,0.013941970282999998
ACH-000035,0.161940307934
ACH-000036,0.106170045078
ACH-000037,0.297857176361
ACH-000039,0.253762757337
ACH-000040,0.076368012151
ACH-000041,0.134653333726
ACH-000042,0.286200273657
ACH-000045,0.16204735371600001
ACH-000047,0.174081815335
ACH-000052,0.20685647208299998
ACH-000053,0.227355462007
ACH-000054,0.165985983561
ACH-000055,0.121673264374
ACH-000060,-0.0360107279626
ACH-000067,0.35437339376000004
ACH-000070,0.359686773586
ACH-000075,0.304861804951
ACH-000078,0.146437945628
ACH-000082,0.0160758233666
ACH-000085,0.131481284614
ACH-000086,0.18432195709399998
ACH-000087,0.202771461668
ACH-000092,0.136155923803
ACH-000095,0.151292479837
ACH-000097,0.172268082465
ACH-000098,0.325325502506
ACH-000099,0.11980223439000001
ACH-000108,0.265500999978
ACH-000113,0.0475854563384
ACH-000115,0.117060916513
ACH-000116,0.283751190728
ACH-000118,0.24558033442899999
ACH-000120,0.251574396601
ACH-000123,0.114342826305
ACH-000127,0.17256553038400002
ACH-000128,0.102617711744
ACH-000132,0.308049706107
ACH-000133,0.146847754485
ACH-000137,0.17093755606400002
ACH-000138,0.0964233127513
ACH-000142,-0.0031786695941799998
ACH-000143,0.125025392298
ACH-000146,0.0978020674333
ACH-000148,0.219875585251
ACH-000150,0.361650341808
ACH-000152,0.102414514634
ACH-000153,-0.05812730994390001
ACH-000159,0.131810470351
ACH-000160,0.10002517011
ACH-000163,0.14416738647500002
ACH-000167,0.191007214791
ACH-000168,0.179575303479
ACH-000169,0.139447188361
ACH-000178,0.270811698917
ACH-000182,0.134363522762
ACH-000183,0.0336348926093
ACH-000188,0.207847774608
ACH-000189,0.140837176743
ACH-000190,0.234687241331
ACH-000198,0.0410379071877
ACH-000204,0.102648716185
ACH-000206,0.060644346751899995
ACH-000207,0.014804011774600001
ACH-000211,0.18936346888
ACH-000215,0.252689994755
ACH-000221,0.131411964224
ACH-000222,0.22034016331099998
ACH-000223,0.206983351684
ACH-000226,0.100950522997
ACH-000227,-0.20656089773800002
ACH-000228,0.258108819726
ACH-000231,0.0843474166031
ACH-000232,0.152068955815
ACH-000233,0.131558598118
ACH-000234,0.346397025814
ACH-000235,0.181002382447
ACH-000237,0.22164298083
ACH-000238,0.0013779659850799999
ACH-000243,0.103012817445
ACH-000244,-0.107508973351
ACH-000246,-0.024705434305400002
ACH-000248,-0.0634390159594
ACH-000250,0.15259269175100001
ACH-000251,0.642847114396
ACH-000253,0.0248452385043
ACH-000255,0.242423483513
ACH-000256,0.27987324878000003
ACH-000257,0.0618279346526
ACH-000258,0.319514191521
ACH-000259,0.132624073956
ACH-000260,0.19462584572500002
ACH-000261,0.06278838575130001
ACH-000262,0.186921066717
ACH-000263,-0.124545565616
ACH-000264,0.116180401076
ACH-000265,0.322436400593
ACH-000266,0.24238493621800003
ACH-000272,0.170509118029
ACH-000273,0.125281139208
ACH-000274,0.26002068597399997
ACH-000277,0.25142635713100003
ACH-000278,0.140215982163
ACH-000279,0.206755423782
ACH-000280,0.113518068689
ACH-000281,0.115567886871
ACH-000288,0.167367874575
ACH-000291,0.14086114967
ACH-000293,0.332320590074
ACH-000294,0.153376317263
ACH-000295,0.0882641037485
ACH-000296,0.176478011445
ACH-000302,0.163392724638
ACH-000304,0.35835098328299997
ACH-000307,0.181649794849
ACH-000308,0.16866581811700002
ACH-000310,0.170710820627
ACH-000311,0.281234134057
