,MDP1 (145553)
ACH-000004,-0.150616358421
ACH-000007,-0.295002658619
ACH-000009,-0.139538373119
ACH-000011,-0.310805093311
ACH-000012,-0.332222747307
ACH-000013,-0.180758470392
ACH-000014,-0.223136484875
ACH-000015,-0.118563988201
ACH-000017,-0.349503787799
ACH-000018,-0.077720442756
ACH-000019,-0.608717397132
ACH-000021,-0.218650646094
ACH-000022,-0.291107601824
ACH-000025,-0.215930800354
ACH-000028,-0.41449598932099996
ACH-000030,-0.293193276929
ACH-000035,-0.020542380923599998
ACH-000036,-0.22576752731999997
ACH-000037,-0.107929929804
ACH-000039,-0.327645239636
ACH-000040,-0.29589848544
ACH-000041,-0.212947638001
ACH-000042,-0.218309994909
ACH-000045,-0.145740658917
ACH-000047,-0.347491585671
ACH-000052,-0.40157573023500004
ACH-000053,-0.232959348716
ACH-000054,-0.266193201737
ACH-000055,-0.5186125344470001
ACH-000060,-0.224313588835
ACH-000067,-0.425531700501
ACH-000070,-0.274350869732
ACH-000075,-0.27756275388
ACH-000078,-0.327194781567
ACH-000082,-0.33332333651900004
ACH-000085,-0.35638246504500004
ACH-000086,-0.07799635846889999
ACH-000087,-0.26598810490200003
ACH-000092,-0.294251009008
ACH-000095,-0.392090167242
ACH-000097,-0.426890807605
ACH-000098,-0.0716143986937
ACH-000099,-0.249901122261
ACH-000108,-0.25466814209800004
ACH-000113,-0.361274484489
ACH-000115,-0.0520171942139
ACH-000116,-0.344312359326
ACH-000118,-0.330771607867
ACH-000120,-0.141275179867
ACH-000123,-0.34324826151199994
ACH-000127,-0.256051549094
ACH-000128,-0.229590299529
ACH-000132,-0.13896680271
ACH-000133,-0.270641897374
ACH-000137,-0.388299794188
ACH-000138,-0.265991893961
ACH-000142,-0.00418163539775
ACH-000143,-0.380711940435
ACH-000146,-0.257978408737
ACH-000148,-0.370492463291
ACH-000150,-0.17092304969799998
ACH-000152,-0.118161185844
ACH-000153,-0.163602544616
ACH-000159,-0.35009484546999997
ACH-000160,-0.490004476777
ACH-000163,-0.478085716976
ACH-000167,-0.148642664118
ACH-000168,-0.116400800968
ACH-000169,-0.488972530506
ACH-000178,-0.030214482400000003
ACH-000182,-0.506789061792
ACH-000183,-0.251961619365
ACH-000188,-0.20331450228700002
ACH-000189,-0.36996684128300006
ACH-000190,-0.27069722053
ACH-000198,-0.13597140251700002
ACH-000204,-0.204694569008
ACH-000206,0.19507293632
ACH-000207,-0.39816047005599997
ACH-000211,-0.28499934449000003
ACH-000215,-0.209451461735
ACH-000221,-0.48227043772600003
ACH-000222,-0.197183966272
ACH-000223,-0.122487129685
ACH-000226,-0.426974540365
ACH-000227,-0.300866859397
ACH-000228,-0.329810754
ACH-000231,-0.336083265382
ACH-000232,-0.284409308917
ACH-000233,-0.242363902135
ACH-000234,-0.293256300257
ACH-000235,-0.261884564964
ACH-000237,0.0397986709862
ACH-000238,-0.43801584741599997
ACH-000243,-0.36220568193400005
ACH-000244,0.222878505143
ACH-000246,-0.309528255588
ACH-000248,-0.24626410511900002
ACH-000250,-0.239530761666
ACH-000251,0.0713492091576
ACH-000253,-0.23265862816500002
ACH-000255,-0.233107991954
ACH-000256,-0.15659678701
ACH-000257,-0.5539947248129999
ACH-000258,0.277616079233
ACH-000259,-0.238727083899
ACH-000260,-0.305845301259
ACH-000261,-0.306712786378
ACH-000262,-0.316317242509
ACH-000263,-0.0154084969434
ACH-000264,-0.38466036572400003
ACH-000265,-0.254253050103
ACH-000266,-0.28249011627
ACH-000272,-0.290373865437
ACH-000273,-0.143910469037
ACH-000274,-0.0745297526441
ACH-000277,-0.0377361726
ACH-000278,-0.23128956220400002
ACH-000279,-0.16932735350699998
ACH-000280,-0.294161119906
ACH-000281,-0.102500296272
ACH-000288,-0.14544723436100002
ACH-000291,-0.210656495002
ACH-000293,-0.43071802540700005
ACH-000294,-0.165230681854
ACH-000295,-0.0181118063667
ACH-000296,-0.503644800507
ACH-000302,-0.0925566545025
ACH-000304,-0.41352390113700005
ACH-000307,-0.266892607379
ACH-000308,-0.149683208903
ACH-000310,-0.470108179608
ACH-000311,-0.489274270889
ACH-000312,-0.10778453582599999
ACH-000315,-0.313657216723
ACH-000316,-0.07370377002060001
ACH-000317,-0.34960482488300004
ACH-000318,-0.219494089029
ACH-000319,-0.127835050897
ACH-000320,-0.295254470395
ACH-000322,-0.333018861303
ACH-000323,-0.332778621202
ACH-000324,-0.16267442935499998
ACH-000329,-0.23622822337299998
ACH-000330,-0.144872953392
ACH-000331,-0.186503360163
ACH-000332,-0.295093288268
ACH-000334,-0.587855688749
ACH-000335,-0.31962472841
ACH-000336,0.20610576302499997
ACH-000337,-0.393602759563
ACH-000339,-0.24448055519
ACH-000341,-0.820641533698
ACH-000348,-0.268359506152
ACH-000350,-0.168734593188
ACH-000352,-0.36023529886999994
ACH-000356,-0.489341263926
ACH-000361,-0.270210419776
ACH-000362,-0.138465763321
ACH-000363,-0.26252590588799996
ACH-000364,-0.44508935333300004
ACH-000365,-0.0725706606613
ACH-000366,-0.48812117618
ACH-000368,-0.118145753654
ACH-000374,-0.213700546853
ACH-000375,-0.293507836265
ACH-000376,-0.341099633895
ACH-000381,-0.133291662131
ACH-000383,-0.24030091105
ACH-000387,-0.033190651017100004
ACH-000389,-0.13514263576
ACH-000390,-0.41733674561399997
ACH-000393,-0.476761785229
ACH-000395,-0.22319690617199997
ACH-000397,-0.232496265224
ACH-000401,-0.287959914666
ACH-000402,-0.236196821464
ACH-000403,-0.291075752017
ACH-000404,-0.466191447214
ACH-000406,-0.255742471729
ACH-000407,-0.262711330343
ACH-000408,-0.08901500768860002
ACH-000410,-0.10027798783700001
ACH-000411,-0.201994880933
ACH-000414,-0.12241942853700001
ACH-000415,-0.369886178077
ACH-000416,-0.19063700696400002
ACH-000420,-0.434745214499
ACH-000421,-0.17150554567200002
ACH-000424,0.030665596957
ACH-000425,-0.306595640785
ACH-000426,-0.0929308365921
ACH-000427,-0.29876812308
ACH-000433,-0.401197138739
ACH-000436,-0.28910960668
ACH-000444,-0.320501147725
ACH-000445,-0.39566867623400004
ACH-000448,-0.37595173034400003
ACH-000450,-0.08195266222999999
ACH-000452,-0.0663053235524
ACH-000454,-0.325455901254
ACH-000458,-0.22482635143399998
ACH-000459,-0.195468421704
ACH-000460,-0.186704153246
ACH-000461,-0.223092138424
ACH-000463,-0.398073793907
ACH-000464,-0.319876857746
ACH-000466,-0.104793401547
ACH-000467,-0.43987402500399997
ACH-000468,0.0854945089375
ACH-000469,-0.150850372182
ACH-000470,-0.14620318154
ACH-000471,-0.31766523577399997
ACH-000472,-0.24845097315200002
ACH-000473,-0.0927903086864
ACH-000475,-0.20061800118700002
ACH-000476,-0.15714797095
ACH-000477,-0.39698771034900004
ACH-000480,-0.188730166635
ACH-000481,-0.38625815453699996
ACH-000483,-0.325352121556
ACH-000484,-0.148268214916
ACH-000485,-0.5346978578980001
ACH-000486,-0.320750323365
ACH-000487,-0.254573256222
ACH-000488,-0.14410235713199998
ACH-000490,-0.232285202333
ACH-000491,-0.20577475018
ACH-000495,-0.0654528505185
ACH-000496,-0.106164471359
ACH-000499,-0.207374914374
ACH-000500,-0.445824977613
ACH-000502,-0.23278226702100002
ACH-000503,0.0451313183634
ACH-000505,-0.259325437871
ACH-000507,-0.0990511685712
ACH-000510,-0.19000393051199999
ACH-000511,-0.244171388857
ACH-000512,-0.279703607739
ACH-000516,-0.25651182528099997
ACH-000517,-0.159524449588
ACH-000518,-0.0857621542988
ACH-000520,-0.38389492694300004
ACH-000521,-0.259327287234
ACH-000522,-0.319852832727
ACH-000524,-0.272463062308
ACH-000527,-0.229128776695
ACH-000528,-0.32799592149900003
ACH-000537,-0.172890867936
ACH-000541,-0.192961266288
ACH-000542,-0.29840645426600004
ACH-000544,-0.239872223242
ACH-000545,-0.403885927611
ACH-000547,-0.246310409742
ACH-000548,-0.1410185824
ACH-000549,-0.23577830959
ACH-000550,-0.32985123228
ACH-000552,-0.325743324297
ACH-000556,-0.318167866681
ACH-000557,0.144447713678
ACH-000570,-0.167117107255
ACH-000571,-0.234659953834
ACH-000573,-0.110487417055
ACH-000576,-0.208943264601
ACH-000580,-0.464402973667
ACH-000584,-0.21140937592
ACH-000585,-0.133360586584
ACH-000588,-0.08797054075310001
ACH-000589,-0.11750849406300001
ACH-000591,-0.421579144815
ACH-000593,-0.06531319051630001
ACH-000600,-0.30842111263099997
ACH-000601,-0.277987250207
ACH-000604,-0.252268917702
ACH-000605,-0.0801029616059
ACH-000606,-0.28705780771699996
ACH-000608,-0.342774183137
ACH-000614,-0.307487537003
ACH-000616,-0.295400090383
ACH-000618,-0.159913491922
ACH-000619,-0.326465054187
ACH-000620,-0.21365479340399998
ACH-000621,-0.1450316255
ACH-000622,-0.34246648492
ACH-000623,-0.0754752502557
ACH-000624,-0.152138907
ACH-000627,-0.230927338446
ACH-000630,-0.127063616428
ACH-000632,-0.30515603532200003
ACH-000633,-0.423356455768
ACH-000637,-0.28544761119199996
ACH-000638,-0.5136929854869999
ACH-000646,-0.07550507639569999
ACH-000647,-0.256206354758
ACH-000648,-0.022380578942299997
ACH-000649,-0.23871712142499998
ACH-000651,-0.256331263778
ACH-000652,-0.26425927075800004
ACH-000653,-0.281738728362
ACH-000657,-0.276617133388
ACH-000658,-0.0216539463039
ACH-000661,-0.0588229952994
ACH-000662,-0.149122859453
ACH-000663,-0.385543585531
ACH-000665,-0.129542271837
ACH-000671,-0.232400241697
ACH-000673,-0.17585581654899998
ACH-000676,-0.386792935398
ACH-000677,-0.40995966574500003
ACH-000681,-0.15037550447999998
ACH-000682,-0.135862870149
ACH-000683,-0.24150692933499998
ACH-000684,-0.122495835195
