,OMG (4974)
ACH-000004,0.133672339415
ACH-000007,0.0756726526844
ACH-000009,-0.141427823189
ACH-000011,-0.011841107008799999
ACH-000012,-0.021979214560099998
ACH-000013,-0.156760389022
ACH-000014,-0.0358447395544
ACH-000015,-0.074191768706
ACH-000017,-0.143226388086
ACH-000018,0.134706429119
ACH-000019,0.0546073123833
ACH-000021,-0.09704087193
ACH-000022,-0.150580405025
ACH-000025,0.08562296665960001
ACH-000028,-0.168185550666
ACH-000030,0.0420176732713
ACH-000035,-0.273570588114
ACH-000036,-0.0160086765928
ACH-000037,-0.0402168614343
ACH-000039,0.053342944931300006
ACH-000040,-0.0532984695994
ACH-000041,-0.00012082488543000001
ACH-000042,0.016508312647200003
ACH-000045,0.05176250797669999
ACH-000047,0.0192651351907
ACH-000052,0.0263258156438
ACH-000053,-0.0545172140924
ACH-000054,-0.0290528935414
ACH-000055,-0.0503597053729
ACH-000060,0.0942734752682
ACH-000067,-0.18175604862
ACH-000070,-0.0205003171758
ACH-000075,-0.0550776370734
ACH-000078,0.04869798101509999
ACH-000082,0.0728769366037
ACH-000085,-0.056671073484300005
ACH-000086,0.051730079541499996
ACH-000087,-0.0668375302828
ACH-000092,0.09225597035119999
ACH-000095,-0.143751438592
ACH-000097,-0.161126952789
ACH-000098,0.034993467282
ACH-000099,-0.12550212481200002
ACH-000108,0.00707889001668
ACH-000113,-0.113932601734
ACH-000115,-0.289497271187
ACH-000116,-0.22559751104400003
ACH-000118,-0.0446752675825
ACH-000120,0.0567818442342
ACH-000123,0.11484999139
ACH-000127,0.028803823704300003
ACH-000128,0.044695949962400006
ACH-000132,0.0463301473122
ACH-000133,-0.09267716058679999
ACH-000137,-0.0235298519938
ACH-000138,0.035723383832300004
ACH-000142,-0.177026504283
ACH-000143,-0.177252100127
ACH-000146,0.0222729825085
ACH-000148,0.047694632428599996
ACH-000150,0.04859039784
ACH-000152,-0.042532095566300006
ACH-000153,0.0065502795318100005
ACH-000159,-0.157635963726
ACH-000160,-0.018773058396400002
ACH-000163,-0.00642170673982
ACH-000167,-0.0481215892409
ACH-000168,-0.0162153784047
ACH-000169,0.011713273700299998
ACH-000178,0.053485967078800004
ACH-000182,0.0368333273276
ACH-000183,-0.1474456911
ACH-000188,0.0200525200312
ACH-000189,0.005558312824450001
ACH-000190,-0.04676348775909999
ACH-000198,0.0581563972041
ACH-000204,-0.23312480986499998
ACH-000206,-0.29960578828699996
ACH-000207,0.102408100674
ACH-000211,-0.14168375889499998
ACH-000215,-0.04547151889190001
ACH-000221,-0.0560470349058
ACH-000222,-0.197991250486
ACH-000223,-0.0427712932906
ACH-000226,-0.0632512549188
ACH-000227,0.030153917976900004
ACH-000228,-0.012559748255000001
ACH-000231,-0.014184102322700001
ACH-000232,-0.0782950949692
ACH-000233,-0.049547946721400005
ACH-000234,-0.0656502527747
ACH-000235,-0.0200208205737
ACH-000237,0.0390713433896
ACH-000238,-0.09822989862839998
ACH-000243,-0.201910468079
ACH-000244,-0.158729833469
ACH-000246,0.0150892399969
ACH-000248,-0.224409356337
ACH-000250,-0.0849033435907
ACH-000251,-0.242531213062
ACH-000253,-0.052239386668300004
ACH-000255,0.0607958027214
ACH-000256,-0.11205790474999999
ACH-000257,0.08904962404899999
ACH-000258,-0.200359295278
