,DYSF (8291)
ACH-000004,-0.11655390822100001
ACH-000007,-0.23494311682900001
ACH-000009,0.10028603733300001
ACH-000011,-0.131830088693
ACH-000012,-0.06813968778530001
ACH-000013,0.04399057782319999
ACH-000014,0.22182934883299998
ACH-000015,0.0972197061603
ACH-000017,0.19034035009
ACH-000018,-0.199417112436
ACH-000019,0.129051186431
ACH-000021,-0.0673185932184
ACH-000022,-0.250263748083
ACH-000025,0.15104904620999998
ACH-000028,0.08040287823710002
ACH-000030,-0.0178308926575
ACH-000035,-0.242775843169
ACH-000036,-0.016728778126299998
ACH-000037,0.0677061437909
ACH-000039,-0.40102366193899996
ACH-000040,0.0539242839283
ACH-000041,0.0064190503417600004
ACH-000042,0.114822886766
ACH-000045,0.103322343059
ACH-000047,-0.0158033385417
ACH-000052,-0.223837099428
ACH-000053,0.00492741490186
ACH-000054,0.20954395384
ACH-000055,0.100799806896
ACH-000060,0.143703430927
ACH-000067,0.148506905307
ACH-000070,0.205938438418
ACH-000075,-0.0328637911391
ACH-000078,0.09290782057119999
ACH-000082,0.127714042456
ACH-000085,0.013196151881799999
ACH-000086,0.14079211305
ACH-000087,-0.271802860059
ACH-000092,-0.0605662022681
ACH-000095,0.0874270898988
ACH-000097,0.0482542586715
ACH-000098,0.137822847433
ACH-000099,-0.0532353590371
ACH-000108,0.0921910202857
ACH-000113,-0.026409411568
ACH-000115,-0.172801336712
ACH-000116,-0.013488317908100001
ACH-000118,-0.0029143487577699997
ACH-000120,-0.019473929709299998
ACH-000123,-0.20826749050299997
ACH-000127,-0.0457586473629
ACH-000128,0.111040315233
ACH-000132,0.133935683105
ACH-000133,0.0184441623185
ACH-000137,-0.0254628876366
ACH-000138,0.12879686277000002
ACH-000142,-0.0070936619402599994
ACH-000143,0.052610813352
ACH-000146,0.0509440079981
ACH-000148,0.16830240090100002
ACH-000150,0.195724237896
ACH-000152,0.0159872220356
ACH-000153,0.041622592895
ACH-000159,0.12523012080999998
ACH-000160,0.043215481331699994
ACH-000163,0.150789014953
ACH-000167,0.10423367795399999
ACH-000168,0.047039059544099995
ACH-000169,0.0010154716586
ACH-000178,0.19854079092500002
ACH-000182,0.0639891436979
ACH-000183,-0.277943000559
ACH-000188,0.0442030600271
ACH-000189,-0.389839683095
ACH-000190,-0.0304491488304
ACH-000198,0.129777429864
ACH-000204,0.19144464897
ACH-000206,-0.016077339650299997
ACH-000207,0.24648062558000003
ACH-000211,0.07145946949319999
ACH-000215,-0.06917197405139999
ACH-000221,-0.054130405180699996
ACH-000222,-0.0784857272625
ACH-000223,0.187202050319
ACH-000226,-0.08558779305889999
ACH-000227,0.155463956908
ACH-000228,-0.0427015620986
