,KHDC3L (154288)
ACH-000004,-0.0701593318463
ACH-000007,-0.356653071686
ACH-000009,-0.0266944102669
ACH-000011,-0.14122646692
ACH-000012,-0.137880220489
ACH-000013,-0.22919755528799998
ACH-000014,-0.23827619720100002
ACH-000015,-0.063983917233
ACH-000017,-0.022336602464799998
ACH-000018,-0.198529893319
ACH-000019,-0.110953269245
ACH-000021,-0.448200364705
ACH-000022,0.0724283453492
ACH-000025,-0.20637094037300002
ACH-000028,-0.194031222836
ACH-000030,-0.151182229827
ACH-000035,-0.0759689149605
ACH-000036,-0.200178568074
ACH-000037,-0.0846378193474
ACH-000039,-0.264976503942
ACH-000040,-0.122771363434
ACH-000041,-0.126658876405
ACH-000042,-0.114248100126
ACH-000045,0.075868785361
ACH-000047,-0.113739419848
ACH-000052,-0.27972252949799997
ACH-000053,-0.191028459599
ACH-000054,-0.08596046385980001
ACH-000055,-0.157760341213
ACH-000060,-0.12003889133
ACH-000067,-0.161577262104
ACH-000070,-0.381209259642
ACH-000075,-0.067608349767
ACH-000078,-0.0738461981424
ACH-000082,0.006183717012560001
ACH-000085,-0.00786404741457
ACH-000086,-0.193522376889
ACH-000087,-0.274025809288
ACH-000092,-0.351511802146
ACH-000095,0.014697501028
ACH-000097,-0.265740349937
ACH-000098,-0.148512330276
ACH-000099,-0.127971784004
ACH-000108,-0.158114168785
ACH-000113,-0.226043927535
ACH-000115,-0.0916750952758
ACH-000116,-0.121263659236
ACH-000118,-0.106531066248
ACH-000120,-0.121350495436
ACH-000123,-0.160584285446
ACH-000127,-0.108651414963
ACH-000128,0.046692613976999996
ACH-000132,-0.377339292883
ACH-000133,-0.165551345294
ACH-000137,-0.255074345275
ACH-000138,-0.06334112097080001
ACH-000142,-0.12113970896199999
ACH-000143,-0.124769182978
ACH-000146,-0.0299121780339
ACH-000148,0.00225664087343
ACH-000150,-0.134228756219
ACH-000152,-0.152966422349
ACH-000153,0.013023444362899999
ACH-000159,0.114205037621
ACH-000160,-0.0305074442256
ACH-000163,-0.12205998909000002
ACH-000167,-0.030389108481900004
ACH-000168,-0.24154845241
ACH-000169,-0.08442993351639999
ACH-000178,0.009718881367700001
ACH-000182,0.09170703780230001
ACH-000183,-0.305356685956
ACH-000188,-0.09699916620810001
ACH-000189,-0.08768454232460002
ACH-000190,-0.22289239630199997
ACH-000198,-0.309566742728
ACH-000204,-0.05920029439130001
ACH-000206,-0.260820078684
ACH-000207,-0.150795997405
ACH-000211,-0.193736497927
ACH-000215,-0.0636957147108
ACH-000221,-0.34366137642899997
ACH-000222,-0.33220358253000004
ACH-000223,-0.17550734562800002
ACH-000226,-0.20280459685600002
ACH-000227,-0.24484008116
ACH-000228,-0.24472032460999998
ACH-000231,-0.11385078368200001
ACH-000232,-0.124155984464
ACH-000233,-0.275874083988
ACH-000234,-0.300236054351
ACH-000235,-0.10529317865599999
ACH-000237,-0.09953165796489999
ACH-000238,-0.116620560939
ACH-000243,-0.16258951452099998
ACH-000244,-0.25951759663199997
ACH-000246,-0.049093949199
ACH-000248,-0.21953355667399999
ACH-000250,-0.0295889868895
ACH-000251,-0.614880434795
ACH-000253,-0.15970725824999998
ACH-000255,-0.201888188523
ACH-000256,0.005201077408810001
ACH-000257,-0.036436414212
ACH-000258,0.0728307505873
ACH-000259,-0.0918472310269
ACH-000260,-0.0870859951815
ACH-000261,-0.162627586368
ACH-000262,-0.324961369569
ACH-000263,-0.104743017026
ACH-000264,0.0346847201095
ACH-000265,-0.158112553878
ACH-000266,-0.157934423556
ACH-000272,-0.0592971093709
ACH-000273,-0.353022385136
ACH-000274,-0.260860340578
ACH-000277,-0.0168226974776
ACH-000278,-0.314112957054
ACH-000279,-0.158150758235
ACH-000280,-0.0748135918549
ACH-000281,-0.30066485685600003
ACH-000288,-0.21590806491999998
ACH-000291,-0.0926290485881
ACH-000293,-0.300756982091
ACH-000294,0.0823779930242
ACH-000295,-0.34104683027599997
ACH-000296,-0.155296266344
ACH-000302,-0.167029242663
ACH-000304,-0.0037307283048200004
ACH-000307,-0.157273791337
ACH-000308,-0.299655496686
ACH-000310,0.011052270933999998
ACH-000311,-0.10296630224199999
ACH-000312,-0.24748874577500002
ACH-000315,-0.388320162051
ACH-000316,-0.117309006065
ACH-000317,-0.318090665585
ACH-000318,-0.116263414564
ACH-000319,-0.18092748726
ACH-000320,-0.033068581840499996
ACH-000322,-0.378281559059
ACH-000323,-0.195522104284
ACH-000324,-0.02011915303
ACH-000329,0.0845652932498
ACH-000330,-0.15966054120200002
ACH-000331,-0.162528402111
ACH-000332,-0.0078576486741
ACH-000334,-0.0396767155973
ACH-000335,-0.17962928751499999
ACH-000336,-0.0491457354746
ACH-000337,0.195568883319
ACH-000339,-0.36578721196999997
ACH-000341,-0.0732941391906
ACH-000348,-0.0652491355924
ACH-000350,0.129134601717
ACH-000352,-0.255794571117
ACH-000356,-0.438598997118
ACH-000361,0.185440407808
ACH-000362,-0.167587031089
ACH-000363,-0.08821556603160001
ACH-000364,-0.403732353775
ACH-000365,-1.31857854401e-05
ACH-000366,-0.142804484286
ACH-000368,-0.120592070606
ACH-000374,0.113742304451
ACH-000375,-0.359758299687
ACH-000376,-0.140333352509
ACH-000381,-0.179163027007
ACH-000383,-0.0291960824138
ACH-000387,0.00904970428261
ACH-000389,-0.19621886214099998
ACH-000390,-0.21069874317200002
ACH-000393,-0.116435968485
ACH-000395,-0.012756094465199999
ACH-000397,-0.10768969010099999
ACH-000401,-0.12000343321399999
ACH-000402,-0.113021111759
ACH-000403,0.0205161989908
ACH-000404,0.04212142406740001
ACH-000406,-0.028029445009499998
ACH-000407,-0.295590597333
ACH-000408,-0.37658613305699995
ACH-000410,-0.240098990563
ACH-000411,-0.11800525327099999
ACH-000414,-0.0659579811991
ACH-000415,-0.31384141231999996
ACH-000416,-0.0772384167584
ACH-000420,-0.168217930174
ACH-000421,-0.173516031287
ACH-000424,-0.06704672413769999
ACH-000425,-0.0985968204906
ACH-000426,-0.201828085953
ACH-000427,-0.24099695667100002
ACH-000433,-0.0963466253027
ACH-000436,-0.14938582792000002
ACH-000444,-0.317969487022
ACH-000445,-0.45076212162199997
ACH-000448,-0.0112720616255
ACH-000450,0.09009373353880001
ACH-000452,-0.186406835672
ACH-000454,-0.313827315816
ACH-000458,-0.251130565344
ACH-000459,-0.125295598447
ACH-000460,-0.016008644962500002
ACH-000461,0.181060922885
ACH-000463,-0.17586794337900002
ACH-000464,0.08125677838539999
ACH-000466,0.0799503104396
ACH-000467,-0.0785534685659
ACH-000468,-0.101509467919
ACH-000469,-0.04518667253880001
ACH-000470,-0.198360095345
ACH-000471,-0.0374369408818
ACH-000472,-0.09281178412550001
ACH-000473,-0.00813329239953
ACH-000475,-0.10280588170800001
ACH-000476,-0.037217327633300004
ACH-000477,0.029491374114
ACH-000480,-0.204949598312
ACH-000481,-0.0755974547155
ACH-000483,-0.179119903556
ACH-000484,-0.0571052414479
ACH-000485,-0.155330394854
ACH-000486,-0.176483707933
ACH-000487,0.006811137244109999
ACH-000488,-0.08152865253710001
ACH-000490,-0.06474159631830001
ACH-000491,0.0167733668408
ACH-000495,0.0675549898455
ACH-000496,-0.20008466824
ACH-000499,-0.102512588677
ACH-000500,-0.764481022297
ACH-000502,-0.193876217059
ACH-000503,0.317715496268
ACH-000505,-0.17201349
ACH-000507,-0.17793722737300002
ACH-000510,0.14327613842700002
ACH-000511,-0.192081838139
ACH-000512,-0.477406900867
ACH-000516,-0.291781881924
ACH-000517,0.0213080298725
ACH-000518,-0.0795279676735
ACH-000520,-0.2276526938
ACH-000521,-0.108353429449
ACH-000522,-0.17268076505899999
ACH-000524,0.0830587131877
ACH-000527,-0.0764174388506
ACH-000528,-0.105352237676
ACH-000537,-0.25721444508
ACH-000541,-0.220445405788
ACH-000542,-0.0555746749534
ACH-000544,-0.0987074957904
ACH-000545,-0.331572763547
ACH-000547,0.020701309731099998
ACH-000548,-0.0779314784671
ACH-000549,0.013416403759600001
ACH-000550,-0.0385416677069
ACH-000552,-0.060954039563999994
ACH-000556,-0.326171087292
ACH-000557,-0.0118914600566
ACH-000570,-0.113634009417
ACH-000571,0.0155284961971
ACH-000573,-0.138653232057
ACH-000576,-0.0686457411204
ACH-000580,-0.500934792314
ACH-000584,-0.19853436691
ACH-000585,-0.17584061839200002
ACH-000588,-0.0921355354505
ACH-000589,-0.172628196485
ACH-000591,-0.24361575646400002
ACH-000593,-0.218047824097
ACH-000600,-0.079207187491
ACH-000601,-0.146540067814
ACH-000604,-0.14246472830600002
ACH-000605,-0.370814417199
ACH-000606,-0.299295161836
ACH-000608,-0.045891330369499994
ACH-000614,-0.0783953477901
ACH-000616,-0.048659826019699995
ACH-000618,-0.173190428421
ACH-000619,-0.377323758113
ACH-000620,-0.261749681176
ACH-000621,-0.120233594294
ACH-000622,-0.29192709321800003
ACH-000623,-0.18140538062800002
ACH-000624,-0.043686553625800005
ACH-000627,-0.10702714113600001
ACH-000630,-0.145316985208
ACH-000632,-0.120148599264
ACH-000633,-0.034497225653699996
ACH-000637,-0.116592857126
ACH-000638,-0.11406018141100001
ACH-000646,-0.132622960025
ACH-000647,-0.237287070339
ACH-000648,-0.030375064809300002
ACH-000649,0.043787555084499996
ACH-000651,-0.164909577515
ACH-000652,-0.539593074456
ACH-000653,0.134453605851
ACH-000657,-0.11540672501900001
ACH-000658,-0.130323796435
ACH-000661,-0.235025372119
ACH-000662,0.251877210717
ACH-000663,-0.43256834448
ACH-000665,-0.18105497993500003
ACH-000671,0.127185865944
ACH-000673,-0.212374903341
ACH-000676,-0.337987694442
ACH-000677,-0.0896567422393
ACH-000681,-0.293357559936
ACH-000682,-0.04471320047590001
ACH-000683,-0.184958297637
ACH-000684,-0.43785209963699995
ACH-000688,-0.054188135966300004
ACH-000693,-0.156819623094
ACH-000694,-0.193625791076
ACH-000695,-0.0272358588974
ACH-000696,-0.0673844389321
ACH-000697,-0.18619322615800002
ACH-000699,-0.407938630862
ACH-000701,0.1858243663
ACH-000706,-0.10354010151599999
ACH-000711,-0.139915506229
ACH-000713,-0.544799006341
ACH-000714,-0.04223613590440001
ACH-000718,-0.165422383069
ACH-000720,-0.333398143042
ACH-000721,-0.227595460627
ACH-000724,-0.170208290307
ACH-000725,-0.11520237135299999
ACH-000732,-0.0059225621574899995
ACH-000734,-0.303401011681
ACH-000735,-0.128249946388
ACH-000736,-0.181828998836
ACH-000738,-0.171062497722
ACH-000746,-0.12200340276499999
ACH-000747,-0.132727366943
ACH-000748,0.06477218690480001
ACH-000753,-0.06407239853709999
ACH-000756,-0.375306501583
ACH-000757,-0.150047156425
ACH-000758,-0.210778638952
ACH-000760,-0.058872736559899996
ACH-000763,0.0997143116041
ACH-000764,-0.147020390183
ACH-000765,-0.213772682732
ACH-000766,-0.000935965789962
ACH-000767,-0.0029087054694500003
ACH-000768,-0.255997651667
ACH-000769,-0.0161711736545
ACH-000770,-0.15364085174
ACH-000771,-0.16787207046500002
ACH-000773,-0.122302731133
ACH-000776,-0.189118896648
ACH-000777,0.0256414449213
ACH-000778,-0.214394726109
ACH-000781,-0.161200038928
ACH-000782,-0.272145719844
ACH-000783,-0.0403947642071
ACH-000784,-0.24026703056600002
ACH-000785,0.039133832423
ACH-000787,-0.14914265092
