,PLA2G4E (123745)
ACH-000004,-0.079876975762
ACH-000007,0.0716427540409
ACH-000009,-0.298387593153
ACH-000011,-0.231292591571
ACH-000012,-0.30342258492699997
ACH-000013,-0.11742286925699999
ACH-000014,-0.304588703607
ACH-000015,-0.184007978798
ACH-000017,-0.0120044535448
ACH-000018,-0.0465133579414
ACH-000019,-0.109212443364
ACH-000021,-0.15674763316600002
ACH-000022,-0.197870599787
ACH-000025,-0.16494389217
ACH-000028,0.0045964505923
ACH-000030,-0.23934324534499998
ACH-000035,-0.0182044854688
ACH-000036,-0.08496326267349999
ACH-000037,-0.110428720835
ACH-000039,-0.6018172139970001
ACH-000040,-0.20611447090100002
ACH-000041,-0.317128842003
ACH-000042,-0.0557554880809
ACH-000045,-0.0629925762276
ACH-000047,-0.215542163331
ACH-000052,-0.10645248815700001
ACH-000053,-0.0993482740783
ACH-000054,-0.180108601067
ACH-000055,0.012565399716399998
ACH-000060,-0.19878316745000002
ACH-000067,-0.12967309581800002
ACH-000070,-0.08971792920739999
ACH-000075,-0.173878597062
ACH-000078,-0.287445767916
ACH-000082,-0.157960824733
ACH-000085,-0.125400345605
ACH-000086,-0.199112538987
ACH-000087,0.00248846364772
ACH-000092,-0.0863032362081
ACH-000095,-0.09279939945489998
ACH-000097,-0.0697228383791
ACH-000098,-0.023748820844400005
ACH-000099,-0.29242649344099997
ACH-000108,-0.22772000879299997
ACH-000113,-0.168328375487
ACH-000115,-0.155581426194
ACH-000116,-0.254982115899
ACH-000118,-0.044351943987300003
ACH-000120,-0.0747075564723
ACH-000123,-0.208891387384
ACH-000127,-0.164607251001
ACH-000128,-0.221301972149
ACH-000132,-0.31392016643599996
ACH-000133,-0.129924808365
ACH-000137,-0.13048583571900002
ACH-000138,-0.048157322915900004
ACH-000142,-0.22899101259100002
ACH-000143,-0.17631694392
ACH-000146,-0.28316220445900003
ACH-000148,-0.02642369626
ACH-000150,-0.111512298725
ACH-000152,-0.07834446144519999
ACH-000153,-0.35695250071999995
ACH-000159,0.009882011997840001
ACH-000160,-0.298455852111
ACH-000163,-0.133329667623
ACH-000167,-0.059336501227
ACH-000168,-0.242129800538
ACH-000169,-0.10255194953199999
ACH-000178,-0.116761472872
ACH-000182,-0.14053127715299998
ACH-000183,-0.110476225773
ACH-000188,-0.214986388699
ACH-000189,-0.0406792112644
ACH-000190,-0.371996197455
ACH-000198,-0.23905243163400003
ACH-000204,-0.636447599765
ACH-000206,-0.26431095694400003
ACH-000207,-0.46505759166199995
ACH-000211,-0.13585139835899998
ACH-000215,-0.0561128639556
ACH-000221,-0.20138476407400002
ACH-000222,-0.341418330807
ACH-000223,-0.215929485576
ACH-000226,-0.140546528688
ACH-000227,-0.202378026196
ACH-000228,-0.260906522365
ACH-000231,-0.0926008011881
ACH-000232,-0.120071933489
ACH-000233,-0.142889605647
ACH-000234,-0.28620110035
ACH-000235,-0.211512306631
ACH-000237,-0.044118548017699995
ACH-000238,-0.24927041935199998
ACH-000243,-0.252900871377
ACH-000244,-0.21238494090799998
ACH-000246,-0.146695744062
ACH-000248,-0.230847320548
ACH-000250,-0.19634355080600002
ACH-000251,-0.247104381104
ACH-000253,0.010758917829700001
ACH-000255,-0.255150414276
ACH-000256,-0.059416818701999996
ACH-000257,-0.35228956243299997
ACH-000258,-0.43996292291100003
ACH-000259,-0.160566311189
ACH-000260,-0.233245827146
ACH-000261,-0.220962851339
ACH-000262,-0.056731371825599994
ACH-000263,-0.229079581659
ACH-000264,-0.20273680062
ACH-000265,-0.332534624449
ACH-000266,-0.185606210213
ACH-000272,-0.295887374377
ACH-000273,-0.278349357328
ACH-000274,-0.258164912658
ACH-000277,-0.184227960253
ACH-000278,-0.0688405629067
ACH-000279,-0.260035939745
ACH-000280,-0.0399902673042
ACH-000281,-0.0722694665682
ACH-000288,-0.0715117845086
ACH-000291,-0.17004429256200002
ACH-000293,-0.051542569478400004
ACH-000294,-0.381044924536
ACH-000295,-0.28671722825199997
ACH-000296,-0.220985711464
ACH-000302,-0.23245830430199999
ACH-000304,-0.25807211582
ACH-000307,-0.0702304789731
ACH-000308,-0.205498383052
ACH-000310,-0.356364072265
ACH-000311,-0.189142994412
ACH-000312,-0.277590450347
ACH-000315,-0.104957145907
ACH-000316,-0.022997252124900003
ACH-000317,-0.0858328225124
ACH-000318,-0.14747315632000002
ACH-000319,-0.33566734719
ACH-000320,-0.147854143258
ACH-000322,0.0272217447269
ACH-000323,-0.11783477652100001
ACH-000324,-0.0750962305986
ACH-000329,-0.182563512411
ACH-000330,-0.146065078614
ACH-000331,-0.22393365810600002
ACH-000332,-0.06767324606599999
ACH-000334,0.0
ACH-000335,-0.13749248519
ACH-000336,-0.10472352214700001
ACH-000337,0.06518085536019999
ACH-000339,-0.141020235982
ACH-000341,-0.166744881683
ACH-000348,-0.207842777602
ACH-000350,-0.22877273519400002
ACH-000352,-0.013824352533
ACH-000356,-0.021696584010000002
ACH-000361,-0.430539711039
ACH-000362,-0.230806783399
ACH-000363,-0.199458075722
ACH-000364,-0.162056561073
ACH-000365,-0.16890137512800002
ACH-000366,-0.185382512797
ACH-000368,-0.035333085946
ACH-000374,-0.155000531887
ACH-000375,-0.324145747733
ACH-000376,-0.145521273688
ACH-000381,-0.041841150288400006
ACH-000383,-0.24913779422200003
ACH-000387,-0.124048214476
ACH-000389,0.0676901541039
ACH-000390,-0.203728117564
ACH-000393,-0.158114733606
ACH-000395,-0.0879333263316
ACH-000397,0.0214550409808
ACH-000401,0.025335870956099998
ACH-000402,-0.38192127852799995
ACH-000403,-0.176527636932
ACH-000404,-0.462729780773
ACH-000406,-0.07603616447219999
ACH-000407,-0.234271015271
ACH-000408,-0.087825815515
ACH-000410,-0.20225827862999998
ACH-000411,-0.0825139021606
ACH-000414,-0.0860037184538
ACH-000415,-0.15488284039
ACH-000416,-0.120268473682
ACH-000420,-0.37630543537100003
ACH-000421,-0.1128743841
ACH-000424,-0.307380686791
ACH-000425,-0.0741673058644
ACH-000426,-0.196465936532
ACH-000427,-0.140353409032
ACH-000433,-0.040123317936699994
ACH-000436,-0.16748285064
ACH-000444,-0.27275997570599997
ACH-000445,-0.21613973259599997
ACH-000448,-0.310692528751
ACH-000450,-0.51054638183
ACH-000452,-0.169516801043
ACH-000454,-0.224154634437
ACH-000458,0.00853812975824
ACH-000459,0.0027925050075399997
ACH-000460,-0.164844185181
ACH-000461,-0.215002999464
ACH-000463,-0.0734928080053
ACH-000464,-0.270605516171
ACH-000466,-0.259813455758
ACH-000467,-0.212154614807
ACH-000468,-0.271152760704
ACH-000469,-0.160565973012
ACH-000470,-0.19610020800099998
ACH-000471,-0.0746699371345
ACH-000472,-0.150281260343
ACH-000473,-0.109624107039
ACH-000475,-0.10149839447999999
ACH-000476,-0.015472438294200001
ACH-000477,-0.139100446328
ACH-000480,-0.12250445191199999
ACH-000481,-0.24548399360599998
ACH-000483,-0.530931935099
ACH-000484,-0.0416051241392
ACH-000485,-0.10441956818499999
ACH-000486,-0.126811893998
ACH-000487,-0.319786954794
ACH-000488,-0.282342634451
ACH-000490,-0.222148572362
ACH-000491,-0.397354921065
ACH-000495,-0.480497776126
ACH-000496,-0.258889436494
ACH-000499,-0.14464089047
ACH-000500,0.36822384402099995
ACH-000502,-0.12054788544299999
ACH-000503,0.08043689406389999
ACH-000505,-0.181439770303
ACH-000507,-0.11078902147900001
ACH-000510,-0.21625017365
ACH-000511,-0.276020696396
ACH-000512,-0.206653277791
ACH-000516,-0.119450775289
ACH-000517,-0.257954512199
ACH-000518,-0.271345779366
ACH-000520,-0.278159534793
ACH-000521,-0.0923188962603
ACH-000522,-0.19829817495000002
ACH-000524,-0.261902076958
ACH-000527,-0.180126729591
ACH-000528,-0.192781678181
ACH-000537,-0.26140195268000005
ACH-000541,-0.16533534906300001
ACH-000542,-0.164833437383
ACH-000544,-0.0210289070995
ACH-000545,-0.0517032071992
ACH-000547,-0.19505397998399998
ACH-000548,-0.0810664736827
ACH-000549,-0.23085102640799998
