,ARHGEF10L (55160)
ACH-000004,0.0371183112313
ACH-000007,0.281784095142
ACH-000009,-0.10454409949200001
ACH-000011,-0.0542064652985
ACH-000012,-0.128923880355
ACH-000013,0.0649091309724
ACH-000014,-0.0008793801226619999
ACH-000015,0.16716021833900002
ACH-000017,0.030892206696500002
ACH-000018,0.0671987187777
ACH-000019,-0.027425098220500002
ACH-000021,0.137919437591
ACH-000022,0.0491699843485
ACH-000025,-0.040180287672699995
ACH-000028,0.233995605676
ACH-000030,0.0588635157654
ACH-000035,-0.0631747194332
ACH-000036,0.018258523414
ACH-000037,-0.26005064268399997
ACH-000039,-0.21483053760899998
ACH-000040,-0.102901133248
ACH-000041,-0.0926989710285
ACH-000042,0.0868979162382
ACH-000045,-0.046751045594499996
ACH-000047,0.066233606924
ACH-000052,0.0129441623345
ACH-000053,0.068003627482
ACH-000054,0.0850180656648
ACH-000055,-0.08771201303130001
ACH-000060,0.017793064123
ACH-000067,0.017428636431599996
ACH-000070,-0.15382146771299998
ACH-000075,0.275522380566
ACH-000078,0.048142645946699994
ACH-000082,-0.144587071453
ACH-000085,-0.246037412349
ACH-000086,0.162684677648
ACH-000087,0.280700346484
ACH-000092,-0.10804116875499999
ACH-000095,-0.0254961310098
ACH-000097,0.057084421880299996
ACH-000098,0.0417836615993
ACH-000099,0.00846914772245
ACH-000108,0.058179831080300004
ACH-000113,0.161886646036
ACH-000115,-0.25667881075800003
ACH-000116,0.025476241057799998
ACH-000118,0.137171753812
ACH-000120,0.060379364037
ACH-000123,-0.00893584059362
ACH-000127,0.0996575339195
ACH-000128,-0.0699510123585
ACH-000132,-0.07368835273839999
ACH-000133,0.0632407700739
ACH-000137,-0.0991983277516
ACH-000138,0.0264577224443
ACH-000142,0.0186380357022
ACH-000143,-0.047362488349000004
ACH-000146,0.013007357499500001
ACH-000148,-0.00230158498287
ACH-000150,-0.134130080887
ACH-000152,-0.06886829537710001
ACH-000153,0.28101381392499997
ACH-000159,0.011884096061700001
ACH-000160,-0.0794020465602
ACH-000163,-0.111765738344
ACH-000167,0.281314119898
ACH-000168,0.11854827238700001
ACH-000169,0.0325835944515
ACH-000178,0.0840276812871
ACH-000182,0.151107206556
ACH-000183,-0.0183173244761
ACH-000188,-0.06061552364580001
ACH-000189,0.202460378996
ACH-000190,0.155075952207
ACH-000198,0.056641557512499996
ACH-000204,0.182926012768
ACH-000206,0.051065602385400005
ACH-000207,0.18416934257599998
ACH-000211,0.0414154529829
ACH-000215,-0.105681814894
ACH-000221,-0.043057407605499996
ACH-000222,-0.12570227645999998
ACH-000223,0.147305636794
ACH-000226,0.07874228602250001
ACH-000227,0.07896171139010001
ACH-000228,0.226329804593
ACH-000231,0.0192665520677
ACH-000232,0.11548853762399999
ACH-000233,0.0625200962144
ACH-000234,0.023255832803099997
ACH-000235,0.0226245332992
ACH-000237,0.12110354002399999
ACH-000238,0.0723884386268
ACH-000243,0.045426869379
ACH-000244,-0.05806379098540001
ACH-000246,0.0651717204445
ACH-000248,0.0225784916219
ACH-000250,0.0380529443349
ACH-000251,0.0963559104397
ACH-000253,0.09945282851399999
ACH-000255,0.0884445484196
ACH-000256,-0.0880961735143
ACH-000257,-0.12935988624199998
ACH-000258,0.12387983139900001
ACH-000259,0.059961133111899996
ACH-000260,0.127588130628
ACH-000261,0.143652866424
ACH-000262,0.105248879664
ACH-000263,-0.13539734074100002
ACH-000264,-0.028187655959400003
ACH-000265,0.053250782615
ACH-000266,0.040472655888199996
ACH-000272,0.11360733458599999
ACH-000273,-0.0107416010715
ACH-000274,-0.0400939932372
ACH-000277,0.103131303233
ACH-000278,0.123062870439
ACH-000279,-0.09330629573249999
ACH-000280,0.21297910261300002
ACH-000281,-0.0156889577137
ACH-000288,0.0550297185255
ACH-000291,-0.0386030703563
ACH-000293,0.0757146891719
ACH-000294,-0.0412047511763
ACH-000295,0.0552971720395
ACH-000296,0.0533856356147
ACH-000302,0.0029257155688600005
ACH-000304,0.0845123717704
ACH-000307,0.0084801784399
ACH-000308,0.061767807987199996
ACH-000310,0.0508725750124
ACH-000311,0.0628514966905
ACH-000312,-0.18275838114100001
ACH-000315,-0.28269266184999997
ACH-000316,-0.0665445870469
ACH-000317,0.00843795141296
ACH-000318,-0.14025727339299998
ACH-000319,-0.024119533182099997
ACH-000320,0.26550836323000004
ACH-000322,-0.10803928814300001
ACH-000323,-0.0820781608833
ACH-000324,0.0153150296416
ACH-000329,0.13185500828299998
ACH-000330,0.115329057846
ACH-000331,0.10623201386
ACH-000332,-0.00470006794075
ACH-000334,0.11757094300999998
ACH-000335,-0.0240736642057
ACH-000336,0.022131225738
ACH-000337,0.035190040624
ACH-000339,0.0261443117818
ACH-000341,0.0577965798153
ACH-000348,0.0403228606478
ACH-000350,0.0191375327836
ACH-000352,0.0582466608899
ACH-000356,0.014274255677
ACH-000361,0.041969679936199995
ACH-000362,0.129633433093
ACH-000363,0.218543019236
ACH-000364,0.053193414360199996
