,UFC1 (51506)
ACH-000004,-0.10470372941299999
ACH-000007,0.119953545566
ACH-000009,-0.43185264538699997
ACH-000011,-0.313358721845
ACH-000012,-0.36342377310400004
ACH-000013,-0.135119571305
ACH-000014,-0.20223102599599999
ACH-000015,-0.239567912381
ACH-000017,-0.108550993102
ACH-000018,-0.417641580938
ACH-000019,-0.44287084469099997
ACH-000021,0.09611887088539998
ACH-000022,-0.210429723702
ACH-000025,-0.41814600547499997
ACH-000028,-0.14389969529000002
ACH-000030,-0.0251007944544
ACH-000035,-0.323228532502
ACH-000036,-0.276765758223
ACH-000037,-0.198605013349
ACH-000039,-0.0750505291444
ACH-000040,-0.12094653082599999
ACH-000041,0.296651367122
ACH-000042,-0.21171784162700003
ACH-000045,-0.234100206703
ACH-000047,0.007572647058
ACH-000052,-0.17414524857299998
ACH-000053,0.0555889362886
ACH-000054,-0.153881296597
ACH-000055,0.29650173439
ACH-000060,-0.463962758551
ACH-000067,-0.497249227237
ACH-000070,0.07626695013519999
ACH-000075,-0.393932894714
ACH-000078,0.143540600504
ACH-000082,-0.114290689246
ACH-000085,-0.465570480437
ACH-000086,-0.54544274182
ACH-000087,0.0888421200691
ACH-000092,-0.623087641392
ACH-000095,0.00450756198643
ACH-000097,-0.35235859014300003
ACH-000098,0.0419038119291
ACH-000099,-0.062021318820799996
ACH-000108,-0.09812455999839999
ACH-000113,-0.142347285779
ACH-000115,-0.187650669732
ACH-000116,-0.143893886098
ACH-000118,-0.0710551417171
ACH-000120,-0.127656760772
ACH-000123,-0.39901127244199996
ACH-000127,-0.44498187772200004
ACH-000128,-0.28670311975400004
ACH-000132,-0.158704490294
ACH-000133,-0.266536251261
ACH-000137,-0.12729089941
ACH-000138,-0.14228959137
ACH-000142,-0.36112432037299996
ACH-000143,0.00174930581447
ACH-000146,0.060579510125400006
ACH-000148,-0.06621725456000001
ACH-000150,-0.208619969901
ACH-000152,-0.39957320743600006
ACH-000153,-0.34989318748099996
ACH-000159,-0.415412053514
ACH-000160,-0.0694294193739
ACH-000163,-0.298141588857
ACH-000167,0.169835077282
ACH-000168,-0.482901919728
ACH-000169,0.019874521714700003
ACH-000178,-0.226209721699
ACH-000182,-0.37558363321099997
ACH-000183,-0.137076722066
ACH-000188,-0.254899658405
ACH-000189,-0.482648086071
ACH-000190,0.00024648215214400005
ACH-000198,-0.145454678651
ACH-000204,-0.632230463133
ACH-000206,-0.20038840542599998
ACH-000207,-0.050464834137900004
ACH-000211,-0.11343130353499999
ACH-000215,-0.337312618939
ACH-000221,-0.288148616609
ACH-000222,0.0584251663786
ACH-000223,-0.122009200285
ACH-000226,0.128279765671
ACH-000227,-0.023012659355000003
ACH-000228,-0.31699771617600003
ACH-000231,-0.038737074414
ACH-000232,-0.481837661082
ACH-000233,-0.0952345340565
ACH-000234,-0.407275521488
ACH-000235,-0.144873578233
ACH-000237,-0.254742107499
ACH-000238,-0.08515090437210002
ACH-000243,-0.156698880102
ACH-000244,-0.6846755307060001
