,ADAM32 (203102)
ACH-000004,0.0843321093912
ACH-000007,0.311097363949
ACH-000009,0.211857333047
ACH-000011,0.170437880934
ACH-000012,0.07223986779989999
ACH-000013,0.23064764664
ACH-000014,0.0716420837468
ACH-000015,0.221995672643
ACH-000017,0.206283287606
ACH-000018,0.503274913229
ACH-000019,0.219704195742
ACH-000021,0.19981026268899998
ACH-000022,0.12204962037900001
ACH-000025,0.13830798105
ACH-000028,0.014421337432
ACH-000030,0.17097343086800001
ACH-000035,0.12408176449899999
ACH-000036,-0.0280744229212
ACH-000037,0.197742590587
ACH-000039,-0.12426967469
ACH-000040,0.157213829653
ACH-000041,0.119787246392
ACH-000042,0.0291467499761
ACH-000045,0.24926196040399998
ACH-000047,0.274603996541
ACH-000052,0.14521947369000002
ACH-000053,0.158162708891
ACH-000054,0.29667891541999997
ACH-000055,0.39305662718199996
ACH-000060,0.062215980591599995
ACH-000067,0.0894345969577
ACH-000070,0.249846302701
ACH-000075,0.253441077649
ACH-000078,0.176090346393
ACH-000082,0.08318316018630001
ACH-000085,0.34992871470299997
ACH-000086,0.154302953125
ACH-000087,0.108287589256
ACH-000092,0.355463389516
ACH-000095,0.131356426144
ACH-000097,-0.021762018656299998
ACH-000098,0.337084983913
ACH-000099,0.0577645992154
ACH-000108,0.215153150686
ACH-000113,0.173085040217
ACH-000115,0.30798131967500003
ACH-000116,0.147270475387
ACH-000118,-0.041359234502800005
ACH-000120,0.0133159760442
ACH-000123,0.010223064236299999
ACH-000127,0.16687645258199998
ACH-000128,0.102183055405
ACH-000132,0.161747456422
ACH-000133,0.10741370293199999
ACH-000137,0.107249769955
ACH-000138,0.0299527797732
ACH-000142,0.18515802981499999
ACH-000143,0.16791745542999997
ACH-000146,0.261563038944
ACH-000148,0.20889893017499997
ACH-000150,0.17730535337
ACH-000152,0.270366290924
ACH-000153,0.408339574051
ACH-000159,0.158627037761
ACH-000160,0.152281992603
ACH-000163,0.24878939823399998
ACH-000167,0.11008708720799999
ACH-000168,-0.0205232738739
ACH-000169,0.150708322956
ACH-000178,0.143926678813
ACH-000182,0.0131738681565
ACH-000183,0.13585974377
ACH-000188,-0.0338338328881
ACH-000189,0.119858117956
ACH-000190,0.15447293926300001
ACH-000198,0.188636653351
ACH-000204,0.192203424654
ACH-000206,-0.0660010642306
ACH-000207,0.23591925503699998
ACH-000211,0.08113640646089999
ACH-000215,0.18541681077599997
ACH-000221,0.18793541397
ACH-000222,-0.14300224835300002
ACH-000223,0.215065871454
ACH-000226,0.048611402160099994
ACH-000227,-0.0177758544677
ACH-000228,-0.0184953815651
ACH-000231,0.098587489885
ACH-000232,0.139588598379
ACH-000233,0.237807256315
ACH-000234,0.17559557252
ACH-000235,0.17412554358399998
ACH-000237,0.134744348623
ACH-000238,-0.021987933417
ACH-000243,0.0262886117564
ACH-000244,0.385873999669
ACH-000246,0.163926814708
ACH-000248,0.042006349068400006
ACH-000250,0.164522094911
ACH-000251,0.142573265475
ACH-000253,0.292411356849
ACH-000255,0.147846665324
ACH-000256,0.027505709987699998
ACH-000257,0.223591689716
ACH-000258,0.350736046364
ACH-000259,0.124388389972
ACH-000260,0.07920693552189999
ACH-000261,0.129447375011
ACH-000262,0.10383050832
ACH-000263,0.157517701174
ACH-000264,0.0124614039703
ACH-000265,0.0282190034648
ACH-000266,0.239652141809
ACH-000272,0.312504397424
ACH-000273,0.326707509715
ACH-000274,0.129734168259
ACH-000277,0.135972314447
ACH-000278,0.16978347351599998
ACH-000279,0.222515697842
ACH-000280,-0.00653990859817
ACH-000281,0.261007370489
ACH-000288,0.23200246778099998
ACH-000291,0.14969970403
ACH-000293,0.0890444503372
ACH-000294,0.0625316193451
ACH-000295,0.198162157778
ACH-000296,-0.0340488166867
ACH-000302,0.165199726638
ACH-000304,0.358224631406
ACH-000307,0.0532644922233
ACH-000308,0.128050384139
ACH-000310,-0.0714577648737
ACH-000311,-0.191784955863
ACH-000312,0.156083593424
ACH-000315,0.116561580494
ACH-000316,0.222108062112
ACH-000317,0.257182626064
ACH-000318,0.137759971057
ACH-000319,0.185209046821
ACH-000320,-0.11338550955900001
ACH-000322,0.170229879014
ACH-000323,0.216969960183
ACH-000324,0.18241982226700001
ACH-000329,0.188058080508
ACH-000330,0.0045936617475299995
ACH-000331,0.12049590487
ACH-000332,0.0592399858153
ACH-000334,0.219660404249
ACH-000335,0.0840521871237
ACH-000336,0.33799111047799996
ACH-000337,0.158026885192
ACH-000339,0.09138959365319999
ACH-000341,0.283915343024
ACH-000348,0.0806278314035
ACH-000350,0.07002857549880001
ACH-000352,0.150944068564
ACH-000356,0.0271179506502
ACH-000361,0.179152521615
ACH-000362,0.116565228265
ACH-000363,0.20271160050099998
ACH-000364,0.276922212795
ACH-000365,0.09126915743010001
ACH-000366,0.229516946721
ACH-000368,0.0211448600961
ACH-000374,0.0410949290146
ACH-000375,-0.123491745869
ACH-000376,0.143916112347
ACH-000381,0.11297934768699999
ACH-000383,0.146261982092
ACH-000387,0.0507865105394
ACH-000389,0.263990987324
ACH-000390,0.15879310411800002
ACH-000393,0.18697381710000002
ACH-000395,-0.09034140722210002
ACH-000397,0.133177583736
ACH-000401,0.275283546943
ACH-000402,0.541585157111
ACH-000403,0.119572745275
ACH-000404,0.23005043512899997
ACH-000406,0.0835975234277
ACH-000407,0.336923164574
ACH-000408,-0.011913861405799999
ACH-000410,0.096270834276
ACH-000411,0.13391396296
ACH-000414,0.0472758794487
ACH-000415,0.101352816942
ACH-000416,0.145136652257
ACH-000420,0.0918087385348
ACH-000421,0.0020066072650799997
ACH-000424,-0.058908602534300004
ACH-000425,0.19204016421
ACH-000426,0.284246940095
ACH-000427,0.42054579156800004
ACH-000433,0.31611208306099997
ACH-000436,0.212099685484
ACH-000444,0.12618572502
ACH-000445,0.0523157192153
ACH-000448,0.192574520387
ACH-000450,0.379832835678
ACH-000452,0.12259550912799999
ACH-000454,-0.0712699940098
ACH-000458,0.07344087450910002
ACH-000459,0.035380193383
ACH-000460,0.210851930392
ACH-000461,-0.023116770877
ACH-000463,0.08377189137239999
ACH-000464,0.227589824864
ACH-000466,0.0172696454694
ACH-000467,0.173915730429
ACH-000468,0.224350684863
ACH-000469,0.0787483123508
ACH-000470,-0.0917894134141
ACH-000471,0.135234058752
ACH-000472,0.192982494596
ACH-000473,0.360437854334
ACH-000475,0.164474793053
ACH-000476,-0.0257716033785
ACH-000477,0.08046806530600001
ACH-000480,0.0227939240735
ACH-000481,0.0726022757885
ACH-000483,0.00626585648424
ACH-000484,0.0865351318636
ACH-000485,0.11488368022800001
