,TREML2 (79865)
ACH-000004,-0.35301229544600005
ACH-000007,-0.334579271981
ACH-000009,-0.5324155117029999
ACH-000011,-0.22397864769200002
ACH-000012,-0.508955728793
ACH-000013,-0.5252392292010001
ACH-000014,-0.675557979279
ACH-000015,-0.347429600165
ACH-000017,-0.534223799504
ACH-000018,-0.5939614615250001
ACH-000019,-0.578427097799
ACH-000021,-0.511902434806
ACH-000022,-0.457080456385
ACH-000025,-0.382159898694
ACH-000028,-0.5081840722259999
ACH-000030,-0.487144351104
ACH-000035,-0.491925111792
ACH-000036,-0.479495867179
ACH-000037,-0.792485297177
ACH-000039,-0.339843371104
ACH-000040,-0.62584473679
ACH-000041,-0.388784677081
ACH-000042,-0.5892407666939999
ACH-000045,-0.5201351368639999
ACH-000047,-0.47625667280199996
ACH-000052,-0.17270371429900003
ACH-000053,-0.318954749914
ACH-000054,-0.42609489494
ACH-000055,-0.229150472727
ACH-000060,-0.46022513526299996
ACH-000067,-0.438828695716
ACH-000070,-0.54516621792
ACH-000075,-0.40178176238799995
ACH-000078,-0.376041154208
ACH-000082,-0.671391413259
ACH-000085,-0.137829440586
ACH-000086,-0.579736124876
ACH-000087,-0.5728928104290001
ACH-000092,-0.509300484573
ACH-000095,-0.6852855812890001
ACH-000097,-0.603802330172
ACH-000098,-0.529252273046
ACH-000099,-0.396477705445
ACH-000108,-0.438012102784
ACH-000113,-0.48540126451800003
ACH-000115,-0.675030982061
ACH-000116,-0.44879012861699996
ACH-000118,-0.453199807415
ACH-000120,-0.53072845005
ACH-000123,-0.26545779512
ACH-000127,-0.45801661915799996
ACH-000128,-0.47109164766
ACH-000132,-0.45442574818099996
ACH-000133,-0.49937388590000004
ACH-000137,-0.496934207509
ACH-000138,-0.401330244306
ACH-000142,-0.37217791577
ACH-000143,-0.619779507124
ACH-000146,-0.542758809875
ACH-000148,-0.33979714663000005
ACH-000150,-0.41627269738000006
ACH-000152,-0.502599467392
ACH-000153,-0.428363722904
ACH-000159,-0.606091255859
ACH-000160,-0.47445738291100004
ACH-000163,-0.325102169983
ACH-000167,-0.47644945143600004
ACH-000168,-0.513450676684
ACH-000169,-0.34504989994199997
ACH-000178,-0.664604769807
ACH-000182,-0.589361162975
ACH-000183,-0.48550954212700004
ACH-000188,-0.29887586733000004
ACH-000189,-0.6158914943029999
ACH-000190,-0.654488743743
ACH-000198,-0.38275840328
ACH-000204,-0.321561087404
ACH-000206,-0.564021583656
ACH-000207,-0.818891609272
ACH-000211,-0.509893102817
ACH-000215,-0.45839580846199995
ACH-000221,-0.25358528491099996
ACH-000222,-0.441546463935
ACH-000223,-0.36424869200300003
ACH-000226,-0.330535420329
ACH-000227,-0.66453183042
ACH-000228,-0.389951065701
ACH-000231,-0.447677157285
ACH-000232,-0.468165502809
ACH-000233,-0.355883504712
ACH-000234,-0.563163122097
ACH-000235,-0.48805618406999995
ACH-000237,-0.559924949393
ACH-000238,-0.46919661936000007
ACH-000243,-0.42740002791000004
ACH-000244,-0.5976402746280001
ACH-000246,-0.587350913797
ACH-000248,-0.524467909294
ACH-000250,-0.46966209877899995
ACH-000251,-0.09345325725230001
ACH-000253,-0.592327429156
ACH-000255,-0.316684277527
ACH-000256,-0.377309556321
ACH-000257,-0.543553209354
ACH-000258,0.0159283817214
ACH-000259,-0.509576097188
ACH-000260,-0.359004597596
ACH-000261,-0.240390330187
ACH-000262,-0.389838934774
ACH-000263,-0.801038014931
ACH-000264,-0.6534953701489999
ACH-000265,-0.47282611737400004
ACH-000266,-0.45562615168700005
ACH-000272,-0.640056181088
ACH-000273,-0.47608703239100003
ACH-000274,-0.536144607482
ACH-000277,-0.698470822594
ACH-000278,-0.434540785356
ACH-000279,-0.531478764089
ACH-000280,-0.630024296547
ACH-000281,-0.31054920359099997
ACH-000288,-0.525040157675
ACH-000291,-0.286190122293
ACH-000293,-0.357949283705
ACH-000294,-0.573456967329
ACH-000295,-0.706193503569
ACH-000296,-0.505731307202
ACH-000302,-0.518437735496
ACH-000304,-0.80435616847
ACH-000307,-0.385757870406
ACH-000308,-0.604244421521
ACH-000310,-0.175825233019
ACH-000311,-0.47235559981299996
ACH-000312,-0.5254464600600001
ACH-000315,-0.34816704608099996
ACH-000316,-0.775535278058
ACH-000317,-0.527796306011
ACH-000318,-0.609470487382
ACH-000319,-0.5831028219100001
ACH-000320,-0.10457357460000001
ACH-000322,-0.338416591734
ACH-000323,-0.409040536096
ACH-000324,-0.586764722367
ACH-000329,-0.5338501984740001
ACH-000330,-0.305265954662
ACH-000331,-0.432767189344
ACH-000332,-0.589136125158
ACH-000334,-0.464463576091
ACH-000335,-0.522169677743
ACH-000336,-0.533202391023
ACH-000337,-0.393452734086
ACH-000339,-0.609211063464
ACH-000341,-0.35664955634999995
ACH-000348,-0.42944494934199995
ACH-000350,-0.666078055973
ACH-000352,-0.42219888995300003
ACH-000356,-0.635787208737
ACH-000361,-0.158073763491
ACH-000362,-0.717497143825
ACH-000363,-0.341518427426
ACH-000364,-0.29960603305
ACH-000365,-0.530329209356
ACH-000366,-0.409461217093
ACH-000368,-0.42050094191799997
ACH-000374,-0.7206552959810001
ACH-000375,-0.494852174779
ACH-000376,-0.48620341847599996
ACH-000381,-0.412954169441
ACH-000383,-0.46044467248300003
ACH-000387,-0.457256924828
ACH-000389,-0.546326775424
ACH-000390,-0.428625657202
ACH-000393,-0.884182669341
ACH-000395,-0.794747470169
ACH-000397,-0.48801002529299997
ACH-000401,-0.686225018791
ACH-000402,-0.0133389495245
ACH-000403,-0.549807550424
ACH-000404,-0.463055391399
ACH-000406,-0.48273357509900006
ACH-000407,-0.6263151168659999
ACH-000408,-0.338163830476
ACH-000410,-0.41733803409500003
ACH-000411,-0.518775042031
ACH-000414,-0.293196717399
ACH-000415,-0.355429046464
ACH-000416,-0.37256282265600005
ACH-000420,-0.287514869984
ACH-000421,-0.6639073482710001
ACH-000424,-0.5365237736399999
ACH-000425,-0.430646438049
ACH-000426,-0.397988843382
ACH-000427,-0.46787940626
ACH-000433,-0.470817713271
ACH-000436,-0.20659738061299998
ACH-000444,-0.698104721075
ACH-000445,-0.34777516197999997
ACH-000448,-0.6144621894210001
ACH-000450,-0.34077034651999993
ACH-000452,-0.602271626411
ACH-000454,-0.49570623595799995
ACH-000458,-0.164404197073
ACH-000459,-0.274194871638
ACH-000460,-0.334853950748
ACH-000461,-0.5509565430919999
ACH-000463,-0.521851760594
ACH-000464,-0.606206920856
ACH-000466,-0.672283937371
ACH-000467,-0.31808911377099996
ACH-000468,-0.5359143025299999
ACH-000469,-0.6827387515510001
ACH-000470,-0.696996149922
ACH-000471,-0.410512285272
ACH-000472,-0.479141542793
ACH-000473,-0.5702953329029999
ACH-000475,-0.367153433323
ACH-000476,-0.41155123680399996
ACH-000477,-0.510455256462
ACH-000480,-0.442631744397
ACH-000481,-0.392703829959
ACH-000483,-0.29610627285999996
ACH-000484,-0.369112057148
ACH-000485,-0.41182362847900006
ACH-000486,-0.435544161761
ACH-000487,-0.41153124890799997
ACH-000488,-0.503009286588
ACH-000490,-0.414105782949
ACH-000491,-0.6886074702420001
ACH-000495,-0.18583359199299998
ACH-000496,-0.581948455479
ACH-000499,-0.684982796027
ACH-000500,-0.283745193606
ACH-000502,-0.575157309952
ACH-000503,-0.303380065834
ACH-000505,-0.451512326574
ACH-000507,-0.300672890878
ACH-000510,-0.39789826141
ACH-000511,-0.373098788099
ACH-000512,-0.621530921669
ACH-000516,-0.419168389406
ACH-000517,-0.570579886405
ACH-000518,-0.744123441108
ACH-000520,-0.42171586837499997
ACH-000521,-0.37461871766099997
ACH-000522,-0.41921653932999997
ACH-000524,-0.712710745092
ACH-000527,-0.299363326426
ACH-000528,-0.435449985612
ACH-000537,-0.193592084423
ACH-000541,-0.78753709013
ACH-000542,-0.38790796821199997
ACH-000544,-0.44830548423
ACH-000545,-0.47392242240099997
ACH-000547,-0.440677864573
ACH-000548,-0.355394603147
ACH-000549,-0.651635236138
ACH-000550,-0.40512375311099996
ACH-000552,-0.557096548074
ACH-000556,-0.451895359468
ACH-000557,-0.38939697141900004
ACH-000570,-0.454194088609
ACH-000571,-0.549593508319
ACH-000573,-0.34608575434600003
ACH-000576,-0.230977909632
ACH-000580,-0.382726587301
ACH-000584,-0.332063014624
ACH-000585,-0.382725058495
ACH-000588,-0.42702680648
ACH-000589,-0.461274480169
ACH-000591,-0.319486634745
ACH-000593,-0.311872223837
ACH-000600,-0.405532110924
ACH-000601,-0.35698100285800005
ACH-000604,-0.568243958279
ACH-000605,-0.55226740728
ACH-000606,-0.45205264438500004
ACH-000608,-0.458921771638
ACH-000614,-0.379336840443
ACH-000616,-0.312058508111
ACH-000618,-0.342205971642
ACH-000619,-0.417359346528
ACH-000620,-0.421220836329
ACH-000621,-0.552476290003
ACH-000622,-0.497158762029
ACH-000623,-0.512338134001
ACH-000624,-0.40924211347499995
ACH-000627,-0.42928817177199996
ACH-000630,-0.482606028896
ACH-000632,-0.270431235963
ACH-000633,-0.469271124752
ACH-000637,-0.8413617416920001
ACH-000638,-0.514410109639
ACH-000646,-0.570241011924
ACH-000647,-0.49841193678400003
ACH-000648,-0.549026579251
ACH-000649,-0.48130297928099997
ACH-000651,-0.521628148531
ACH-000652,-0.375285269705
ACH-000653,-0.625043591958
ACH-000657,-0.601811330799
ACH-000658,-0.517087585794
ACH-000661,-0.35726840674000004
ACH-000662,-0.38126645004500004
ACH-000663,-0.629813515274
ACH-000665,-0.530575767953
ACH-000671,-0.669501027336
ACH-000673,-0.716491927126
ACH-000676,-0.413414754165
ACH-000677,-0.486538861686
ACH-000681,-0.392757165995
ACH-000682,-0.38601980073299996
ACH-000683,-0.589169528666
ACH-000684,-0.43746988187700003
ACH-000688,-0.703130477473
ACH-000693,-0.44098232932099996
ACH-000694,-0.48322970676700006
ACH-000695,-0.5955330997230001
ACH-000696,-0.433973012204
ACH-000697,-0.845697116116
ACH-000699,-0.556025799964
ACH-000701,-0.387489032548
ACH-000706,-0.42461483448700005
ACH-000711,-0.5048105190119999
ACH-000713,-0.621486481344
ACH-000714,-0.549221075618
ACH-000718,-0.672560232529
ACH-000720,-0.378200787596
ACH-000721,-0.454914337301
ACH-000724,-0.371274167728
ACH-000725,-0.418668479529
ACH-000732,-0.298150416793
ACH-000734,-0.474265037487
ACH-000735,-0.408339824851
ACH-000736,-0.593337272544
ACH-000738,-0.370947345903
ACH-000746,-0.41706444718900004
ACH-000747,-0.332691571764
ACH-000748,-0.519436290055
ACH-000753,-0.32575088142499997
ACH-000756,-0.426214935646
ACH-000757,-0.496489243658
ACH-000758,-0.445291826866
ACH-000760,-0.486275379777
ACH-000763,-0.442331875076
ACH-000764,-0.934793950536
ACH-000765,-0.49673348325000005
ACH-000766,-0.444170540225
ACH-000767,-0.565080052612
ACH-000768,-0.37203872045100006
ACH-000769,-0.5118733527229999
ACH-000770,-0.545416467979
ACH-000771,-0.45882894526199997
ACH-000773,-0.6677011533470001
ACH-000776,-0.16514053753900002
ACH-000777,-0.489750038157
ACH-000778,-0.7318013149070001
ACH-000781,-0.49433334559799996
ACH-000782,-0.35379621743
ACH-000783,-0.630396328606
ACH-000784,-0.513060323339
ACH-000785,-0.461945335349
ACH-000787,-0.524670694736
ACH-000788,-0.36653992656400003
ACH-000791,-0.31572940965
ACH-000792,-0.345746709433
ACH-000794,-0.342864673073
ACH-000796,-0.497588429517
ACH-000799,-0.36948793828599996
ACH-000800,-0.46382571118
ACH-000802,-0.414618812912
ACH-000804,-0.288281446696
ACH-000805,-0.37800919378
ACH-000809,-0.639204313624
ACH-000810,-0.423869376859
ACH-000811,-0.473654483436
ACH-000817,-0.17740259221500002
ACH-000819,-0.450267070671
ACH-000820,-0.301846726789
ACH-000821,-0.455122977317
ACH-000822,-0.47454906571500005
ACH-000823,-0.292981530797
ACH-000824,-0.425418897355
ACH-000827,-0.513268460897
ACH-000829,-0.141486320337
ACH-000831,-0.55930092251
ACH-000832,-0.606300156793
ACH-000833,-0.238415004518
ACH-000834,-0.543793126703
ACH-000835,-0.402312628896
ACH-000836,-0.44336549257200003
ACH-000837,-0.49743086462200004
ACH-000838,-0.130246595501
ACH-000839,-0.48786162092600005
ACH-000840,-0.308220909126
ACH-000841,-0.479732441254
ACH-000843,-0.314907057112
ACH-000846,-0.5194857022680001
ACH-000847,-0.483697555476
ACH-000848,-0.661711408119
ACH-000849,-0.0922141698088
ACH-000851,-0.47457509480300003
ACH-000855,-0.549785291084
ACH-000856,-0.7357223667730001
ACH-000858,-0.601322466247
ACH-000859,-0.6810292475759999
ACH-000861,-0.43910609384099997
ACH-000862,-0.501873636538
ACH-000865,-0.392362611525
ACH-000866,-0.408403112853
ACH-000867,-0.584144085718
ACH-000869,-0.291689722205
ACH-000872,-0.25722700715
ACH-000873,-0.527870873584
ACH-000876,-0.769688846401
ACH-000878,-0.19566570202300002
ACH-000880,-0.561166333162
ACH-000881,-0.39286437319899997
ACH-000882,-0.3756499964
ACH-000884,-0.42298166692199995
ACH-000885,-0.417995291279
ACH-000887,-0.33117309307500004
ACH-000888,-0.645655413077
ACH-000889,-0.697617327898
ACH-000890,-0.363839459185
ACH-000896,-0.37405301521799994
ACH-000898,-0.552743600844
ACH-000900,-0.38860449855400003
ACH-000901,-0.491803226756
ACH-000905,-0.576453815238
ACH-000906,-0.503843632872
ACH-000907,-0.640631452001
ACH-000910,-0.633193386035
ACH-000911,-0.372187294111
ACH-000912,-0.371685796345
ACH-000913,-0.482020036027
ACH-000915,-0.364779774632
ACH-000916,-0.09392125087410001
ACH-000917,-0.294728734131
ACH-000921,-0.391219152346
ACH-000924,-0.42881042134999997
ACH-000926,-0.47995131126
ACH-000928,-0.138104282252
ACH-000929,-0.54837455578
ACH-000932,-0.39171376814000003
ACH-000935,-0.29426139326699996
ACH-000936,-0.38822716489500003
ACH-000937,-0.38923714756300004
ACH-000938,-0.595577473575
ACH-000939,-0.204754593678
ACH-000941,-0.577791958225
ACH-000943,-0.46821117664399997
ACH-000946,-0.441480802904
ACH-000947,-0.40355935033
ACH-000948,-0.548670919577
ACH-000950,-0.585978945376
ACH-000953,-0.556167422998
ACH-000957,-0.470723087229
ACH-000958,-0.46193677328599997
ACH-000960,-0.573462935915
ACH-000963,-0.162240983457
ACH-000968,-0.37486018123099996
ACH-000969,-0.127447265592
ACH-000973,-0.44772693298199995
ACH-000974,-0.445323739511
ACH-000975,-0.485179356519
ACH-000976,-0.564683108436
ACH-000978,-0.591428558618
ACH-000980,-0.359442835462
ACH-000984,-0.476615659239
ACH-000986,-0.45299649172
ACH-000988,-0.46147260736400003
ACH-000993,-0.647401886523
ACH-000994,-0.546451730027
ACH-000996,-0.421189123309
ACH-001001,-0.413125543014
ACH-001020,-0.267094921793
ACH-001028,-0.39798363691699995
ACH-001031,-0.481592868444
ACH-001038,-0.513432437187
ACH-001048,-0.387501238991
ACH-001050,-0.4673128461
ACH-001053,-0.253493657736
ACH-001054,-0.508131533965
ACH-001061,-0.280240908955
ACH-001067,-0.5331862520880001
ACH-001075,-0.468054540455
ACH-001096,-0.521657834347
ACH-001128,-0.46562080789899996
ACH-001134,-0.654235882869
ACH-001151,-0.558578100123
ACH-001163,-0.5860850634220001
ACH-001164,-0.43923916258900003
ACH-001173,-0.36585387169699995
ACH-001183,-0.627416110785
ACH-001184,-0.434686374059
ACH-001190,-0.449178738134
ACH-001192,-0.587428215323
ACH-001193,-0.43947975294
ACH-001196,-0.301845695453
ACH-001197,-0.54058558654
ACH-001205,-0.669707456671
ACH-001211,-0.462940500458
ACH-001212,-0.505983045915
ACH-001228,-0.487559228511
ACH-001232,-0.408811673544
ACH-001239,-0.5002804363059999
ACH-001274,-0.351402443701
ACH-001275,-0.605251033037
ACH-001277,-0.526652546268
ACH-001278,-0.54159483264
ACH-001280,-0.471077322979
ACH-001283,-0.28944210217300004
ACH-001289,-0.37025807244099995
ACH-001295,-0.523073891071
ACH-001300,-0.49472047784699996
ACH-001301,-0.465282037392
ACH-001302,-0.7684260826029999
ACH-001303,-0.9001475583220001
ACH-001306,-0.399182430252
ACH-001318,-0.272005586905
ACH-001322,-0.632314723701
ACH-001328,-0.46030739310400004
ACH-001332,-0.283115135995
ACH-001333,-0.683662409726
ACH-001336,-0.613776939115
ACH-001340,-0.446943612723
ACH-001346,-0.591189956373
ACH-001353,-0.610279836223
ACH-001354,-0.5564395231600001
ACH-001367,-0.5449328619389999
ACH-001368,-0.474235998446
ACH-001374,-0.6864350481470001
ACH-001375,-0.427248584433
ACH-001377,-0.260688928182
ACH-001380,-0.565234107738
ACH-001391,-0.290992283021
ACH-001407,-0.61731775234
ACH-001408,-0.419220926198
