,RALYL (138046)
ACH-000004,0.0161282996968
ACH-000007,-0.04652071977519999
ACH-000009,-0.039499923967800006
ACH-000011,-0.0185189289628
ACH-000012,-0.0935582151292
ACH-000013,-0.0754994690389
ACH-000014,-0.268289557932
ACH-000015,-0.0159311599703
ACH-000017,-0.09875953128810001
ACH-000018,-0.0185692190396
ACH-000019,-0.237242132514
ACH-000021,-0.10353437393500001
ACH-000022,-0.084894739853
ACH-000025,-0.143499291381
ACH-000028,-0.0170252431957
ACH-000030,-0.128259443875
ACH-000035,-0.18005907236699997
ACH-000036,0.025900547911900003
ACH-000037,-0.007631817299149999
ACH-000039,0.021952968676499998
ACH-000040,0.08395377751360002
ACH-000041,-0.156983764829
ACH-000042,-0.10696540756100001
ACH-000045,0.09451699122919999
ACH-000047,0.0414270285832
ACH-000052,-0.0210143359081
ACH-000053,-0.0597447877828
ACH-000054,-0.044606609621400006
ACH-000055,-0.0885871980283
ACH-000060,-0.169537310482
ACH-000067,-0.0670330192069
ACH-000070,-0.157573053557
ACH-000075,-0.0465666670321
ACH-000078,-0.00443434899204
ACH-000082,0.022030407418
ACH-000085,0.0143863795682
ACH-000086,-0.021891752872900003
ACH-000087,-0.0197400926312
ACH-000092,-0.11325279230799999
ACH-000095,-0.005619345591109999
ACH-000097,-0.0449024105162
ACH-000098,-0.123776689256
ACH-000099,-0.10303348454700001
ACH-000108,-0.0519791908806
ACH-000113,-0.023917351730299997
ACH-000115,-0.002372125287
ACH-000116,0.054992022778
ACH-000118,-0.159688560677
ACH-000120,-0.0425288785154
ACH-000123,-0.148706346564
ACH-000127,-0.05957466471969999
ACH-000128,0.0138932442033
ACH-000132,0.061266950412400004
ACH-000133,-0.126020176819
ACH-000137,0.07891018079739999
ACH-000138,-0.0582230833378
ACH-000142,-0.14817357902699999
ACH-000143,-0.050724854555000004
ACH-000146,-0.031200000355700003
ACH-000148,-0.00880903272627
ACH-000150,-0.127909646539
ACH-000152,-0.215879409302
ACH-000153,-0.065974342147
ACH-000159,-0.0132169287854
ACH-000160,-0.00461860838274
ACH-000163,-0.113173083528
ACH-000167,-0.203545273102
ACH-000168,-0.279333256408
ACH-000169,0.026176274972099997
ACH-000178,-0.0942963359722
ACH-000182,-0.0017869896741800001
ACH-000183,0.015890286557
ACH-000188,0.027208017854900002
ACH-000189,0.011600914305
ACH-000190,-0.06941800186319999
ACH-000198,-0.0906853162447
ACH-000204,-0.203860201702
ACH-000206,-0.06966742920689999
ACH-000207,-0.08485578199839999
ACH-000211,-0.058940909685
ACH-000215,0.034180331696599994
ACH-000221,-0.025606568206199998
ACH-000222,0.0368881117154
ACH-000223,0.038279464311900005
ACH-000226,-0.143097092759
ACH-000227,0.0017926677453599998
ACH-000228,-0.024723188492200003
ACH-000231,-0.0659693743854
ACH-000232,-0.047343048014500004
ACH-000233,-0.115176343684
ACH-000234,-0.20663453409200003
ACH-000235,-0.10734025094699999
ACH-000237,0.10366867002999999
ACH-000238,-0.0331667921145
ACH-000243,-0.17115888981199998
ACH-000244,0.289739292731
ACH-000246,-0.0941047737069
ACH-000248,-0.281812591734
ACH-000250,-0.037592954621699995
ACH-000251,-0.059811917868999996
ACH-000253,-0.0462368241555
ACH-000255,-0.025166690447999997
ACH-000256,-0.115795407358
ACH-000257,-0.116495279267
ACH-000258,-0.27433831176
ACH-000259,-0.0386138346372
ACH-000260,-0.0110677113414
ACH-000261,-0.0362758692868
ACH-000262,0.12599942157
ACH-000263,-0.0347528345469
ACH-000264,-0.07216877812479999
ACH-000265,-0.16225963953
ACH-000266,-0.0840690555501
ACH-000272,-0.09831364750530001
ACH-000273,-0.00345753834512
ACH-000274,0.023335668741599997
ACH-000277,-0.146462440982
ACH-000278,-0.161951029509
ACH-000279,-0.018096546635499998
ACH-000280,-0.0388760474547
ACH-000281,-0.07937925976539999
ACH-000288,0.0683689160816
ACH-000291,-0.10359310057499999
ACH-000293,-0.0960887841409
ACH-000294,-0.29574199400199996
ACH-000295,-0.114689944013
ACH-000296,0.0848012839051
ACH-000302,-0.107109783089
ACH-000304,-0.190010796939
ACH-000307,-0.09328937744789999
ACH-000308,0.059289968571300006
ACH-000310,-0.234549329221
ACH-000311,0.004503435036119999
ACH-000312,0.11689252578400001
ACH-000315,-0.0063492086195
ACH-000316,-0.145565921837
ACH-000317,-0.0738747217931
ACH-000318,-0.0416938900241
ACH-000319,-0.0445427057756
ACH-000320,-0.00365444404166
ACH-000322,0.107964605343
ACH-000323,-0.11149435896099999
ACH-000324,-0.011132130956999999
ACH-000329,0.041686386704199996
