,ARL5C (390790)
ACH-000004,-0.39189097557700003
ACH-000007,-0.286978932649
ACH-000009,-0.36806253656300003
ACH-000011,-0.0943109184138
ACH-000012,-0.391978671781
ACH-000013,-0.19874334094
ACH-000014,-0.270689754309
ACH-000015,-0.0371538677817
ACH-000017,-0.421478665106
ACH-000018,-0.20522431986099998
ACH-000019,-0.22930676538400002
ACH-000021,-0.146619688294
ACH-000022,-0.20813155085700003
ACH-000025,-0.158173109158
ACH-000028,-0.186634441899
ACH-000030,-0.280426233948
ACH-000035,-0.522325807714
ACH-000036,-0.23818974108399998
ACH-000037,0.0968946233115
ACH-000039,-0.114924329941
ACH-000040,-0.0850704664415
ACH-000041,-0.17756677180599997
ACH-000042,-0.237988735246
ACH-000045,-0.306121815335
ACH-000047,-0.388182196408
ACH-000052,-0.0143892112583
ACH-000053,-0.346557061944
ACH-000054,-0.152379878982
ACH-000055,-0.412903435215
ACH-000060,-0.321840340877
ACH-000067,-0.248863229691
ACH-000070,-0.0728943654759
ACH-000075,-0.00255118353471
ACH-000078,0.0102466784553
ACH-000082,-0.266100233766
ACH-000085,-0.12640576128699998
ACH-000086,-0.238236696185
ACH-000087,-0.11003136817
ACH-000092,-0.134817540148
ACH-000095,-0.273496413508
ACH-000097,-0.115785460552
ACH-000098,-0.16873751837
ACH-000099,-0.142304625538
ACH-000108,-0.0817721279743
ACH-000113,-0.178498299006
ACH-000115,-0.21121930734799998
ACH-000116,-0.145777745316
ACH-000118,-0.314386066784
ACH-000120,-0.274039106651
ACH-000123,-0.270436838896
ACH-000127,-0.203063238307
ACH-000128,-0.264126732267
ACH-000132,-0.14104788488
ACH-000133,-0.09894537941310001
ACH-000137,-0.136035163323
ACH-000138,-0.431680403194
ACH-000142,-0.397215315347
ACH-000143,0.07113021016769999
ACH-000146,-0.0507828231152
ACH-000148,-0.09344568429950001
ACH-000150,-0.167468695689
ACH-000152,-0.207318293362
ACH-000153,-0.119453590604
ACH-000159,-0.044304518895
ACH-000160,-0.317063364852
ACH-000163,-0.395211280959
ACH-000167,-0.09187926650250001
ACH-000168,-0.0993345311884
ACH-000169,-0.113200887902
ACH-000178,-0.139136878401
ACH-000182,-0.238779860295
ACH-000183,-0.22325844163400002
ACH-000188,-0.42458217389200004
ACH-000189,0.170041871421
ACH-000190,-0.10375570484999999
ACH-000198,-0.256481469665
ACH-000204,0.0685619253689
ACH-000206,-0.133428094519
ACH-000207,-0.0742787390175
ACH-000211,-0.282128584296
ACH-000215,-0.115352098101
ACH-000221,-0.357385251113
ACH-000222,-0.215999488565
ACH-000223,-0.09635002904489999
ACH-000226,-0.151562784488
ACH-000227,-0.188566756776
ACH-000228,-0.09182956253350001
ACH-000231,-0.18620823607999998
ACH-000232,-0.016960957167200003
ACH-000233,0.0645846347217
ACH-000234,-0.180190910878
ACH-000235,-0.295449933607
ACH-000237,-0.0447239244359
ACH-000238,-0.5455917963629999
ACH-000243,-0.420803270224
ACH-000244,-0.0626675470322
ACH-000246,-0.07468339587969999
ACH-000248,-0.171931138552
ACH-000250,-0.169360619878
ACH-000251,-0.303872556176
ACH-000253,-0.111014357523
ACH-000255,-0.240787287287
ACH-000256,-0.148442638923
ACH-000257,-0.0238784328462
ACH-000258,-0.150030864195
ACH-000259,-0.237661889361
ACH-000260,-0.21174918055199998
ACH-000261,-0.157276244618
ACH-000262,-0.15025194789000001
ACH-000263,0.013877043882299999
ACH-000264,-0.248559742187
ACH-000265,-0.215013695053
ACH-000266,-0.14045262686899998
ACH-000272,-0.140381784209
ACH-000273,-0.236354663591
ACH-000274,-0.30591586829
ACH-000277,0.0511258298428
ACH-000278,-0.160146321774
ACH-000279,-0.12978438866699998
ACH-000280,-0.22094604007100002
ACH-000281,-0.332998241948
ACH-000288,-0.278781251588
ACH-000291,-0.242419907222
ACH-000293,-0.19900756482700002
ACH-000294,-0.442480933967
ACH-000295,-0.503871208259
ACH-000296,-0.284733831634
ACH-000302,-0.263469132617
ACH-000304,-0.38981719570900003
ACH-000307,-0.241971446085
ACH-000308,-0.244718627469
ACH-000310,-0.23778527846
ACH-000311,-0.05479500277840001
ACH-000312,-0.288097529954
ACH-000315,-0.262418284504
ACH-000316,-0.211704619222
