,UTP11L (51118)
ACH-000318,-0.894294726786
ACH-000319,-0.994662532754
ACH-000320,-0.604746719998
ACH-000322,-0.900806863812
ACH-000323,-0.883325396489
ACH-000324,-0.7532897511679999
ACH-000329,-0.875858399016
ACH-000330,-1.04967980724
ACH-000331,-0.8169196067100001
ACH-000332,-0.769762271668
ACH-000334,-1.0381308415600001
ACH-000335,-0.699548262989
ACH-000336,-0.591493103705
ACH-000337,-0.6364156685010001
ACH-000339,-0.677112571213
ACH-000341,-1.13781962761
ACH-000348,-0.890485700915
ACH-000350,-0.97813852097
ACH-000352,-0.7718987223899999
ACH-000356,-0.861852449849
ACH-000361,-0.462377469097
ACH-000362,-0.821484501021
ACH-000363,-0.850870425758
ACH-000364,-0.751292322822
ACH-000365,-0.827271816669
ACH-000366,-0.737888118295
ACH-000368,-0.661788639076
ACH-000374,-0.553689801593
ACH-000375,-0.9460589369419999
ACH-000376,-0.8731766267309999
ACH-000381,-1.2264143626200001
ACH-000383,-0.886208531199
ACH-000387,-0.774455533169
ACH-000389,-0.545169020719
ACH-000390,-0.9925846499779999
ACH-000393,-0.760342417719
ACH-000395,-0.947933698137
ACH-000397,-0.8972390547069999
ACH-000401,-0.645965424574
ACH-000402,0.41271857984300003
ACH-000403,-0.89364705248
ACH-000404,-0.409811445195
ACH-000406,-0.6931586710169999
ACH-000407,-0.578984861889
ACH-000408,-0.927728754225
ACH-000410,-0.802758804498
ACH-000411,-0.894461296539
ACH-000414,-0.8384482710340001
ACH-000415,-0.701662713337
ACH-000416,-0.7961320768979999
ACH-000420,-0.938463040506
ACH-000421,-0.655142810278
ACH-000424,-0.653974692007
ACH-000425,-0.9160996414
ACH-000426,-0.767726511312
ACH-000427,-0.8757977830470001
ACH-000433,-0.628079159709
ACH-000436,-0.685789182973
ACH-000444,-0.823418488304
ACH-000445,-0.679256914548
ACH-000448,-0.8071058228560001
ACH-000450,-0.310127915466
ACH-000452,-0.7161527996629999
ACH-000454,-0.9601614396089999
ACH-000458,-0.83981619368
ACH-000459,-0.667847356643
ACH-000460,-0.571270826105
ACH-000461,-0.866736074233
ACH-000463,-0.776406574402
ACH-000464,-1.00045883938
ACH-000466,-0.907929299957
ACH-000467,-0.777404265602
ACH-000468,-0.919492634445
ACH-000469,-0.7966120327449999
ACH-000470,-0.654191603301
ACH-000471,-0.9160571681290001
ACH-000472,-0.729544907683
ACH-000473,-0.8885845564749999
ACH-000475,-0.6988579101479999
ACH-000476,-0.661145799098
ACH-000477,-1.12933147633
ACH-000480,-1.08278617021
ACH-000481,-1.04163556282
ACH-000483,-0.601236211928
ACH-000484,-0.8078725604449999
ACH-000485,-1.04736957826
ACH-000486,-0.891872498724
ACH-000487,-0.541799588384
ACH-000488,-0.663105841197
ACH-000490,-0.9939625061149999
ACH-000491,-0.440374444495
ACH-000495,-0.39890961630000005
ACH-000496,-0.760060520792
ACH-000499,-0.875515531528
ACH-000500,-0.9631350685719999
ACH-000502,-0.6976793332250001
ACH-000503,-0.789444483942
ACH-000505,-0.639022930442
ACH-000507,-1.0080242458
ACH-000510,-0.709243236898
ACH-000511,-0.728360863443
ACH-000512,-0.7607380484190001
ACH-000516,-0.574543237436
ACH-000517,-0.8584750917370001
ACH-000518,-0.713504619634
ACH-000520,-0.852593380303
ACH-000521,-0.8106238686139999
ACH-000522,-0.633553669638
ACH-000524,-0.744610859323
ACH-000527,-0.646907773993
ACH-000528,-0.781787178391
ACH-000537,-0.5335900937210001
ACH-000541,-0.9543611919600001
ACH-000542,-0.816442366548
ACH-000544,-0.797283176169
ACH-000545,-0.771701398258
ACH-000547,-0.9373268789110001
ACH-000548,-0.642400510788
ACH-000549,-0.547301395366
ACH-000550,-0.903441450729
ACH-000552,-0.677945621648
ACH-000556,-0.9330298596430001
ACH-000557,-1.02643008793
ACH-000570,-1.07185539831
ACH-000571,-0.828764787028
ACH-000573,-0.744029196371
ACH-000576,-0.587257864261
ACH-000580,-0.8887113055600001
ACH-000584,-0.678047188391
ACH-000585,-0.936786557403
ACH-000588,-0.6762388887890001
ACH-000589,-0.726053129475
ACH-000591,-0.864922658589
ACH-000593,-0.8008046141930001
ACH-000600,-0.782447656755
ACH-000601,-0.7529905866609999
ACH-000604,-0.243946504448
ACH-000605,-0.853006575905
ACH-000606,-0.8240160470919999
ACH-000608,-0.9201285344269999
ACH-000614,-0.5823023732029999
ACH-000616,-0.8875742237819999
ACH-000618,-0.8333333115680001
ACH-000619,-0.893400967027
ACH-000620,-0.7034628049670001
ACH-000621,-0.639334923959
ACH-000622,-1.02598724522
ACH-000623,-0.976246090007
ACH-000624,-0.7779674692820001
ACH-000627,-0.596601313612
ACH-000630,-0.633119947579
ACH-000632,-0.8763551538950001
ACH-000633,-0.728515044539
ACH-000637,-0.7261920572439999
ACH-000638,-0.65948307585
ACH-000646,-1.02188792162
ACH-000647,-0.741137370649
ACH-000648,-0.720628630301
ACH-000649,-0.8252822840809999
ACH-000651,-0.880586138547
ACH-000652,-0.846752118741
ACH-000653,-0.79657777016
ACH-000657,-0.8380830228730001
ACH-000658,-0.689237455758
ACH-000661,-0.804649490946
ACH-000662,-0.536984919037
ACH-000663,-0.812889847066
ACH-000665,-0.610043155864
ACH-000671,-0.7274774177399999
ACH-000673,-0.7395963651549999
ACH-000676,-0.7542589959810001
ACH-000677,-0.6491607222469999
ACH-000681,-0.842241153303
ACH-000682,-0.8971792890710001
ACH-000683,-0.8159846183849999
ACH-000684,-0.909594000997
ACH-000688,-0.7828893216580001
ACH-000693,-0.840556558594
ACH-000694,-0.806624132625
ACH-000695,-0.834134891004
ACH-000696,-0.9010599656180001
ACH-000697,-0.603695041175
ACH-000699,-0.821488708328
ACH-000701,-0.72978733855
ACH-000706,-0.973829175642
ACH-000711,-0.7526599246979999
ACH-000713,-0.646773371514
ACH-000714,-0.7762904945899999
ACH-000718,-0.757398355563
ACH-000720,-0.626508026395
ACH-000721,-0.873335233605
ACH-000724,-0.671344605017
ACH-000725,-0.58606726856
ACH-000732,-0.7563428734759999
ACH-000734,-0.7868151844419999
ACH-000735,-0.795195185174
ACH-000736,-0.9743135191169999
ACH-000738,-0.7453065469969999
ACH-000746,-0.558593705935
ACH-000747,-0.772839318846
ACH-000748,-0.841548229948
ACH-000753,-0.601104482936
ACH-000756,-0.916366996331
ACH-000757,-0.8383483231319999
ACH-000758,-0.747695952932
ACH-000760,-0.630606541322
ACH-000763,-0.794636684771
ACH-000764,-0.731477198563
ACH-000765,-1.07446778082
ACH-000766,-0.861346914228
ACH-000767,-0.6448112964320001
ACH-000768,-0.6844314249169999
ACH-000769,-0.7446281843639999
ACH-000770,-1.00051360274
ACH-000771,-0.846171992471
ACH-000773,-0.636004374973
ACH-000776,-0.934045090025
ACH-000777,-0.8231868677490001
ACH-000778,-0.7225131703309999
ACH-000781,-0.665795563672
ACH-000782,-0.746122337145
ACH-000783,-1.0187880605600002
ACH-000784,-0.879512984292
ACH-000785,-0.923749832994
ACH-000787,-0.6636892317
ACH-000788,-0.843175268889
ACH-000791,-0.719520760179
ACH-000792,-0.826709231497
ACH-000794,-0.7089830095399999
ACH-000796,-0.5421429578320001
ACH-000799,-1.0326254255399998
ACH-000800,-0.843442052836
ACH-000802,-0.938122573347
ACH-000804,-0.906482417542
ACH-000805,-1.15619537842
ACH-000809,-0.667993359558
ACH-000810,-0.38981888900899997
ACH-000811,-0.909934194144
ACH-000817,-0.543318186
ACH-000819,-0.723218637988
ACH-000820,-0.686392669701
ACH-000821,-0.318899055912
ACH-000822,-0.732160003098
ACH-000823,-0.923858563493
ACH-000824,-0.811048800499
ACH-000827,-0.773512131715
ACH-000829,-0.860819545534
ACH-000831,-0.796630623771
ACH-000832,-0.8860692170819999
ACH-000833,-0.5506260646760001
ACH-000834,-0.8246464137980001
ACH-000835,-0.70699544257
ACH-000836,-0.711740122608
ACH-000837,-0.674312040812
ACH-000838,-1.09965442336
ACH-000839,-0.7207519096089999
ACH-000840,-0.484349866549
ACH-000841,-0.468784286027
ACH-000843,-0.811388554841
ACH-000846,-0.942385035771
ACH-000847,-0.9504681105670001
ACH-000848,-0.703305379982
ACH-000849,-0.41701303136999995
ACH-000851,-0.463093502539
ACH-000855,-0.7824202868529999
ACH-000856,-0.890449887307
ACH-000858,-0.8623836807009999
ACH-000859,-0.6713790855930001
ACH-000861,-0.6787995909479999
ACH-000862,-0.732789393619
ACH-000865,-0.9253345219920001
ACH-000866,-0.821992670012
ACH-000867,-0.9420536041509999
ACH-000869,-0.622898710949
ACH-000872,-0.6693546524539999
ACH-000873,-0.5415095398399999
ACH-000876,-0.744447101303
ACH-000878,-0.520932839103
ACH-000880,-1.0820509977600001
ACH-000881,-0.868375023084
ACH-000882,-0.835713606076
ACH-000884,-0.918390423076
ACH-000885,-0.8505009711220001
ACH-000887,-0.78245815177
ACH-000888,-0.805068122278
ACH-000889,-0.747834881919
ACH-000890,-0.951319706147
ACH-000896,-0.7816341956739999
ACH-000898,-0.8010522808600001
ACH-000900,-0.7484888610930001
ACH-000901,-0.775879872974
ACH-000905,-0.599717707285
ACH-000906,-0.641931703303
ACH-000907,-0.929032385521
ACH-000910,-0.694518067091
ACH-000911,-0.7929298648440001
ACH-000912,-0.642776711539
ACH-000913,-0.8228082005390001
ACH-000915,-0.663838021481
ACH-000916,-0.127895785196
ACH-000917,-1.06083408393
ACH-000921,-0.7546083633509999
ACH-000924,-0.784124308989
ACH-000926,-0.811548640096
ACH-000928,-0.8578210678300001
ACH-000929,-0.7345482043350001
ACH-000932,-0.795952574465
ACH-000935,-0.703695618519
ACH-000936,-0.687609971278
ACH-000937,-0.840385400085
ACH-000938,-1.04514188248
ACH-000939,-0.8313209958050001
ACH-000941,-0.5442844333269999
ACH-000943,-0.55437167228
ACH-000946,-0.606319608566
ACH-000947,-0.893198845321
ACH-000948,-0.624879907378
ACH-000950,-0.503464022747
ACH-000953,-1.0527014324600001
ACH-000957,-0.666195620237
ACH-000958,-0.518784759242
ACH-000960,-0.719109760091
ACH-000963,-1.05865480978
ACH-000968,-0.684987564854
ACH-000969,-0.6871905269580001
ACH-000973,-0.700247875974
ACH-000974,-0.617786400265
ACH-000975,-0.951961548704
ACH-000976,-0.793774046261
ACH-000978,-0.421295132735
ACH-000980,-0.904658013459
ACH-000984,-0.715250375018
ACH-000986,-0.597228778039
ACH-000988,-1.09427629715
ACH-000993,-0.323422059975
ACH-000994,-0.700962320228
ACH-000996,-0.7855889289069999
ACH-001001,-0.791176277121
ACH-001020,-1.02782223169
ACH-001028,-0.510357168456
ACH-001031,-0.726706766738
ACH-001038,-0.705705185931
ACH-001048,-0.612905341851
ACH-001050,-0.7796943651639999
ACH-001053,-0.548201196495
ACH-001054,-0.647889478117
ACH-001061,-0.6044106054999999
ACH-001067,-0.788202289209
ACH-001075,-0.689830726361
ACH-001096,-0.743773537342
ACH-001128,-0.780613225765
ACH-001134,-0.96521310293
ACH-001151,-0.813594676679
ACH-001163,-0.69522069969
ACH-001164,-0.950278923894
ACH-001173,-0.7160636262800001
ACH-001183,-0.755674761861
ACH-001184,-0.8318825240350001
ACH-001190,-0.9637295500740001
ACH-001192,-0.7405247276770001
ACH-001193,-0.437262920553
ACH-001196,-0.767011172924
ACH-001197,-0.6067411677210001
ACH-001205,-0.7536689741079999
ACH-001211,-0.9751868022299999
ACH-001212,-0.686185008073
ACH-001228,-0.847947679196
ACH-001232,-0.781651019149
ACH-001239,-0.753489865069
ACH-001274,-0.7951408805560001
ACH-001275,-0.911018299702
ACH-001277,-0.518911657915
ACH-001278,-0.9782460392799999
ACH-001280,-0.9656734803460001
ACH-001283,-0.846180623319
ACH-001289,-1.07901741595
ACH-001295,-0.842538639003
ACH-001300,-0.9355339191580001
ACH-001301,-0.904053482725
ACH-001302,-1.35937572562
ACH-001303,-1.62176636688
ACH-001306,-0.649012247983
ACH-001318,-0.935813379692
ACH-001322,-0.974691256501
ACH-001328,-0.6445575785100001
ACH-001332,-0.829973267438
ACH-001333,-0.816852217772
ACH-001336,-0.721308949023
ACH-001340,-0.854475391667
ACH-001346,-0.8345366700929999
ACH-001353,-0.708073198296
ACH-001354,-0.582160189312
ACH-001367,-0.6251134261110001
ACH-001368,-0.811565654243
ACH-001374,-0.8920923325390001
ACH-001375,-0.764488858116
ACH-001377,-1.02445782002
ACH-001380,-0.726237447738
ACH-001391,-0.655786483982
ACH-001407,-0.497282519952
ACH-001408,-0.876286297762
ACH-001413,-0.888000903011
ACH-001430,-1.13049144387
ACH-001431,-0.984391448701
ACH-001450,-0.979016933839
ACH-001496,-1.04938557718
ACH-001500,-0.647290901348
ACH-001521,-0.8624539981470001
ACH-001523,-0.686183792649
ACH-001532,-0.8067948617749999
ACH-001536,-0.842216106547
ACH-001550,-0.973795749711
ACH-001552,-0.791473648245
ACH-001554,-0.6603486856440001
ACH-001645,-0.801205922916
ACH-001654,-0.840924953091
ACH-001715,-0.772170063565
ACH-001735,-0.72242296752
ACH-001736,-0.937384745543
ACH-001737,-0.5516396379330001
ACH-001740,-0.941529437616
ACH-001745,-0.768245477367
ACH-001750,-0.9256046439839999
ACH-001765,-0.616749619361
ACH-001956,-0.7199390803360001
ACH-001957,-0.8639222648649999
