,HSPB11 (51668)
ACH-000004,-0.0062009513355
ACH-000007,0.09499686633760002
ACH-000009,-0.172145192466
ACH-000011,0.122257702975
ACH-000012,0.0546225720954
ACH-000013,-0.13258054254100002
ACH-000014,-0.0369787807568
ACH-000015,-0.08308285447939999
ACH-000017,0.14167855603399998
ACH-000018,-0.0570608313501
ACH-000019,-0.19950230592999998
ACH-000021,-0.00917034006012
ACH-000022,0.06954738746
ACH-000025,0.0825947317077
ACH-000028,0.125841500339
ACH-000030,-0.0929825883861
ACH-000035,-0.116509310253
ACH-000036,0.05317223635340001
ACH-000037,0.0249436131915
ACH-000039,-0.0148663681709
ACH-000040,0.18659476858600002
ACH-000041,0.210365735083
ACH-000042,0.0141076253147
ACH-000045,0.132371499769
ACH-000047,0.06312353552080001
ACH-000052,0.0551337708873
ACH-000053,-0.028086010634
ACH-000054,0.07696125651050001
ACH-000055,-0.0285076048585
ACH-000060,-0.0444643905953
ACH-000067,0.213584169219
ACH-000070,-0.034449333760099995
ACH-000075,0.0717886585092
ACH-000078,-0.115403802816
ACH-000082,-0.203831087229
ACH-000085,-0.042173546619300006
ACH-000086,-0.0806336474605
ACH-000087,0.270521192961
ACH-000092,0.0327760616054
ACH-000095,-0.07276746141360001
ACH-000097,0.0245687063827
ACH-000098,0.0144059286819
ACH-000099,0.0674404641895
ACH-000108,-0.078904992216
ACH-000113,-0.0909029015093
ACH-000115,-0.110703717711
ACH-000116,0.201380265158
ACH-000118,0.0308671628553
ACH-000120,0.22025114367899998
ACH-000123,-0.07420142303449999
ACH-000127,0.00698058956218
ACH-000128,0.060136128116
ACH-000132,-0.244410526199
ACH-000133,0.0187479436987
ACH-000137,0.114735715116
ACH-000138,-0.05105772451309999
ACH-000142,0.0126180867594
ACH-000143,-0.14568360908199998
ACH-000146,-0.048603323467699994
ACH-000148,-0.060581822301599995
ACH-000150,0.104255794136
ACH-000152,0.178171365791
ACH-000153,-0.25921999313
ACH-000159,-0.0388812974785
ACH-000160,-0.22050777630999996
ACH-000163,0.273454212881
ACH-000167,0.0473559267646
ACH-000168,0.0028691653786400003
ACH-000169,0.164030577369
ACH-000178,0.107170255283
ACH-000182,0.07732740929710001
ACH-000183,0.120423151285
ACH-000188,-0.0464250209227
ACH-000189,-0.0749355066908
ACH-000190,-0.10398876593
ACH-000198,0.12264831717800001
ACH-000204,-0.22705180099
ACH-000206,0.295435244272
ACH-000207,0.0739849247941
ACH-000211,0.0498706868491
ACH-000215,-0.0401464195659
ACH-000221,0.14382235168
ACH-000222,-0.136024565612
ACH-000223,0.0104923429464
ACH-000226,0.125480473123
ACH-000227,-0.190243070567
ACH-000228,0.0580816111533
ACH-000231,0.164234460326
ACH-000232,0.0797718411822
ACH-000233,0.14094587291
ACH-000234,-0.00260184008113
ACH-000235,-0.0166862995285
ACH-000237,0.0828171813067
ACH-000238,0.010491971223200001
ACH-000243,0.10216200945699999
ACH-000244,0.143335453423
ACH-000246,0.0296781121578
ACH-000248,0.204312172452
ACH-000250,0.150598292361
ACH-000251,-0.0991405382237
ACH-000253,-0.08199756091310001
ACH-000255,0.0053138901890000005
ACH-000256,-0.0434432547595
ACH-000257,0.25360452656
ACH-000258,0.0734535377033
ACH-000259,0.0122538257602
ACH-000260,0.0508150488112
ACH-000261,-0.0346070573505
ACH-000262,-0.0724949615894
ACH-000263,0.183678000432
ACH-000264,-0.04704909804819999
ACH-000265,0.0477695989302
ACH-000266,0.0969054259646
ACH-000272,0.19444246647
ACH-000273,0.0312792594323
ACH-000274,-0.0727879187315
ACH-000277,0.0266835672968
ACH-000278,-0.0187138184855
ACH-000279,0.0917156556617
ACH-000280,0.0591450353227
ACH-000281,-0.0555763257757
ACH-000288,0.0208925223274
ACH-000291,0.077185168798
ACH-000293,-0.0644994498276
ACH-000294,-0.00797445486935
ACH-000295,0.099689006155
ACH-000296,0.103335459187
ACH-000302,-0.014928256683100001
ACH-000304,-0.0036496585351
ACH-000307,0.09657081038319999
ACH-000308,-0.0285529518866
ACH-000310,-0.045228434334000006
ACH-000311,0.0911017777106
ACH-000312,-0.12040807761399999
ACH-000315,0.128886014111
ACH-000316,-0.113214347325
ACH-000317,-0.12199780540100001
ACH-000318,-0.0232663665528
ACH-000319,0.0101381187779
ACH-000320,-0.0367735974939
ACH-000322,0.192142089238
ACH-000323,0.15956183249000003
ACH-000324,-0.0591510743662
ACH-000329,0.114621814761
ACH-000330,0.256813712092
ACH-000331,-0.0995017921356
ACH-000332,-0.0236502498932
ACH-000334,0.221606462951
ACH-000335,-0.12351234734000001
ACH-000336,-0.128715455048
ACH-000337,0.288377093576
ACH-000339,0.0695642619425
ACH-000341,0.0265641770959
ACH-000348,0.17030886373100002
ACH-000350,-0.06332558535640001
ACH-000352,0.108015511141
ACH-000356,-0.249174741877
ACH-000361,0.04370674717569999
ACH-000362,0.023205129802000003
ACH-000363,-0.009829091888120001
ACH-000364,0.0896214092453
ACH-000365,-0.123963263189
ACH-000366,-0.075329276446
ACH-000368,0.213370057486
ACH-000374,-0.013663845698299999
ACH-000375,0.126955208139
ACH-000376,0.019887370791700002
ACH-000381,-0.22805349454
ACH-000383,0.010744908422100002
ACH-000387,0.03180001387
ACH-000389,0.041854130758099996
ACH-000390,0.0608754115042
ACH-000393,0.021155303919
ACH-000395,0.037109442357800004
ACH-000397,0.0154811617499
ACH-000401,0.451799067927
ACH-000402,-0.0207807073486
ACH-000403,-0.14335011976099998
ACH-000404,-0.140626533545
ACH-000406,-0.000875008707628
ACH-000407,0.144062271208
ACH-000408,0.325315366748
ACH-000410,-0.073324051508
ACH-000411,0.0977972621895
ACH-000414,-0.104813217689
ACH-000415,-0.0691926168924
ACH-000416,0.0659509275834
ACH-000420,0.168039907782
ACH-000421,0.038116651435599995
ACH-000424,0.11330768134199999
