,EMC7 (56851)
ACH-000004,-1.17437810887
ACH-000007,-0.9510066729340001
ACH-000009,-0.481530762042
ACH-000011,-1.1445391142299999
ACH-000012,-0.49095653396000005
ACH-000013,-0.842882760845
ACH-000014,-1.2581371812100002
ACH-000015,-1.16635934037
ACH-000017,-1.01666609763
ACH-000018,-1.14033396416
ACH-000019,-0.564147688512
ACH-000021,-0.709579578469
ACH-000022,-0.38630409619
ACH-000025,-1.2604399693000001
ACH-000028,-0.544863993495
ACH-000030,-1.24598563793
ACH-000035,-0.644564286788
ACH-000036,-1.05545791548
ACH-000037,-0.574542123293
ACH-000039,-0.979370966715
ACH-000040,-0.640299915031
ACH-000041,-1.1108944403799998
ACH-000042,-0.997419687543
ACH-000045,-1.0194844462700001
ACH-000047,-1.20972089134
ACH-000052,-0.388462834163
ACH-000053,-0.688477489435
ACH-000054,-1.11787291102
ACH-000055,-1.06975466184
ACH-000060,-1.24492419146
ACH-000067,-0.40528625469000007
ACH-000070,-0.916446462653
ACH-000075,-0.975462831962
ACH-000078,-0.8731397075120001
ACH-000082,-0.8550552549279999
ACH-000085,-0.7149649661640001
ACH-000086,-0.821102071554
ACH-000087,-1.0978069104700001
ACH-000092,-0.808766637397
ACH-000095,-1.22081127092
ACH-000097,-0.587592828561
ACH-000098,-0.9620453678650001
ACH-000099,-0.994322670374
ACH-000108,-0.7712156059469999
ACH-000113,-1.04225068698
ACH-000115,-0.8797256245799999
ACH-000116,-1.14183545693
ACH-000118,-1.0689365638400001
ACH-000120,-0.39743667032499996
ACH-000123,-0.995074298654
ACH-000127,-1.17730013514
ACH-000128,-0.919807887863
ACH-000132,-0.678283169217
ACH-000133,-1.11453502015
ACH-000137,-0.8416802139569999
ACH-000138,-0.8292064355140001
ACH-000142,-1.1768890013
ACH-000143,-0.8201243334980001
ACH-000146,-1.47482873805
ACH-000148,-0.729754958019
ACH-000150,-0.878457661046
ACH-000152,-0.886898721701
ACH-000153,-1.4131542316299999
ACH-000159,-0.66913530128
ACH-000160,-1.00841266377
ACH-000163,-0.811934563205
ACH-000167,-1.26066329516
ACH-000168,-1.2090325021500001
ACH-000169,-1.17453334671
ACH-000178,-1.29974742573
ACH-000182,-0.440483649612
ACH-000183,-0.996814830494
ACH-000188,-0.899558592113
ACH-000189,-1.3680358898700002
ACH-000190,-1.16820160635
ACH-000198,-0.915357340752
ACH-000204,-1.19208445705
ACH-000206,-0.934969240746
ACH-000207,-1.3985438223299997
ACH-000211,-1.12601276562
ACH-000215,-1.0097406443999999
ACH-000221,-0.591913070869
ACH-000222,-1.13223325135
ACH-000223,-0.705426952963
ACH-000226,-0.7221760495880001
ACH-000227,-0.8679303532439999
ACH-000228,-0.767647139678
ACH-000231,-1.08927028234
ACH-000232,-1.20638053598
ACH-000233,-1.1235815355
ACH-000234,-0.49473265258500004
ACH-000235,-1.17255386817
ACH-000237,-0.9278492583079999
ACH-000238,-0.9412244830930001
ACH-000243,-1.05826850317
ACH-000244,-0.639045687617
ACH-000246,-0.6778255505290001
ACH-000248,-1.0907419233600002
ACH-000250,-1.05052687379
ACH-000251,-1.54088427534
ACH-000253,-0.575462006188
ACH-000255,-1.28770084388
ACH-000256,-1.18286224323
ACH-000257,-0.0552176313021
ACH-000258,-0.508551543786
ACH-000259,-0.7115541488680001
ACH-000260,-1.00563677278
ACH-000261,-1.08629840588
ACH-000262,-1.2646882482200001
ACH-000263,-1.5933984321
ACH-000264,-0.776701664625
ACH-000265,-1.14517319971
ACH-000266,-1.31903972711
ACH-000272,-1.55004476805
ACH-000273,-0.926533426963
ACH-000274,-0.35191643636299996
ACH-000277,-0.895536630104
ACH-000278,-1.2722490861
ACH-000279,-1.3499225025600001
ACH-000280,-0.798726722404
ACH-000281,-1.14627096134
ACH-000288,-1.28730416626
ACH-000291,-0.554286945083
ACH-000293,-1.52877425685
ACH-000294,-1.57875756725
ACH-000295,-0.955822614418
ACH-000296,-1.1885874214299998
ACH-000302,-1.24332831038
ACH-000304,-1.17735106609
ACH-000307,-1.17984700235
ACH-000308,-1.2918929815200002
ACH-000310,-0.719202639323
ACH-000311,-1.0944718948299998
ACH-000312,-0.7934454239129999
ACH-000315,-0.812490639604
ACH-000316,-0.530368071886
ACH-000317,-1.1256113702500001
ACH-000318,-1.16821404446
ACH-000319,-0.652225547384
ACH-000320,-1.25971467903
ACH-000322,-0.6443433250389999
ACH-000323,-0.19877246695099998
ACH-000324,-0.681336244725
ACH-000329,-0.389298516707
ACH-000330,-0.832746769897
ACH-000331,-0.946977206132
ACH-000332,-0.9626184652240001
ACH-000334,-1.1869213379899999
ACH-000335,-1.02677767236
ACH-000336,-0.811732826627
ACH-000337,-0.97450131058
ACH-000339,-1.02042170861
ACH-000341,-0.623290615162
ACH-000348,-0.474296537932
ACH-000350,-0.9119657624690001
ACH-000352,-1.04047893582
ACH-000356,-0.968105541249
ACH-000361,-1.34395938488
ACH-000362,-1.17632836439
ACH-000363,-0.9696328202500001
ACH-000364,-0.763904019153
ACH-000365,-1.10202687513
ACH-000366,-1.02524540531
ACH-000368,-1.0038361817299999
ACH-000374,-0.762288320266
ACH-000375,-0.901061057981
ACH-000376,-0.852100760908
ACH-000381,-0.6375321416390001
ACH-000383,-0.949124773377
ACH-000387,-1.28375802855
ACH-000389,-1.07346891618
ACH-000390,-0.8488373324040001
ACH-000393,-0.765532036333
ACH-000395,-1.03954958853
ACH-000397,-1.09821353073
