,OPRK1 (4986)
ACH-000004,0.015080042711399998
ACH-000007,0.0562274267676
ACH-000009,0.210141420456
ACH-000011,0.15981135049599998
ACH-000012,0.0738015296547
ACH-000013,0.18552245967300002
ACH-000014,0.130214515504
ACH-000015,-0.0278500915422
ACH-000017,-0.017976011756799998
ACH-000018,-0.103329525319
ACH-000019,0.113555433363
ACH-000021,0.129548627753
ACH-000022,-0.20198469424600002
ACH-000025,0.262272148483
ACH-000028,-0.118497761929
ACH-000030,0.0402641531965
ACH-000035,-0.012684020150299999
ACH-000036,0.10676967306700001
ACH-000037,-0.021258389173499998
ACH-000039,0.12847809537799998
ACH-000040,0.149845826572
ACH-000041,-0.11131419755899999
ACH-000042,0.19635559819099999
ACH-000045,0.052151080323599996
ACH-000047,0.0346152927016
ACH-000052,0.20335472010699998
ACH-000053,0.086759784088
ACH-000054,0.0345918744101
ACH-000055,0.00318818250163
ACH-000060,0.09280631820389999
ACH-000067,0.0663106769794
ACH-000070,0.0774509595352
ACH-000075,-0.248312008425
ACH-000078,0.059142780699399995
ACH-000082,0.19289559013500002
ACH-000085,0.249653373328
ACH-000086,0.20055904731199997
ACH-000087,0.0163171634691
ACH-000092,-0.0037153647230300005
ACH-000095,0.120860683339
ACH-000097,0.135474806424
ACH-000098,-0.0110879002597
ACH-000099,0.05527401665030001
ACH-000108,0.05867541326569999
ACH-000113,0.0320071058605
ACH-000115,0.0186012608306
ACH-000116,0.0166590982456
ACH-000118,0.029543219235400004
ACH-000120,0.0663312346247
ACH-000123,0.0304603672035
ACH-000127,-0.0407035923293
ACH-000128,0.021820132598900005
ACH-000132,0.12362317984000001
ACH-000133,0.11389812687300001
ACH-000137,-0.043405206584199996
ACH-000138,0.035007464846
ACH-000142,0.190274002136
ACH-000143,-0.0381115857122
ACH-000146,0.110167860073
ACH-000148,0.20356724234
ACH-000150,-0.31638743864999996
ACH-000152,0.0351003953573
ACH-000153,-0.362120378729
ACH-000159,0.0980859359011
ACH-000160,-0.0477664093159
ACH-000163,0.09410742645430001
ACH-000167,-0.00925409597919
ACH-000168,-0.0174210821515
ACH-000169,0.181003447141
ACH-000178,-0.00790657892939
ACH-000182,-0.0725880452662
ACH-000183,-0.00203567084362
ACH-000188,0.176324404016
ACH-000189,-0.023201238373599997
ACH-000190,0.00951985950923
ACH-000198,-0.0519331371464
ACH-000204,0.0761605471606
ACH-000206,0.549788437319
ACH-000207,0.317273126561
ACH-000211,0.123727954256
ACH-000215,0.120816401447
ACH-000221,-0.0769791143688
ACH-000222,0.26998053425900004
