,S100Z (170591)
ACH-000004,0.18316988442899998
ACH-000007,0.0338456575893
ACH-000009,0.046909046314900005
ACH-000011,0.154604732371
ACH-000012,0.13443498999
ACH-000013,0.00835282268458
ACH-000014,0.0863482580738
ACH-000015,0.206555881912
ACH-000017,-0.0131786495282
ACH-000018,0.354310331224
ACH-000019,0.467275442903
ACH-000021,0.0708572901791
ACH-000022,0.013100462241
ACH-000025,0.140838972536
ACH-000028,0.145776448086
ACH-000030,-0.015957736958899998
ACH-000035,0.25517127256
ACH-000036,0.166488577664
ACH-000037,0.10555720789100001
ACH-000039,0.013644358672200001
ACH-000040,0.17878155155900002
ACH-000041,-0.051729678579199995
ACH-000042,0.135789581585
ACH-000045,0.14527363225099998
ACH-000047,0.0872284082797
ACH-000052,0.11664164254899999
ACH-000053,0.119792713243
ACH-000054,-0.00203760964383
ACH-000055,0.152453187064
ACH-000060,0.208063589951
ACH-000067,0.137195597344
ACH-000070,0.0884539292778
ACH-000075,0.047028853729900004
ACH-000078,0.0072390881819999996
ACH-000082,0.0680224448781
ACH-000085,0.06771991122769999
ACH-000086,0.173086452017
ACH-000087,0.126185162028
ACH-000092,-0.0589801162986
ACH-000095,0.00498526900742
ACH-000097,0.131398142154
ACH-000098,-0.0211294769856
ACH-000099,0.248786209729
ACH-000108,-0.18289593243799998
ACH-000113,-0.0586065235465
ACH-000115,-0.245078889507
ACH-000116,0.0586137685607
ACH-000118,0.0582584315343
ACH-000120,-0.238176256511
ACH-000123,-0.0221149393939
ACH-000127,0.135751455252
ACH-000128,0.323937551946
ACH-000132,0.108671554235
ACH-000133,0.0956064078982
ACH-000137,0.036259427733
ACH-000138,-0.026014744591599998
ACH-000142,0.149374882412
ACH-000143,0.194295251727
ACH-000146,0.17152734658799998
ACH-000148,-0.184316574203
ACH-000150,0.0747087787713
ACH-000152,0.175510640561
ACH-000153,-0.135025816859
ACH-000159,0.129343193533
ACH-000160,-0.101311201428
ACH-000163,0.16997481644999998
ACH-000167,-0.20148205067699998
ACH-000168,0.0716815815708
ACH-000169,0.208568433057
ACH-000178,0.101896799167
ACH-000182,0.0655085635551
ACH-000183,0.177319793693
ACH-000188,0.086036860297
ACH-000189,0.18909677022
ACH-000190,-0.168590965856
ACH-000198,0.12101199740100001
ACH-000204,-0.101238580656
ACH-000206,0.23605037736200002
ACH-000207,0.0646056775644
ACH-000211,0.0751161236452
ACH-000215,0.205608037238
ACH-000221,0.154466767284
ACH-000222,-0.0336644242397
ACH-000223,0.16299375567299998
ACH-000226,-0.0767466954094
ACH-000227,-0.42914509324
ACH-000228,0.128312628573
ACH-000231,0.17494572626600002
ACH-000232,0.0838264386911
ACH-000233,-0.04067525022269999
ACH-000234,0.064766075991
ACH-000235,0.0239107810886
ACH-000237,0.17408959009599997
ACH-000238,0.112457769439
ACH-000243,-0.055187776914900004
ACH-000244,0.327060044625
ACH-000246,0.0353311753724
ACH-000248,0.11179168623199999
ACH-000250,0.08637178704250001
ACH-000251,-0.210957123842
ACH-000253,0.06938793285610001
ACH-000255,0.0688388843201
ACH-000256,-0.0585569617002
ACH-000257,0.131340842063
ACH-000258,-0.41223832674000005
ACH-000259,0.029884560725799997
ACH-000260,0.09972284250600001
ACH-000261,-0.0126068795227
ACH-000262,0.120889947919
ACH-000263,0.0956431730558
ACH-000264,0.120055663523
ACH-000265,0.0504114806486
ACH-000266,0.018533321802700002
ACH-000272,0.153679447361
ACH-000273,0.14196550043199999
ACH-000274,0.194414976077
ACH-000277,0.0965973995222
ACH-000278,0.127249750067
ACH-000279,0.0697384606877
ACH-000280,0.048486311755
ACH-000281,-0.25333333586999995
ACH-000288,0.0555352838671
ACH-000291,0.0236420797601
ACH-000293,0.150587343835
ACH-000294,-0.0984408355335
ACH-000295,0.161741977782
ACH-000296,-0.00968446046291
ACH-000302,-0.0719899849995
ACH-000304,-0.17645165675799998
ACH-000307,0.140189993929
ACH-000308,0.254626646878
ACH-000310,-0.18838750224
ACH-000311,-0.041113278146099996
ACH-000312,-0.0160235425138
ACH-000315,-0.21344941643399998
ACH-000316,0.12923472343800002
ACH-000317,0.034522628343300006
ACH-000318,0.148166154213
ACH-000319,-0.0847997768293
ACH-000320,-0.279778315352
ACH-000322,-0.030142764888200002
ACH-000323,0.148121776098
ACH-000324,0.0106921664821
ACH-000329,0.109417105999
ACH-000330,-0.0710136808599
ACH-000331,0.0197497168927
ACH-000332,0.0094057605121
ACH-000334,-0.19647711238600002
ACH-000335,0.264896563519
ACH-000336,0.25674301356699997
ACH-000337,0.450889371854
ACH-000339,0.0853071845815
ACH-000341,-0.086799400415
ACH-000348,0.259655273014
ACH-000350,0.16654609614600002
ACH-000352,0.0755978653885
ACH-000356,0.0295980347162
ACH-000361,0.038662127641800006
ACH-000362,0.110267503773
ACH-000363,0.22503620120700002
ACH-000364,0.129167318719
ACH-000365,0.141829687248
ACH-000366,-0.0611537015134
ACH-000368,-0.031204429768300002
ACH-000374,0.199494901061
ACH-000375,0.10136184304
ACH-000376,0.217056509157
ACH-000381,0.008765259761059999
ACH-000383,0.021847437527200003
ACH-000387,-0.177584529375
ACH-000389,-0.006394323995260001
ACH-000390,0.133567066565
ACH-000393,-0.253508077013
ACH-000395,-0.0711989303954
ACH-000397,0.010980175626799999
ACH-000401,-0.00461230751843
ACH-000402,-0.260994203474
ACH-000403,0.167385011081
ACH-000404,-0.112951011467
ACH-000406,-0.00243665608592
ACH-000407,-0.118212834503
ACH-000408,0.48063400194300004
ACH-000410,0.0366344635689
ACH-000411,0.219733234868
ACH-000414,-0.0394786854365
ACH-000415,0.131704274834
ACH-000416,0.06282017875780001
ACH-000420,0.126004207331
ACH-000421,0.017308234597900003
ACH-000424,0.161614440218
ACH-000425,0.0998327495806
ACH-000426,0.21975803106999997
ACH-000427,0.40264698681500005
ACH-000433,0.0751938592772
ACH-000436,0.10015052687300001
ACH-000444,0.194922082487
ACH-000445,-0.151587044497
ACH-000448,0.085036607697
ACH-000450,-0.00500018592328
ACH-000452,0.09725596160189999
ACH-000454,-0.0730093658644
ACH-000458,0.137310838662
ACH-000459,0.33922250290399997
ACH-000460,0.0549067646814
ACH-000461,0.0440498063858
ACH-000463,0.0386294139718
ACH-000464,0.0687704288515
ACH-000466,0.266012515775
ACH-000467,0.13735112420499998
ACH-000468,0.0954685124308
ACH-000469,0.0445353404292
ACH-000470,0.172297103319
ACH-000471,0.22310213223499997
ACH-000472,0.233874383638
ACH-000473,0.0760318921884
ACH-000475,0.053329571862000005
ACH-000476,-0.0684470624021
ACH-000477,0.049135529377
ACH-000480,-0.00905481376285
ACH-000481,-0.0116313524558
ACH-000483,-0.012355597812700002
ACH-000484,-0.137371211784
ACH-000485,0.103569709098
ACH-000486,-0.0534124469541
ACH-000487,0.0840359071923
ACH-000488,0.07331127798499999
ACH-000490,-0.0327892311751
ACH-000491,0.0372146596338
ACH-000495,0.0275191038941
ACH-000496,0.176761603688
ACH-000499,0.42371936811099997
ACH-000500,-0.10563802759600001
ACH-000502,-0.0014593514966700003
ACH-000503,-0.106629694971
ACH-000505,0.210390466627
ACH-000507,-0.0475317952199
ACH-000510,0.15364006925
ACH-000511,0.161674306228
ACH-000512,0.23264238808
ACH-000516,0.0469826060604
ACH-000517,0.07190630141149999
ACH-000518,0.197440632582
ACH-000520,-0.030161010260099996
ACH-000521,0.020906641865999998
ACH-000522,0.0625355439149
ACH-000524,-0.224710163248
ACH-000527,-0.0369869721856
ACH-000528,-0.05497713554190001
ACH-000537,0.0440715477966
ACH-000541,0.0536785840161
ACH-000542,0.148519596621
ACH-000544,0.296965979638
ACH-000545,0.181013922984
ACH-000547,0.18423723566199998
ACH-000548,0.0916782867077
ACH-000549,0.10043841349600001
ACH-000550,-0.0029855953432399995
ACH-000552,-0.024451295005299998
ACH-000556,-0.21065667851199998
ACH-000557,0.21203052774999998
ACH-000570,0.135864322511
ACH-000571,0.07778562360060001
ACH-000573,0.19299080032000002
ACH-000576,-0.122324777165
ACH-000580,0.106367763936
ACH-000584,0.05229201901819999
ACH-000585,0.0269017507442
ACH-000588,0.109066651307
ACH-000589,-0.10995698138599999
ACH-000591,0.046145073091
ACH-000593,0.019760614682900003
ACH-000600,0.115214616183
ACH-000601,0.124559148831
ACH-000604,-0.236632724589
ACH-000605,0.08449220505110001
ACH-000606,-0.131400870323
ACH-000608,0.0672295389126
ACH-000614,0.10161614339
ACH-000616,0.343904706869
ACH-000618,0.144173943187
ACH-000619,0.0809385313554
ACH-000620,0.013705512716
ACH-000621,0.00935898033058
ACH-000622,0.17458870321199998
ACH-000623,-0.11939411011199999
ACH-000624,-0.047553032845900005
ACH-000627,-0.0840469233173
ACH-000630,0.0043689001884
ACH-000632,0.115976610307
ACH-000633,0.298262240724
ACH-000637,0.09247112317610001
ACH-000638,-0.149614983315
ACH-000646,0.075385849824
ACH-000647,0.158751390796
ACH-000648,0.0200799683005
ACH-000649,0.0469292015926
ACH-000651,0.023960112763799998
ACH-000652,0.189988544958
ACH-000653,0.234715767687
ACH-000657,0.0133882848872
ACH-000658,0.0404209615624
ACH-000661,0.345660812343
ACH-000662,0.440231473753
ACH-000663,-0.06372488399180001
ACH-000665,0.180694456989
ACH-000671,0.0379000830172
ACH-000673,0.123617954149
ACH-000676,0.138868178114
ACH-000677,0.30522652631700004
ACH-000681,0.17665693237100002
ACH-000682,0.210706212866
ACH-000683,-0.142251525795
ACH-000684,0.10455271172
ACH-000688,0.10069550331
ACH-000693,0.0380012451607
ACH-000694,0.0585584494503
ACH-000695,0.488204482239
ACH-000696,0.11707053136199999
ACH-000697,0.349068150308
ACH-000699,0.0250279216107
ACH-000701,0.0536179228531
ACH-000706,0.169393756813
ACH-000711,0.0665215048813
ACH-000713,0.189252686167
ACH-000714,-0.0205669395647
ACH-000718,0.10705064606100001
ACH-000720,-0.021925884889700004
ACH-000721,0.0256937161186
ACH-000724,0.123830449478
ACH-000725,-0.281998831186
ACH-000732,0.306796313614
ACH-000734,0.132551746624
ACH-000735,0.07865561450960001
ACH-000736,-0.00958698080819
ACH-000738,0.0504325696758
ACH-000746,0.033620336390400005
ACH-000747,0.027046711556099997
ACH-000748,0.061429662750500005
ACH-000753,0.0673068119334
ACH-000756,0.0846262159138
ACH-000757,-0.029216985924599998
ACH-000758,0.288946241438
ACH-000760,0.158334576326
ACH-000763,0.0470998153259
ACH-000764,0.0361549827446
ACH-000765,0.0807651820133
ACH-000766,0.0565662862411
ACH-000767,0.296814148411
ACH-000768,0.12091993288899999
ACH-000769,0.07422603944110001
ACH-000770,0.104692805997
ACH-000771,0.0950332290746
ACH-000773,0.0107024523806
ACH-000776,0.0767926613989
ACH-000777,0.053721662642099995
ACH-000778,0.0370509102732
ACH-000781,-0.046903880077099995
ACH-000782,0.17545363633000002
ACH-000783,0.109259369033
ACH-000784,-0.09254501904889999
ACH-000785,-0.138537581316
ACH-000787,-0.052046969077500005
ACH-000788,0.048656241075900004
ACH-000791,-0.116561313101
ACH-000792,0.0884128706666
ACH-000794,0.09524169284839999
ACH-000796,0.10368982476500001
ACH-000799,0.09096295886530001
ACH-000800,0.243689518208
ACH-000802,-0.047174803793699996
ACH-000804,-0.0963704928586
ACH-000805,0.0950803360981
ACH-000809,0.177783046952
ACH-000810,0.141551810139
ACH-000811,0.030152782477599997
ACH-000817,0.25086040243
ACH-000819,0.122017692347
ACH-000820,0.25791753169500004
ACH-000821,-0.048407795381699995
