,MDK (4192)
ACH-000004,-0.22289769085499997
ACH-000007,-0.142228444569
ACH-000009,-0.00927435142167
ACH-000011,-0.41152605783600005
ACH-000012,-0.0292662862701
ACH-000013,-0.036980002294
ACH-000014,-0.132648928091
ACH-000015,-0.0519019257601
ACH-000017,0.13788815212400002
ACH-000018,-0.216340804383
ACH-000019,-0.359139550616
ACH-000021,-0.000233883364343
ACH-000022,-0.120688527342
ACH-000025,-0.309857110253
ACH-000028,-0.0796960943285
ACH-000030,-0.360318560308
ACH-000035,-0.121228103278
ACH-000036,-0.148460818367
ACH-000037,-0.375289382981
ACH-000039,-0.187399842174
ACH-000040,-0.0838889235369
ACH-000041,-0.0475590021043
ACH-000042,-0.0153207695929
ACH-000045,0.13315731794000002
ACH-000047,0.026133782532700003
ACH-000052,-0.130281033572
ACH-000053,-0.0313132275959
ACH-000054,-0.17654543478700002
ACH-000055,-0.0392343536186
ACH-000060,-0.100357602292
ACH-000067,-0.167151019051
ACH-000070,-0.169273103189
ACH-000075,0.101548679642
ACH-000078,0.011711881579499999
ACH-000082,-0.308157771795
ACH-000085,0.261113899363
ACH-000086,-0.170013733398
ACH-000087,-0.176022710088
ACH-000092,-0.0755587025336
ACH-000095,-0.0753693307583
ACH-000097,-0.12046510289000001
ACH-000098,-0.0133211858724
ACH-000099,-0.0342417097915
ACH-000108,0.13373654863099999
ACH-000113,-0.0677226633944
ACH-000115,-0.024343209517599995
ACH-000116,0.084213678321
ACH-000118,-0.060122370528800005
ACH-000120,-0.07557617536519999
ACH-000123,-0.16820028817699997
ACH-000127,0.059263258700199994
ACH-000128,0.17895980133
ACH-000132,-0.143048817695
ACH-000133,-0.229895404435
ACH-000137,-0.35108948459399997
ACH-000138,0.0044060983723999995
ACH-000142,-0.22134287147599999
ACH-000143,0.0563573431585
ACH-000146,-0.048285778285099994
ACH-000148,-0.12297896859400001
ACH-000150,0.0716920213581
ACH-000152,-0.0820248362329
ACH-000153,0.058580278341800004
ACH-000159,-0.0795942083074
ACH-000160,-0.00198784674689
ACH-000163,-0.030627000007500002
ACH-000167,-0.05880322721509999
ACH-000168,0.254353556065
ACH-000169,-0.0297101064566
ACH-000178,-0.0388547126607
ACH-000182,-0.054070168778099996
ACH-000183,-0.100854036712
ACH-000188,-0.161031743167
ACH-000189,-0.638872546478
ACH-000190,-0.12897066891
ACH-000198,0.0133458905587
ACH-000204,0.145506362565
ACH-000206,-0.223899429326
ACH-000207,-0.163432130118
ACH-000211,0.0682779659382
ACH-000215,-0.22350738794599997
ACH-000221,-0.0786577631537
ACH-000222,-0.0519865296904
ACH-000223,-0.0592580530772
ACH-000226,-0.37219547094899996
ACH-000227,-0.0173566263497
ACH-000228,0.13137074979
ACH-000231,-0.34648783196800004
ACH-000232,-0.202165270208
ACH-000233,-0.0867360064484
ACH-000234,-0.032322199120400005
ACH-000235,0.00327281978176
ACH-000237,-0.058979250807
ACH-000238,-0.344747965847
ACH-000243,0.0530687324407
ACH-000244,-0.458816578777
ACH-000246,0.0776140830347
ACH-000248,0.139414590708
ACH-000250,0.0444926759467
ACH-000251,0.195966170537
ACH-000253,-0.20345282107
ACH-000255,-0.171527518343
ACH-000256,-0.28779109291099997
ACH-000257,0.181967980697
ACH-000258,0.0887773161042
ACH-000259,-0.026542768302899998
ACH-000260,-0.09022280028969999
ACH-000261,-0.123346098216
ACH-000262,-0.208518942489
ACH-000263,-0.0734492849161
ACH-000264,-0.21961751030699997
ACH-000265,-0.0824870774081
ACH-000266,-0.00831954112372
ACH-000272,-0.05782582966969999
ACH-000273,-0.085628771321
ACH-000274,-0.136816569734
ACH-000277,0.11902352947999999
ACH-000278,-0.239587645554
ACH-000279,-0.0539828355954
ACH-000280,-0.0557350958034
ACH-000281,0.05633275947480001
ACH-000288,-0.330898789627
ACH-000291,-0.0175573971209
ACH-000293,-0.289765267666
ACH-000294,0.04066998423
ACH-000295,0.0585206947628
ACH-000296,-0.14160498091600002
ACH-000302,0.09753836107730002
ACH-000304,0.128161378441
ACH-000307,-0.200998866391
ACH-000308,-0.127178898224
ACH-000310,-0.28744421673099996
ACH-000311,0.0205399929217
ACH-000312,0.224213267592
ACH-000315,-0.00997892252722
ACH-000316,-0.0750506931356
ACH-000317,-0.060605335539100004
ACH-000318,-0.108136387212
ACH-000319,-0.187745473864
ACH-000320,0.0748028128501
ACH-000322,-0.383386725067
ACH-000323,-0.00643933396303
ACH-000324,-0.161988990019
ACH-000329,-0.146551294448
ACH-000330,-0.327777631713
ACH-000331,-0.138625901828
ACH-000332,0.06380545199649999
ACH-000334,0.0330734328394
ACH-000335,-0.191172795704
ACH-000336,0.0663828126637
ACH-000337,0.023248632409000002
ACH-000339,-0.133930397617
ACH-000341,-0.12411021398600001
ACH-000348,-0.08793157160189999
ACH-000350,-0.053259729455500004
ACH-000352,0.0283067865385
ACH-000356,-0.14294966382000002
ACH-000361,-0.0843046926525
ACH-000362,-0.338524013574
ACH-000363,0.154813205844
ACH-000364,-0.0737013266711
