,NIPSNAP1 (8508)
ACH-000004,-0.132849398077
ACH-000007,-0.201770366719
ACH-000009,-0.151625597869
ACH-000011,-0.269646335359
ACH-000012,-0.360774281651
ACH-000013,-0.225897171796
ACH-000014,-0.314792494341
ACH-000015,-0.22761266007199998
ACH-000017,-0.340046853627
ACH-000018,-0.1153559214
ACH-000019,-0.208855613591
ACH-000021,-0.14540871189000001
ACH-000022,-0.19251905112300002
ACH-000025,-0.294159990517
ACH-000028,-0.432074683481
ACH-000030,-0.119223577916
ACH-000035,-0.292193042517
ACH-000036,-0.0196768241216
ACH-000037,-0.279779674784
ACH-000039,-0.049618757677400004
ACH-000040,-0.145424034396
ACH-000041,-0.217033173883
ACH-000042,-0.171590503222
ACH-000045,-0.17835988466699998
ACH-000047,-0.20485615545299998
ACH-000052,-0.19160956529800002
ACH-000053,-0.219194187858
ACH-000054,-0.125480197249
ACH-000055,-0.474661883698
ACH-000060,-0.234960859219
ACH-000067,-0.174095238457
ACH-000070,0.025303632697
ACH-000075,-0.0854505238411
ACH-000078,-0.116747204629
ACH-000082,-0.19470528582899999
ACH-000085,0.121862550742
ACH-000086,0.00905884258502
ACH-000087,-0.144447187333
ACH-000092,-0.31145734061
ACH-000095,-0.21946536279800002
ACH-000097,-0.17639424228
ACH-000098,-0.163860751596
ACH-000099,-0.285849524062
ACH-000108,-0.24856324908000005
ACH-000113,-0.102183289604
ACH-000115,-0.0689359016484
ACH-000116,-0.249035075412
ACH-000118,-0.17505659877399998
ACH-000120,-0.07757092563199999
ACH-000123,-0.157799668787
ACH-000127,-0.20947224424000002
ACH-000128,-0.0731181615055
ACH-000132,-0.259994844831
ACH-000133,-0.21011868124400002
ACH-000137,-0.246521560151
ACH-000138,-0.0234686588405
ACH-000142,-0.211134289164
ACH-000143,-0.30044434018599997
ACH-000146,-0.171543197002
ACH-000148,0.0248014826003
ACH-000150,-0.0239060655904
ACH-000152,-0.0158290827006
ACH-000153,0.146539952344
ACH-000159,0.0928941029366
ACH-000160,-0.22823852660900001
ACH-000163,-0.20807542159000003
ACH-000167,-0.18519345118
ACH-000168,-0.153129268159
ACH-000169,-0.376985457163
ACH-000178,-0.024581457517800002
ACH-000182,0.0139492901901
ACH-000183,-0.25323548536999996
ACH-000188,-0.00152708865824
ACH-000189,-0.48679608003200003
ACH-000190,-0.269546050196
ACH-000198,-0.061066571407
ACH-000204,-0.38929371820299996
ACH-000206,-0.134104014561
ACH-000207,-0.476020360597
ACH-000211,-0.238219336039
ACH-000215,-0.08900961752869999
ACH-000221,-0.0782838793192
ACH-000222,-0.134238416739
ACH-000223,-0.258977294829
ACH-000226,-0.0930288780284
ACH-000227,-0.20703305472199998
ACH-000228,-0.24051481789999998
ACH-000231,-0.0902996976983
ACH-000232,-0.20181580672899999
ACH-000233,-0.310638374997
ACH-000234,0.156972330947
ACH-000235,-0.101090651134
ACH-000237,-0.270784249263
ACH-000238,-0.195901423004
ACH-000243,-0.254379287001
ACH-000244,0.018851077284099998
ACH-000246,-0.062734360502
ACH-000248,-0.004543808014869999
ACH-000250,-0.157598789201
ACH-000251,-0.0782355454605
ACH-000253,-0.182106744437
ACH-000255,-0.314492709255
ACH-000256,-0.126949696156
ACH-000257,0.07751707711110001
ACH-000258,-0.0392470265202
ACH-000259,-0.139843628926
ACH-000260,-0.183411416097
ACH-000261,-0.180923101899
ACH-000262,0.045846884767199995
ACH-000263,-0.156549743952
ACH-000264,-0.20454035587400002
ACH-000265,-0.249594188226
ACH-000266,-0.171701818471
ACH-000272,-0.171996143973
ACH-000273,-0.240184139166
ACH-000274,-0.177322001489
ACH-000277,-0.0100632390798
ACH-000278,-0.290878719513
ACH-000279,-0.15636656484099998
ACH-000280,0.0559873066061
ACH-000281,0.0111930228611
ACH-000288,-0.100464366967
ACH-000291,-0.125302976806
ACH-000293,-0.143210264783
ACH-000294,-0.046798231563599996
ACH-000295,-0.341611662792
ACH-000296,-0.292426549293
ACH-000302,-0.361400225389
ACH-000304,-0.112138878427
ACH-000307,-0.236453032956
ACH-000308,-0.24590154847600001
ACH-000310,-0.273277976712
ACH-000311,-0.0334339305722
ACH-000312,-0.241222656908
ACH-000315,-0.285912953643
ACH-000316,0.0802568157213
ACH-000317,-0.0773896917807
ACH-000318,-0.110326650932
ACH-000319,-0.129497896845
ACH-000320,-0.472303514279
ACH-000322,-0.37066486588799996
ACH-000323,-0.429542497492
ACH-000324,-0.0711133907
ACH-000329,-0.158155798698
ACH-000330,-0.106376501825
ACH-000331,-0.084787155718
ACH-000332,-0.156717866134
ACH-000334,-0.0263757872133
ACH-000335,-0.40436948866899997
ACH-000336,-0.237033911935
ACH-000337,-0.324854078618
ACH-000339,-0.12291111505100001
ACH-000341,-0.07272522450619999
ACH-000348,-0.148435462923
ACH-000350,-0.0605172154046
ACH-000352,-0.045879252928800004
ACH-000356,-0.119242064383
ACH-000361,-0.0233613859355
ACH-000362,-0.216220867169
ACH-000363,-0.279277958662
ACH-000364,-0.277001851983
ACH-000365,-0.16803328923500002
ACH-000366,-0.15794636061200001
ACH-000368,-0.334148937927
ACH-000374,0.185961773862
ACH-000375,-0.21101438195900002
ACH-000376,-0.137318075114
ACH-000381,-0.30797675618799997
ACH-000383,-0.155591511668
ACH-000387,-0.155542504029
ACH-000389,-0.303107605693
ACH-000390,-0.181758195881
ACH-000393,-0.45706782989699996
ACH-000395,-0.0674726369733
ACH-000397,-0.210176579251
ACH-000401,-0.182841021737
ACH-000402,-0.239676707146
ACH-000403,-0.100651788406
ACH-000404,-0.26370400469
ACH-000406,-0.212130438087
ACH-000407,-0.227502721566
ACH-000408,-0.325929601536
ACH-000410,-0.1580081721
ACH-000411,-0.10171189617999998
ACH-000414,-0.148896579272
ACH-000415,0.124191632414
ACH-000416,-0.149990506456
ACH-000420,-0.26838775813
ACH-000421,-0.0896515548412
ACH-000424,-0.017657547415
ACH-000425,-0.49526135835100005
ACH-000426,0.11698690715099999
ACH-000427,-0.45361083313
ACH-000433,-0.0595258205044
ACH-000436,-0.0691643576022
ACH-000444,-0.050045355968899995
ACH-000445,-0.23669337540899998
ACH-000448,-0.299144514295
ACH-000450,-0.12176347770700001
ACH-000452,-0.05905571964030001
ACH-000454,-0.225736266992
ACH-000458,-0.152485869369
ACH-000459,-0.22519964965999997
ACH-000460,-0.106535790464
ACH-000461,-0.31360451275199996
ACH-000463,-0.18659060285100001
ACH-000464,-0.238876108035
ACH-000466,-0.018030266943
ACH-000467,-0.266209745436
ACH-000468,-0.110651262929
ACH-000469,-0.13216089854000002
ACH-000470,-0.127232702215
ACH-000471,-0.258133687203
ACH-000472,-0.306224775317
ACH-000473,-0.20455928686500002
ACH-000475,-0.248758593479
ACH-000476,-0.19198360680100002
ACH-000477,-0.219578941934
ACH-000480,-0.18322993276799998
ACH-000481,-0.248441367446
ACH-000483,-0.496715798715
ACH-000484,-0.304351712929
ACH-000485,-0.10993495518100001
ACH-000486,-0.26524659434000003
ACH-000487,-0.09541474193800001
ACH-000488,-0.183967588041
ACH-000490,-0.16945294088100002
ACH-000491,-0.291893897538
ACH-000495,-0.0996176335395
ACH-000496,0.08180787854230001
ACH-000499,-0.0703675679256
ACH-000500,0.20838420470199998
ACH-000502,-0.259362778422
ACH-000503,-0.210466974912
ACH-000505,-0.204068998003
ACH-000507,-0.280817289385
ACH-000510,-0.24923728019299998
ACH-000511,-0.08556103637710001
ACH-000512,-0.553214638492
ACH-000516,-0.428164796568
ACH-000517,-0.184146233559
ACH-000518,-0.21943007423900002
ACH-000520,-0.0252436876471
ACH-000521,0.077784594081
ACH-000522,0.0347388517922
ACH-000524,-0.209015591501
ACH-000527,-0.334605665251
ACH-000528,-0.362880615058
ACH-000537,-0.17621842134799998
ACH-000541,0.0527740744544
ACH-000542,-0.0917603317024
ACH-000544,0.12714954327199998
ACH-000545,-0.221228428536
ACH-000547,-0.174187226662
ACH-000548,-0.27550631386700003
ACH-000549,0.0138902572068
ACH-000550,-0.0455750185688
ACH-000552,-0.292366990694
ACH-000556,-0.135455944772
ACH-000557,-0.151575036179
ACH-000570,-0.20145496019
ACH-000571,-0.24818313465999997
ACH-000573,-0.21378979042100002
ACH-000576,-0.342952754119
ACH-000580,-0.39997481850100003
ACH-000584,-0.054761739939099996
ACH-000585,0.19775187764899999
ACH-000588,-0.181166575651
ACH-000589,-0.293436087159
ACH-000591,-0.314174716491
ACH-000593,-0.0360249849066
ACH-000600,-0.060509878067800005
ACH-000601,-0.16278022271099998
ACH-000604,-0.21052827879
ACH-000605,-0.138257605185
ACH-000606,-0.106720705758
ACH-000608,-0.286236809007
ACH-000614,-0.368349563834
ACH-000616,-0.252388534434
ACH-000618,-0.247760261136
ACH-000619,-0.0584230365253
ACH-000620,-0.11207629010399998
ACH-000621,-0.163495416901
ACH-000622,-0.25747000998799996
ACH-000623,-0.228968460022
ACH-000624,-0.257996729613
ACH-000627,-0.208521059206
ACH-000630,-0.014238831502000001
ACH-000632,-0.295793102658
ACH-000633,-0.054694236813699997
ACH-000637,-0.343879982085
ACH-000638,-0.138711153124
ACH-000646,0.040500367959800006
ACH-000647,-0.223566957421
ACH-000648,0.09385806984230001
ACH-000649,-0.056192350425300006
ACH-000651,-0.18227523866300002
ACH-000652,-0.06842982916740001
ACH-000653,-0.192461254917
ACH-000657,-0.039292277172400004
ACH-000658,-0.07123879934380001
ACH-000661,-0.16909362558899999
ACH-000662,-0.134114148105
ACH-000663,-0.20719742581099998
ACH-000665,-0.244103310094
ACH-000671,-0.157708830121
ACH-000673,-0.30108201738400003
ACH-000676,-0.290500320491
ACH-000677,-0.0688299308969
ACH-000681,-0.135947775135
ACH-000682,-0.08956301799689999
ACH-000683,-0.0811292408606
ACH-000684,-0.046218417638
ACH-000688,-0.277946619376
ACH-000693,-0.23214438160999998
ACH-000694,-0.166062706679
ACH-000695,-0.33406150309599997
ACH-000696,-0.18078638333299998
ACH-000697,-0.128771747973
ACH-000699,-0.36795739118
ACH-000701,-0.0687843594433
ACH-000706,-0.0819486063148
ACH-000711,-0.11890866766899999
ACH-000713,-0.076815758742
ACH-000714,-0.26514535985800003
ACH-000718,0.00725675167761
ACH-000720,-0.15898649087000002
ACH-000721,-0.13440086756
ACH-000724,-0.0961514451988
ACH-000725,-0.114425588494
ACH-000732,-0.0278507282265
ACH-000734,-0.20536250247699997
ACH-000735,-0.0700316831318
ACH-000736,-0.168502506153
ACH-000738,-0.174640513982
ACH-000746,-0.258399992059
ACH-000747,-0.09755242520980001
ACH-000748,-0.07438014979810001
ACH-000753,0.0025537416233899998
ACH-000756,-0.183608081466
ACH-000757,-0.285698256688
ACH-000758,-0.18222977130399998
ACH-000760,-0.126115613569
ACH-000763,-0.309888613802
ACH-000764,-0.09276545808119999
ACH-000765,-0.274753626349
ACH-000766,-0.41400280453
ACH-000767,-0.183351444276
ACH-000768,-0.203055183812
ACH-000769,-0.19279480617
ACH-000770,-0.163988705551
ACH-000771,-0.292944483247
ACH-000773,-0.31187853150899997
ACH-000776,-0.159135955754
ACH-000777,-0.17551424957400003
ACH-000778,-0.821976183734
ACH-000781,-0.18820418224
ACH-000782,-0.490407813744
ACH-000783,-0.0942450811273
ACH-000784,-0.209558695159
ACH-000785,-0.0404140447149
ACH-000787,-0.326708165769
ACH-000788,-0.170966699034
ACH-000791,-0.237999473578
ACH-000792,-0.138554229921
ACH-000794,-0.094173525263
ACH-000796,-0.058464661647199996
ACH-000799,-0.5797696637049999
ACH-000800,-0.19587284636
ACH-000802,-0.12510263202299998
ACH-000804,-0.0144690272582
ACH-000805,-0.16137072589600002
ACH-000809,-0.264216499122
ACH-000810,0.0411049214716
ACH-000811,-0.0855309039085
ACH-000817,-0.419915263686
ACH-000819,-0.51579399393
ACH-000820,0.061216436887
ACH-000821,-0.19153547978100002
ACH-000822,-0.224378512276
ACH-000823,-0.195002028396
ACH-000824,-0.23395308618000002
ACH-000827,-0.25037955667899997
ACH-000829,-0.12926914633300002
ACH-000831,-0.107299725392
ACH-000832,0.00910308629157
ACH-000833,-0.36507107611699996
ACH-000834,-0.149769273467
ACH-000835,-0.276037701674
ACH-000836,-0.324716244792
ACH-000837,-0.289811898099
ACH-000838,-0.0528148933049
ACH-000839,-0.250840366705
ACH-000840,-0.143286255006
ACH-000841,-0.257161246676
ACH-000843,-0.44509914302500003
ACH-000846,-0.260692393677
ACH-000847,-0.10357569403200001
ACH-000848,-0.2929205443
ACH-000849,-0.153735498794
ACH-000851,-0.36321071116
ACH-000855,-0.263943711238
ACH-000856,-0.271502144156
ACH-000858,-0.0978003542207
ACH-000859,-0.21933113183699998
ACH-000861,-0.0570269684363
ACH-000862,-0.09052788727229999
ACH-000865,-0.31714665316
ACH-000866,-0.210149635349
ACH-000867,-0.195044423662
ACH-000869,-0.053091508427
ACH-000872,-0.35096891832500005
ACH-000873,-0.113749687609
ACH-000876,-0.19795452701699998
ACH-000878,-0.274028958227
ACH-000880,-0.13891222429199998
ACH-000881,-0.16775816408
ACH-000882,-0.23733856169300002
ACH-000884,-0.11931058039999999
ACH-000885,-0.105840999577
ACH-000887,-0.175811998357
ACH-000888,-0.0727409601267
ACH-000889,-0.0609483205888
ACH-000890,-0.344985131209
ACH-000896,-0.121670999449
