,KCNG4 (93107)
ACH-000004,-0.228703668159
ACH-000007,-0.118274434188
ACH-000009,-0.043021557885499995
ACH-000011,-0.00773489195109
ACH-000012,-0.210716872095
ACH-000013,-0.273544723222
ACH-000014,-0.189696597701
ACH-000015,-0.105533850419
ACH-000017,-0.0225799692921
ACH-000018,-0.0302936689518
ACH-000019,-0.228110086192
ACH-000021,-0.163268525265
ACH-000022,-0.043014127055599996
ACH-000025,-0.146268889997
ACH-000028,0.00363374988193
ACH-000030,-0.0789250940176
ACH-000035,-0.126366118688
ACH-000036,-0.316717734717
ACH-000037,-0.0832465071455
ACH-000039,-0.20887938589299998
ACH-000040,-0.0779317475992
ACH-000041,0.009019107089159999
ACH-000042,-0.39922871353399997
ACH-000045,-0.125597791162
ACH-000047,-0.25127795520999996
ACH-000052,-0.147537565997
ACH-000053,-0.167351522916
ACH-000054,-0.09633469733149999
ACH-000055,-0.270528338921
ACH-000060,-0.222077612058
ACH-000067,0.017543082886700003
ACH-000070,-0.156899329064
ACH-000075,-0.27919534091299997
ACH-000078,-0.11853353941
ACH-000082,-0.08725947287350001
ACH-000085,-0.254970086256
ACH-000086,-0.0885198083634
ACH-000087,-0.129411984083
ACH-000092,-0.122986639563
ACH-000095,0.0379599823
ACH-000097,-0.117573577884
ACH-000098,-0.111113973612
ACH-000099,-0.185679581345
ACH-000108,-0.33449701732299997
ACH-000113,-0.136920099198
ACH-000115,-0.143394974476
ACH-000116,-0.180851261727
ACH-000118,0.0124898357721
ACH-000120,-0.168977480411
ACH-000123,-0.12554719982999998
ACH-000127,-0.148315511513
ACH-000128,-0.112463700798
ACH-000132,-0.0972171927892
ACH-000133,-0.200768581001
ACH-000137,-0.0708400912457
ACH-000138,-0.16060359849199998
ACH-000142,-0.20502271208
ACH-000143,-0.08849973631680001
ACH-000146,-0.186659124863
ACH-000148,-0.0743066982172
ACH-000150,-0.17219435164000002
ACH-000152,-0.08826137698619999
ACH-000153,-0.0014527404704900001
ACH-000159,0.028147869704
ACH-000160,-0.0722244323317
ACH-000163,-0.146010448339
ACH-000167,0.0250189899004
ACH-000168,-0.237413829442
ACH-000169,-0.19451902264
ACH-000178,-0.106328484441
ACH-000182,-0.0825267573431
ACH-000183,-0.121111900027
ACH-000188,-0.0614529620465
ACH-000189,0.026890109188700002
