,ACE (1636)
ACH-000004,-0.277331972773
ACH-000007,-0.346224767786
ACH-000009,-0.335966435617
ACH-000011,0.006406814572920001
ACH-000012,-0.158286776644
ACH-000013,-0.121548679583
ACH-000014,-0.18123863980799998
ACH-000015,-0.104260312303
ACH-000017,-0.22988807903
ACH-000018,0.199789487608
ACH-000019,-0.97158408092
ACH-000021,-0.27452236996
ACH-000022,-0.250732341837
ACH-000025,-0.0848607273814
ACH-000028,-0.277444345106
ACH-000030,-0.245765143558
ACH-000035,-0.393638859849
ACH-000036,-0.28434647474
ACH-000037,-0.19921029426399997
ACH-000039,-0.025980479980200002
ACH-000040,-0.310532233532
ACH-000041,-0.367704307426
ACH-000042,-0.310749926543
ACH-000045,-0.286960462501
ACH-000047,-0.113210255779
ACH-000052,-0.19329484677499997
ACH-000053,-0.321072826863
ACH-000054,-0.460570810051
ACH-000055,-0.24342753224
ACH-000060,-0.09499314973020001
ACH-000067,-0.201268456633
ACH-000070,-0.44759507595
ACH-000075,-0.18130646456
ACH-000078,-0.54477426175
ACH-000082,-0.119208749915
ACH-000085,-0.0882505099293
ACH-000086,-0.10062486898499999
ACH-000087,-0.145566922332
ACH-000092,-0.155059092259
ACH-000095,-0.29318630020799996
ACH-000097,-0.233968773948
ACH-000098,-0.137722533131
ACH-000099,-0.46900303770400004
ACH-000108,-0.199542792803
ACH-000113,-0.0943375758002
ACH-000115,-0.15163128119000002
ACH-000116,-0.314723237016
ACH-000118,-0.28585608105099997
ACH-000120,-0.17393866477000003
ACH-000123,-0.290170921488
ACH-000127,-0.12483680858400001
ACH-000128,-0.39653156440399995
ACH-000132,-0.32126422548
ACH-000133,-0.225185431833
ACH-000137,0.23042904023299998
ACH-000138,-0.261533016203
ACH-000142,-0.27330690165800003
ACH-000143,-0.337015980981
ACH-000146,-0.175037811891
ACH-000148,-0.29046531952
ACH-000150,-0.37162398476999997
ACH-000152,-0.30917280531999997
ACH-000153,-0.145847880698
ACH-000159,-0.0798702309024
ACH-000160,-0.0767740497097
ACH-000163,-0.29351671248000005
ACH-000167,0.035560275884699996
ACH-000168,-0.29112394268
ACH-000169,-0.147234319265
ACH-000178,-0.121803728411
ACH-000182,-0.167525793797
ACH-000183,-0.206331201316
ACH-000188,-0.19354687006700003
ACH-000189,0.227235284496
ACH-000190,-0.380250179394
ACH-000198,-0.163367125605
ACH-000204,0.0490757926325
ACH-000206,-0.139858944026
ACH-000207,-0.22411577631700003
ACH-000211,-0.227306185353
ACH-000215,-0.10390003660800001
ACH-000221,-0.215933688292
ACH-000222,-0.0990278225694
ACH-000223,-0.062153410951699996
ACH-000226,-0.13144268669099998
ACH-000227,-0.222563555145
ACH-000228,-0.213397405303
ACH-000231,-0.16877670317200003
ACH-000232,-0.133332683425
ACH-000233,-0.161237592637
ACH-000234,-0.24392416945
ACH-000235,-0.15013067693600002
ACH-000237,-0.15837876671599999
ACH-000238,-0.28034408980000003
ACH-000243,-0.310372212321
ACH-000244,-0.36025506616400005
ACH-000246,-0.171904746348
ACH-000248,-0.3435352675
ACH-000250,-0.122345315642
ACH-000251,-0.218815977175
ACH-000253,-0.226713629432
ACH-000255,-0.167534488838
ACH-000256,-0.144622517275
ACH-000257,-0.32336327398000003
ACH-000258,-0.375649823389
ACH-000259,-0.206603545794
ACH-000260,-0.325980267823
ACH-000261,-0.135014621918
ACH-000262,-0.466683779962
ACH-000263,-0.15434624315
ACH-000264,-0.305683363862
ACH-000265,-0.315796980945
ACH-000266,-0.10545766621500001
ACH-000272,-0.307083774896
ACH-000273,-0.103392917983
ACH-000274,-0.32179432292599996
ACH-000277,-0.0809230289823
ACH-000278,-0.209987141372
ACH-000279,-0.26261154097399997
ACH-000280,-0.309222582216
ACH-000281,-0.406966415683
ACH-000288,-0.210270270913
ACH-000291,-0.23574212344
ACH-000293,-0.341410828661
ACH-000294,-0.33937298378799996
ACH-000295,-0.45173558550399995
ACH-000296,-0.211386372861
ACH-000302,-0.17200774654599998
ACH-000304,-0.035338297690800005
ACH-000307,-0.104284707667
ACH-000308,-0.12496633362
ACH-000310,-0.8717648778389999
ACH-000311,-0.193073124218
ACH-000312,-0.20920130597699998
ACH-000315,-0.350167788762
ACH-000316,-0.305446219621
ACH-000317,-0.129264410671
