,PHLDB3 (653583)
ACH-000004,0.00604791691565
ACH-000007,-0.31154286226100003
ACH-000009,-0.106776175315
ACH-000011,0.145134132843
ACH-000012,-0.07925471391260001
ACH-000013,-0.42762206185
ACH-000014,-0.19124127607500002
ACH-000015,-0.19343358093600002
ACH-000017,-0.120786447913
ACH-000018,-0.41277959485200005
ACH-000019,-0.014856877283100001
ACH-000021,-0.31929692144
ACH-000022,-0.129315592132
ACH-000025,-0.24969890511700002
ACH-000028,-0.0134065002627
ACH-000030,-0.203359058538
ACH-000035,-0.152144597754
ACH-000036,-0.16364805470000002
ACH-000037,-0.174036985128
ACH-000039,-0.23313611227400002
ACH-000040,-0.0009293162845089999
ACH-000041,-0.0171998468805
ACH-000042,-0.192050947473
ACH-000045,-0.17158150972600003
ACH-000047,-0.18967421943
ACH-000052,-0.22199852688299998
ACH-000053,-0.0252774058996
ACH-000054,-0.21411939048700002
ACH-000055,-0.07211355374049999
ACH-000060,-0.07754039516960001
ACH-000067,-0.22363224976999999
ACH-000070,-0.330563105535
ACH-000075,-0.45558858633599997
ACH-000078,0.015915907939200002
ACH-000082,-0.0544487809351
ACH-000085,-0.232671449985
ACH-000086,-0.26895277312
ACH-000087,-0.39232861583800005
ACH-000092,-0.25684681879
ACH-000095,-0.10496571286499999
ACH-000097,-0.303387791639
ACH-000098,-0.15464734110099998
ACH-000099,-0.157753967684
ACH-000108,-0.0220035838484
ACH-000113,-0.08437722411589998
ACH-000115,-0.219299304812
ACH-000116,-0.0938458464435
ACH-000118,-0.190979448761
ACH-000120,-0.057128502899000004
ACH-000123,-0.176794881938
ACH-000127,-0.258556347121
ACH-000128,-0.0366122075047
ACH-000132,-0.35162698193999997
ACH-000133,-0.285671523717
ACH-000137,-0.173781789934
ACH-000138,-0.196977958236
ACH-000142,-0.37083596983
ACH-000143,-0.125818303318
ACH-000146,-0.18707752499400002
ACH-000148,-0.232742327032
ACH-000150,-0.165071144643
ACH-000152,-0.159531498114
ACH-000153,-0.525817459843
ACH-000159,-0.147795414881
ACH-000160,-0.0686587293254
ACH-000163,-0.142351380837
ACH-000167,-0.0874564576229
ACH-000168,0.0755676668619
ACH-000169,-0.0475311306511
ACH-000178,-0.215955705165
ACH-000182,-0.174369739184
ACH-000183,-0.275062083337
ACH-000188,-0.11994054842700001
ACH-000189,-0.196804820278
ACH-000190,-0.159575987135
ACH-000198,-0.153035825734
ACH-000204,-0.605890072227
ACH-000206,-0.061284059079300006
ACH-000207,-0.100129601768
ACH-000211,-0.13071678000700002
ACH-000215,-0.207557621679
ACH-000221,-0.266541858367
ACH-000222,-0.115985222458
ACH-000223,-0.17983908436
ACH-000226,-0.167115546261
ACH-000227,0.15301915949
ACH-000228,-0.22255635030200002
ACH-000231,0.017171051522399998
ACH-000232,-0.0817407335268
ACH-000233,-0.19295648466600002
ACH-000234,-0.39701233632700006
ACH-000235,-0.1768299244
ACH-000237,-0.271478535345
ACH-000238,-0.0734672672857
ACH-000243,-0.138198245262
ACH-000244,-0.16528315283
ACH-000246,-0.197774840018
ACH-000248,-0.23439340549100002
ACH-000250,-0.32550751955400004
ACH-000251,-0.31226733325100003
ACH-000253,-0.24636802800000002
ACH-000255,-0.426376303789
ACH-000256,-0.137594021657
ACH-000257,0.00041441710682599996
ACH-000258,0.22590282817600002
ACH-000259,-0.09370772391969999
ACH-000260,-0.14068254442
ACH-000261,-0.24518648743000002
ACH-000262,-0.405363018289
ACH-000263,-0.36229332024099997
ACH-000264,0.0037671343049899995
ACH-000265,-0.277972806375
ACH-000266,-0.16045651211200002
ACH-000272,-0.100834267925
ACH-000273,-0.163125736671
ACH-000274,-0.164451380989
ACH-000277,-0.345886563763
ACH-000278,-0.164802418438
ACH-000279,0.0209075477783
ACH-000280,-0.373231634011
ACH-000281,-0.0760507587281
ACH-000288,-0.0586705049656
ACH-000291,-0.331301757441
ACH-000293,-0.370760570747
ACH-000294,-0.14782673471899999
ACH-000295,-0.158855620634
ACH-000296,-0.17325176087699998
ACH-000302,-0.291913821932
ACH-000304,-0.37736271846600006
ACH-000307,-0.157958106013
ACH-000308,-0.39931035508100005
ACH-000310,-0.00494419365206
ACH-000311,-0.0757315103323
ACH-000312,-0.059478645924800004
ACH-000315,-0.23922501672600002
ACH-000316,0.09225934270510001
ACH-000317,0.10129835187899999
ACH-000318,-0.305427119314
ACH-000319,-0.23048644717500003
ACH-000320,0.198385845382
ACH-000322,0.0618854553393
ACH-000323,-0.20838894337000002
ACH-000324,-0.105326537037
ACH-000329,-0.0767242015767
ACH-000330,-0.19889596857099998
ACH-000331,-0.123972210777
ACH-000332,-0.156640208335
ACH-000334,-0.24671921535
ACH-000335,-0.18955772461599998
ACH-000336,-0.0351111041799
ACH-000337,-0.248689551178
ACH-000339,-0.19972651706500003
ACH-000341,-0.2822503898
ACH-000348,-0.0715161489431
ACH-000350,-0.17314485542599997
ACH-000352,-0.293089386719
ACH-000356,-0.145904039633
ACH-000361,-0.123029553774
ACH-000362,-0.242622693473
ACH-000363,-0.0184095639484
ACH-000364,-0.271027990579
ACH-000365,0.0335279244908
ACH-000366,-0.117757774825
ACH-000368,-0.0440077032051
ACH-000374,-0.104779836217
ACH-000375,-0.288078221518
ACH-000376,-0.0880617600454
ACH-000381,-0.155076415078
ACH-000383,-0.25047824397199997
ACH-000387,-0.09609745504069998
ACH-000389,-0.421791462121
ACH-000390,-0.23811291836399998
ACH-000393,-0.268861399043
ACH-000395,-0.294598654224
ACH-000397,-0.12311153654899999
ACH-000401,-0.194889936258
ACH-000402,-0.0691586101585
ACH-000403,-0.187095915486
ACH-000404,-0.0391821075455
ACH-000406,-0.0813102257622
ACH-000407,-0.0575307702252
ACH-000408,-0.377183576144
ACH-000410,-0.024516416879599996
ACH-000411,-0.199542348708
ACH-000414,-0.225480575323
ACH-000415,-0.188093100902
ACH-000416,-0.177444704325
ACH-000420,-0.147001143081
ACH-000421,-0.285704330545
ACH-000424,-0.10844771887299999
ACH-000425,-0.27071193516
ACH-000426,-0.0649154114714
ACH-000427,-0.050195976001900004
ACH-000433,0.11446436484400001
ACH-000436,-0.0442808292362
ACH-000444,-0.13805292722
ACH-000445,-0.22366562027800002
ACH-000448,-0.118354835384
ACH-000450,-0.18243211083299998
ACH-000452,-0.138684622045
ACH-000454,0.058446016719199995
ACH-000458,-0.314279318599
ACH-000459,-0.07625494084139998
ACH-000460,-0.264673678834
ACH-000461,-0.127030523072
ACH-000463,0.0392775788265
ACH-000464,-0.193746858664
ACH-000466,-0.23887087500300003
ACH-000467,-0.030652922027599998
ACH-000468,-0.264918981984
ACH-000469,-0.22141605629500002
ACH-000470,-0.112411544483
ACH-000471,-0.210427024227
ACH-000472,-0.31716581743
ACH-000473,-0.062163160241800006
ACH-000475,-0.180927729806
ACH-000476,-0.29305866219099996
ACH-000477,-0.397910685638
ACH-000480,-0.255543851026
ACH-000481,-0.398119507969
ACH-000483,-0.0443900092563
ACH-000484,-0.389807780687
ACH-000485,-0.18732647326
ACH-000486,-0.293585117928
ACH-000487,0.0147766226333
ACH-000488,-0.196371102346
ACH-000490,-0.2035410133
ACH-000491,-0.0148475920908
ACH-000495,0.110760181229
ACH-000496,-0.152999234042
ACH-000499,-0.153061409925
ACH-000500,-0.478555588021
ACH-000502,-0.12928509948699998
ACH-000503,-0.0673266566677
ACH-000505,-0.207970776831
ACH-000507,-0.338700347257
ACH-000510,-0.430476328001
ACH-000511,0.0339555649079
ACH-000512,-0.27915589293000004
ACH-000516,-0.0992854642124
ACH-000517,-0.340337844878
ACH-000518,-0.244669422181
ACH-000520,-0.289106091
ACH-000521,0.034731270781300005
ACH-000522,-0.20212371827
ACH-000524,-0.3069308603
ACH-000527,-0.15057234886499998
ACH-000528,-0.14430629201099998
ACH-000537,-0.083641186445
ACH-000541,-0.701941711318
ACH-000542,-0.151301984896
ACH-000544,-0.167836607477
ACH-000545,-0.21533476840799998
ACH-000547,-0.18724748928100002
ACH-000548,-0.179541793752
ACH-000549,-0.0930106335053
ACH-000550,0.181819402049
ACH-000552,-0.43563542018600004
ACH-000556,-0.478634436712
ACH-000557,-0.121498625992
ACH-000570,-0.24063146951900002
ACH-000571,-0.317344201581
ACH-000573,-0.0388952845158
ACH-000576,0.00039061162061199996
ACH-000580,-0.237914289948
ACH-000584,-0.13447665958
ACH-000585,-0.21520104139600002
ACH-000588,-0.0632219615298
ACH-000589,-0.127810418575
ACH-000591,-0.321776554926
ACH-000593,-0.27862988529800004
ACH-000600,-0.136736860779
ACH-000601,-0.114520561688
ACH-000604,0.133095375849
ACH-000605,-0.212012460872
ACH-000606,-0.29731544755899997
ACH-000608,-0.21388919847899998
ACH-000614,-0.011346630424699999
ACH-000616,-0.342126298408
ACH-000618,-0.122805544253
ACH-000619,0.0578243396516
ACH-000620,-0.375574216718
ACH-000621,-0.199613461503
ACH-000622,-0.306465886018
ACH-000623,-0.204549117286
ACH-000624,-0.18965349733800002
ACH-000627,-0.286504764113
ACH-000630,-0.221659166325
ACH-000632,-0.187060700127
ACH-000633,-0.18417195066599998
ACH-000637,-0.248106507351
ACH-000638,-0.108093011156
ACH-000646,-0.10058116358699999
ACH-000647,-0.07318772536939999
ACH-000648,-0.21115806464099998
ACH-000649,-0.104845419721
ACH-000651,-0.214788722588
ACH-000652,-0.11060879732699999
ACH-000653,-0.151298971148
ACH-000657,-0.245859466154
ACH-000658,-0.211971863172
ACH-000661,-0.309812704697
ACH-000662,-0.308339513708
ACH-000663,-0.268380498637
ACH-000665,-0.133024869808
ACH-000671,-0.0455030924756
ACH-000673,-0.199096868859
ACH-000676,-0.116525909808
ACH-000677,-0.25515646933499997
ACH-000681,-0.208074026976
ACH-000682,-0.18810884602400002
ACH-000683,-0.0771244696508
ACH-000684,0.133635304027
ACH-000688,-0.128211308724
ACH-000693,-0.220582690048
ACH-000694,-0.0700765912393
ACH-000695,-0.554801752414
ACH-000696,-0.16896384897999997
ACH-000697,-0.212027201393
ACH-000699,-0.136762674373
ACH-000701,-0.361495454517
ACH-000706,-0.0748334929524
ACH-000711,-0.299046461119
ACH-000713,-0.38006823459399997
ACH-000714,-0.18385296787799998
ACH-000718,0.0467758144059
ACH-000720,-0.138521986635
ACH-000721,-0.109165051766
ACH-000724,-0.232229588706
ACH-000725,-0.321491362226
ACH-000732,-0.37233624589000003
ACH-000734,-0.160995752657
ACH-000735,-0.19802010658100003
ACH-000736,-0.42684522034999994
ACH-000738,-0.07402886521160001
ACH-000746,-0.0953722218633
ACH-000747,-0.228688535608
ACH-000748,-0.0349494155856
ACH-000753,-0.140362466679
ACH-000756,-0.19792216717
ACH-000757,-0.134815213584
ACH-000758,-0.196778824595
ACH-000760,-0.139855333448
ACH-000763,-0.285295841052
ACH-000764,-0.0533883661418
ACH-000765,-0.23823660446999997
ACH-000766,-0.158793177361
ACH-000767,-0.252227698043
ACH-000768,-0.18499036231899998
ACH-000769,-0.0907033368373
ACH-000770,-0.09144110729319999
ACH-000771,-0.194835869689
ACH-000773,-0.238542866209
ACH-000776,-0.215253829774
ACH-000777,-0.36229865477799994
ACH-000778,-0.319502888476
ACH-000781,-0.0830641478241
ACH-000782,-0.279662001091
ACH-000783,-0.134355973434
ACH-000784,-0.186258524963
ACH-000785,-0.22645034496599997
ACH-000787,-0.157870697089
ACH-000788,-0.247280806909
ACH-000791,-0.17664374313700001
ACH-000792,-0.0489634698163
ACH-000794,0.0331769217076
ACH-000796,-0.36145768153499996
ACH-000799,-0.199724102743
ACH-000800,-0.18768262029899999
ACH-000802,-0.10212366216
ACH-000804,-0.059144221372
ACH-000805,-0.271370295193
ACH-000809,-0.0670529842916
ACH-000810,-0.10256600640900002
ACH-000811,-0.152909484821
ACH-000817,-0.11351697869899999
ACH-000819,-0.27535351847899997
ACH-000820,0.07550483694
ACH-000821,-0.37975708899099997
ACH-000822,-0.35111303094
ACH-000823,-0.311051231503
ACH-000824,-0.22424070985599998
ACH-000827,-0.147140347906
ACH-000829,-0.208798918982
ACH-000831,-0.203225710909
ACH-000832,-0.0660674768612
ACH-000833,-0.194971145323
ACH-000834,-0.188597901875
ACH-000835,-0.15374294952099998
ACH-000836,-0.290953689745
ACH-000837,-0.341616732376
ACH-000838,-0.0639573357519
ACH-000839,-0.167852345022
ACH-000840,0.0524492356347
ACH-000841,-0.00714419635775
ACH-000843,0.08774721108030001
ACH-000846,-0.235020363746
ACH-000847,-0.356123467631
ACH-000848,-0.123693627983
ACH-000849,-0.0400130472134
ACH-000851,-0.243170834829
ACH-000855,0.06465054528559999
ACH-000856,-0.11111340986099999
ACH-000858,-0.20771800468899998
ACH-000859,-0.48307800662600003
ACH-000861,-0.793754450404
ACH-000862,-0.0934543624498
ACH-000865,-0.07491687347749999
ACH-000866,-0.135166767981
ACH-000867,-0.21095865224100002
ACH-000869,-0.060361683399400005
ACH-000872,-0.27639408474599997
ACH-000873,-0.335413632244
ACH-000876,-0.281293736315
ACH-000878,-0.257316174421
ACH-000880,-0.438908655366
ACH-000881,-0.099709476355
ACH-000882,-0.196800812485
ACH-000884,-0.381126821268
ACH-000885,-0.21980919425599998
ACH-000887,-0.0457327330074
ACH-000888,-0.0295309040741
ACH-000889,-0.133524106318
ACH-000890,-0.181401064284
ACH-000896,-0.0668750169758
ACH-000898,-0.14575772082900001
ACH-000900,-0.2829251273
ACH-000901,-0.26236874098900004
ACH-000905,-0.05639282136519999
ACH-000906,-0.244882246508
ACH-000907,-0.057744919346400005
ACH-000910,-0.06684019874819999
ACH-000911,-0.24737305893599998
ACH-000912,-0.263994871381
ACH-000913,-0.09437826345969999
ACH-000915,-0.0638785868049
ACH-000916,-0.11089531849199999
ACH-000917,-0.37448312352700003
ACH-000921,-0.197000581459
ACH-000924,-0.129012059705
ACH-000926,-0.0712659359209
ACH-000928,-0.501433325474
ACH-000929,-0.0669975858528
ACH-000932,-0.30184893683
ACH-000935,-0.10621598706
ACH-000936,-0.0736812653826
ACH-000937,-0.12005501121500001
ACH-000938,-0.096338526642
ACH-000939,-0.232460449021
ACH-000941,-0.24997049742
ACH-000943,-0.10354111243999999
ACH-000946,-0.181728934569
ACH-000947,-0.17090224274399998
ACH-000948,-0.148236450341
ACH-000950,-0.309853337681
ACH-000953,0.00161512106369
ACH-000957,0.0754349967303
ACH-000958,-0.19401416073
ACH-000960,-0.175561742126
ACH-000963,-0.295771565094
ACH-000968,-0.213596554943
ACH-000969,-0.246144211324
ACH-000973,-0.0979016367234
ACH-000974,-0.218575039699
ACH-000975,-0.33221401859099997
ACH-000976,-0.383094006857
ACH-000978,-0.358959329032
ACH-000980,-0.172286674126
ACH-000984,-0.24949245145399998
ACH-000986,-0.131911074525
ACH-000988,-0.3334405221
ACH-000993,-0.31206761330899996
ACH-000994,-0.23965172783799998
ACH-000996,-0.0712456089631
ACH-001001,-0.121556158039
ACH-001020,-0.45168767482
ACH-001028,-0.199941227412
ACH-001031,-0.23028566871300002
ACH-001038,-0.09597625745680001
ACH-001048,-0.172344290543
ACH-001050,-0.10043482235
ACH-001053,-0.165714892674
ACH-001054,-0.0512293354469
ACH-001061,-0.16259740414
ACH-001067,-0.18758716371599998
ACH-001075,-0.23604649712200002
ACH-001096,0.0231695574518
ACH-001128,0.0427775917964
ACH-001134,-0.0960790100303
ACH-001151,-0.10343664981799999
ACH-001163,-0.241763439426
ACH-001164,-0.21445243308200002
ACH-001173,-0.303822138542
ACH-001183,-0.322118347026
ACH-001184,0.0117460621254
ACH-001190,-0.279572470234
