,GFPT1 (2673)
ACH-000004,-0.980559853321
ACH-000007,-0.108623912771
ACH-000009,-0.212157956708
ACH-000011,-0.579335584497
ACH-000012,-0.147764300026
ACH-000013,-0.08461012592710002
ACH-000014,-0.349374687914
ACH-000015,-0.047931215838
ACH-000017,-1.0885839851899999
ACH-000018,-0.44927296707099995
ACH-000019,-0.642945195503
ACH-000021,-0.314197209743
ACH-000022,-0.166156578263
ACH-000025,-0.171804659628
ACH-000028,-0.5348415663880001
ACH-000030,-0.685554568148
ACH-000035,-0.40793709211499996
ACH-000036,-0.0521022428269
ACH-000037,-0.401907352404
ACH-000039,-0.413157116048
ACH-000040,-0.229693547839
ACH-000041,-0.163208036535
ACH-000042,-1.0438734846200002
ACH-000045,-0.742603330089
ACH-000047,-0.8995610153
ACH-000052,-0.106236066552
ACH-000053,-0.772912929866
ACH-000054,-0.144812854308
ACH-000055,-0.23112832700599997
ACH-000060,-0.173547527591
ACH-000067,-0.299247734076
ACH-000070,-0.8572031556020001
ACH-000075,-0.303844781201
ACH-000078,-0.17997745346799998
ACH-000082,-0.251119897403
ACH-000085,-0.20087107499200002
ACH-000086,-0.186438424452
ACH-000087,-0.2706056571
ACH-000092,-0.355001586985
ACH-000095,-0.029376969791700003
ACH-000097,-0.90902025645
ACH-000098,-0.10697658851500001
ACH-000099,-0.370402356272
ACH-000108,-0.597030632159
ACH-000113,-0.7928682533429999
ACH-000115,-0.07650089724060001
ACH-000116,-0.34922209581200003
ACH-000118,-0.742173765226
ACH-000120,-0.357074063654
ACH-000123,-0.16607389733
ACH-000127,-0.0997568689469
ACH-000128,-0.0483102987113
ACH-000132,-0.213463621303
ACH-000133,-0.35130110850699997
ACH-000137,-0.147884157115
ACH-000138,-0.813104297166
ACH-000142,-1.02049025712
ACH-000143,-0.292576833169
ACH-000146,-0.725423358151
ACH-000148,-0.0774120788286
ACH-000150,-0.060994269675599996
ACH-000152,-0.253134185783
ACH-000153,-0.214561028044
ACH-000159,-0.755292136437
ACH-000160,0.16998007698399997
ACH-000163,-0.24883340579100002
ACH-000167,0.242614397388
ACH-000168,-0.821147800764
ACH-000169,-0.151638459299
ACH-000178,-0.39760682728
ACH-000182,-0.518466450756
ACH-000183,-0.8593034124950001
ACH-000188,-0.355475042979
ACH-000189,-1.02695200442
ACH-000190,-0.0282926557218
ACH-000198,-0.787652274188
ACH-000204,-0.634532070766
ACH-000206,-0.435441370597
ACH-000207,-0.7853855519600002
ACH-000211,-0.16471398289
ACH-000215,-0.162230609428
ACH-000221,-0.0020306128051
ACH-000222,-0.860532140083
ACH-000223,-0.608400712509
ACH-000226,-0.9143117306790001
ACH-000227,-0.312715958508
ACH-000228,-0.323766479981
ACH-000231,-0.219135497483
ACH-000232,-0.00837449069949
ACH-000233,-0.858168654878
ACH-000234,-0.867250362726
ACH-000235,-1.2145796824500001
ACH-000237,-0.194741260474
ACH-000238,-0.296943686371
ACH-000243,-0.6112509927790001
ACH-000244,-0.179689509281
ACH-000246,-0.509500621769
ACH-000248,-0.24247333925
ACH-000250,-0.9985612843449999
ACH-000251,-0.41427820447499997
ACH-000253,-0.619062102547
ACH-000255,-0.0661508181152
ACH-000256,-0.214117421162
ACH-000257,-0.562890886169
ACH-000258,-0.685045662717
ACH-000259,-0.836790847165
ACH-000260,-0.153001251831
ACH-000261,-0.259672119693
ACH-000262,-0.839523862372
ACH-000263,-0.997490574155
ACH-000264,-0.231804844738
ACH-000265,-0.20397373697
ACH-000266,-1.31860383534
ACH-000272,-1.0633132223700001
ACH-000273,-0.419319509935
ACH-000274,-0.949382532056
ACH-000277,-0.754621279883
ACH-000278,-0.597162443213
ACH-000279,-0.48855579931299997
ACH-000280,-0.357807627898
ACH-000281,-0.9775014257729999
ACH-000288,-0.054839192485499996
ACH-000291,-0.224450461232
ACH-000293,-0.546531463389
ACH-000294,-0.241665560902
ACH-000295,-0.846669096762
ACH-000296,-0.15481108719
ACH-000302,-0.147700888691
ACH-000304,-0.43684247398500003
ACH-000307,-0.72569395866
ACH-000308,-1.33235768454
ACH-000310,-0.16816978659
ACH-000311,-0.551348834585
ACH-000312,-0.442865083894
ACH-000315,-0.326780418867
ACH-000316,-0.208850187209
ACH-000317,-1.1947396997600002
ACH-000318,-0.250170450616
ACH-000319,-0.062371183398000005
ACH-000320,-0.301677998108
ACH-000322,-0.29600821257300003
ACH-000323,-0.22455705283900002
ACH-000324,-0.705000306348
ACH-000329,-0.22562219053000004
ACH-000330,-0.5752767693999999
ACH-000331,-0.268633519349
ACH-000332,-0.487106579788
ACH-000334,-0.894065077932
ACH-000335,-0.29299057452300004
ACH-000336,-0.611197005719
ACH-000337,-0.8991019372490001
ACH-000339,-0.659796058279
ACH-000341,-0.288772513892
ACH-000348,-0.307315960406
ACH-000350,-0.7060600036679999
ACH-000352,-0.253774964661
ACH-000356,-0.25217044850299997
ACH-000361,-0.347634353555
ACH-000362,-0.699224410358
ACH-000363,-0.842101990144
ACH-000364,-0.275494097816
ACH-000365,-0.7092787665449999
ACH-000366,-0.5520527154739999
ACH-000368,-0.44598952291199995
ACH-000374,-0.691122612629
ACH-000375,-0.149273736712
ACH-000376,-0.303491361304
ACH-000381,-0.5062611218240001
ACH-000383,-1.07531864051
ACH-000387,-1.02129869566
ACH-000389,-0.255237062205
ACH-000390,-0.645883269427
ACH-000393,-0.46908960834299995
ACH-000395,-0.722933204288
ACH-000397,-0.8046761030859999
ACH-000401,-0.88321335078
ACH-000402,-0.760259067595
ACH-000403,-0.873002623496
ACH-000404,-0.560749760531
ACH-000406,-0.8349271684139999
ACH-000407,-0.350776933318
ACH-000408,-0.698674221804
ACH-000410,-0.366711288856
ACH-000411,-0.769692417882
ACH-000414,-0.256258192241
ACH-000415,-0.552539988913
ACH-000416,-0.841265019023
ACH-000420,-0.176096106409
ACH-000421,-0.533303541804
ACH-000424,-0.34390244341700005
ACH-000425,-0.462256091927
ACH-000426,-0.6302050392090001
ACH-000427,-0.306254470647
ACH-000433,-0.391927169297
ACH-000436,-0.748310089707
