,CISH (1154)
ACH-000004,-0.0015002186140200002
ACH-000007,-0.144377151862
ACH-000009,-0.19626567368
ACH-000011,0.06614169867030001
ACH-000012,-0.11745643282
ACH-000013,-0.157630527115
ACH-000014,-0.09777912415519999
ACH-000015,-0.13319707531
ACH-000017,-0.134244327544
ACH-000018,-0.17180409548599998
ACH-000019,0.0185000167262
ACH-000021,-0.23313485434
ACH-000022,-0.178122262784
ACH-000025,-0.23909064674400002
ACH-000028,-0.204710212634
ACH-000030,-0.1720271961
ACH-000035,-0.11373333880000001
ACH-000036,0.0415553580023
ACH-000037,-0.234120036587
ACH-000039,-0.209182101278
ACH-000040,-0.267645367682
ACH-000041,-0.177039310704
ACH-000042,-0.222314205115
ACH-000045,-0.145433925198
ACH-000047,-0.09916149435110001
ACH-000052,-0.222277828946
ACH-000053,-0.16071909230599998
ACH-000054,-0.24074315733399998
ACH-000055,-0.288342167385
ACH-000060,-0.21729296505999998
ACH-000067,-0.20205360546300002
ACH-000070,-0.127700049676
ACH-000075,-0.325881884208
ACH-000078,-0.100985114706
ACH-000082,-0.14956614044299998
ACH-000085,-0.12239854137
ACH-000086,-0.0837948806479
ACH-000087,-0.459723692939
ACH-000092,-0.031033184252999998
ACH-000095,-0.07592813841189999
ACH-000097,-0.0860173656005
ACH-000098,-0.185920973436
ACH-000099,-0.159312228342
ACH-000108,-0.082285638183
ACH-000113,-0.0583532895421
ACH-000115,-0.0611440661634
ACH-000116,-0.261490731064
ACH-000118,-0.226000657585
ACH-000120,-0.208107919623
ACH-000123,-0.126351732863
ACH-000127,-0.19835136860199998
ACH-000128,-0.0242923489035
ACH-000132,0.106583290513
ACH-000133,-0.030241191430599997
ACH-000137,-0.143880691777
ACH-000138,-0.136024626667
ACH-000142,-0.201661653
ACH-000143,-0.27422119010699997
ACH-000146,-0.0543827504012
ACH-000148,-0.0723436669197
ACH-000150,-0.430182650809
ACH-000152,-0.15820190138
ACH-000153,-0.0896192345826
ACH-000159,-0.212935553122
ACH-000160,-0.05865203408940001
ACH-000163,0.0270223150967
ACH-000167,-0.145162623747
ACH-000168,-0.44119471944899996
ACH-000169,-0.105709111525
ACH-000178,-0.093365516033
ACH-000182,-0.261615593135
ACH-000183,-0.07132553963610001
ACH-000188,-0.00996408389417
ACH-000189,-0.210885023926
ACH-000190,0.0976190176454
ACH-000198,-0.210161519025
ACH-000204,-0.048420874680399996
ACH-000206,-0.153183538366
ACH-000207,-0.455398426554
ACH-000211,-0.146759395963
ACH-000215,-0.0499926399593
ACH-000221,-0.34254949796800005
ACH-000222,-0.26049599915
ACH-000223,0.0136887519073
ACH-000226,-0.0726815360623
ACH-000227,-0.264095593661
ACH-000228,-0.25210311049
ACH-000231,-0.252423346688
ACH-000232,-0.177267432095
ACH-000233,-0.15297313062100001
ACH-000234,-0.00727342592551
ACH-000235,-0.138356647908
ACH-000237,-0.165009287184
ACH-000238,0.04442742034680001
ACH-000243,-0.213974326873
ACH-000244,-0.23102980622299998
ACH-000246,-0.180759035249
ACH-000248,0.0627922864845
ACH-000250,-0.12933447443399998
ACH-000251,-0.205074128908
ACH-000253,-0.104754901752
ACH-000255,-0.0444898887019
ACH-000256,-0.108667331275
ACH-000257,-0.527435419587
ACH-000258,-0.0502961306159
ACH-000259,-0.182324298083
ACH-000260,-0.203785584703
ACH-000261,-0.08748145561010001
ACH-000262,-0.261883180868
ACH-000263,0.129012005864
ACH-000264,-0.263782099905
ACH-000265,-0.35240671494000003
ACH-000266,-0.188569990584
ACH-000272,0.000805657434255
ACH-000273,-0.126270150094
ACH-000274,-0.31586409844
ACH-000277,-0.0521438539386
ACH-000278,-0.20745629401500001
ACH-000279,-0.0633845069382
ACH-000280,-0.142585429979
ACH-000281,-0.36528865835600005
ACH-000288,-0.0696302131344
ACH-000291,-0.143678752666
ACH-000293,-0.148192767992
ACH-000294,-0.127182615903
ACH-000295,-0.20310840540300001
ACH-000296,-0.24359805396099998
ACH-000302,-0.132791255408
ACH-000304,-0.045889345235599996
ACH-000307,-0.116168774635
ACH-000308,-0.14275063645400002
ACH-000310,-0.15577143520099998
ACH-000311,-0.099640092103
ACH-000312,-0.121024957568
ACH-000315,-0.321311062558
ACH-000316,-0.0393036576279
ACH-000317,-0.322112643145
ACH-000318,-0.0630644041999
ACH-000319,-0.0798008259176
ACH-000320,-0.181808671386
ACH-000322,-0.13551739091700002
ACH-000323,-0.204941229447
ACH-000324,-0.08939925370549999
ACH-000329,-0.215241077308
ACH-000330,-0.209970008943
ACH-000331,-0.0918818761418
ACH-000332,-0.17361447204999997
ACH-000334,-0.00675526542566
ACH-000335,-0.0695290087579
ACH-000336,0.050554291971399996
ACH-000337,-0.032927395066
ACH-000339,-0.11627280322200001
ACH-000341,-0.252969750035
ACH-000348,-0.117809309157
ACH-000350,-0.163595083502
ACH-000352,-0.140235829962
ACH-000356,0.0732848672066
ACH-000361,-0.0604294440989
ACH-000362,-0.20539975136100003
ACH-000363,-0.006558749969479999
ACH-000364,-0.219404876749
ACH-000365,-0.125277611093
ACH-000366,-0.16788269749499998
ACH-000368,-0.05620361012569999
ACH-000374,-0.210911738378
ACH-000375,-0.0783835719503
ACH-000376,-0.220048856232
ACH-000381,-0.262296636653
ACH-000383,-0.12539135051
ACH-000387,-0.115414261405
ACH-000389,-0.329131688184
ACH-000390,-0.250823977656
ACH-000393,-0.308690661098
ACH-000395,-0.202775807267
ACH-000397,-0.039831210739800005
ACH-000401,-0.285075892346
ACH-000402,-0.0803041524485
ACH-000403,-0.13421692154
ACH-000404,-0.08354012378310001
ACH-000406,-0.152331893597
ACH-000407,-0.11035385514900001
ACH-000408,-0.444035214857
ACH-000410,-0.236849376837
ACH-000411,-0.103614193167
ACH-000414,-0.0176936351955
ACH-000415,-0.20216485566300002
ACH-000416,-0.141782206476
ACH-000420,-0.147295601329
ACH-000421,-0.150088867735
ACH-000424,-0.138551576735
ACH-000425,-0.13429178032
ACH-000426,-0.12953506404
ACH-000427,-0.140379266866
ACH-000433,-0.204879292478
ACH-000436,-0.138851875219
ACH-000444,-0.27576021187800004
ACH-000445,-0.164163506487
ACH-000448,-0.08915651146939998
ACH-000450,-0.178456377622
ACH-000452,-0.273262697682
ACH-000454,-0.620478873704
ACH-000458,-0.191537176857
ACH-000459,-0.0657241244411
ACH-000460,-0.10099619383
ACH-000461,-0.119739591438
ACH-000463,-0.08561109845930001
ACH-000464,-0.0161813901372
ACH-000466,-0.208731319645
ACH-000467,-0.187756315136
ACH-000468,-0.107957121138
ACH-000469,-0.15476525003699998
ACH-000470,0.0368488433192
ACH-000471,-0.182217687858
ACH-000472,-0.11723641909299999
ACH-000473,0.0063745875397700005
ACH-000475,-0.132884552678
ACH-000476,-0.25209031347800004
ACH-000477,-0.39557167002099997
ACH-000480,-0.042992406269899995
ACH-000481,-0.19853050144200002
ACH-000483,-0.0883830423336
ACH-000484,-0.031117230335400002
ACH-000485,0.0300436510877
ACH-000486,-0.332496859471
ACH-000487,-0.053879167018999995
ACH-000488,-0.11913779325400001
ACH-000490,-0.116192797884
ACH-000491,-0.257929560295
ACH-000495,-0.09612694891180001
ACH-000496,0.0162809443743
ACH-000499,-0.242007203717
ACH-000500,-0.0753895787959
ACH-000502,-0.134698638265
ACH-000503,-0.426551178951
ACH-000505,-0.145219323102
ACH-000507,-0.122379847709
ACH-000510,-0.20280857777699998
ACH-000511,-0.189525345022
ACH-000512,-0.0696748558712
ACH-000516,-0.16344618831399998
ACH-000517,-0.201860650517
ACH-000518,-0.027293053488
ACH-000520,-0.217152264179
ACH-000521,-0.136823238244
ACH-000522,-0.128090371925
ACH-000524,-0.109473460592
ACH-000527,-0.15617497908800002
ACH-000528,-0.143589493309
ACH-000537,-0.121580170427
ACH-000541,-0.226413980605
ACH-000542,-0.179336070812
ACH-000544,0.0281148071508
ACH-000545,-0.121575332537
ACH-000547,-0.149509706614
ACH-000548,-0.220129468433
