,KDELC2 (143888)
ACH-000004,-0.0652012906024
ACH-000007,-0.13347135865700002
ACH-000009,-0.145020299776
ACH-000011,-0.048191462667100005
ACH-000012,-0.125434307547
ACH-000013,-0.044292949397
ACH-000014,0.006924483944100001
ACH-000015,-0.0775348032378
ACH-000017,-0.16600028526399999
ACH-000018,-0.0406952603623
ACH-000019,-0.14694108455399998
ACH-000021,-0.0248741411339
ACH-000022,0.000689220540759
ACH-000025,-0.101855835681
ACH-000028,-0.0861049197352
ACH-000030,-0.11566139073
ACH-000035,-0.0365839791684
ACH-000036,-0.018410307001700002
ACH-000037,-0.171363550354
ACH-000039,-0.18939977775800002
ACH-000040,-0.0931814302541
ACH-000041,-0.359477634925
ACH-000042,-0.09004073513739999
ACH-000045,-0.0898757760352
ACH-000047,0.00335258337481
ACH-000052,-0.027023161535400003
ACH-000053,-0.131135539181
ACH-000054,-0.09129902706569999
ACH-000055,-0.000529005784519
ACH-000060,0.00505097814595
ACH-000067,0.148084846005
ACH-000070,-0.058686111781699996
ACH-000075,-0.229279318959
ACH-000078,-0.0867882878544
ACH-000082,-0.14531118693700001
ACH-000085,-0.0842024014678
ACH-000086,-0.176232032125
ACH-000087,-0.0563903702035
ACH-000092,-0.0133158413622
ACH-000095,-0.18775104984700003
ACH-000097,-0.0213772462996
ACH-000098,-0.12833214878799998
ACH-000099,-0.158956836884
ACH-000108,-0.13477728689500001
ACH-000113,-0.043215039836900004
ACH-000115,-0.0303970269674
ACH-000116,-0.14308161684499998
ACH-000118,-0.0668975762812
ACH-000120,0.021286189166599995
ACH-000123,-0.025024188355299997
ACH-000127,-0.0849688304388
ACH-000128,-0.0125617056002
ACH-000132,-0.249271020558
ACH-000133,-0.09529788245319999
ACH-000137,-0.135281974231
ACH-000138,-0.07235957718569999
ACH-000142,-0.12456226350400001
ACH-000143,-0.138349202659
ACH-000146,-0.0875012414276
ACH-000148,-0.09830849262949999
ACH-000150,0.0147948468044
ACH-000152,-0.010348212731299999
ACH-000153,-0.304337386978
ACH-000159,-0.0292046039389
ACH-000160,-0.0990779668231
ACH-000163,-0.127603437453
ACH-000167,-0.259362584046
ACH-000168,-0.007314887123399999
ACH-000169,-0.148919847558
ACH-000178,-0.104240782514
ACH-000182,-0.07639295258260001
ACH-000183,-0.08602861562769999
ACH-000188,-0.129457752572
ACH-000189,-0.47152865576499997
ACH-000190,0.0232751173156
ACH-000198,-0.13587807904100002
ACH-000204,-0.0132901653785
ACH-000206,0.022613865786900004
ACH-000207,0.0365163488257
ACH-000211,-0.0551322036448
ACH-000215,-0.11461619555
ACH-000221,0.046541152412099995
ACH-000222,0.0663870463785
ACH-000223,-0.08533386504969999
ACH-000226,-0.021023393336200003
ACH-000227,-0.205368305777
ACH-000228,-0.137306608448
ACH-000231,-0.08571688437939999
ACH-000232,-0.13524313849000003
ACH-000233,-0.0226825344422
ACH-000234,-0.102813672161
ACH-000235,-0.04580270617869999
ACH-000237,-0.407360811931
ACH-000238,-0.0641580605855
ACH-000243,-0.0632106013698
ACH-000244,-0.31736812728700003
ACH-000246,-0.190771480975
ACH-000248,-0.037538240697800006
ACH-000250,-0.110910568916
ACH-000251,-0.208317760317
ACH-000253,0.0279193350371
ACH-000255,-0.137235280671
ACH-000256,-0.20993436548799999
ACH-000257,0.06232225278390001
ACH-000258,0.010030879958799999
ACH-000259,-0.10271002136099999
ACH-000260,-0.11609891297599999
ACH-000261,-0.10135729283500002
ACH-000262,-0.107539259463
ACH-000263,-0.230455877579
ACH-000264,-0.160687885167
ACH-000265,-0.050621093770699996
ACH-000266,-0.08779208970689999
ACH-000272,-0.14272953649
ACH-000273,-0.0832133135668
ACH-000274,-0.08128370614010001
ACH-000277,0.0261295549532
ACH-000278,-0.0479409044924
ACH-000279,-0.0912568033525
ACH-000280,-0.138764592888
ACH-000281,-0.232186640664
ACH-000288,-0.127842279156
ACH-000291,-0.0948751754082
ACH-000293,-0.187428334134
ACH-000294,-0.06154038771930001
ACH-000295,-0.08156699771810001
ACH-000296,-0.17684300213799997
ACH-000302,-0.147846263788
ACH-000304,0.0159344009099
ACH-000307,-0.170038137145
ACH-000308,-0.23910557799899998
ACH-000310,-0.145322474795
ACH-000311,-0.213683682513
ACH-000312,-0.157213889432
ACH-000315,-0.21448027489799998
ACH-000316,-0.0137654853775
ACH-000317,-0.08430656974810001
ACH-000318,-0.0475983402678
ACH-000319,-0.202140419517
ACH-000320,-0.110727672166
ACH-000322,-0.0693500238808
ACH-000323,-0.06132350386800001
ACH-000324,-0.10669239256100001
ACH-000329,0.0498299966808
ACH-000330,0.0395326359264
ACH-000331,-0.0375247023454
ACH-000332,-0.11798347437699999
ACH-000334,-0.191964193298
ACH-000335,-0.11227545344699999
ACH-000336,-0.244419395543
ACH-000337,7.3804282798e-05
ACH-000339,-0.0452734545127
ACH-000341,-0.08847501929030001
ACH-000348,-0.047529260322
ACH-000350,-0.0740223584709
ACH-000352,-0.0170350233749
ACH-000356,-0.013367941786499998
ACH-000361,0.0486565430473
ACH-000362,-0.09280963982149999
ACH-000363,-0.07863888267739999
ACH-000364,-0.158281482516
ACH-000365,-0.0529601915927
ACH-000366,-0.146961156293
ACH-000368,0.09880265868629999
ACH-000374,-0.351281166205
ACH-000375,-0.115738025406
ACH-000376,-0.04167637901
ACH-000381,-0.20667016110300002
ACH-000383,-0.0548144407965
ACH-000387,-0.0823596691023
ACH-000389,-0.0161270000494
ACH-000390,-0.013450735441
ACH-000393,-0.0687361474075
ACH-000395,-0.155064050426
ACH-000397,-0.166488218908
ACH-000401,0.0241732632895
ACH-000402,0.308172760319
ACH-000403,-0.19779268042800002
ACH-000404,0.015188917915
ACH-000406,-0.0974941003777
ACH-000407,-0.22775732186
ACH-000408,-0.015448356825700001
ACH-000410,-0.0590884163117
ACH-000411,-0.09997387210030001
ACH-000414,-0.130624731938
ACH-000415,-0.11749043067199999
ACH-000416,-0.0953769481362
ACH-000420,-0.15645723734
ACH-000421,0.0266359579503
ACH-000424,0.113037885845
ACH-000425,-0.0016621050838900003
ACH-000426,-0.0671215934831
ACH-000427,-0.0386626929007
ACH-000433,-0.19223437652800002
ACH-000436,-0.243471589556
ACH-000444,0.0720856413909
ACH-000445,-0.113826247006
ACH-000448,-0.00997147636909
ACH-000450,-0.238471345971
ACH-000452,-0.107732411556
ACH-000454,-0.0761606080198
ACH-000458,-0.266300849156
ACH-000459,-0.0651088416048
ACH-000460,-0.08260939750310001
ACH-000461,0.0303957413883
ACH-000463,-0.162026442892
ACH-000464,0.019029877155
ACH-000466,-0.146594449638
ACH-000467,-0.0448499285221
ACH-000468,-0.0731517662873
ACH-000469,-0.0256176521616
ACH-000470,-0.0694867736077
ACH-000471,-0.141892218481
ACH-000472,-0.10163097197999998
ACH-000473,0.120136046149
ACH-000475,-0.09666146331150001
ACH-000476,-0.201197394639
ACH-000477,-0.0505032488595
ACH-000480,0.000534545430815
ACH-000481,-0.016961621168599998
ACH-000483,-0.217744703977
ACH-000484,-0.142522042303
ACH-000485,-0.0897001068143
ACH-000486,-0.17785490569899998
ACH-000487,-0.200964376018
ACH-000488,-0.0478604603877
ACH-000490,-0.08252357244519999
ACH-000491,-0.0147167286741
ACH-000495,-0.24673142446199997
ACH-000496,-0.10017211159
ACH-000499,-0.226734787572
ACH-000500,-0.216893567611
ACH-000502,-0.032333465805
ACH-000503,-0.256227857236
