,ENHO (375704)
ACH-000004,-0.072215563826
ACH-000007,0.34082510566299995
ACH-000009,-0.060519495876
ACH-000011,0.137052754926
ACH-000012,0.270095971471
ACH-000013,0.0634010436605
ACH-000014,0.132336935076
ACH-000015,0.0819517782295
ACH-000017,0.0659539614587
ACH-000018,0.0928459315312
ACH-000019,0.08630794403599999
ACH-000021,-0.127267640966
ACH-000022,-0.010758627586799999
ACH-000025,0.0528319071854
ACH-000028,0.153003869101
ACH-000030,-0.004464152647020001
ACH-000035,0.0876824686092
ACH-000036,0.029838596252500002
ACH-000037,0.21368720755999998
ACH-000039,-0.08747670648900001
ACH-000040,0.150128849245
ACH-000041,0.11012928239
ACH-000042,0.0837655253734
ACH-000045,-0.057878599738999996
ACH-000047,0.0951764884456
ACH-000052,-0.28889670727600003
ACH-000053,0.126999232213
ACH-000054,-0.036365775321
ACH-000055,-0.192634913518
ACH-000060,0.12091568593299999
ACH-000067,0.08439121525630001
ACH-000070,0.197358435238
ACH-000075,0.0857657353644
ACH-000078,0.187685064954
ACH-000082,-0.05415399195040001
ACH-000085,0.18081458053899999
ACH-000086,0.16797076214899997
ACH-000087,0.12504051944
ACH-000092,-0.09477619451269999
ACH-000095,0.199915351028
ACH-000097,0.129568878414
ACH-000098,-0.109009532825
ACH-000099,0.212939490577
ACH-000108,-0.0148220291193
ACH-000113,0.112154078656
ACH-000115,0.139975762398
ACH-000116,0.11207756365999999
ACH-000118,0.017482989881500002
ACH-000120,-0.0696170306634
ACH-000123,0.11819642781199999
ACH-000127,0.17647717396899998
ACH-000128,0.29594548033
ACH-000132,0.183586948007
ACH-000133,0.13608381718
ACH-000137,0.0115713286659
ACH-000138,0.133336251874
ACH-000142,0.08762199476129999
ACH-000143,0.143949527018
ACH-000146,0.178577002838
ACH-000148,-0.0025604804502600003
ACH-000150,-0.0897141362931
ACH-000152,0.278351342706
ACH-000153,-0.0226121447609
ACH-000159,0.0934302316593
ACH-000160,0.048272893190699995
ACH-000163,-0.037875301112
ACH-000167,-0.241565659322
ACH-000168,0.06015654853630001
ACH-000169,0.0289765049381
ACH-000178,0.0751382772189
ACH-000182,-0.08708595868170001
ACH-000183,-0.0769151474778
ACH-000188,-0.09068675738230002
ACH-000189,0.00656749394933
ACH-000190,-0.114822447982
ACH-000198,0.100745003674
ACH-000204,0.194446007476
ACH-000206,-0.0967058388174
ACH-000207,-0.104921566759
ACH-000211,0.11020736313400001
ACH-000215,0.019230433981299998
ACH-000221,0.206275790603
ACH-000222,-0.13445852759500002
ACH-000223,0.043946680096300005
ACH-000226,-0.114112037059
ACH-000227,-0.111663087288
ACH-000228,-0.09039503026410001
ACH-000231,0.068210559438
ACH-000232,0.0348455758756
ACH-000233,0.186161084059
ACH-000234,-0.04714971152430001
ACH-000235,-0.0317440437349
ACH-000237,0.0484605490395
ACH-000238,0.0711169824145
ACH-000243,0.100317393738
ACH-000244,0.22295581943000004
ACH-000246,0.086550030448
ACH-000248,0.0895600087747
ACH-000250,0.0998986908216
ACH-000251,-0.0920553316869
ACH-000253,-0.0108014138182
ACH-000255,-0.0031816534584299997
ACH-000256,0.188369668035
ACH-000257,0.330181118079
ACH-000258,-0.004763624916140001
ACH-000259,0.0687011945589
ACH-000260,0.09661769408269999
ACH-000261,-0.025821029909000003
ACH-000262,-0.0175589057364
ACH-000263,-0.113818271288
ACH-000264,-0.0641003978142
ACH-000265,0.0102061468872
ACH-000266,0.0164481477502
ACH-000272,0.0339761648208
ACH-000273,0.168792357544
ACH-000274,-0.043606139016199995
