,TOMM70A (9868)
ACH-000735,-0.62943160439
ACH-000736,-0.311906303185
ACH-000738,-0.659473506328
ACH-000746,-0.510712265468
ACH-000747,-0.466845923175
ACH-000748,-0.25162030148200004
ACH-000753,-0.45395923222900003
ACH-000756,-0.299023140644
ACH-000757,-0.983010365431
ACH-000758,-0.652445029617
ACH-000760,-0.361365713926
ACH-000763,-0.258657200395
ACH-000764,-0.351403453952
ACH-000765,-0.432472324108
ACH-000766,-0.055798697636599996
ACH-000767,-0.314498504522
ACH-000768,-0.202564260726
ACH-000769,-0.37630214411300006
ACH-000770,-0.12150405582
ACH-000771,-0.40681420439300003
ACH-000773,-0.264738950215
ACH-000776,-0.425539146526
ACH-000777,-0.041596783472699995
ACH-000778,-0.27854739650800003
ACH-000781,-0.659218600619
ACH-000782,-0.257875816344
ACH-000783,-0.628943214111
ACH-000784,-0.367529493315
ACH-000785,-0.343813174983
ACH-000787,-0.611985226963
ACH-000788,-0.867103677308
ACH-000791,-0.12306877662799999
ACH-000792,-0.46315532409500004
ACH-000794,-0.49563439939099996
ACH-000796,-0.012152376684299998
ACH-000799,-0.18854228524099997
ACH-000800,-0.28362031191799997
ACH-000802,-0.303945615568
ACH-000804,-0.33447494454599996
ACH-000805,-0.10431080622000001
ACH-000809,-0.319816645605
ACH-000810,-0.41260164138899996
ACH-000811,-0.18773228976300002
ACH-000817,-0.12883812182499998
ACH-000819,-0.398098824929
ACH-000820,-0.308675589759
ACH-000821,-0.323972534326
ACH-000822,-0.159391534234
ACH-000823,-0.317027284338
ACH-000824,-0.0629276640513
ACH-000827,-0.523027018921
ACH-000829,-0.0030893255956900003
ACH-000831,-0.378658851825
ACH-000832,-0.5595481448899999
ACH-000833,-0.220945303251
ACH-000834,-0.271393981679
ACH-000835,-0.337781692762
ACH-000836,-0.062121745839800006
ACH-000837,-0.263668339218
ACH-000838,-0.478291193124
ACH-000839,-0.274069948805
ACH-000840,-0.187635405462
ACH-000841,-0.28739134379299996
ACH-000843,-0.6728739818680001
ACH-000846,-0.20636277426
ACH-000847,-0.721034444263
ACH-000848,-0.663476665241
ACH-000849,-0.33883023685999997
ACH-000851,-0.449624156295
ACH-000855,-0.380068405075
ACH-000856,-0.42271247768200004
ACH-000858,-0.711910916876
ACH-000859,-0.466009283803
ACH-000861,-0.315466097945
ACH-000862,-0.584679462727
ACH-000865,-0.41081838316
ACH-000866,-0.5057276455749999
ACH-000867,-0.509877106534
ACH-000869,-0.807880624074
ACH-000872,-0.348566861494
ACH-000873,-0.433503810044
ACH-000876,-0.278081524181
ACH-000878,-0.38516380533399996
ACH-000880,-0.569929855796
ACH-000881,-0.518553222096
ACH-000882,-0.76642285376
ACH-000884,-0.37578649403700004
ACH-000885,-0.420330287959
ACH-000887,-0.25800316258
ACH-000888,-0.264037460519
ACH-000889,-0.24678354445700001
ACH-000890,-0.048529918635300005
ACH-000896,-0.39203024735200004
ACH-000898,-0.504473524843
ACH-000900,-0.543492952212
ACH-000901,-0.199085450389
ACH-000905,-0.522626202319
ACH-000906,-0.187591511271
ACH-000907,-0.62991283143
ACH-000910,-0.47791037741899994
ACH-000911,-0.21024744947000001
ACH-000912,-0.739999375978
ACH-000913,-0.38169655045100004
ACH-000915,-0.551256604465
ACH-000916,0.0715671416582
ACH-000917,-0.41535832447400006
ACH-000921,-0.227216602492
ACH-000924,-0.34776825759499996
ACH-000926,-0.27502817085700004
ACH-000928,-0.359667731698
ACH-000929,-0.227217144923
ACH-000932,-0.267347727168
ACH-000935,-0.542105485367
ACH-000936,-0.516232463953
ACH-000937,0.0361647810301
ACH-000938,-0.548163274015
ACH-000939,-0.6810840656389999
ACH-000941,-0.323265872041
ACH-000943,-0.6925635055480001
ACH-000946,-0.487402398468
ACH-000947,-0.458571032323
ACH-000948,-0.644611195098
ACH-000950,-0.406522672637
ACH-000953,-0.135995953627
ACH-000957,-0.146358332467
ACH-000958,-0.420412816849
ACH-000960,-0.312275592725
ACH-000963,-0.752761937272
ACH-000968,-0.461476119714
ACH-000969,-0.548420175424
ACH-000973,-0.115041826141
ACH-000974,-0.267332400327
ACH-000975,-0.263639405792
ACH-000976,-0.229569991274
ACH-000978,-0.296264043635
ACH-000980,-0.511571581879
ACH-000984,-0.17047576763099997
ACH-000986,-0.690086086107
ACH-000988,-0.526909805527
ACH-000993,-0.36894066787
ACH-000994,-0.544001558436
ACH-000996,-0.08435355063889999
ACH-001001,-0.45996908721600005
ACH-001020,-0.41491159445799997
ACH-001028,-0.773101792691
ACH-001031,-0.498852806877
ACH-001038,-0.233471582139
ACH-001048,-0.360348136215
ACH-001050,-0.335982255874
ACH-001053,-0.22863497076900002
ACH-001054,-0.199450895114
ACH-001061,-0.590599350255
ACH-001067,-0.450198788411
ACH-001075,-0.29745722990699996
ACH-001096,-0.488098935088
ACH-001128,-0.451406603346
ACH-001134,-0.184359763073
ACH-001151,-0.114849340445
ACH-001163,0.019324480387
ACH-001164,-0.283208398312
ACH-001173,-0.37885201118199996
ACH-001183,-0.517809978297
ACH-001184,-0.290873253563
ACH-001190,-0.425324046211
ACH-001192,-0.0778686868248
ACH-001193,-0.7570075428759999
ACH-001196,-0.686449164612
ACH-001197,-0.42661650677
ACH-001205,-0.428101997319
ACH-001211,-0.708692626181
ACH-001212,-0.268498047997
ACH-001228,-0.15793436925
ACH-001232,-0.633632898094
ACH-001239,-0.439527653852
ACH-001274,-0.325132676905
ACH-001275,-0.536019857333
ACH-001277,-0.525904100651
ACH-001278,-0.376906512678
ACH-001280,-0.572801036274
ACH-001283,-0.308343574832
ACH-001289,-0.475496604128
ACH-001295,-0.695211955236
ACH-001300,-0.18394640618299998
ACH-001301,-0.384765456909
ACH-001302,-0.454641514515
ACH-001303,-0.21428712986900003
ACH-001306,-0.319536903569
ACH-001318,-0.690264776573
ACH-001322,-0.783847121078
ACH-001328,-0.36825952027099995
ACH-001332,-0.58160965783
ACH-001333,-0.154823369071
ACH-001336,-0.306824965346
ACH-001340,-0.190349648057
ACH-001346,-0.370251191736
ACH-001353,-0.142049668336
ACH-001354,-0.205948989663
ACH-001367,-0.189321198581
ACH-001368,-0.1550863109
ACH-001374,0.16180511430299999
ACH-001375,-0.197430295977
ACH-001377,-0.319706240775
ACH-001380,-0.393819607972
ACH-001391,-0.318687776623
ACH-001407,-0.150701252191
ACH-001408,-0.51524690577
ACH-001413,-0.38933595039
ACH-001430,-0.176996399621
ACH-001431,-0.273762475863
ACH-001450,-0.34356818272
ACH-001496,-0.384432525042
ACH-001500,-0.481618042772
ACH-001521,-0.415282283057
ACH-001523,-0.562763425168
ACH-001532,-0.46039603951200003
ACH-001536,-0.27076750560400004
ACH-001550,-0.343430547929
ACH-001552,-0.314860174516
ACH-001554,-0.42940474100299997
ACH-001645,-0.0235595740509
ACH-001654,-0.0768028090329
ACH-001715,-0.41725794276999995
ACH-001735,0.024461082773500002
ACH-001736,-0.394431935325
ACH-001737,-0.42994771503300006
ACH-001740,-0.390893488744
ACH-001745,-0.353234605709
ACH-001750,-0.2284409136
ACH-001765,-0.180051255515
ACH-001956,-0.160963535063
ACH-001957,-0.009983112597290001
