,TSEN54 (283989)
ACH-000004,-0.8266645202320001
ACH-000007,-0.8999787665369999
ACH-000009,-1.1269547922299998
ACH-000011,-1.17784511356
ACH-000012,-1.10894815808
ACH-000013,-0.711758173305
ACH-000014,-0.8874234437240001
ACH-000015,-0.721737419279
ACH-000017,-0.880177237379
ACH-000018,-1.03148168573
ACH-000019,-0.832485196923
ACH-000021,-0.786419651427
ACH-000022,-1.09696547371
ACH-000025,-1.0707364014799998
ACH-000028,-0.8921786631
ACH-000030,-1.07119605967
ACH-000035,-0.998472302595
ACH-000036,-1.1125363121
ACH-000037,-1.1486629978899998
ACH-000039,-0.786062202984
ACH-000040,-1.01678230399
ACH-000041,-0.895134667495
ACH-000042,-0.8311286144300001
ACH-000045,-1.1317975944299998
ACH-000047,-0.7949318829950001
ACH-000052,-1.04031684836
ACH-000053,-0.97592992702
ACH-000054,-0.901917705503
ACH-000055,-0.889701587025
ACH-000060,-1.06682752191
ACH-000067,-1.0707385106
ACH-000070,-0.7934704671539999
ACH-000075,-1.0765457861799999
ACH-000078,-0.710598695084
ACH-000082,-0.9463824115189999
ACH-000085,-0.672328589472
ACH-000086,-1.0593540614799999
ACH-000087,-0.703212190949
ACH-000092,-0.973936069332
ACH-000095,-0.7814173537100001
ACH-000097,-0.714334128584
ACH-000098,-1.1427180764
ACH-000099,-0.7705256580679999
ACH-000108,-0.968024999204
ACH-000113,-1.12201850525
ACH-000115,-0.970034782627
ACH-000116,-0.7912046694600001
ACH-000118,-0.972743238707
ACH-000120,-0.558591679639
ACH-000123,-1.01659345012
ACH-000127,-1.0497358025
ACH-000128,-0.904749280307
ACH-000132,-1.32812071686
ACH-000133,-0.934486401901
ACH-000137,-1.0345276290899998
ACH-000138,-0.984027080317
ACH-000142,-1.20897966845
ACH-000143,-1.1482990739
ACH-000146,-0.679587709797
ACH-000148,-1.00002001786
ACH-000150,-0.962458295724
ACH-000152,-1.37216557854
ACH-000153,-1.00619408011
ACH-000159,-1.18804670964
ACH-000160,-0.756481696824
ACH-000163,-1.12864474213
ACH-000167,-1.5294366395899999
ACH-000168,-1.09737062418
ACH-000169,-0.9434767866
ACH-000178,-0.937736673236
