,PKIB (5570)
ACH-000004,-0.05880398490680001
ACH-000007,0.014501492697900001
ACH-000009,0.12686657577
ACH-000011,-0.029833571246
ACH-000012,-0.0681085695331
ACH-000013,0.0198157886273
ACH-000014,0.175089738714
ACH-000015,-0.08789369065910001
ACH-000017,-0.0858454535287
ACH-000018,-0.118802297231
ACH-000019,0.0013945349157400001
ACH-000021,-0.0253330092979
ACH-000022,0.15263787044000002
ACH-000025,0.01765410222
ACH-000028,0.11938783121400001
ACH-000030,-0.013915475576799998
ACH-000035,-0.020538826829900002
ACH-000036,0.00417918854207
ACH-000037,-0.191865304895
ACH-000039,0.029611316649099998
ACH-000040,-0.0962863465917
ACH-000041,0.12922099655400002
ACH-000042,-0.12910242368
ACH-000045,0.118256142837
ACH-000047,-0.193780139109
ACH-000052,0.0868197519138
ACH-000053,-0.0295734338334
ACH-000054,-0.0216337814089
ACH-000055,-0.00751411912407
ACH-000060,-0.100154261497
ACH-000067,0.042615122795900004
ACH-000070,-0.015147364313199999
ACH-000075,0.131549769606
ACH-000078,0.0209203060713
ACH-000082,-0.00679889996916
ACH-000085,-0.10350865067500001
ACH-000086,0.0849676782347
ACH-000087,-0.168308712891
ACH-000092,-0.00347708901388
ACH-000095,-0.0791390860642
ACH-000097,-0.006766098642420001
ACH-000098,-0.065788881802
ACH-000099,-0.0316794827819
ACH-000108,-0.0153830148976
ACH-000113,-4.56856449782e-05
ACH-000115,0.12103723633199999
ACH-000116,-0.050732479307000006
ACH-000118,-0.0056353491168
ACH-000120,0.0530561365276
ACH-000123,-0.0060401712427
ACH-000127,-0.016353490877399998
ACH-000128,0.0564422556554
ACH-000132,-0.139109911185
ACH-000133,-0.0351032630694
ACH-000137,0.13823265449000002
ACH-000138,-0.07527488466389999
ACH-000142,0.0468866780212
ACH-000143,-0.092665183244
ACH-000146,0.00560567357521
ACH-000148,0.00935143047586
ACH-000150,-0.059169830501499994
ACH-000152,0.0123979782232
ACH-000153,0.045333439033399994
ACH-000159,-0.0485450925521
ACH-000160,0.258746571094
ACH-000163,0.04342236607919999
ACH-000167,0.09118655870030001
ACH-000168,-0.0831328086642
ACH-000169,-0.160484626167
ACH-000178,0.00152054485434
ACH-000182,-0.054383591310099996
ACH-000183,-0.178269186307
ACH-000188,-0.133323284121
ACH-000189,0.13161631194
ACH-000190,-0.0482582751457
ACH-000198,-0.015613788261799998
ACH-000204,-0.0672301779344
ACH-000206,0.122070796284
ACH-000207,-0.130636611312
ACH-000211,-0.00869033367783
ACH-000215,0.13877079865999997
ACH-000221,0.0380198091531
ACH-000222,-0.0808295512659
ACH-000223,0.110611337244
ACH-000226,0.09039531489739999
ACH-000227,0.184016740297
ACH-000228,-0.006847462813319999
ACH-000231,-0.050748331209899994
ACH-000232,0.021548753916599998
ACH-000233,-0.011879133396999999
ACH-000234,-0.046097721450399996
ACH-000235,-0.0278825376533
ACH-000237,0.11236780879000001
ACH-000238,0.18753687463500002
ACH-000243,-0.0963976210544
ACH-000244,0.206246909575
ACH-000246,0.0334760435048
ACH-000248,0.031127545703699997
ACH-000250,-0.219166924021
ACH-000251,0.20651923507800002
ACH-000253,-0.052486694680300004
ACH-000255,-0.05236678876019999
ACH-000256,-0.0314930814659
ACH-000257,-0.18007506128800002
ACH-000258,-0.0035114088465
ACH-000259,0.0176002352825
ACH-000260,0.0167911716301
ACH-000261,0.543946076744
ACH-000262,0.401538412776
ACH-000263,0.047199024019599994
ACH-000264,0.11754873737400001
ACH-000265,-0.014489202188600002
ACH-000266,-0.137941229351
ACH-000272,-0.10210591773600002
ACH-000273,-0.17874863711599998
ACH-000274,0.09869584317510001
ACH-000277,0.0496550955497
