,FAHD2B (151313)
ACH-000350,-0.265989762788
ACH-000352,-0.0720304311657
ACH-000356,-0.159991033039
ACH-000361,-0.00037972091792999997
ACH-000362,-0.292581807496
ACH-000363,-0.0856636396982
ACH-000364,-0.425661012954
ACH-000365,-0.229661730898
ACH-000366,-0.0929468346263
ACH-000368,-0.104541277162
ACH-000374,-0.28731425672
ACH-000375,0.0324719787732
ACH-000376,-0.216489356468
ACH-000381,-0.173233238286
ACH-000383,-0.138870957532
ACH-000387,-0.191495573699
ACH-000389,0.13046288273
ACH-000390,-0.42124219916699995
ACH-000393,-0.18204803994899998
ACH-000395,-0.374002437457
ACH-000397,-0.0600100140631
ACH-000401,0.025415103980799998
ACH-000402,-0.10597817077999999
ACH-000403,-0.147898182325
ACH-000404,-0.44908297299500005
ACH-000406,-0.17618158212
ACH-000407,-0.173510462654
ACH-000408,-0.101371275811
ACH-000410,-0.18153275567699997
ACH-000411,0.022162813891400002
ACH-000414,-0.41332716256200003
ACH-000415,-0.308545627388
ACH-000416,-0.127173672879
ACH-000420,-0.147101805007
ACH-000421,-0.07039406349110001
ACH-000424,-0.514211254021
ACH-000425,-0.243122394597
ACH-000426,-0.306895174989
ACH-000427,-0.423212983588
ACH-000433,0.062917935033
ACH-000436,-0.28991143594
ACH-000444,-0.200929068607
ACH-000445,-0.039340795445
ACH-000448,-0.201885207179
ACH-000450,-0.0628250947769
ACH-000452,-0.017818487377299998
ACH-000454,0.0166188697508
ACH-000458,-0.292477758307
ACH-000459,0.0224761143903
ACH-000460,-0.116592135193
ACH-000461,-0.36349568821199996
ACH-000463,-0.34788624144
ACH-000464,-0.163022372294
ACH-000466,-0.329833098533
ACH-000467,-0.269886628019
ACH-000468,-0.286586775722
ACH-000469,-0.128251671315
ACH-000470,-0.235517734273
ACH-000471,-0.225096485078
ACH-000472,-0.450895182749
ACH-000473,-0.30108955976
ACH-000475,-0.166381361586
ACH-000476,-0.25225527534200004
ACH-000477,-0.0254735534301
ACH-000480,-0.27377888409
ACH-000481,-0.220620667888
ACH-000483,0.008010879990859998
ACH-000484,-0.45299024807099997
ACH-000485,-0.08490812244139999
ACH-000486,-0.253097180007
ACH-000487,-0.120440265903
ACH-000488,-0.29851126504500003
ACH-000490,0.0370556998272
ACH-000491,0.0875182281889
ACH-000495,-0.280857519548
ACH-000496,-0.180575499276
ACH-000499,-0.41826146449199997
ACH-000500,-0.40754647392099996
ACH-000502,-0.16963940790100002
ACH-000503,0.053098463618999996
ACH-000505,-0.242961820576
ACH-000507,-0.11071230941400001
ACH-000510,-0.236023626032
ACH-000511,-0.0163245693991
ACH-000512,-0.123857943592
ACH-000516,-0.17394995616099998
ACH-000517,-0.18289424736600002
ACH-000518,-0.211829958897
ACH-000520,-0.09649548789519999
ACH-000521,-0.400450153007
ACH-000522,-0.41004491831699996
ACH-000524,-0.12552063339400002
ACH-000527,-0.09185009916680001
ACH-000528,-0.189773827537
ACH-000537,-0.08479021540239999
ACH-000541,-0.202180843683
ACH-000542,-0.300478857556
ACH-000544,-0.36379434622400003
ACH-000545,-0.185210344872
ACH-000547,0.338805098607
ACH-000548,-0.013390876801899999
ACH-000549,-0.45804165418799997
ACH-000550,-0.167025437962
ACH-000552,-0.26069948481800004
ACH-000556,-0.131643168971
ACH-000557,-0.144645254853
ACH-000570,-0.0250868173529
ACH-000571,-0.15110994318600002
ACH-000573,-0.0259138214575
ACH-000576,-0.128923590689
ACH-000580,0.0168617766441
ACH-000584,-0.27095650907900004
ACH-000585,-0.029720233994999998
ACH-000588,-0.47597713941299996
ACH-000589,-0.105874021511
ACH-000591,-0.22108939225000002
ACH-000593,-0.068692474589
ACH-000600,-0.243061037044
ACH-000601,-0.278025890148
ACH-000604,-0.164353357053
ACH-000605,-0.29308717075199997
ACH-000606,-0.37698177295
ACH-000608,-0.181049500443
ACH-000614,0.122723381295
ACH-000616,-0.37599579449000003
ACH-000618,-0.23570596275699998
ACH-000619,-0.16942525911400003
ACH-000620,-0.143862654865
ACH-000621,-0.276105446514
ACH-000622,-0.154800114105
ACH-000623,-0.27784084633699996
ACH-000624,-0.321800385273
ACH-000627,-0.271941774949
ACH-000630,-0.282508236426
ACH-000632,-0.225130401899
ACH-000633,-0.101656667952
ACH-000637,-0.288286043432
ACH-000638,-0.0699933007279
ACH-000646,-0.201913768027
ACH-000647,-0.13345350283
ACH-000648,-0.197655369078
ACH-000649,-0.430899176673
ACH-000651,-0.241301148631
ACH-000652,-0.187630922478
ACH-000653,-0.23425836216200002
ACH-000657,-0.232504157907
ACH-000658,-0.139071205085
ACH-000661,-0.029454535744599997
ACH-000662,0.300178388347
ACH-000663,-0.41483711496299996
ACH-000665,-0.297061074988
ACH-000671,0.209445898256
ACH-000673,-0.17497951798300002
ACH-000676,-0.49654670975299997
ACH-000677,-0.367110019744
ACH-000681,-0.190407914281
ACH-000682,-0.517802532269
ACH-000683,-0.224662528754
ACH-000684,-0.22221890067800001
ACH-000688,-0.384142314669
ACH-000693,-0.301499655198
ACH-000694,-0.279330924347
ACH-000695,-0.206799420909
ACH-000696,-0.375933479073
ACH-000697,-0.398073618717
ACH-000699,-0.0337066804652
ACH-000701,-0.167059004504
ACH-000706,-0.33827048640600005
ACH-000711,-0.17860071046
ACH-000713,-0.217476590378
ACH-000714,-0.258452697656
ACH-000718,-0.322188308449
ACH-000720,-0.40787504601700003
ACH-000721,-0.48387264539700003
ACH-000724,0.206253225347
ACH-000725,-0.177321713057
ACH-000732,-0.369467278301
ACH-000734,-0.139164049499
ACH-000735,-0.260903128449
ACH-000736,-0.256771218548
ACH-000738,-0.265594833424
ACH-000746,0.052191916981300004
ACH-000747,-0.28060042985100003
ACH-000748,-0.285990226479
ACH-000753,-0.0548904348046
ACH-000756,-0.11316838275499999
ACH-000757,-0.20463458298
ACH-000758,-0.182954356503
ACH-000760,-0.040318547523500003
ACH-000763,-0.311750927506
ACH-000764,-0.235644671846
ACH-000765,-0.250310940067
ACH-000766,-0.17589522454300002
ACH-000767,-0.21243105471
ACH-000768,-0.18402832852200002
ACH-000769,-0.39071107689400003
ACH-000770,-0.428663764737
ACH-000771,-0.271933544827
ACH-000773,-0.326216263121
ACH-000776,-0.489142638891
ACH-000777,-0.015408506447700001
ACH-000778,-0.0385191210245
ACH-000781,-0.0461052373123
ACH-000782,0.274377451342
ACH-000783,-0.0733533123687
ACH-000784,-0.32241882206300004
ACH-000785,-0.394127356286
ACH-000787,-0.222033295503
ACH-000788,-0.226023042357
ACH-000791,-0.131222928347
ACH-000792,-0.108375721172
ACH-000794,-0.168405444719
ACH-000796,-0.274559514886
ACH-000799,-0.121789287952
ACH-000800,-0.201523880985
ACH-000802,-0.005439559001119999
ACH-000804,-0.328754883352
ACH-000805,-0.075673527248
ACH-000809,-0.376457958015
ACH-000810,-0.300451097624
ACH-000811,-0.30041979687
ACH-000817,-0.096473426328
ACH-000819,-0.215675932412
ACH-000820,-0.453842572875
ACH-000821,-0.320291606728
ACH-000822,-0.139977317782
ACH-000823,-0.380588138597
ACH-000824,-0.0350913173272
ACH-000827,-0.267854230658
ACH-000829,-0.12609425212
ACH-000831,-0.232688516258
ACH-000832,-0.274088762396
ACH-000833,-0.503768783896
ACH-000834,-0.378198017543
ACH-000835,-0.120247301393
ACH-000836,-0.306945073034
ACH-000837,-0.305548612126
ACH-000838,-0.365702380615
ACH-000839,-0.162125353735
ACH-000840,-0.262862486479
ACH-000841,-0.12023901220699999
ACH-000843,-0.3148930627
ACH-000846,0.09989284969119999
ACH-000847,-0.46465213770400005
ACH-000848,-0.159197165103
ACH-000849,-0.09989724519109999
ACH-000851,-0.156676505822
ACH-000855,-0.322430991187
ACH-000856,-0.249784622356
ACH-000858,-0.269431314204
ACH-000859,-0.277203296374
ACH-000861,-0.41957694135799994
ACH-000862,-0.167628549618
ACH-000865,-0.24410036731600002
ACH-000866,-0.331650615235
ACH-000867,-0.161028788225
ACH-000869,-0.30641986594799997
ACH-000872,-0.212108308517
ACH-000873,0.023656746199500003
ACH-000876,-0.123429381502
ACH-000878,-0.00534315375428
ACH-000880,-0.07019337737160002
ACH-000881,-0.31827029575300003
ACH-000882,-0.204918884645
ACH-000884,-0.136879524811
ACH-000885,-0.228511956664
ACH-000887,-0.0668383856719
ACH-000888,-0.35354330616999996
ACH-000889,-0.340921695052
ACH-000890,-0.382240443213
ACH-000896,-0.417841554781
ACH-000898,-0.20370886556499998
ACH-000900,-0.46146915294600005
ACH-000901,-0.21182913933699998
ACH-000905,-0.18259720719
ACH-000906,-0.200706305838
ACH-000907,-0.303631586751
ACH-000910,-0.040328594288
ACH-000911,-0.18276352777
ACH-000912,-0.168107250009
ACH-000913,-0.38050865941600004
ACH-000915,-0.24863252959899998
ACH-000916,-0.19960291665399998
ACH-000917,-0.104909837753
ACH-000921,-0.48150168848499997
ACH-000924,-0.500645268565
ACH-000926,-0.34668903118699995
ACH-000928,-0.23628900493799998
ACH-000929,-0.26226448793900003
ACH-000932,-0.35595972073
ACH-000935,-0.0946256965084
ACH-000936,-0.216719881785
ACH-000937,0.0688068738102
ACH-000938,0.094346372948
ACH-000939,-0.0840402612699
ACH-000941,-0.31853973500599997
ACH-000943,-0.303671989087
ACH-000946,-0.277384496862
ACH-000947,-0.247978039974
ACH-000948,-0.282666508729
ACH-000950,-0.117201235955
ACH-000953,-0.19342872688999999
ACH-000957,-0.0745497233094
ACH-000958,-0.37621273322
ACH-000960,0.10277569748700001
ACH-000963,-0.0628643389726
ACH-000968,0.009385655489719999
ACH-000969,-0.0764353196583
ACH-000973,-0.205430295447
ACH-000974,-0.225973033892
ACH-000975,-0.253070461245
ACH-000976,-0.334571995015
ACH-000978,-0.186406250929
ACH-000980,-0.294023529945
ACH-000984,-0.31338918623100004
ACH-000986,-0.276263293043
ACH-000988,-0.0633663795914
ACH-000993,0.019325986077700003
ACH-000994,-0.39254339776299996
ACH-000996,-0.0136860153884
ACH-001001,-0.0767026489667
ACH-001020,-0.00423240897952
ACH-001028,-0.38623746554399996
ACH-001031,-0.204267505968
ACH-001038,-0.316979852638
ACH-001048,-0.39267695224
ACH-001050,-0.18213197311700002
ACH-001053,-0.4818839219899999
ACH-001054,0.11939729397099999
ACH-001061,-0.25242677811
ACH-001067,-0.22023629038400003
ACH-001075,-0.312779391752
ACH-001096,-0.350549871576
ACH-001128,-0.250004352335
ACH-001134,-0.114561411052
ACH-001151,-0.343209332189
ACH-001163,-0.475915547145
ACH-001164,-0.0640912434521
ACH-001173,-0.18074359458900002
ACH-001183,-0.141987482814
ACH-001184,-0.0308226990674
ACH-001190,-0.202757145795
ACH-001192,-0.33686910716300006
ACH-001193,0.26985281075399997
ACH-001196,0.135928281839
ACH-001197,-0.183571907699
ACH-001205,-0.123706419015
ACH-001211,-0.212667107449
ACH-001212,-0.303807634845
ACH-001228,-0.21224475490699998
ACH-001232,-0.401120932506
ACH-001239,-0.209069987492
ACH-001274,0.00914602134721
ACH-001275,-0.442164920761
ACH-001277,0.23385994524700002
ACH-001278,-0.0598547538296
ACH-001280,-0.09477742499880001
ACH-001283,-0.0849465655796
ACH-001289,-0.22750069356
ACH-001295,-0.0953367247394
ACH-001300,-0.32123646885699997
ACH-001301,-0.42835462270499997
ACH-001302,-0.415584008349
ACH-001303,-0.722193501912
ACH-001306,-0.150764346555
ACH-001318,-0.24587357359099998
ACH-001322,-0.7547936974160001
ACH-001328,-0.457582816829
ACH-001332,-0.6680535453859999
ACH-001333,-0.283321104439
ACH-001336,-0.265167415194
ACH-001340,-0.045303968958400005
ACH-001346,-0.16540949486099998
ACH-001353,-0.327177041098
ACH-001354,-0.048926505427800006
ACH-001367,-0.13676079277699998
ACH-001368,-0.277656153816
ACH-001374,0.233783994837
ACH-001375,-0.0954602013249
ACH-001377,-0.360902578622
ACH-001380,-0.227923707296
ACH-001391,-0.0516691629503
ACH-001407,-0.228675540888
ACH-001408,-0.138461958752
ACH-001413,-0.139547967289
ACH-001430,0.00260235002206
ACH-001431,-0.107180183266
ACH-001450,-0.06284588252949999
ACH-001496,-0.0100146214553
ACH-001500,-0.310368445181
ACH-001521,-0.17872643345400002
ACH-001523,-0.23201225760400002
ACH-001532,-0.128965441854
ACH-001536,-0.249317549577
ACH-001550,-0.349623952474
ACH-001552,-0.008824299470790001
ACH-001554,-0.253061472871
ACH-001645,-0.24962392057799998
ACH-001654,-0.0046817031555500006
ACH-001715,-0.0423218500402
ACH-001735,-0.125066122952
ACH-001736,0.0863895828967
ACH-001737,-0.409064096704
ACH-001740,-0.238730281784
ACH-001745,-0.23651737935199998
ACH-001750,-0.379718424745
ACH-001765,-0.305258619549
ACH-001956,-0.281687020907
ACH-001957,-0.113143530705
