,PPARA (5465)
ACH-000004,0.10350158453
ACH-000007,-0.111371673441
ACH-000009,-0.011820176769700002
ACH-000011,-0.287972283489
ACH-000012,-0.055883123657
ACH-000013,-0.129755017848
ACH-000014,-0.149744122374
ACH-000015,-0.120183256605
ACH-000017,0.032280356541400004
ACH-000018,-0.387474913579
ACH-000019,0.006841787282029999
ACH-000021,-0.012760010744000001
ACH-000022,0.050605933132
ACH-000025,-0.089306697871
ACH-000028,0.006757442437709999
ACH-000030,-0.19502488944600002
ACH-000035,-0.0404210433175
ACH-000036,-0.08302358376249999
ACH-000037,-0.11196984234099999
ACH-000039,0.252560433471
ACH-000040,-0.1239098275
ACH-000041,-0.265972700109
ACH-000042,-0.00332514575534
ACH-000045,0.0593274016969
ACH-000047,-0.0672996978416
ACH-000052,-0.10493147707999999
ACH-000053,-0.0730831306122
ACH-000054,-0.000572625836959
ACH-000055,0.16238255387
ACH-000060,-0.286755487857
ACH-000067,-0.0676372318057
ACH-000070,0.157485112522
ACH-000075,-0.239383684716
ACH-000078,0.00726447021692
ACH-000082,0.00392059849718
ACH-000085,-0.440795772461
ACH-000086,0.014326424561299999
ACH-000087,-0.0874487345084
ACH-000092,-0.0812355402417
ACH-000095,-0.083143689474
ACH-000097,-0.07973590031200001
ACH-000098,-0.05174082695809999
ACH-000099,-0.117268446679
ACH-000108,-0.16786020096700002
ACH-000113,0.053944197154800005
ACH-000115,-0.211645591219
ACH-000116,-0.09278217771950001
ACH-000118,-0.09531240668390001
ACH-000120,0.116316884673
ACH-000123,-0.0278426860305
ACH-000127,-0.0283810968516
ACH-000128,-0.012870784163999999
ACH-000132,-0.158036814342
ACH-000133,-0.0749860264792
ACH-000137,0.00360104354927
ACH-000138,-0.0160260250938
ACH-000142,-0.18187740035799999
ACH-000143,-0.160053106729
ACH-000146,-0.030526184756200003
ACH-000148,-0.0005869709458430001
ACH-000150,-0.04201819416130001
ACH-000152,-0.0922288745492
ACH-000153,0.0212637574955
ACH-000159,0.030629912110799996
ACH-000160,-0.143948099229
ACH-000163,-0.16202151390300001
ACH-000167,-0.117191929405
ACH-000168,0.07896188468069999
ACH-000169,0.0767563906487
ACH-000178,-0.0651711576366
ACH-000182,0.11501568805500001
ACH-000183,-0.0736547988973
ACH-000188,-0.000311602894801
ACH-000189,-0.07701219229439998
ACH-000190,0.028987503263599997
ACH-000198,0.0188277446124
ACH-000204,-0.11195842674699999
ACH-000206,0.023974433661199997
ACH-000207,-0.21237709396999999
ACH-000211,-0.00504794625844
ACH-000215,-0.17594515105500003
ACH-000221,0.0538433240632
ACH-000222,-0.0021566225066999996
ACH-000223,-0.04765208614080001
ACH-000226,-0.014556317126499999
ACH-000227,-0.04491004471940001
ACH-000228,0.203961285033
ACH-000231,-0.0824681507115
ACH-000232,-0.122559311854
ACH-000233,-0.00180481610887
ACH-000234,0.0756731728501
ACH-000235,-0.04156504323080001
ACH-000237,-0.023112041770900003
ACH-000238,-0.016902477903
ACH-000243,-0.00364671710477
ACH-000244,-0.022300999776300002
ACH-000246,-0.0992744858574
ACH-000248,-0.0104952284365
ACH-000250,-0.0215088592683
ACH-000251,-0.09739990583139999
ACH-000253,-0.120169556173
ACH-000255,-0.08576084732789999
ACH-000256,-0.219526854503
ACH-000257,0.0519898089525
ACH-000258,-0.330230582419
ACH-000259,0.08177910927080001
ACH-000260,-0.11256950295
ACH-000261,-0.152293312495
ACH-000262,-0.320495826949
ACH-000263,0.15604143594
ACH-000264,-0.0518684047991
ACH-000265,0.0154006645814
ACH-000266,-0.00772068634565
ACH-000272,-0.126530754771
ACH-000273,-0.11579849574899999
ACH-000274,-0.132732651213
ACH-000277,0.0337958972508
ACH-000278,-0.0199060427073
ACH-000279,-0.11840484556099999
ACH-000280,-0.198733380344
ACH-000281,0.114736680707
ACH-000288,-0.139992534117
ACH-000291,0.00298685336752
ACH-000293,0.110980415402
ACH-000294,0.210714310465
ACH-000295,0.244494354582
ACH-000296,-0.07172906213380001
ACH-000302,-0.08245557189510001
ACH-000304,0.0839561751706
ACH-000307,-0.08359835557680001
ACH-000308,0.012982970404
ACH-000310,0.0428545795477
ACH-000311,0.12801310672
ACH-000312,0.09134285558790001
ACH-000315,-0.103776262719
ACH-000316,-0.197885096404
ACH-000317,0.0676819230134
ACH-000318,-0.17447569848299999
ACH-000319,-0.0451424020797
ACH-000320,-0.09829319958510001
ACH-000322,-0.171940731943
ACH-000323,-0.0757842297543
ACH-000324,0.0261604662666
ACH-000329,0.0362150881827
ACH-000330,-0.0806576802464
ACH-000331,-0.02467751587
ACH-000332,-0.127518268689
ACH-000334,0.0536499128184
ACH-000335,-0.11480219692299999
ACH-000336,0.00781617617704
ACH-000337,0.172036772228
ACH-000339,0.050848685880300004
ACH-000341,-0.352227587409
ACH-000348,-0.0479117246418
ACH-000350,-0.237193101318
ACH-000352,-0.0983634151519
ACH-000356,-0.16389227829800002
ACH-000361,0.135702101617
ACH-000362,0.131386484174
ACH-000363,-0.05931404476819999
ACH-000364,0.00685361123138
ACH-000365,-0.157310165824
ACH-000366,0.0334583231422
ACH-000368,-0.182218892956
ACH-000374,0.130699763804
ACH-000375,-0.0254210166708
ACH-000376,-0.05101614206780001
