,NR1H4 (9971)
ACH-000004,-0.25955490895100003
ACH-000007,-0.296627443453
ACH-000009,-0.319162416004
ACH-000011,-0.10671881881100001
ACH-000012,-0.10855745672900001
ACH-000013,-0.08317405737219999
ACH-000014,-0.22127442940499997
ACH-000015,-0.21175936827999997
ACH-000017,-0.0126900283935
ACH-000018,-0.29744519355
ACH-000019,-0.0158300989868
ACH-000021,-0.217627409996
ACH-000022,-0.0964899278049
ACH-000025,-0.180444992915
ACH-000028,0.193301201243
ACH-000030,-0.07947083232089999
ACH-000035,-0.108930570062
ACH-000036,-0.186796304822
ACH-000037,-0.18136751387299999
ACH-000039,-0.0823600764063
ACH-000040,-0.23334745918699998
ACH-000041,-0.107370429069
ACH-000042,-0.1179796684
ACH-000045,-0.118755327153
ACH-000047,-0.058312567155599994
ACH-000052,-0.37168629678599996
ACH-000053,-0.0559008363519
ACH-000054,-0.218575503454
ACH-000055,-0.254355465171
ACH-000060,-0.010156120720200001
ACH-000067,-0.249698839328
ACH-000070,-0.328734520691
ACH-000075,-0.400580344697
ACH-000078,0.04707972731369999
ACH-000082,-0.0356662071927
ACH-000085,-0.0992037927777
ACH-000086,-0.180434469538
ACH-000087,-0.439493587228
ACH-000092,-0.32811642033300004
ACH-000095,-0.07353419217780001
ACH-000097,-0.159082792915
ACH-000098,-0.11468623643300001
ACH-000099,-0.310799168628
ACH-000108,0.021420186191699997
ACH-000113,-0.321571932767
ACH-000115,-0.06489780951
ACH-000116,-0.18062480278
ACH-000118,-0.195720452302
ACH-000120,-0.145275477214
ACH-000123,-0.175477757383
ACH-000127,-0.16789196701499998
ACH-000128,-0.09815602391429999
ACH-000132,-0.06230132581759999
ACH-000133,-0.219271417808
ACH-000137,-0.21485088131900001
ACH-000138,-0.0726984400114
ACH-000142,0.140883695882
ACH-000143,-0.28338930744199997
ACH-000146,-0.23358051950599998
ACH-000148,-0.10766453573200001
ACH-000150,-0.306930237996
ACH-000152,-0.305905041453
ACH-000153,-0.157827881685
ACH-000159,-0.159027915813
ACH-000160,-0.168057335322
ACH-000163,-0.0429538411661
ACH-000167,-0.42979656418300005
ACH-000168,0.198419076572
ACH-000169,-0.252439338324
ACH-000178,-0.158646908737
ACH-000182,-0.12433630540400001
ACH-000183,-0.06295339979009999
ACH-000188,-0.34375607067599995
ACH-000189,-0.0156504749664
ACH-000190,-0.26817192265
ACH-000198,-0.329796895812
ACH-000204,-0.216381611787
ACH-000206,0.129336409112
ACH-000207,-0.000216663344473
ACH-000211,-0.19426676883699998
ACH-000215,-0.28328523806600003
ACH-000221,-0.129535641836
ACH-000222,0.113034439638
ACH-000223,-0.273662825071
ACH-000226,-0.223216735842
ACH-000227,-0.234707332469
ACH-000228,-0.06959856495780001
ACH-000231,-0.14732995496200002
ACH-000232,-0.30410434996999997
ACH-000233,-0.16845068004299998
ACH-000234,-0.296542238089
ACH-000235,-0.204423470993
ACH-000237,-0.244930011521
ACH-000238,-0.15983424607000002
ACH-000243,-0.12271459873099999
ACH-000244,-0.11149022135
ACH-000246,-0.15170728941199998
ACH-000248,-0.288712481871
ACH-000250,-0.06688329474469999
ACH-000251,-0.155737965281
ACH-000253,-0.165298199093
ACH-000255,-0.111249120697
ACH-000256,-0.278299893312
ACH-000257,-0.0861407504201
ACH-000258,-0.216567069113
ACH-000259,0.0204952096822
ACH-000260,-0.06705357576330001
ACH-000261,-0.12385194580499999
ACH-000262,-0.0979206612663
ACH-000263,0.220088908274
ACH-000264,-0.043039728832
ACH-000265,-0.155663660507
ACH-000266,-0.181606310445
ACH-000272,-0.0956381258248
ACH-000273,-0.172712375886
ACH-000274,-0.145237086757
ACH-000277,-0.309008215955
ACH-000278,-0.15757674954700002
ACH-000279,-0.281639587839
ACH-000280,-0.17521183966200002
ACH-000281,-0.175641684075
ACH-000288,-0.117240408438
ACH-000291,-0.15492373514799998
ACH-000293,-0.15364844826
ACH-000294,-0.259856345479
ACH-000295,-0.17039173832199997
ACH-000296,-0.545178203243
ACH-000302,-0.144943032129
ACH-000304,-0.6263872374530001
ACH-000307,-0.22979481091499998
ACH-000308,-0.17443138184300003
ACH-000310,-0.237825499291
ACH-000311,-0.224151072295
ACH-000312,-0.217023125519
ACH-000315,-0.385444250621
ACH-000316,-0.157981881357
ACH-000317,-0.580673441769
ACH-000318,-0.149696148726
ACH-000319,-0.11581386097799999
ACH-000320,-0.19643354655499998
ACH-000322,0.12771781492599998
ACH-000323,0.0410451756705
ACH-000324,-0.197703609019
ACH-000329,-0.26254241217700003
ACH-000330,-0.23248571747400001
ACH-000331,-0.19654840652199998
ACH-000332,-0.246890194579
ACH-000334,-0.112153063411
ACH-000335,-0.395571171863
ACH-000336,-0.543367464983
ACH-000337,0.030018731028900004
ACH-000339,-0.20121443389899998
ACH-000341,-0.273627651308
ACH-000348,-0.332808262738
ACH-000350,-0.039550470380500004
ACH-000352,-0.078895810226
ACH-000356,0.106522056216
ACH-000361,-0.0889045768867
ACH-000362,-0.137978933505
ACH-000363,-0.12628153938300002
ACH-000364,-0.0462198308379
ACH-000365,-0.240414246074
ACH-000366,-0.22073488658100002
ACH-000368,-0.0928018378481
ACH-000374,-0.221383482185
ACH-000375,-0.343973079034
ACH-000376,-0.263021050866
ACH-000381,0.014254833936000001
ACH-000383,-0.17920548677
ACH-000387,-0.128422772016
ACH-000389,-0.0792232002222
ACH-000390,-0.215104699511
ACH-000393,0.0712094468601
ACH-000395,-0.182550530533
ACH-000397,-0.21178929674199998
ACH-000401,-0.119813661634
ACH-000402,-0.326986084507
ACH-000403,-0.10739994742100001
ACH-000404,-0.529847657295
ACH-000406,-0.144728805734
ACH-000407,-0.0469955041388
ACH-000408,-0.158693598572
ACH-000410,-0.226905859432
ACH-000411,-0.0892242451257
ACH-000414,-0.333637160286
ACH-000415,-0.139640813027
ACH-000416,-0.186414930928
ACH-000420,-0.17861231360899998
ACH-000421,-0.133642187301
ACH-000424,0.149639341309
ACH-000425,-0.14863569658
ACH-000426,0.41260737759800004
ACH-000427,-0.251316555493
ACH-000433,-0.318200212243
ACH-000436,-0.112851895947
ACH-000444,-0.0104167825673
ACH-000445,-0.267106902643
ACH-000448,-0.249663680515
ACH-000450,-0.182379942206
ACH-000452,-0.219562413046
ACH-000454,-0.252548051311
ACH-000458,-0.161271132401
ACH-000459,-0.08337672413760001
ACH-000460,0.00223720546416
ACH-000461,-0.36885081087800003
ACH-000463,-0.103278872511
ACH-000464,-0.29393520781599997
ACH-000466,-0.0612636818341
ACH-000467,-0.13536380630699998
ACH-000468,-0.311968166128
ACH-000469,0.14702152617
ACH-000470,0.0833237285312
ACH-000471,-0.143015616795
ACH-000472,-0.149522614493
ACH-000473,-0.05573587610780001
ACH-000475,-0.0941421200901
ACH-000476,-0.033281781717
ACH-000477,-0.06957260136610001
ACH-000480,-0.16958963166700003
ACH-000481,-0.127006315221
ACH-000483,-0.181985280942
ACH-000484,0.162510713437
ACH-000485,-0.350384942867
ACH-000486,-0.128758212669
ACH-000487,-0.175826581269
ACH-000488,-0.09722018966660001
ACH-000490,-0.038095475861
ACH-000491,-0.458136673859
ACH-000495,-0.041668961971499996
ACH-000496,0.00190065337074
ACH-000499,0.251067208517
ACH-000500,-0.16217054612
ACH-000502,-0.0539980403754
ACH-000503,-0.129001957445
ACH-000505,0.0403062903644
ACH-000507,-0.150247890598
ACH-000510,-0.12287945388699999
ACH-000511,-0.144155270628
ACH-000512,-0.213346753883
ACH-000516,-0.17188927030499998
ACH-000517,-0.105160745154
ACH-000518,-0.10485357395099999
ACH-000520,-0.100432801097
ACH-000521,-0.04672366634340001
ACH-000522,-0.215474210593
ACH-000524,-0.130879362767
ACH-000527,-0.17636234745299997
ACH-000528,-0.21906200264400003
ACH-000537,-0.307312490557
ACH-000541,-0.364386196932
ACH-000542,-0.117859462521
ACH-000544,-0.083507119877
ACH-000545,-0.280824546617
ACH-000547,-0.292124094723
ACH-000548,-0.133784336973
ACH-000549,-0.251684389968
ACH-000550,-0.30103360436500004
ACH-000552,-0.0964163031618
ACH-000556,-0.132179487702
ACH-000557,-0.102100750221
ACH-000570,-0.17923553444899998
ACH-000571,-0.142928344184
ACH-000573,-0.210465894688
ACH-000576,0.09529221515239998
ACH-000580,-0.44467397229500005
ACH-000584,-0.22711676567400002
ACH-000585,-0.110714886885
ACH-000588,-0.0615682759064
ACH-000589,-0.052278589767800004
ACH-000591,-0.12202871551200001
ACH-000593,-0.22423092039200002
ACH-000600,-0.111379537257
ACH-000601,-0.10546567860200001
ACH-000604,-0.364095954451
ACH-000605,-0.309604131145
ACH-000606,-0.129363746
ACH-000608,-0.11747719377100001
ACH-000614,-0.221632034152
ACH-000616,0.050707541426
ACH-000618,-0.27035232253
ACH-000619,-0.042619408319999996
ACH-000620,-0.17912375032000002
ACH-000621,-0.0679570775256
ACH-000622,-0.0722376937367
ACH-000623,-0.310310681171
ACH-000624,-0.136466365847
ACH-000627,-0.130875152853
ACH-000630,-0.157328171368
ACH-000632,-0.295853173832
ACH-000633,-0.0543953201668
ACH-000637,-0.19752610802700002
ACH-000638,-0.200560306329
ACH-000646,-0.0186724570097
ACH-000647,-0.0807282290702
ACH-000648,-0.240510425525
ACH-000649,-0.184522160123
ACH-000651,-0.276936033662
ACH-000652,-0.12243711078500001
ACH-000653,-0.0997115320415
ACH-000657,-0.139782239622
ACH-000658,0.0768061806707
ACH-000661,-0.149252400457
ACH-000662,-0.37267547599899997
ACH-000663,-0.276272802625
ACH-000665,-0.163469335775
ACH-000671,-0.0763225682206
ACH-000673,-0.12441286250700001
ACH-000676,-0.14811940537999999
ACH-000677,-0.101556421712
ACH-000681,-0.30126781947500003
ACH-000682,-0.09113512420299999
ACH-000683,-0.0921499413566
ACH-000684,-0.158579363278
ACH-000688,-0.39196308300899996
ACH-000693,-0.213188445904
ACH-000694,-0.21119147175
ACH-000695,-0.0581856167521
ACH-000696,-0.0748736607049
ACH-000697,-0.342956231855
ACH-000699,-0.16603734535
ACH-000701,-0.110187454691
ACH-000706,0.040889612675099996
ACH-000711,-0.0728138620952
ACH-000713,0.10044202129100001
ACH-000714,-0.219924478264
ACH-000718,0.060233070569
ACH-000720,-0.0273323680065
ACH-000721,-0.121337447739
ACH-000724,-0.282473013956
ACH-000725,-0.28462296095899997
ACH-000732,0.100168761983
ACH-000734,0.00026700958202400003
ACH-000735,-0.25003442414099997
ACH-000736,-0.10609172962300001
ACH-000738,-0.128439386633
ACH-000746,-0.12269239504799999
ACH-000747,-0.296004405003
ACH-000748,-0.263104010211
ACH-000753,-0.32522044657
ACH-000756,-0.255679919825
ACH-000757,-0.338104051975
ACH-000758,-0.262902997179
ACH-000760,-0.457970534554
ACH-000763,-0.26019237789599997
ACH-000764,-0.222015421303
ACH-000765,-0.327389326005
ACH-000766,-0.07088785226149999
ACH-000767,-0.222572309053
ACH-000768,-0.266835705258
ACH-000769,-0.0979941191759
ACH-000770,-0.176443867662
ACH-000771,-0.22086953009799998
ACH-000773,-0.08680351703710001
ACH-000776,-0.09513868709720001
ACH-000777,-0.226804879707
ACH-000778,0.0730040610298
ACH-000781,-0.06647898815890001
ACH-000782,-0.153750599714
ACH-000783,-0.20809556946899999
ACH-000784,-0.19198553028299997
ACH-000785,-0.032053254044
ACH-000787,-0.09852171383410001
ACH-000788,-0.238293942297
ACH-000791,-0.21243629412
ACH-000792,-0.106603674463
ACH-000794,-0.17713565190699998
ACH-000796,-0.139940006082
ACH-000799,0.0308910398117
ACH-000800,0.166723317176
ACH-000802,-0.09114153494539999
ACH-000804,-0.08894299129519999
ACH-000805,-0.21151601065099998
ACH-000809,-0.17647450789799998
ACH-000810,-0.017096796359
ACH-000811,-0.15634421290300002
ACH-000817,-0.196941507052
ACH-000819,-0.21426982904
ACH-000820,0.358931095519
ACH-000821,0.042171627056
ACH-000822,-0.0540890168083
ACH-000823,-0.188707585145
ACH-000824,-0.193911347338
ACH-000827,-0.013237090573400001
ACH-000829,-0.0646862601935
ACH-000831,-0.14396265361500002
ACH-000832,-0.27508330353599997
ACH-000833,-0.45468526438600004
ACH-000834,-0.112773012986
ACH-000835,-0.15227975036900002
ACH-000836,-0.201686034548
ACH-000837,-0.07249951931639999
ACH-000838,-0.12661449241699999
ACH-000839,-0.230002254912
ACH-000840,0.101351944745
ACH-000841,-0.227615745685
ACH-000843,-0.110641322361
ACH-000846,-0.0318062260373
ACH-000847,-0.31739336944400004
ACH-000848,-0.289262329617
ACH-000849,-0.341381097241
ACH-000851,-0.33413028543900003
ACH-000855,-0.34711945920299997
ACH-000856,-0.0851807934915
ACH-000858,-0.0901136036341
ACH-000859,-0.23992044488400002
ACH-000861,-0.36160413876999997
ACH-000862,-0.31964186985
ACH-000865,-0.195182597226
ACH-000866,-0.053995734554399995
ACH-000867,-0.140221545172
ACH-000869,-0.126059730625
ACH-000872,-0.124289769206
ACH-000873,-0.11238414710200001
ACH-000876,-0.0769533010918
ACH-000878,-0.48677039287699997
ACH-000880,-0.10311522492900001
ACH-000881,-0.26084446578299997
ACH-000882,-0.0193235080113
ACH-000884,-0.265425139027
ACH-000885,-0.26464786055
ACH-000887,-0.213410416809
ACH-000888,-0.0841340986506
ACH-000889,-0.05013193695169999
ACH-000890,0.229462976226
ACH-000896,-0.323178942799
ACH-000898,-0.17477132955299998
ACH-000900,-0.253338050468
ACH-000901,-0.391517827515
ACH-000905,-0.236892404885
ACH-000906,-0.217392782411
ACH-000907,-0.156257263514
ACH-000910,-0.16077071163599999
ACH-000911,-0.16199522503900002
ACH-000912,-0.15722760294000002
ACH-000913,-0.161310083585
ACH-000915,-0.166026839167
ACH-000916,-0.696858291616
ACH-000917,-0.200847678719
ACH-000921,-0.149814951448
ACH-000924,-0.0551114714707
ACH-000926,-0.253526300371
ACH-000928,-0.00928561103896
ACH-000929,-0.2537525305
ACH-000932,-0.291003336268
ACH-000935,-0.0649273077573
ACH-000936,-0.0742328337748
ACH-000937,-0.218088135078
ACH-000938,-0.0947359713992
ACH-000939,-0.24446748075999997
ACH-000941,-0.07291590264110001
ACH-000943,-0.0217780011658
ACH-000946,-0.221961674304
ACH-000947,-0.130072915446
ACH-000948,-0.17980125445300002
ACH-000950,-0.253901720764
ACH-000953,-0.0457436195953
ACH-000957,0.146633136821
ACH-000958,-0.287744096087
ACH-000960,0.00465506513329
ACH-000963,-0.560403175826
ACH-000968,-0.411946154658
ACH-000969,-0.34024124517300003
ACH-000973,-0.17302463822
ACH-000974,-0.046117472826
ACH-000975,-0.284680205272
ACH-000976,-0.146745047811
ACH-000978,0.162232340235
ACH-000980,-0.195646963887
ACH-000984,-0.39910824554499996
ACH-000986,-0.0304089839665
ACH-000988,-0.0664169368376
ACH-000993,-0.36190483904
ACH-000994,0.228553936378
ACH-000996,-0.32742094189800003
ACH-001001,-0.14437932736099998
ACH-001020,0.005531732538770001
ACH-001028,-0.16155895718399998
ACH-001031,-0.0166781480439
ACH-001038,-0.139669304104
