,RABL2B (11158)
ACH-000527,-0.319405965835
ACH-000528,-0.262162190902
ACH-000537,-0.245323180343
ACH-000541,-0.0743458450997
ACH-000542,-0.171861859115
ACH-000544,-0.19977295510600002
ACH-000545,-0.106104001411
ACH-000547,-0.0629614162068
ACH-000548,-0.292858346334
ACH-000549,-0.132725460106
ACH-000550,-0.405674597812
ACH-000552,-0.229238396191
ACH-000556,-0.31911146516100003
ACH-000557,-0.322297356886
ACH-000570,-0.42561754187399997
ACH-000571,-0.40773907336900006
ACH-000573,-0.166575965802
ACH-000576,-0.161496171702
ACH-000580,-0.256406424857
ACH-000584,-0.18883885035
ACH-000585,-0.201015745104
ACH-000588,-0.270605751415
ACH-000589,-0.256540008722
ACH-000591,-0.5839379841350001
ACH-000593,-0.18778774534499998
ACH-000600,-0.244833295331
ACH-000601,-0.52239697129
ACH-000604,-0.108416638643
ACH-000605,-0.0755694392924
ACH-000606,-0.208297281714
ACH-000608,-0.475372116264
ACH-000614,-0.350688728437
ACH-000616,-0.247695405925
ACH-000618,-0.17016681585
ACH-000619,-0.30936135716400004
ACH-000620,-0.144076348689
ACH-000621,-0.17245749039299998
ACH-000622,-0.108786719718
ACH-000623,-0.426211367396
ACH-000624,-0.17870007598999998
ACH-000627,-0.28618641443000004
ACH-000630,-0.147185877246
ACH-000632,-0.154794988708
ACH-000633,-0.372518627653
ACH-000637,-0.020890107378
ACH-000638,-0.337710907952
ACH-000646,-0.268382694373
ACH-000647,-0.197113816087
ACH-000648,-0.273679934746
ACH-000649,-0.22388802142900002
ACH-000651,-0.0792367083224
ACH-000652,-0.149225109507
ACH-000653,-0.119386164642
ACH-000657,-0.24427723489
ACH-000658,-0.354777672386
ACH-000661,-0.0151891554575
ACH-000662,-0.120756015279
ACH-000663,-0.29106934636500004
ACH-000665,-0.25895861671799997
ACH-000671,0.019074703713900003
ACH-000673,-0.244188038629
ACH-000676,-0.114849982834
ACH-000677,-0.309776050088
ACH-000681,-0.22569051070300003
ACH-000682,-0.31301875728100004
ACH-000683,-0.16992984573699998
ACH-000684,-0.45498020567
ACH-000688,-0.259647774007
ACH-000693,-0.221320913862
ACH-000694,-0.223918222975
ACH-000695,-0.07121619365830001
ACH-000696,-0.10741524022500001
ACH-000697,-0.286246839139
ACH-000699,-0.41752026308
ACH-000701,-0.284202784374
ACH-000706,0.00971783124898
ACH-000711,-0.182395232218
ACH-000713,-0.0941210652753
ACH-000714,-0.331463364338
ACH-000718,-0.23629814698600002
ACH-000720,-0.187069181314
ACH-000721,-0.301511287173
ACH-000724,-0.143948293817
ACH-000725,-0.237202030169
ACH-000732,-0.164033653364
ACH-000734,-0.26877223313799997
ACH-000735,-0.228102596441
ACH-000736,0.0531796717017
ACH-000738,-0.11758001473200001
ACH-000746,-0.21780660431200002
ACH-000747,0.031901643878
ACH-000748,-0.23279239927499998
ACH-000753,-0.15305272833
ACH-000756,-0.417219151954
ACH-000757,-0.163694397101
ACH-000758,-0.22546451381299998
ACH-000760,-0.088753576424
ACH-000763,-0.07065336029569999
ACH-000764,-0.214928436761
ACH-000765,-0.10683562808800001
ACH-000766,-0.236964484838
ACH-000767,-0.314483915115
ACH-000768,-0.045384807102
ACH-000769,-0.214498234086
ACH-000770,-0.0544377562466
ACH-000771,-0.213417932335
ACH-000773,-0.347169372235
ACH-000776,-0.436772559146
ACH-000777,-0.361156661668
ACH-000778,-0.147293543487
ACH-000781,-0.254580461561
ACH-000782,-0.20219667983
ACH-000783,-0.550995048067
ACH-000784,-0.331835695401
ACH-000785,-0.141295269453
ACH-000787,-0.22182413768000003
ACH-000788,-0.200536137868
ACH-000791,-0.23486314525
ACH-000792,-0.179923447919
ACH-000794,-0.265112412826
ACH-000796,-0.245611010044
ACH-000799,-0.23652383981999997
ACH-000800,-0.274472183696
ACH-000802,-0.257942121254
ACH-000804,-0.20752932569000002
ACH-000805,-0.410002074905
ACH-000809,-0.169770703028
ACH-000810,-0.22600482258299998
ACH-000811,-0.304456143184
ACH-000817,-0.140669395686
ACH-000819,-0.23420610476599998
ACH-000820,-0.185826078167
ACH-000821,-0.0028247755034000004
ACH-000822,-0.0961836889787
ACH-000823,-0.256278800499
ACH-000824,-0.351310345533
ACH-000827,-0.09527179660360001
ACH-000829,-0.0379894433517
ACH-000831,-0.17167376758400002
ACH-000832,-0.108975638806
ACH-000833,-0.367478920052
ACH-000834,-0.218374092148
ACH-000835,-0.21610692989799998
ACH-000836,-0.34786064492700003
ACH-000837,-0.26279760621599996
ACH-000838,-0.28115899978799996
ACH-000839,-0.307902456778
ACH-000840,-0.308337684447
ACH-000841,-0.198345292235
ACH-000843,-0.147325813872
ACH-000846,-0.022117340330000002
ACH-000847,-0.30998729940499997
ACH-000848,-0.0679339835369
ACH-000849,-0.194469863364
ACH-000851,-0.141058896128
ACH-000855,0.056916745726100004
ACH-000856,-0.487169833393
ACH-000858,-0.23773081134500001
ACH-000859,-0.104879315364
ACH-000861,-0.0919783334838
ACH-000862,-0.203844950688
ACH-000865,-0.21962639960299998
ACH-000866,-0.130714415094
ACH-000867,-0.259597840828
ACH-000869,-0.22079953779
ACH-000872,-0.18477199355700002
ACH-000873,-0.11026049215700001
ACH-000876,-0.196450321831
ACH-000878,-0.0660207785259
ACH-000880,-0.25211643103500003
ACH-000881,-0.214129321732
ACH-000882,-0.162296343489
ACH-000884,-0.148219700353
ACH-000885,-0.42552588842699995
ACH-000887,-0.20873190678800002
ACH-000888,-0.337451385692
ACH-000889,-0.347395746032
ACH-000890,-0.22757555024999998
ACH-000896,-0.24122937102400002
ACH-000898,-0.229360555893
ACH-000900,-0.172173833527
ACH-000901,-0.289707125082
ACH-000905,-0.055368408233500005
ACH-000906,-0.225184872441
ACH-000907,-0.478608939576
ACH-000910,-0.22917962120299998
ACH-000911,-0.207164591644
ACH-000912,-0.136025532343
ACH-000913,-0.208088663656
ACH-000915,0.00116177420561
ACH-000916,-0.10500755381200001
ACH-000917,-0.147979936275
ACH-000921,-0.245233912795
ACH-000924,-0.193175555111
ACH-000926,-0.349768370818
ACH-000928,-0.775226094742
ACH-000929,-0.25355170688900003
ACH-000932,-0.33562166961400003
ACH-000935,-0.340725761656
ACH-000936,-0.254232390381
ACH-000937,-0.19404280727499998
ACH-000938,-0.258075501349
ACH-000939,-0.37290731209100003
ACH-000941,-0.24437206786200003
ACH-000943,-0.30388064358399997
ACH-000946,-0.436725130926
ACH-000947,-0.458347857313
ACH-000948,-0.34179372623099996
ACH-000950,-0.17143072685600003
ACH-000953,-0.231350002298
ACH-000957,-0.437629472323
ACH-000958,0.12085388505799999
ACH-000960,-0.299277361495
ACH-000963,-0.0742137732582
ACH-000968,-0.10934443156
ACH-000969,-0.180553552082
ACH-000973,-0.0669538978221
ACH-000974,-0.35110764195200006
ACH-000975,-0.13254519383
ACH-000976,-0.111895678395
ACH-000978,-0.215145145694
ACH-000980,-0.415555868564
ACH-000984,-0.356342513011
ACH-000986,-0.251273222531
ACH-000988,-0.0625077963898
ACH-000993,-0.410876007651
ACH-000994,-0.43871220968099994
ACH-000996,-0.0640468621158
ACH-001001,-0.200714084466
ACH-001020,-0.390841305458
ACH-001028,-0.209338709784
ACH-001031,-0.218855584227
ACH-001038,-0.21215870866999997
ACH-001048,-0.325444407857
ACH-001050,-0.156122789067
ACH-001053,-0.265968984069
ACH-001054,-0.236196636897
ACH-001061,-0.07355307419200001
ACH-001067,-0.323525899495
ACH-001075,-0.306397782326
ACH-001096,-0.349491329208
ACH-001128,-0.41908981526600003
ACH-001134,-0.105828036194
ACH-001151,-0.204769648323
ACH-001163,-0.35805394385300005
ACH-001164,-0.266764101291
ACH-001173,-0.21561692380199998
ACH-001183,-0.34111437287699997
ACH-001184,-0.42629777233499994
ACH-001190,-0.153307957809
ACH-001192,-0.058651834969800004
ACH-001193,-0.43888476817
ACH-001196,-0.363859669814
ACH-001197,-0.129287474485
ACH-001205,0.026673032185900003
ACH-001211,-0.265419602755
ACH-001212,-0.19529542967
ACH-001228,-0.47608279088999994
ACH-001232,-0.28832734353399997
ACH-001239,-0.221565670286
ACH-001274,-0.248497770119
ACH-001275,-0.337969533755
ACH-001277,-0.26859920229
ACH-001278,-0.465094773276
ACH-001280,-0.433265400159
ACH-001283,-0.1325826239
ACH-001289,-0.148087433791
ACH-001295,-0.194352279843
ACH-001300,-0.286264726255
ACH-001301,-0.172420841364
ACH-001302,-0.107137759516
ACH-001303,-0.225407521872
ACH-001306,-0.130428820256
ACH-001318,0.0389311786039
ACH-001322,-0.394026798671
ACH-001328,-0.288940915781
ACH-001332,-0.042559523906800005
ACH-001333,-0.575836502478
ACH-001336,-0.145720442162
ACH-001340,-0.189418002193
ACH-001346,-0.18518280487999997
ACH-001353,-0.19959743649
ACH-001354,-0.40159693813
ACH-001367,-0.091741374789
ACH-001368,-0.112745504089
ACH-001374,-0.297410572128
ACH-001375,-0.26084166335700004
ACH-001377,-0.492497469173
ACH-001380,-0.14471934397
ACH-001391,-0.189876754095
ACH-001407,-0.19541686112999998
ACH-001408,-0.400036918316
ACH-001413,-0.115937059014
ACH-001430,-0.017362830642099997
ACH-001431,-0.154252647503
ACH-001450,-0.462193695526
ACH-001496,-0.21789537066300002
ACH-001500,-0.20277762692600002
ACH-001521,-0.659732642881
ACH-001523,-0.09377270040130001
ACH-001532,-0.196150512967
ACH-001536,-0.30675187702
ACH-001550,-0.302258467679
ACH-001552,-0.212210215042
ACH-001554,-0.283934165427
ACH-001645,-0.346092963505
ACH-001654,-0.325851734663
ACH-001715,0.028190319263200002
ACH-001735,-0.358046153822
ACH-001736,-0.248050139686
ACH-001737,-0.0196854044842
ACH-001740,-0.173208682984
ACH-001745,-0.127100415298
ACH-001750,-0.18135559352000002
ACH-001765,-0.196086127692
ACH-001956,-0.323119268098
ACH-001957,-0.535101610236
