,POTED (317754)
ACH-000004,0.052152688791
ACH-000007,-0.023764039049
ACH-000009,0.07859177961710001
ACH-000011,0.0507452962658
ACH-000012,-0.0831836401537
ACH-000013,0.08840288302009999
ACH-000014,0.289952455326
ACH-000015,-0.0601224255585
ACH-000017,0.108286118984
ACH-000018,-0.396132260472
ACH-000019,-0.029023459062
ACH-000021,0.00924843241708
ACH-000022,0.0210018190326
ACH-000025,0.00240665391724
ACH-000028,-0.0726846934865
ACH-000030,-0.0775459608695
ACH-000035,0.0220164293777
ACH-000036,-0.0503883004779
ACH-000037,-0.0531429624323
ACH-000039,0.07530624529180001
ACH-000040,0.022104135617800003
ACH-000041,0.187433021612
ACH-000042,0.0157331036399
ACH-000045,-0.055641140952000005
ACH-000047,-0.0540712322795
ACH-000052,-0.17283441603
ACH-000053,0.06384759397919999
ACH-000054,-0.05195388760559999
ACH-000055,0.18981536928599999
ACH-000060,-0.07345807493810001
ACH-000067,0.12748772080600002
ACH-000070,-0.0602165609041
ACH-000075,0.076718885509
ACH-000078,0.0818311567768
ACH-000082,-0.100909056468
ACH-000085,-0.0786180592048
ACH-000086,0.15209340697100002
ACH-000087,-0.169569720737
ACH-000092,0.06456599822430001
ACH-000095,0.0319675158928
ACH-000097,-0.026959285521800002
ACH-000098,0.13264035813
ACH-000099,-0.111736690562
ACH-000108,0.0920579148748
ACH-000113,0.04283635521930001
ACH-000115,0.035789476078199996
ACH-000116,0.07317322067589999
ACH-000118,0.121090930125
ACH-000120,-0.0235936261642
ACH-000123,-0.11125826999000002
ACH-000127,-0.031744165888099994
ACH-000128,0.30581485013500004
ACH-000132,-0.193041294749
ACH-000133,0.0437921771354
ACH-000137,-0.105582256658
ACH-000138,0.0935375794568
ACH-000142,0.115216500212
ACH-000143,-0.128976505924
ACH-000146,-0.0432661742293
ACH-000148,-0.132363428745
ACH-000150,0.0183031043865
ACH-000152,-0.130076421532
ACH-000153,0.183212398007
ACH-000159,0.0616318464389
ACH-000160,0.09714074185419999
ACH-000163,0.189276902705
ACH-000167,-0.362160263002
ACH-000168,0.222904105843
ACH-000169,-0.101828204988
ACH-000178,0.118827872858
ACH-000182,0.00100759256877
ACH-000183,-0.19291678845899998
ACH-000188,0.015405341195799999
ACH-000189,-0.217881242014
ACH-000190,-0.036582631330599996
ACH-000198,0.059013512589600005
ACH-000204,0.417522060679
ACH-000206,0.0693645870998
ACH-000207,0.08964990485210002
ACH-000211,0.0690057220627
ACH-000215,0.0652999878667
ACH-000221,0.07075841087689999
ACH-000222,0.144808301401
ACH-000223,0.0016993081793699998
ACH-000226,-0.116485111107
ACH-000227,0.0873696491558
ACH-000228,-0.0824584161423
