,NAF1 (92345)
ACH-000004,-0.657216926778
ACH-000007,-0.919318177037
ACH-000009,-0.673733536874
ACH-000011,-0.833397771479
ACH-000012,-0.678396836033
ACH-000013,-0.69090908301
ACH-000014,-0.740489225272
ACH-000015,-0.6966138249480001
ACH-000017,-0.591818731608
ACH-000018,-1.05658359975
ACH-000019,-0.9242995158700001
ACH-000021,-0.666456822081
ACH-000022,-0.7165705508779999
ACH-000025,-0.600984443715
ACH-000028,-0.743370121069
ACH-000030,-0.456216951989
ACH-000035,-0.7394228438600001
ACH-000036,-0.722103347029
ACH-000037,-0.312691131826
ACH-000039,-0.319551949013
ACH-000040,-0.569657234676
ACH-000041,-0.68484651613
ACH-000042,-0.47277749591300006
ACH-000045,-0.902983524996
ACH-000047,-0.572857454012
ACH-000052,-0.683326066758
ACH-000053,-0.567700374173
ACH-000054,-0.6556457304609999
ACH-000055,-0.385922294667
ACH-000060,-0.46440285470299997
ACH-000067,-0.5533115846660001
ACH-000070,-0.367322468762
ACH-000075,-0.718764335202
ACH-000078,-0.561524381365
ACH-000082,-0.54760141019
ACH-000085,-0.677666477948
ACH-000086,-0.599726182568
ACH-000087,-0.6738903373270001
ACH-000092,-0.599249767601
ACH-000095,-0.723518212607
ACH-000097,-0.784889171854
ACH-000098,-0.779547221459
ACH-000099,-0.485397963986
ACH-000108,-0.7144263399840001
ACH-000113,-0.7049536532189999
ACH-000115,-0.524420296057
ACH-000116,-0.60801668509
ACH-000118,-0.504198284886
ACH-000120,-0.728696152748
ACH-000123,-0.650294430478
ACH-000127,-0.532735169076
ACH-000128,-0.589332840063
ACH-000132,-0.7455084512469999
ACH-000133,-0.285485187425
ACH-000137,-0.665305519655
ACH-000138,-0.497749604292
ACH-000142,-0.879853619401
ACH-000143,-0.690630078617
ACH-000146,-0.673018018724
ACH-000148,-0.7991346822600001
ACH-000150,-0.52977898399
ACH-000152,-0.565764218727
ACH-000153,-0.8716230138689999
ACH-000159,-0.715107125146
ACH-000160,-0.29681530309799997
ACH-000163,-0.7144865009899999
ACH-000167,-0.666955159141
ACH-000168,-0.72737709758
ACH-000169,-0.572100893783
ACH-000178,-0.792984365265
ACH-000182,-0.589980762026
ACH-000183,-0.49038426114100003
ACH-000188,-0.496724871112
ACH-000189,-0.8608720732780001
ACH-000190,-0.8663612877339999
ACH-000198,-0.464843576237
ACH-000204,-0.575011413704
ACH-000206,-0.401885145772
ACH-000207,-0.47847725835
ACH-000211,-0.729272675469
ACH-000215,-0.663064457425
ACH-000221,-0.797999885793
ACH-000222,-0.796231573973
ACH-000223,-0.47191773641900003
ACH-000226,-0.6772920266920001
ACH-000227,-0.12109997416400001
ACH-000228,-0.9011916385400001
ACH-000231,-0.540194916009
ACH-000232,-0.571223561589
ACH-000233,-0.565952721858
ACH-000234,-0.399994744224
ACH-000235,-0.524329737892
ACH-000237,-0.7144600601109999
ACH-000238,-0.478095362464
ACH-000243,-0.470280131003
ACH-000244,-0.854400808099
ACH-000246,-0.819034062791
ACH-000248,-0.710026905425
ACH-000250,-0.497377386018
ACH-000251,-0.411653794917
ACH-000253,-0.722542497682
ACH-000255,-0.527709049846
ACH-000256,-0.7424244375169999
ACH-000257,-0.833429392823
ACH-000258,-0.471705785836
ACH-000259,-0.600916004462
ACH-000260,-0.525170030935
ACH-000261,-0.738867837896
ACH-000262,-1.12077280512
ACH-000263,-0.430308102262
ACH-000264,-0.510975784022
ACH-000265,-0.7325815732050001
ACH-000266,-0.572521570524
ACH-000272,-0.776952596814
ACH-000273,-0.596592721354
ACH-000274,-0.763152692282
ACH-000277,-0.303834430776
ACH-000278,-0.376933197878
ACH-000279,-0.791713759279
ACH-000280,-0.9865270075299999
ACH-000281,-0.582473453561
ACH-000288,-0.663811756792
ACH-000291,-0.742570301468
ACH-000293,-0.233918321162
ACH-000294,-0.514720360617
ACH-000295,-0.498824858672
ACH-000296,-0.84602492517
ACH-000302,-0.932134718484
ACH-000304,-1.1904156977200002
ACH-000307,-0.685657176787
ACH-000308,-1.04897694805
ACH-000310,-0.462067292601
ACH-000311,-0.794515290571
ACH-000312,-0.599845089839
ACH-000315,-0.421739178099
ACH-000316,-0.87334458729
ACH-000317,-0.748375206448
ACH-000318,-1.03955764977
ACH-000319,-0.525812725957
ACH-000320,-0.7348139185600001
ACH-000322,-0.687565259568
ACH-000323,-0.924007143963
ACH-000324,-0.849365153908
ACH-000329,-1.1091702874
ACH-000330,-0.765042643241
ACH-000331,-0.741168149236
ACH-000332,-0.651293089229
ACH-000334,-0.37535024091799996
ACH-000335,-0.5818363008340001
ACH-000336,-0.471489964045
ACH-000337,-0.778231761071
ACH-000339,-0.679367349045
ACH-000341,-0.520203464188
ACH-000348,-0.615811229815
ACH-000350,-0.671934658625
ACH-000352,-1.1875419089200001
ACH-000356,-0.594474942692
ACH-000361,-0.788947960463
ACH-000362,-0.567450694088
ACH-000363,-0.42219337931900003
ACH-000364,-1.06234854573
ACH-000365,-0.41101163637500004
ACH-000366,-0.501278174136
ACH-000368,-0.69901211008
ACH-000374,-0.591727560826
ACH-000375,-0.550103330774
ACH-000376,-0.573948449504
ACH-000381,-0.431159057839
ACH-000383,-0.567702718605
ACH-000387,-0.5483358195979999
ACH-000389,-0.653591650178
ACH-000390,-0.526455921377
ACH-000393,-0.5213173964810001
ACH-000395,-0.336926629286
ACH-000397,-0.493278103331
ACH-000401,-0.7969449934899999
ACH-000402,-0.8185874043279999
ACH-000403,-0.608157212539
ACH-000404,-1.15917526366
ACH-000406,-0.6736813596250001
ACH-000407,-0.747673844188
ACH-000408,-0.556390518099
ACH-000410,-0.523826629754
ACH-000411,-0.78251717108
ACH-000414,-0.716619139507
ACH-000415,-0.5497138345679999
ACH-000416,-0.6815788501919999
ACH-000420,-0.974996712745
ACH-000421,-0.6590295523049999
ACH-000424,-0.505699272042
ACH-000425,-0.783984485947
ACH-000426,-0.468643006413
ACH-000427,-0.10805852331900001
ACH-000433,-0.6137729409889999
ACH-000436,-0.410483747469
ACH-000444,-0.974807669895
ACH-000445,-0.525058169305
ACH-000448,-0.598016077276
ACH-000450,-0.634668469425
ACH-000452,-0.498312098728
ACH-000454,-0.8028646962880001
ACH-000458,-0.725035265197
ACH-000459,-0.7637508212890001
ACH-000460,-0.665501313451
ACH-000461,-0.473295431479
ACH-000463,-0.9751900148870001
ACH-000464,-0.7593091592100001
ACH-000466,-0.426645564898
ACH-000467,-0.632613869039
ACH-000468,-0.625336421605
ACH-000469,-0.603806882095
ACH-000470,-0.540284636525
ACH-000471,-0.6579033901169999
ACH-000472,-0.626645801593
ACH-000473,-1.2278238801299999
ACH-000475,-0.642121224501
ACH-000476,-0.6011076865439999
ACH-000477,-1.08261283215
ACH-000480,-0.718790588936
ACH-000481,-0.491138291401
ACH-000483,-0.969580555814
ACH-000484,-0.579079819538
ACH-000485,-0.523451570136
ACH-000486,-0.946236828134
ACH-000487,-0.321931141605
ACH-000488,-0.570890094423
ACH-000490,-0.556759536532
ACH-000491,-0.501793127251
ACH-000495,-0.7309485204289999
ACH-000496,-0.595621625771
ACH-000499,-0.464592967935
ACH-000500,-0.177409057642
ACH-000502,-0.7435724765739999
ACH-000503,-1.1259295931
ACH-000505,-0.6334996627189999
ACH-000507,-0.593277622194
ACH-000510,-0.581693711649
ACH-000511,-0.8529950736
ACH-000512,-0.708794539194
ACH-000516,-0.309174177872
ACH-000517,-0.5339389010019999
ACH-000518,-0.768281600463
ACH-000520,-0.496255359755
ACH-000521,-0.543138837005
ACH-000522,-0.549270575299
ACH-000524,-0.651107027399
ACH-000527,-0.749835390894
ACH-000528,-0.663296958737
ACH-000537,-0.819952513862
ACH-000541,-0.23010932530499997
ACH-000542,-0.579921170111
ACH-000544,-0.7077194311849999
ACH-000545,-0.919421715743
ACH-000547,-0.958710094756
ACH-000548,-0.48627950866400005
ACH-000549,-0.915223651179
ACH-000550,-1.02701590594
ACH-000552,-0.624755214151
ACH-000556,-0.726055626713
ACH-000557,-0.47952663872400003
ACH-000570,-0.913558140706
ACH-000571,-0.559531524407
ACH-000573,-0.892508548628
ACH-000576,-0.616367211971
ACH-000580,-0.7402621768809999
ACH-000584,-0.617618114569
ACH-000585,-0.5614049733600001
ACH-000588,-0.371923640616
ACH-000589,-0.7820648360760001
ACH-000591,-0.837117162039
ACH-000593,-0.58561740308
ACH-000600,-1.02837215509
ACH-000601,-0.595348828503
ACH-000604,-0.6849879851890001
ACH-000605,-1.07097085032
ACH-000606,-1.04657887491
ACH-000608,-0.489268167596
ACH-000614,-0.492296320641
ACH-000616,-0.7632297456129999
ACH-000618,-0.618067885165
ACH-000619,-0.77738092658
ACH-000620,-0.529825490159
ACH-000621,-0.506113138711
ACH-000622,-0.981081269232
ACH-000623,-0.6782690711280001
ACH-000624,-0.607584715266
ACH-000627,-0.426527815404
ACH-000630,-0.5568772833160001
ACH-000632,-0.531605871357
ACH-000633,-0.5250203209359999
ACH-000637,-0.7385021773129999
ACH-000638,-0.477651207579
ACH-000646,-0.38038310845600004
ACH-000647,-0.844630977184
ACH-000648,-1.11797709405
ACH-000649,-0.876622610668
ACH-000651,-0.56367750258
ACH-000652,-0.890080993837
ACH-000653,-0.366327463217
ACH-000657,-0.600367921776
ACH-000658,-0.572199757759
ACH-000661,-0.935101378207
ACH-000662,-0.269898695397
ACH-000663,-0.9442357952399999
ACH-000665,-0.798538328261
ACH-000671,-0.716666497991
ACH-000673,-0.432742733146
ACH-000676,-0.552876028373
ACH-000677,-0.6477673842130001
ACH-000681,-0.626439204929
ACH-000682,-0.6427924779290001
ACH-000683,-0.540707656916
ACH-000684,-0.901217637704
ACH-000688,-0.365213811262
ACH-000693,-0.704580432482
ACH-000694,-0.159888159025
ACH-000695,-0.564141478673
ACH-000696,-0.581239662347
ACH-000697,-0.47879512973399996
ACH-000699,-0.630371667594
ACH-000701,-0.845826555826
ACH-000706,-0.9008664554510001
ACH-000711,-0.614277145677
ACH-000713,-0.7234105519930001
ACH-000714,-0.659560532544
ACH-000718,-0.46428810876000004
ACH-000720,-0.513869325728
ACH-000721,-0.441713456682
ACH-000724,-0.6007195612349999
ACH-000725,-0.258900547763
ACH-000732,-0.598848146324
ACH-000734,-0.547769224539
ACH-000735,-0.504556299818
ACH-000736,-0.749761758007
ACH-000738,-0.71751855138
ACH-000746,-0.93563907108
ACH-000747,-0.584838013103
ACH-000748,-0.6828961939020001
