,CDR2 (1039)
ACH-000004,-0.038321821811199995
ACH-000007,-0.0212869399643
ACH-000009,-0.092800089803
ACH-000011,-0.024290254426000003
ACH-000012,-0.18885711791999998
ACH-000013,-0.22579959325500001
ACH-000014,0.005390355124689999
ACH-000015,-0.167409131915
ACH-000017,-0.0076375638619
ACH-000018,-0.028275752913700002
ACH-000019,-0.030991644802700002
ACH-000021,-0.0960718758078
ACH-000022,-0.0621644293609
ACH-000025,-0.153989711133
ACH-000028,-0.123004973262
ACH-000030,-0.0759979589033
ACH-000035,-0.282717084564
ACH-000036,-0.0635698202212
ACH-000037,-0.276159859494
ACH-000039,-0.0712791715362
ACH-000040,-0.233213738009
ACH-000041,0.0177870620266
ACH-000042,-0.0783283500725
ACH-000045,-0.081848623279
ACH-000047,-0.0906661127155
ACH-000052,-0.167152990281
ACH-000053,-0.132288114137
ACH-000054,-0.270690069758
ACH-000055,-0.259732126304
ACH-000060,0.0946564186582
ACH-000067,-0.0169398508643
ACH-000070,-0.0471910216067
ACH-000075,-0.10791300056500001
ACH-000078,0.0148279935442
ACH-000082,-0.0357150286058
ACH-000085,0.198203218505
ACH-000086,-0.0470915054413
ACH-000087,-0.263350475675
ACH-000092,-0.223825449815
ACH-000095,-0.0929646448531
ACH-000097,-0.13972511640000002
ACH-000098,-0.30321977513099996
ACH-000099,-0.0658525000027
ACH-000108,-0.022150824797799996
ACH-000113,-0.0926016104102
ACH-000115,-0.18836457769499998
ACH-000116,-0.157003510021
ACH-000118,-0.09046556677930001
ACH-000120,0.0806668156505
ACH-000123,0.04840143875
ACH-000127,-0.234422912238
ACH-000128,-0.05008717041019999
ACH-000132,-0.0480934389379
ACH-000133,0.012569736659600001
ACH-000137,-0.137763610517
ACH-000138,0.0186299369245
ACH-000142,-0.20656978303800003
ACH-000143,-0.09440222099649999
ACH-000146,-0.09270215704029999
ACH-000148,-0.0609905144148
ACH-000150,-0.0778845234346
ACH-000152,-0.029181296747300002
ACH-000153,-0.23816876253199998
ACH-000159,-0.10313761893899999
ACH-000160,0.12479044160999998
ACH-000163,-0.145591386757
ACH-000167,-0.193671391146
ACH-000168,-0.0945104527182
ACH-000169,-0.129862683315
ACH-000178,0.025285920773900003
ACH-000182,-0.127467428106
ACH-000183,-0.34376222781300003
ACH-000188,0.014908867591699999
