,PRKCD (5580)
ACH-000004,-0.288276823824
ACH-000007,-0.07573607672730001
ACH-000009,-0.17621287834600002
ACH-000011,-0.0463345089464
ACH-000012,-0.124939150472
ACH-000013,-0.0097334392981
ACH-000014,0.0155687076589
ACH-000015,-0.139497890761
ACH-000017,-0.104887997963
ACH-000018,0.075555366695
ACH-000019,0.057862615506800004
ACH-000021,-0.06287661912669999
ACH-000022,0.128413458445
ACH-000025,-0.22591286136500002
ACH-000028,-0.0194554742305
ACH-000030,-0.192924854895
ACH-000035,-0.0473273906619
ACH-000036,-0.20252923654399999
ACH-000037,0.0866200448303
ACH-000039,-0.24895018356899998
ACH-000040,-0.185999974562
ACH-000041,0.00473554474185
ACH-000042,-0.232736917515
ACH-000045,0.0904401153019
ACH-000047,-0.09948718921289999
ACH-000052,-0.000290059838579
ACH-000053,-0.00493253505762
ACH-000054,-0.11856922172
ACH-000055,-0.14797470199
ACH-000060,-0.382880254511
ACH-000067,-0.0827657204941
ACH-000070,0.13630838519400001
ACH-000075,0.0200612235623
ACH-000078,0.0752474687764
ACH-000082,-0.108514942634
ACH-000085,-0.102061212064
ACH-000086,-0.161094070819
ACH-000087,-0.059197664163499995
ACH-000092,0.038078575827699995
ACH-000095,-0.107517316679
ACH-000097,-0.008308822001479999
ACH-000098,-0.198322413802
ACH-000099,-0.0815697966112
ACH-000108,-0.06261087252349999
ACH-000113,-0.10075828182600001
ACH-000115,0.044455720279199994
ACH-000116,-0.00519568372771
ACH-000118,-0.0674589925992
ACH-000120,-0.025093613212599997
ACH-000123,-0.11785875910299999
ACH-000127,-0.0652568910944
ACH-000128,-0.12332152297
ACH-000132,-0.0710881429303
ACH-000133,0.009532688477729999
ACH-000137,-0.157040849871
ACH-000138,-0.057892877588800004
ACH-000142,-0.0855831125866
ACH-000143,-0.11237413415400001
ACH-000146,-0.08948346852060002
ACH-000148,0.104643026898
ACH-000150,-0.0702909952933
ACH-000152,-0.216117849368
ACH-000153,-0.313491217955
ACH-000159,-0.0779328732182
ACH-000160,-0.0333691706043
ACH-000163,-0.020028184735400002
ACH-000167,-0.11196124830999998
ACH-000168,-0.23678393996199998
ACH-000169,-0.148632359325
ACH-000178,-0.0861309348958
ACH-000182,0.118883450322
ACH-000183,-0.104706370739
ACH-000188,-0.051413639147899995
ACH-000189,0.050214526063599996
ACH-000190,0.13847038364800002
ACH-000198,0.12778372919199998
ACH-000204,0.0157801348104
ACH-000206,-0.21758610166700001
ACH-000207,-0.143540073595
ACH-000211,-0.208931881413
ACH-000215,-0.121153336376
ACH-000221,-0.211691124682
ACH-000222,0.0204279936617
ACH-000223,0.0771839981632
ACH-000226,0.023726008591499998
ACH-000227,-0.26750818084600003
ACH-000228,-0.031115667317300002
ACH-000231,-0.0798633938583
ACH-000232,-0.0890702486489
ACH-000233,-0.139571356153
ACH-000234,-0.0860233170364
ACH-000235,-0.0512735449685
ACH-000237,-0.200462832218
ACH-000238,-0.11020700626499999
ACH-000243,-0.05430406901959999
ACH-000244,-0.10092476668099999
ACH-000246,-0.155343112088
ACH-000248,0.07533590914360001
ACH-000250,-0.19322722006499998
ACH-000251,0.067967055038
ACH-000253,-0.0709474526541
ACH-000255,-0.200392946267
ACH-000256,-0.0625560117307
ACH-000257,-0.0341207633566
ACH-000258,-0.224059871472
ACH-000259,-0.0381621341264
ACH-000260,-0.137995618347
ACH-000261,-0.057040128774800004
ACH-000262,-0.198054224439
ACH-000263,0.0627148602085
ACH-000264,-0.15089457204099999
ACH-000265,-0.144840190255
ACH-000266,-0.018669006859799997
ACH-000272,-0.09317112552710001
ACH-000273,-0.0171918419391
ACH-000274,-0.154496864408
ACH-000277,-0.121620385372
ACH-000278,-0.0846861029207
ACH-000279,-0.0596807401842
ACH-000280,-0.15291796163
ACH-000281,-0.20425920865699998
ACH-000288,-0.175070874055
ACH-000291,-0.185979102519
ACH-000293,-0.138189547573
ACH-000294,-0.033256699586
ACH-000295,-0.217856474775
ACH-000296,-0.106111097854
ACH-000302,-0.305996405649
ACH-000304,-0.0268976076697
ACH-000307,-0.09564411915769999
ACH-000308,-0.130434232004
ACH-000310,-0.160461282733
ACH-000311,0.08543319683469999
ACH-000312,0.10514511630699999
ACH-000315,-0.0776524329576
ACH-000316,-0.09182881018210001
ACH-000317,-0.24928939976599998
ACH-000318,-0.149771772917
ACH-000319,-0.151465929779
ACH-000320,-0.049291106738
ACH-000322,-0.0835492745576
ACH-000323,0.00650434925892
ACH-000324,-0.0226869456686
ACH-000329,-0.0919603035348
ACH-000330,-0.0556723221892
ACH-000331,-0.12653773961200002
ACH-000332,-0.0829990123926
ACH-000334,0.35233613625699994
ACH-000335,-0.26667011883999997
ACH-000336,-0.08629493098030001
ACH-000337,-0.11503768408500001
ACH-000339,-0.118129877901
ACH-000341,-0.18677777094200002
ACH-000348,-0.138086453833
ACH-000350,0.135542972679
ACH-000352,-0.00163540051327
ACH-000356,-0.037649995062
ACH-000361,-0.201894296929
ACH-000362,-0.125011474655
ACH-000363,-0.0244736037616
ACH-000364,-0.0825607279969
ACH-000365,-0.143501468309
ACH-000366,-0.12151534538799999
ACH-000368,0.0249664602172
ACH-000374,-0.067532840114
ACH-000375,-0.172894547754
ACH-000376,-0.00379562903765
ACH-000381,-0.10051906791000001
ACH-000383,-0.09898579237209999
ACH-000387,-0.034206741285599994
ACH-000389,0.113720354434
ACH-000390,-0.142472703089
ACH-000393,-0.229115042753
ACH-000395,-0.19926827597600003
ACH-000397,0.0103516759326
ACH-000401,-0.032270103434799996
ACH-000402,-0.287200366341
ACH-000403,-0.196031294291
ACH-000404,0.101245546556
ACH-000406,-0.153689639643
ACH-000407,-0.234654600815
ACH-000408,-0.25807114628
ACH-000410,-0.190122326668
ACH-000411,0.0258013369364
ACH-000414,-0.023472992897200003
ACH-000415,-0.247631088374
ACH-000416,-0.140222829918
ACH-000420,-0.10277501225400001
ACH-000421,-0.029569365474200002
ACH-000424,-0.156287155821
ACH-000425,-0.17578828193799997
ACH-000426,-0.411888411769
ACH-000427,-0.0683680620657
ACH-000433,-0.171696756712
ACH-000436,0.0877695517366
ACH-000444,0.151443894553
ACH-000445,-0.0491143454808
ACH-000448,-0.05143155046180001
ACH-000450,0.07053505117610001
ACH-000452,-0.20913301869000003
ACH-000454,-0.17928341614
ACH-000458,-0.255978505334
ACH-000459,-0.34774948517
ACH-000460,0.030616014311
ACH-000461,-0.07036411330089999
ACH-000463,-0.021017903783200002
ACH-000464,-0.277019839278
ACH-000466,-0.199397693412
ACH-000467,-0.0578530945797
ACH-000468,0.0146804852196
ACH-000469,-0.12145320454000001
ACH-000470,-0.337639514974
ACH-000471,-0.142193799185
ACH-000472,-0.11011264113199999
ACH-000473,-0.156805815825
ACH-000475,-0.137342976675
ACH-000476,-0.142556810636
ACH-000477,0.057382196992499995
ACH-000480,0.0236561058457
ACH-000481,-0.166007852048
