,LPIN3 (64900)
ACH-000004,0.0507096634717
ACH-000007,0.19977675989399998
ACH-000009,0.280174795944
ACH-000011,0.12136949499500001
ACH-000012,0.259108097415
ACH-000013,0.150619929437
ACH-000014,-0.0420115143138
ACH-000015,0.157429663512
ACH-000017,0.362176272037
ACH-000018,0.268488036202
ACH-000019,0.306888635973
ACH-000021,0.21464091273400002
ACH-000022,0.136355451781
ACH-000025,0.0017665829025399998
ACH-000028,-0.157445976323
ACH-000030,0.0224768599036
ACH-000035,-0.09857214684419999
ACH-000036,0.0562667694064
ACH-000037,0.33697652795999994
ACH-000039,0.017847196548799998
ACH-000040,0.12753886127699998
ACH-000041,0.0737903756387
ACH-000042,-0.0918030912955
ACH-000045,0.14636787655300001
ACH-000047,0.023694349137499997
ACH-000052,-0.0891998427629
ACH-000053,0.0221819030089
ACH-000054,0.028535456523
ACH-000055,0.00178160786157
ACH-000060,-0.0274648446215
ACH-000067,0.277546679711
ACH-000070,0.09962241105939999
ACH-000075,-0.015254844295299998
ACH-000078,0.16134935327
ACH-000082,-0.0592885093351
ACH-000085,0.13929019451
ACH-000086,0.0367911324969
ACH-000087,0.12251190119899999
ACH-000092,-0.011898313832700002
ACH-000095,0.138388984144
ACH-000097,0.0822717761287
ACH-000098,0.153321419651
ACH-000099,0.07550773054710001
ACH-000108,0.16455925599000001
ACH-000113,0.245555108221
ACH-000115,0.23504922896299998
ACH-000116,0.189142107027
ACH-000118,0.124895436469
ACH-000120,0.128958096897
ACH-000123,0.134888532148
ACH-000127,0.260824156633
ACH-000128,0.32696432869000003
ACH-000132,0.227023459778
ACH-000133,-0.0736233604798
ACH-000137,0.204810779097
ACH-000138,0.0862305504008
ACH-000142,0.087047519443
ACH-000143,0.160573588804
ACH-000146,0.0755579288062
ACH-000148,0.0598647702212
ACH-000150,0.00920662741982
ACH-000152,0.0356061680496
ACH-000153,0.292923505284
ACH-000159,0.0404307492493
ACH-000160,0.144868212037
ACH-000163,-0.145072489253
ACH-000167,0.128013628037
ACH-000168,0.13439842672
ACH-000169,-0.0458212837265
ACH-000178,0.268773992863
ACH-000182,0.06290531820619999
ACH-000183,-0.00658268628622
ACH-000188,0.10484723877900001
ACH-000189,0.26485807582800003
ACH-000190,0.0672617237308
ACH-000198,0.0267374932555
ACH-000204,-0.155876778025
ACH-000206,0.00939109754197
ACH-000207,0.010849527219
ACH-000211,0.0183000716796
ACH-000215,0.0802653396925
ACH-000221,0.159685307217
ACH-000222,0.148107803323
ACH-000223,0.15646544034
ACH-000226,-0.024486817599900002
ACH-000227,-0.0528481591679
ACH-000228,0.137030661882
ACH-000231,-0.025297710630799997
ACH-000232,0.09392454358539999
ACH-000233,0.26401402558000003
ACH-000234,-0.24088325761100002
ACH-000235,0.11347360140999999
ACH-000237,0.0650940432331
ACH-000238,-0.0707075511203
ACH-000243,0.130061570713
ACH-000244,0.295443847199
ACH-000246,0.0466595109012
ACH-000248,0.092045548058
ACH-000250,0.169348656021
ACH-000251,0.170811137331
ACH-000253,0.10781352225299999
ACH-000255,-0.0651929476888
ACH-000256,0.348102258913
ACH-000257,0.108601233777
ACH-000258,0.194124444921
ACH-000259,-0.0662735762728
ACH-000260,0.137825453618
ACH-000261,-0.0220914734711
