,GCDH (2639)
ACH-000004,0.11627417882000002
ACH-000007,0.213119017755
ACH-000009,0.349804190872
ACH-000011,0.08104426659839999
ACH-000012,0.145139778501
ACH-000013,0.0019797583557600003
ACH-000014,0.42760963994999995
ACH-000015,0.204314964513
ACH-000017,0.230139175697
ACH-000018,-0.154693153851
ACH-000019,-0.250290703379
ACH-000021,0.07530219718060001
ACH-000022,0.12582302594
ACH-000025,0.0925066874651
ACH-000028,0.0330373182064
ACH-000030,0.07635968766760001
ACH-000035,0.0300989579175
ACH-000036,0.054478752741300006
ACH-000037,-0.23184477710299997
ACH-000039,0.15967567887599998
ACH-000040,0.09239586622689999
ACH-000041,0.195655948261
ACH-000042,0.07351655014330001
ACH-000045,0.0390890676199
ACH-000047,0.173180885759
ACH-000052,-0.0618148585869
ACH-000053,0.127609010659
ACH-000054,0.110867555316
ACH-000055,0.108541275651
ACH-000060,0.24153870924600002
ACH-000067,0.106780098607
ACH-000070,0.128252869253
ACH-000075,0.331876684439
ACH-000078,0.09275599810560001
ACH-000082,-0.104779469535
ACH-000085,-0.131159962025
ACH-000086,0.110420021392
ACH-000087,0.0136718874205
ACH-000092,0.0442385385836
ACH-000095,0.15614165560999999
ACH-000097,0.112246997325
ACH-000098,0.0638542425746
ACH-000099,0.10910383027899999
ACH-000108,0.232755046272
ACH-000113,-0.105148705745
ACH-000115,-0.13105601293299998
ACH-000116,0.0786683483517
ACH-000118,0.042350870915699994
ACH-000120,0.0602797045708
ACH-000123,0.146472286066
ACH-000127,0.09433033781570001
ACH-000128,-0.12233387587899999
ACH-000132,0.0461193055569
ACH-000133,-0.09686560411039999
ACH-000137,0.436610438476
ACH-000138,0.11611183052200001
ACH-000142,-0.0851460818669
ACH-000143,0.167668026315
ACH-000146,0.12964294748
ACH-000148,0.20251972897300002
ACH-000150,0.0694642482431
ACH-000152,-0.0632964108855
ACH-000153,0.382716781927
ACH-000159,0.11924587718699999
ACH-000160,0.170499579354
ACH-000163,-0.441735919983
ACH-000167,-0.0006335282689369999
ACH-000168,0.060412121864300006
ACH-000169,0.088072145273
ACH-000178,0.00721385210251
ACH-000182,0.0386770527972
ACH-000183,0.0365985351949
ACH-000188,-0.18799935691199998
ACH-000189,-0.113684934603
ACH-000190,0.237232919323
ACH-000198,0.09983772802930001
ACH-000204,0.06844828971969999
ACH-000206,0.151658071313
ACH-000207,0.0272820942478
ACH-000211,0.00178883934664
ACH-000215,0.0837825128366
ACH-000221,-0.0823965085506
ACH-000222,0.0173968990314
