,CORO1C (23603)
ACH-000573,-0.044831651965
ACH-000576,-0.201571405141
ACH-000580,0.13059137344799998
ACH-000584,-0.135603289037
ACH-000585,-0.179140755478
ACH-000588,-0.024842604432000003
ACH-000589,-0.201301293161
ACH-000591,-0.0401823292928
ACH-000593,-0.23214727679900002
ACH-000600,-0.287451174886
ACH-000601,-0.07192008137089999
ACH-000604,0.132199655782
ACH-000605,-0.308712536262
ACH-000606,-0.17099516986699997
ACH-000608,-0.17861025980300002
ACH-000614,-0.024520749103799998
ACH-000616,0.0010686527162999998
ACH-000618,-0.06930784257230001
ACH-000619,0.11495783791099999
ACH-000620,-0.300569658305
ACH-000621,-0.125178840747
ACH-000622,-0.28327975823199997
ACH-000623,-0.34480405803999997
ACH-000624,-0.08689697247549999
ACH-000627,-0.38491965437799996
ACH-000630,0.012675736227
ACH-000632,-0.117364252987
ACH-000633,-0.118244788521
ACH-000637,-0.21005852881499998
ACH-000638,-0.284456383689
ACH-000646,-0.527766726308
ACH-000647,-0.105445157107
ACH-000648,-0.0753664561343
ACH-000649,-0.256077967494
ACH-000651,-0.10223866875399999
ACH-000652,-0.088766454355
ACH-000653,-0.119370012916
ACH-000657,-0.11122653033800001
ACH-000658,-0.0554278162803
ACH-000661,-0.152359068817
ACH-000662,-0.20110594277
ACH-000663,-0.199332694857
ACH-000665,-0.0346938257576
ACH-000671,-0.0470696618303
ACH-000673,0.0107102074893
ACH-000676,-0.0086278501731
ACH-000677,0.0200159830085
ACH-000681,-0.15527317255
ACH-000682,-0.15396414400699998
ACH-000683,-0.354258135053
ACH-000684,0.272531865297
ACH-000688,-0.0169242611923
ACH-000693,-0.194088252742
ACH-000694,-0.316353471471
ACH-000695,-0.522200232907
ACH-000696,-0.177078449573
ACH-000697,-0.32223006970400003
ACH-000699,0.0151971795214
ACH-000701,-0.277340877782
ACH-000706,-0.0963575803463
ACH-000711,-0.115510986481
ACH-000713,0.00424269968947
ACH-000714,-0.0859428869923
ACH-000718,-0.594110658769
ACH-000720,-0.0567447552995
ACH-000721,0.139527846634
ACH-000724,-0.413464468866
ACH-000725,-0.0934319130727
ACH-000732,-0.0864174009657
ACH-000734,8.14488036742e-05
ACH-000735,-0.15248272450099998
ACH-000736,-0.16131336151200001
ACH-000738,0.044348727106400004
ACH-000746,0.00821334039581
ACH-000747,-0.10731956485300001
ACH-000748,-0.0842097046698
ACH-000753,-0.15176506674
ACH-000756,-0.08232893479180001
ACH-000757,-0.358401950603
ACH-000758,-0.0243922771069
ACH-000760,-0.12320153298
ACH-000763,-0.094532191253
ACH-000764,-0.00893755855366
ACH-000765,-0.20900588471999998
ACH-000766,-0.162361998423
ACH-000767,-0.045743761815800005
ACH-000768,-0.0686942797536
ACH-000769,-0.007846852314460001
ACH-000770,-0.0118972869795
ACH-000771,-0.0498569309786
ACH-000773,-0.006914608966899999
ACH-000776,-0.24910774083299997
ACH-000777,0.00854045386782
ACH-000778,0.0659330935275
ACH-000781,-0.234652739747
ACH-000782,-0.0236484906806
ACH-000783,-0.23583879758600002
ACH-000784,-0.00368124461825
ACH-000785,-0.178903202821
ACH-000787,-0.444405102348
ACH-000788,0.09485364374430001
ACH-000791,-0.11537262375099999
ACH-000792,-0.105900189476
ACH-000794,-0.0875046379489
ACH-000796,-0.38614742683700004
ACH-000799,-0.033779866680099996
ACH-000800,-0.544623558379
ACH-000802,-0.14425141750700002
ACH-000804,0.108282331328
ACH-000805,-0.33975452585199994
ACH-000809,-0.146633795063
ACH-000810,0.0208359462984
ACH-000811,-0.279428205202
ACH-000817,-0.0750979092971
ACH-000819,-0.22731512146699998
ACH-000820,0.030415438977
ACH-000821,-0.129243230703
ACH-000822,-0.301192826263
ACH-000823,-0.360660433389
ACH-000824,-0.136477585776
ACH-000827,-0.0706759219921
ACH-000829,-0.11435148007200001
ACH-000831,-0.235082311947
ACH-000832,-0.273508693104
ACH-000833,-0.299163419722
ACH-000834,-0.190108915197
ACH-000835,-0.062450966855499994
ACH-000836,0.038205575045599995
ACH-000837,-0.12770855395
ACH-000838,0.11141638242999999
ACH-000839,-0.166058130361
ACH-000840,-0.0514316104511
ACH-000841,-0.0945326838697
ACH-000843,-0.263772954515
ACH-000846,0.028965916691799997
ACH-000847,-0.238666389547
ACH-000848,-0.341263244086
ACH-000849,-0.011952051332700001
ACH-000851,-0.1579323104
ACH-000855,-0.053060819186399995
ACH-000856,-0.137789460152
ACH-000858,-0.243069241622
ACH-000859,-0.389325795944
ACH-000861,-0.155314880002
ACH-000862,-0.0718869911609
ACH-000865,-0.22051814898299998
ACH-000866,-0.267282836078
ACH-000867,-0.106185646949
ACH-000869,-0.199096058112
ACH-000872,0.025862844134499997
ACH-000873,0.0880646957879
ACH-000876,-0.0727660746507
ACH-000878,-0.559206041509
ACH-000880,-0.052900471391
ACH-000881,-0.019937547587700003
ACH-000882,-0.0633011422783
ACH-000884,-0.154356474481
ACH-000885,-0.110641680404
ACH-000887,-0.25272422468600003
ACH-000888,-0.109065837392
ACH-000889,0.027264655650299997
ACH-000890,0.288080842157
ACH-000896,-0.247933157064
ACH-000898,-0.146959661679
ACH-000900,-0.23556727493500002
ACH-000901,-0.145881035275
ACH-000905,-0.126938033976
ACH-000906,-0.263038729708
ACH-000907,-0.051703458524000004
ACH-000910,-0.0675528017952
ACH-000911,-0.221723429237
ACH-000912,-0.283487321
ACH-000913,-0.145013807152
ACH-000915,-0.112082815482
ACH-000916,0.38421216552299997
ACH-000917,-0.044803117047600004
ACH-000921,-0.123024331975
ACH-000924,-0.0860921139753
ACH-000926,-0.112202845568
ACH-000928,-0.189618176651
ACH-000929,-0.285035527779
ACH-000932,-0.0421099099189
ACH-000935,-0.210438078394
ACH-000936,-0.231663416629
ACH-000937,-0.0996551983547
ACH-000938,-0.22059013827500001
ACH-000939,-0.038653032218999996
ACH-000941,-0.120077102011
ACH-000943,-0.140672193178
ACH-000946,-0.22140244368
ACH-000947,-0.0793319764535
ACH-000948,-0.21169726081700002
ACH-000950,-0.212419022839
ACH-000953,-0.048753620218000004
ACH-000957,-0.12207504022299999
ACH-000958,-0.158675940155
ACH-000960,-0.0462949061928
ACH-000963,-0.0405771389939
ACH-000968,-0.20161627063499998
ACH-000969,-0.057723805254499994
ACH-000973,-0.0535810447652
ACH-000974,-0.25695164815099997
ACH-000975,0.0100035179144
ACH-000976,-0.214090241371
ACH-000978,-0.09505383625439999
ACH-000980,-0.153836575447
ACH-000984,-0.316946737067
ACH-000986,-0.17567817248700002
ACH-000988,0.0449437920091
ACH-000993,-0.0271493370237
ACH-000994,-0.163644924381
ACH-000996,-0.128729796076
ACH-001001,-0.106435808102
ACH-001020,-0.533618346554
ACH-001028,-0.0326851845925
ACH-001031,-0.246961300877
ACH-001038,0.14646312526
ACH-001048,-0.318063014908
ACH-001050,-0.0843010218128
ACH-001053,-0.415621177742
ACH-001054,-0.295231892531
ACH-001061,-0.126438171859
ACH-001067,-0.376176349156
ACH-001075,-0.320266181252
ACH-001096,-0.206664544357
ACH-001128,0.08112298253269999
ACH-001134,-0.04276308866780001
ACH-001151,-0.0606223900675
ACH-001163,-0.22268067041099998
ACH-001164,-0.0070309523274499994
ACH-001173,-0.219696082787
ACH-001183,0.0356817144118
ACH-001184,-0.21624342157600002
ACH-001190,0.120370840928
ACH-001192,0.128719679565
ACH-001193,-0.397911161745
ACH-001196,-0.125415564282
ACH-001197,-0.13692514547499998
ACH-001205,0.0779911264627
ACH-001211,-0.0813828309824
ACH-001212,-0.291383899093
ACH-001228,-0.460838295202
ACH-001232,-0.19891153323600003
ACH-001239,-0.17242766874899998
ACH-001274,-0.45726871528000007
ACH-001275,-0.290353678086
ACH-001277,-0.20300098719999998
ACH-001278,-0.12738182240700002
ACH-001280,0.012734672191399999
ACH-001283,-0.18903121809700002
ACH-001289,-0.123484973924
ACH-001295,-0.017422708551599997
ACH-001300,-0.080147566286
ACH-001301,-0.35095139404
ACH-001302,0.0332078439832
ACH-001303,0.367837485664
ACH-001306,-0.133279190824
ACH-001318,-0.415572809248
ACH-001322,-0.320709160191
ACH-001328,-0.0733107032512
ACH-001332,-0.128892625044
ACH-001333,-0.0325380597821
ACH-001336,-0.162472878848
ACH-001340,-0.12717774891699998
ACH-001346,-0.128458949962
ACH-001353,-0.11885317511
ACH-001354,-0.438109018669
ACH-001367,-0.014560451040299998
ACH-001368,-0.040365353278999996
ACH-001374,-0.568733975062
ACH-001375,-0.0746056717527
ACH-001377,-0.214293812007
ACH-001380,0.037634190071300005
ACH-001391,0.0359667917507
ACH-001407,-0.41674217745700004
ACH-001408,-0.306103083667
ACH-001413,-0.09701378767510001
ACH-001430,-0.209540820093
ACH-001431,-0.26836941600499997
ACH-001450,-0.0157654762188
ACH-001496,0.10556251939200001
ACH-001500,0.0236191840151
ACH-001521,-0.0548328829952
ACH-001523,-0.227418787033
ACH-001532,-0.0768054564225
ACH-001536,-0.21599837756499998
ACH-001550,-0.21205086981600002
ACH-001552,-0.0153012365097
ACH-001554,-0.384707087012
ACH-001645,-0.218198517604
ACH-001654,-0.11399593130999999
ACH-001715,-0.22371079207
ACH-001735,-0.196875730588
ACH-001736,-0.133382094877
ACH-001737,0.386563736012
ACH-001740,-0.369945213653
ACH-001745,-0.216467033876
ACH-001750,-0.08363496530610001
ACH-001765,-0.100101806031
ACH-001956,-0.107081252062
ACH-001957,-0.0140873938221
