,NDUFAF2 (91942)
ACH-000004,-0.178301284138
ACH-000007,-0.203656917669
ACH-000009,-0.224490345191
ACH-000011,-0.145337042218
ACH-000012,-0.343533755347
ACH-000013,-0.284611583173
ACH-000014,-0.273441949025
ACH-000015,-0.46548689281800004
ACH-000017,-0.0502160816801
ACH-000018,-0.233359265177
ACH-000019,-0.191410141561
ACH-000021,-0.0668389971275
ACH-000022,0.0941557534258
ACH-000025,0.06046223559640001
ACH-000028,-0.652853126452
ACH-000030,-0.212573194588
ACH-000035,-0.0589613892753
ACH-000036,-0.269819128318
ACH-000037,-0.574719880043
ACH-000039,-0.26418695624099997
ACH-000040,-0.253560509853
ACH-000041,-0.510203906017
ACH-000042,-0.249758884851
ACH-000045,-0.24929349713100002
ACH-000047,-0.135896841761
ACH-000052,-0.207808990962
ACH-000053,-0.26968695695
ACH-000054,-0.188457556559
ACH-000055,-0.0310664134289
ACH-000060,-0.23848185009700001
ACH-000067,-0.145730601666
ACH-000070,-0.132315907781
ACH-000075,0.303116962157
ACH-000078,-0.279754045171
ACH-000082,-0.174514624818
ACH-000085,-0.20716925248799997
ACH-000086,-0.412249519944
ACH-000087,-0.495941113425
ACH-000092,-0.213704968164
ACH-000095,-0.184473040855
ACH-000097,-0.141890940473
ACH-000098,-0.348142944041
ACH-000099,-0.129252862337
ACH-000108,-0.23432080550099998
ACH-000113,-0.10450392435900001
ACH-000115,-0.14338155111
ACH-000116,-0.169243925105
ACH-000118,-0.16861163535999998
ACH-000120,-0.228783685602
ACH-000123,-0.290010988184
ACH-000127,-0.040171679207599995
ACH-000128,-0.139267227503
ACH-000132,0.05685855595380001
ACH-000133,-0.200520603618
ACH-000137,-0.134026145216
ACH-000138,-0.029388708489099996
ACH-000142,-0.194280103332
ACH-000143,-0.14750231542099998
ACH-000146,-0.115269710073
ACH-000148,-0.23101642802900002
ACH-000150,-0.0144501075912
ACH-000152,-0.336929642491
ACH-000153,-0.251001462718
ACH-000159,-0.24188414980099998
ACH-000160,-0.188575767821
ACH-000163,-0.129518616272
ACH-000167,-0.209875718562
ACH-000168,-0.205714738684
ACH-000169,-0.183533269582
ACH-000178,-0.031683986134700005
ACH-000182,-0.0214929424897
ACH-000183,-0.215752118089
ACH-000188,-0.304037351501
ACH-000189,-0.055025061862000006
ACH-000190,-0.162329374784
ACH-000198,-0.184719294362
ACH-000204,-0.134103889846
ACH-000206,-0.11630729286800001
ACH-000207,-0.258155332278
ACH-000211,-0.134651283563
ACH-000215,-0.15325766227
ACH-000221,-0.0738658924412
ACH-000222,-0.21760868224
ACH-000223,-0.235237089059
ACH-000226,-0.20280507026500003
ACH-000227,-0.40451485344300003
ACH-000228,-0.15916221595799998
ACH-000231,-0.187172543352
ACH-000232,-0.262700532748
ACH-000233,-0.09487606864050001
