,NDUFS6 (4726)
ACH-000004,0.127916610047
ACH-000007,0.22570099400199997
ACH-000009,0.052485422810500004
ACH-000011,-0.14591294655
ACH-000012,-0.253456257668
ACH-000013,-0.06798780336080001
ACH-000014,-0.10395318129799999
ACH-000015,0.07560494021099999
ACH-000017,-0.10234090860200001
ACH-000018,-0.0398900443905
ACH-000019,0.159589233016
ACH-000021,0.0699831594098
ACH-000022,-0.0299909382576
ACH-000025,-0.168403316294
ACH-000028,-0.11334097702099999
ACH-000030,-0.0677749210377
ACH-000035,-0.0797134908446
ACH-000036,0.000360204044151
ACH-000037,-0.386993251849
ACH-000039,-0.055998349815
ACH-000040,-0.18096898460299998
ACH-000041,-0.0962815430125
ACH-000042,-0.135113512567
ACH-000045,-0.09706679657360001
ACH-000047,-0.139205952305
ACH-000052,-0.41825685402900004
ACH-000053,-0.056071095664900004
ACH-000054,0.0379604697696
ACH-000055,-0.14368191747
ACH-000060,-0.0666818191656
ACH-000067,0.0113211717359
ACH-000070,-0.20256756601
ACH-000075,-0.155200382453
ACH-000078,0.0903723719492
ACH-000082,-0.227486660841
ACH-000085,0.0192919480314
ACH-000086,0.0543736970969
ACH-000087,-0.193876075387
ACH-000092,-0.25637580889199996
ACH-000095,-0.031949029358700004
ACH-000097,0.0184384290948
ACH-000098,-0.032605264093400005
ACH-000099,0.000636865364702
ACH-000108,-0.142196278704
ACH-000113,-0.010848008385999999
ACH-000115,0.10511604519300001
ACH-000116,-0.0657224613893
ACH-000118,-0.019432489584
ACH-000120,-0.0793942532872
ACH-000123,0.0510230602287
ACH-000127,-0.163687392127
ACH-000128,-0.042282910731199996
ACH-000132,-0.14182778296499998
ACH-000133,0.047188853422800006
ACH-000137,-0.138287740223
ACH-000138,-0.0973344294329
ACH-000142,-0.0745847127865
ACH-000143,-0.327186843936
ACH-000146,-0.11412493709100001
ACH-000148,-0.16914585481199998
ACH-000150,-0.12463265821399999
ACH-000152,-0.188982085519
ACH-000153,-0.163796021742
ACH-000159,-0.1479741223
ACH-000160,-0.10574222859999999
ACH-000163,-0.168685481838
ACH-000167,-0.148887256572
ACH-000168,0.0480722221028
ACH-000169,-0.0691218832778
ACH-000178,0.00789149810235
ACH-000182,-0.0669880251204
ACH-000183,-0.0952259544358
ACH-000188,-0.11120220215700001
ACH-000189,-0.34843205358499996
ACH-000190,0.012530941495399999
ACH-000198,-0.258726549483
ACH-000204,-0.46158427994400003
ACH-000206,-0.34088108881499996
ACH-000207,-0.388180555709
ACH-000211,-0.0641723331613
ACH-000215,-0.041110029255
ACH-000221,-0.09655967353669999
ACH-000222,-0.19695833133
ACH-000223,-0.126662643318
ACH-000226,-0.116314689827
ACH-000227,0.0470006590751
ACH-000228,-0.19877269621899998
ACH-000231,0.087359471867
ACH-000232,-0.19962974208
ACH-000233,0.128015390241
ACH-000234,-0.18281039724800002
ACH-000235,-0.114319321846
ACH-000237,0.09666558449410001
ACH-000238,-0.170523049861
ACH-000243,0.029644864947900005
ACH-000244,-0.00103349777543
ACH-000246,-0.076772074092
ACH-000248,-0.0805001185374
ACH-000250,0.0401881271219
ACH-000251,-0.009610547093620001
ACH-000253,-0.16202176684900002
ACH-000255,-0.121770140919
ACH-000256,-0.14388723961400002
ACH-000257,-0.199477703637
ACH-000258,-0.048071305959099996
ACH-000259,-0.258081690247
ACH-000260,-0.118699451304
