,TAMM41 (132001)
ACH-000232,-1.30867579053
ACH-000233,-1.6372084495399999
ACH-000234,-0.983664465813
ACH-000235,-1.14704682655
ACH-000237,-1.1094801085500001
ACH-000238,-1.25500651105
ACH-000243,-1.3909110019
ACH-000244,-1.4312650762099999
ACH-000246,-1.04365035509
ACH-000248,-1.62662845146
ACH-000250,-1.28680585088
ACH-000251,-1.36111711794
ACH-000253,-1.1631387033
ACH-000255,-1.3257279368600001
ACH-000256,-1.12983210704
ACH-000257,-1.73807095998
ACH-000258,-0.7983738869529999
ACH-000259,-1.03470229729
ACH-000260,-1.22608280563
ACH-000261,-0.80313637064
ACH-000262,-1.7132143159600002
ACH-000263,-0.901567729365
ACH-000264,-0.581726348092
ACH-000265,-1.39802304225
ACH-000266,-0.7976319741940001
ACH-000272,-1.6809934480000002
ACH-000273,-1.4063824073
ACH-000274,-1.03647256456
ACH-000277,-1.0770764314799999
ACH-000278,-1.3039044427200002
ACH-000279,-1.46726987785
ACH-000280,-1.0474791718
ACH-000281,-1.41173437507
ACH-000288,-1.21800533002
ACH-000291,-1.3117135719
ACH-000293,-1.2141818615200002
ACH-000294,-1.6091969276499998
ACH-000295,-1.33745958285
ACH-000296,-1.6402111068599998
ACH-000302,-0.915129328727
ACH-000304,-1.14031196675
ACH-000307,-1.50578042303
ACH-000308,-1.01160609909
ACH-000310,-0.581393279974
ACH-000311,-0.955951015874
ACH-000312,-1.0065714023399999
ACH-000315,-1.6443182409200001
ACH-000316,-1.8724880063099998
ACH-000317,-1.8767944815900002
ACH-000318,-1.88259409262
ACH-000319,-1.08213878235
ACH-000320,-1.3988049835699998
ACH-000322,-1.46232055018
ACH-000323,-1.22449147705
ACH-000324,-1.2537318139700002
ACH-000329,-1.24538360433
ACH-000330,-1.1167178474700001
ACH-000331,-1.10871443816
ACH-000332,-1.6213505188100001
ACH-000334,-0.9314273706899999
ACH-000335,-1.40178583123
ACH-000336,-1.7845106138799998
ACH-000337,-1.39211264315
ACH-000339,-1.1607995581000001
ACH-000341,-0.8680738310639999
ACH-000348,-0.786481729367
ACH-000350,-0.8752415895119999
ACH-000352,-1.20272580403
ACH-000356,-1.4894338699599998
ACH-000361,-1.39460674484
ACH-000362,-1.32717254778
ACH-000363,-0.524667294142
ACH-000364,-1.3920922976299999
ACH-000365,-1.28879561064
ACH-000366,-1.34632775868
ACH-000368,-1.29502515477
ACH-000374,-1.4634075125200001
ACH-000375,-1.35681291977
ACH-000376,-1.40536117233
ACH-000381,-1.4524993571899998
ACH-000383,-1.0051018561799998
ACH-000387,-1.33772957145
ACH-000389,-1.15587242205
ACH-000390,-1.001220407
ACH-000393,-1.0399513689
ACH-000395,-0.9798567689769999
ACH-000397,-0.852859549542
ACH-000401,-1.3843474800400002
ACH-000402,-1.5806041363999999
ACH-000403,-0.721303788172
ACH-000404,-1.73258302866
ACH-000406,-1.3261280901999999
ACH-000407,-1.23196677844
ACH-000408,-1.7536563992200003
ACH-000410,-1.531451608
ACH-000411,-1.4738065331099999
ACH-000414,-1.46222080382
ACH-000415,-1.73581532295
ACH-000416,-0.5626046318169999
ACH-000420,-1.19064059058
ACH-000421,-1.31439848477
ACH-000424,-1.3679763653700001
ACH-000425,-1.0130032739200001
ACH-000426,-1.0257783784999999
ACH-000427,-0.606784549127
ACH-000433,-1.05611976366
ACH-000436,-0.754777102423
ACH-000444,-1.17836596347
ACH-000445,-1.25177401315
ACH-000448,-1.11582113971
ACH-000450,-1.37228379661
ACH-000452,-1.60710693528
ACH-000454,-1.68536463808
ACH-000458,-1.53454745256
ACH-000459,-2.4136926046
ACH-000460,-1.12830420848
ACH-000461,-1.2329496304
ACH-000463,-1.49051135876
ACH-000464,-1.0587379025599999
ACH-000466,-2.1185530427400003
ACH-000467,-1.10423310514
ACH-000468,-1.32664827797
ACH-000469,-1.3881546360199999
ACH-000470,-0.782889100793
ACH-000471,-1.38622972645
ACH-000472,-0.877434847704
ACH-000473,-1.8404645776099997
ACH-000475,-1.28152071477
ACH-000476,-1.26828682638
ACH-000477,-1.57137803549
ACH-000480,-1.75769760042
ACH-000481,-1.0659702939
ACH-000483,-1.41827445928
ACH-000484,-1.10109802268
ACH-000485,-0.9082113386
ACH-000486,-1.21082541593
ACH-000487,-1.26574841678
ACH-000488,-0.943461711525
ACH-000490,-1.44329738602
ACH-000491,-1.34407786433
ACH-000495,-0.6820013162559999
ACH-000496,-1.31815772369
ACH-000499,-1.56025933782
ACH-000500,-0.452066134598
ACH-000502,-1.39087445074
ACH-000503,-1.63546575878
ACH-000505,-0.9298265194859999
ACH-000507,-1.10282397867
ACH-000510,-1.2798316589399998
ACH-000511,-1.27343436978
ACH-000512,-1.0216619846500001
ACH-000516,-1.04358064672
ACH-000517,-0.721905417727
ACH-000518,-1.8275653588299998
ACH-000520,-1.06935773711
ACH-000521,-1.4179936212200002
ACH-000522,-1.3393051685700001
ACH-000524,-1.3491923055200001
ACH-000527,-1.17280251581
ACH-000528,-0.8757549164120001
ACH-000537,-1.43920284501
ACH-000541,-1.0277709374
ACH-000542,-1.2328478763
ACH-000544,-1.4399910332499999
ACH-000545,-1.27491395218
ACH-000547,-1.8360353742
ACH-000548,-1.0475114384
ACH-000549,-1.27004840064
ACH-000550,-1.2437743738200002
ACH-000552,-1.38396177652
ACH-000556,-1.25051576229
ACH-000557,-0.809260925377
ACH-000570,-1.44702856447
ACH-000571,-1.12661602197
ACH-000573,-1.14716432895
ACH-000576,-0.976738949729
ACH-000580,-0.9949648745559999
ACH-000584,-1.2324362658499999
ACH-000585,-1.13436001091
ACH-000588,-1.6324779218799998
ACH-000589,-1.22452618871
ACH-000591,-1.6699368245700001
ACH-000593,-1.71988772875
ACH-000600,-1.31048042986
ACH-000601,-1.10933342203
ACH-000604,-0.6326390114239999
ACH-000605,-1.31704720499
ACH-000606,-1.27155189451
ACH-000608,-1.11623754121
ACH-000614,-1.4061332588100002
ACH-000616,-1.5561607580399999
ACH-000618,-1.48448390143
ACH-000619,-1.31884939128
ACH-000620,-1.31410395004
ACH-000621,-1.0553458684600001
ACH-000622,-0.814911416779
ACH-000623,-1.14670787629
ACH-000624,-1.25078991362
ACH-000627,-1.4540942664200003
ACH-000630,-1.3944172461200002
ACH-000632,-1.5293731122999998
ACH-000633,-1.34743732496
ACH-000637,-1.5529279944799999
ACH-000638,-1.30731963026
ACH-000646,-0.694016887111
ACH-000647,-1.27619558564
ACH-000648,-1.7231701534900001
ACH-000649,-1.47597306039
ACH-000651,-1.4679882940900002
ACH-000652,-2.11256330782
ACH-000653,-1.03939001358
ACH-000657,-1.11163000052
ACH-000658,-0.787555257401
ACH-000661,-1.4138387220200002
ACH-000662,-0.766028966152
ACH-000663,-1.17514240465
ACH-000665,-1.0206701694
ACH-000671,-1.45643804898
ACH-000673,-0.627488204756
ACH-000676,-1.2888493108
ACH-000677,-0.89506462456
ACH-000681,-1.50170108984
ACH-000682,-1.49249684335
ACH-000683,-0.8739541519
ACH-000684,-1.41356322799
ACH-000688,-1.27874765096
ACH-000693,-1.42362424768
ACH-000694,-1.4998724161
ACH-000695,-1.59207554331
ACH-000696,-1.16811156639
ACH-000697,-0.9661401074200001
ACH-000699,-0.9425468544110001
ACH-000701,-0.9827735761
ACH-000706,-1.84084871553
ACH-000711,-0.9094791482700001
ACH-000713,-1.2811863349
ACH-000714,-1.23205106892
ACH-000718,-1.1661197491
ACH-000720,-1.53820960951
ACH-000721,-1.4439360540000001
ACH-000724,-0.638374014274
ACH-000725,-0.901077251373
ACH-000732,-1.3324745749299998
ACH-000734,-1.19046623641
ACH-000735,-1.22807881937
ACH-000736,-1.20504236178
ACH-000738,-1.2413998720000001
ACH-000746,-1.15375247582
ACH-000747,-1.21923877497
ACH-000748,-1.1957518000799998
ACH-000753,-1.55496592354
ACH-000756,-1.2696117653399999
ACH-000757,-0.783163828259
ACH-000758,-1.2131436980799999
ACH-000760,-1.3340472353200001
ACH-000763,-0.851211837666
ACH-000764,-1.40318168605
ACH-000765,-1.8839384520900002
ACH-000766,-1.58101974639
ACH-000767,-0.758049007026
ACH-000768,-1.3591321747
ACH-000769,-1.32091191588
ACH-000770,-1.4438461363400001
ACH-000771,-1.5195570537099998
ACH-000773,-1.36559582294
ACH-000776,-1.3238229199
ACH-000777,-1.9387977013900002
ACH-000778,-2.22305590106
ACH-000781,-1.7676993971000001
ACH-000782,-1.2945854457700001
ACH-000783,-0.769200086849
ACH-000784,-1.40915953342
ACH-000785,-1.36655219901
ACH-000787,-1.30353087329
ACH-000788,-1.5615657589899998
ACH-000791,-1.38683722016
ACH-000792,-1.4747999730899999
ACH-000794,-1.5329886447499999
ACH-000796,-0.8950522077399999
ACH-000799,-0.575964155533
ACH-000800,-1.06844542382
ACH-000802,-1.3455643919
ACH-000804,-1.67013463265
ACH-000805,-1.4032117312299999
ACH-000809,-1.384561674
ACH-000810,-1.2832101501
ACH-000811,-0.7671332518970001
ACH-000817,-1.6275926325
ACH-000819,-1.5682619239700002
ACH-000820,-1.10779871551
ACH-000821,-1.10055669999
ACH-000822,-0.7847583818289999
ACH-000823,-1.4696132186500002
ACH-000824,-0.980158737297
ACH-000827,-1.02490742019
ACH-000829,-1.23137013877
ACH-000831,-1.42655246979
ACH-000832,-1.60328349926
ACH-000833,-1.77933678435
ACH-000834,-1.37335168398
ACH-000835,-1.44243746903
ACH-000836,-1.58610240977
ACH-000837,-1.4019672271899999
ACH-000838,-1.12005642353
ACH-000839,-1.04795506586
ACH-000840,-1.00699802186
ACH-000841,-1.23789443714
ACH-000843,-1.78881539822
ACH-000846,-1.2770280042
ACH-000847,-1.5831599357700001
ACH-000848,-1.50193626428
ACH-000849,-1.6340352216799998
ACH-000851,-0.9625237641159999
ACH-000855,-1.85631459271
ACH-000856,-1.2204931984899998
ACH-000858,-1.38824136676
ACH-000859,-1.4333784211899998
ACH-000861,-1.25625167889
ACH-000862,-1.4746598250299998
ACH-000865,-1.52567319449
ACH-000866,-1.2616387315000002
ACH-000867,-1.3415631516600002
ACH-000869,-1.39044367609
ACH-000872,-1.52741718611
ACH-000873,-1.43375587494
ACH-000876,-1.7174985836899999
ACH-000878,-1.31511420451
ACH-000880,-1.4194470819299998
ACH-000881,-1.4622386221
ACH-000882,-1.4022667939500002
ACH-000884,-1.39616578523
ACH-000885,-1.15362657814
ACH-000887,-1.14104502412
ACH-000888,-1.22390377248
ACH-000889,-1.4433975862700001
ACH-000890,-1.38384866046
ACH-000896,-1.23968394814
ACH-000898,-0.528360585156
ACH-000900,-1.0758007717799998
ACH-000901,-1.06866389186
ACH-000905,-1.0134765869700002
ACH-000906,-1.16337215677
ACH-000907,-1.31772248412
ACH-000910,-1.8437449286099996
ACH-000911,-1.14012141983
ACH-000912,-1.52564239447
ACH-000913,-1.34631101662
ACH-000915,-1.46510204493
ACH-000916,-1.66778696476
ACH-000917,-1.55113640933
ACH-000921,-1.12362205323
ACH-000924,-1.47720891988
ACH-000926,-0.950707278803
ACH-000928,-1.0930784922399999
ACH-000929,-1.4429296464399999
ACH-000932,-1.0881328129899999
ACH-000935,-1.44406488271
ACH-000936,-1.45521207463
ACH-000937,-1.54175839442
ACH-000938,-1.00544169555
ACH-000939,-1.5309174361500002
ACH-000941,-1.13071471765
ACH-000943,-1.30603075446
ACH-000946,-1.00617360043
ACH-000947,-1.4476500772299998
ACH-000948,-1.41490764881
ACH-000950,-1.7007349235299998
ACH-000953,-1.0848370788200001
ACH-000957,-1.26431031279
ACH-000958,-1.00564980867
ACH-000960,-1.2558285740100001
ACH-000963,-0.800568343733
ACH-000968,-1.32759020731
ACH-000969,-0.723962888081
ACH-000973,-1.06680166496
ACH-000974,-1.0500334607100001
ACH-000975,-1.1650496755600002
ACH-000976,-1.21053882597
ACH-000978,-1.5621529545800001
ACH-000980,-1.3539374360799998
ACH-000984,-0.8800160590989999
ACH-000986,-1.04461386927
ACH-000988,-1.68740032215
ACH-000993,-0.798630987151
ACH-000994,-1.55939892346
ACH-000996,-0.724547823621
ACH-001001,-1.1944771030799999
ACH-001020,-1.25852081499
ACH-001028,-1.24254227565
ACH-001031,-0.966949266358
ACH-001038,-0.7846912850200001
ACH-001048,-1.29632525621
ACH-001050,-1.00961360313
ACH-001053,-1.65649227037
ACH-001054,-1.34275570243
ACH-001061,-1.25516918948
ACH-001067,-1.05919090818
ACH-001075,-1.2542664618000001
ACH-001096,-1.34071377459
ACH-001128,-0.611085231766
ACH-001134,-0.6949442709199999
ACH-001151,-1.4708555941400001
ACH-001163,-1.25391628497
ACH-001164,-1.4338933813699999
ACH-001173,-1.17389263105
ACH-001183,-1.5244528027500002
ACH-001184,-1.23159941168
ACH-001190,-0.562532158283
ACH-001192,-1.58513512076
ACH-001193,-1.85409903801
ACH-001196,-1.580200171
ACH-001197,-1.20262063866
ACH-001205,-1.1760666690100001
ACH-001211,-0.962433086267
ACH-001212,-1.1848870628200001
ACH-001228,-1.15442566207
ACH-001232,-1.1096600199700002
ACH-001239,-1.64275079645
ACH-001274,-1.4571813114200003
ACH-001275,-1.38040750261
ACH-001277,-0.920194160003
ACH-001278,-1.27950895316
ACH-001280,-0.7213736857619999
ACH-001283,-1.28294041655
ACH-001289,-1.1378731873999999
ACH-001295,-1.2648574755500002
ACH-001300,-1.3637438237900001
ACH-001301,-0.835771710581
ACH-001302,-0.83989599648
ACH-001303,-1.05164997948
ACH-001306,-1.12731114695
ACH-001318,-1.9332676654799998
ACH-001322,-1.22133571505
ACH-001328,-1.41747333505
ACH-001332,-1.5783664416299998
ACH-001333,-1.37689066161
ACH-001336,-1.42927655284
ACH-001340,-0.5236495516390001
ACH-001346,-1.11259943491
ACH-001353,-0.9051398663
ACH-001354,-1.6911388395299998
ACH-001367,-1.4395083729799998
ACH-001368,-1.25082521622
ACH-001374,-0.950322900025
ACH-001375,-0.618907861224
ACH-001377,-1.28485195788
ACH-001380,-1.21961458707
ACH-001391,-0.535581587974
ACH-001407,-1.1677444105399999
ACH-001408,-1.6703953785799999
ACH-001413,-0.995616364726
ACH-001430,-1.0211621902399999
ACH-001431,-1.4857801946200002
ACH-001450,-1.5534120820200001
ACH-001496,-1.42402831111
ACH-001500,-1.24381809127
ACH-001521,-1.4045215950799999
ACH-001523,-1.65090038838
ACH-001532,-1.15077908894
ACH-001536,-1.49895090993
ACH-001550,-1.27113590574
ACH-001552,-1.00069325848
ACH-001554,-1.36912064473
ACH-001645,-0.705169096311
ACH-001654,-1.58837847368
ACH-001715,-1.55524573072
ACH-001735,-1.37591486865
ACH-001736,-0.9795082490539999
ACH-001737,-1.8859795772499999
ACH-001740,-1.16610164056
ACH-001745,-1.11774865347
ACH-001750,-1.28446019418
ACH-001765,-0.997489943363
ACH-001956,-1.18888414526
ACH-001957,-1.2457288829000002
