,FOCAD (54914)
ACH-000004,-0.292221146376
ACH-000007,0.19543157729400001
ACH-000009,-0.0804841447309
ACH-000011,0.0375308475425
ACH-000012,0.017950790030900002
ACH-000013,-0.0063090070591300005
ACH-000014,-0.0679691575897
ACH-000015,-0.014922309062700001
ACH-000017,-0.17419587924000002
ACH-000018,-0.013861125361099999
ACH-000019,-0.348311739279
ACH-000021,0.124689036564
ACH-000022,0.10934540438
ACH-000025,0.00303874168785
ACH-000028,-0.011525697198999998
ACH-000030,0.055003547114900006
ACH-000035,-0.600008219517
ACH-000036,0.037368516433900004
ACH-000037,0.042244174369099996
ACH-000039,0.0670195989197
ACH-000040,0.10549962042099999
ACH-000041,0.0717830354897
ACH-000042,0.123856756845
ACH-000045,0.017890500233599997
ACH-000047,0.0578888146036
ACH-000052,-0.018312832627099998
ACH-000053,0.0586217147047
ACH-000054,0.125935007931
ACH-000055,0.23212804053599997
ACH-000060,0.122576106345
ACH-000067,0.0812388321462
ACH-000070,-0.11175973175699999
ACH-000075,0.179236546189
ACH-000078,0.0367562150284
ACH-000082,0.0126737204998
ACH-000085,0.10702539771
ACH-000086,0.06425403583049999
ACH-000087,0.09763639916410001
ACH-000092,-0.020500680094000003
ACH-000095,0.122626908416
ACH-000097,0.0460546517516
ACH-000098,0.19337703838300002
ACH-000099,0.188363777322
ACH-000108,0.09326758468460002
ACH-000113,-0.059718264461900004
ACH-000115,0.19990073686999998
ACH-000116,-0.040719381651199996
ACH-000118,0.167434622089
ACH-000120,0.245237973993
ACH-000123,0.044712898097699995
ACH-000127,0.0530076869428
ACH-000128,0.0693281597705
ACH-000132,-0.124986839458
ACH-000133,0.0103396624617
ACH-000137,-0.053979607894099994
ACH-000138,0.109206654843
ACH-000142,0.0965737863146
ACH-000143,-0.0854221170905
ACH-000146,0.0431104790711
ACH-000148,-0.0568077918042
ACH-000150,-0.0277880435029
ACH-000152,0.11061719545399999
ACH-000153,0.10234515694
ACH-000159,-0.06672520805290001
ACH-000160,0.0902891984783
ACH-000163,-0.0204632281092
ACH-000167,0.36641819200099995
ACH-000168,0.143715274137
ACH-000169,0.115552356708
ACH-000178,0.0759179877274
ACH-000182,-0.0244551753113
