,KLRK1 (22914)
ACH-000004,0.19442023494199998
ACH-000007,0.00552715755906
ACH-000009,0.0474150539817
ACH-000011,0.0911675428225
ACH-000012,0.16902393510000002
ACH-000013,0.142675260116
ACH-000014,0.17845968687
ACH-000015,0.055747359525499994
ACH-000017,0.24971795092399998
ACH-000018,-0.022329325923200003
ACH-000019,0.225504641581
ACH-000021,0.050698444349999996
ACH-000022,0.0018104890246800002
ACH-000025,0.0364161717851
ACH-000028,0.24792907406599998
ACH-000030,0.12887394713
ACH-000035,0.181691477854
ACH-000036,0.224601116792
ACH-000037,0.08363544597289999
ACH-000039,-0.000589531089967
ACH-000040,0.386967337815
ACH-000041,0.10590177791099999
ACH-000042,-0.0273577025654
ACH-000045,0.122531386665
ACH-000047,0.16954617369000002
ACH-000052,0.0449322186704
ACH-000053,0.05700901140930001
ACH-000054,0.122751926022
ACH-000055,0.0387460373429
ACH-000060,0.121976949258
ACH-000067,0.197336384967
ACH-000070,0.266561313442
ACH-000075,-0.0653526231951
ACH-000078,-0.010231170326
ACH-000082,0.105411517697
ACH-000085,0.254607350319
ACH-000086,0.20230233900800002
ACH-000087,0.555717542091
ACH-000092,0.24738602291700001
ACH-000095,0.0843065270718
ACH-000097,0.0929244133432
ACH-000098,0.17554876354899998
ACH-000099,0.08437886824640001
ACH-000108,0.0530314538929
ACH-000113,0.0384495772847
ACH-000115,0.181548321219
ACH-000116,-0.010662423678600002
ACH-000118,0.0409195457816
ACH-000120,0.0303753422493
ACH-000123,-0.0695747694319
ACH-000127,0.110554843289
ACH-000128,-0.059591487751799996
ACH-000132,0.09973008520929999
ACH-000133,0.18795231070500001
ACH-000137,0.19541767313900002
ACH-000138,-0.11919750726299999
ACH-000142,0.130387956848
ACH-000143,0.155082734474
ACH-000146,0.0877860707424
ACH-000148,0.181308924844
ACH-000150,0.076393185241
ACH-000152,0.19752528492199997
ACH-000153,-0.0013368041095699998
ACH-000159,0.040017317035
ACH-000160,0.203567827176
ACH-000163,0.09167703935110001
ACH-000167,0.198068051287
ACH-000168,0.125654021042
ACH-000169,-0.0455294722657
ACH-000178,0.21152422625700001
ACH-000182,0.191374949255
ACH-000183,0.379632778386
ACH-000188,0.0891866534993
ACH-000189,0.329452039774
ACH-000190,0.0582440878689
ACH-000198,0.133474404339
ACH-000204,0.15717204825099998
ACH-000206,0.100301476315
ACH-000207,-0.113619111045
ACH-000211,0.025457843325900002
ACH-000215,0.19405099491799999
ACH-000221,0.229800458026
ACH-000222,0.274143403115
ACH-000223,0.16943076622499997
ACH-000226,0.151884848792
ACH-000227,0.254737036877
ACH-000228,-0.00760803910931
ACH-000231,0.125539283476
ACH-000232,0.10046487244899999
ACH-000233,0.09567707467679999
ACH-000234,0.209502343747
ACH-000235,0.0854809730232
ACH-000237,-0.012529720737
ACH-000238,0.213521150039
ACH-000243,-0.0308261440821
ACH-000244,0.39927491142
ACH-000246,0.139305223644
ACH-000248,0.16921116119600002
ACH-000250,0.188460954679
ACH-000251,0.06891038515049999
ACH-000253,0.167162458392
ACH-000255,0.00618098099026
ACH-000256,0.166984577499
ACH-000257,0.24541365411999996
ACH-000258,-0.0066277118284799996
ACH-000259,-0.0102322674218
ACH-000260,0.175120636674
ACH-000261,0.0408649952365
ACH-000262,0.0238038101222
ACH-000263,0.147469105225
ACH-000264,-0.013027998006899999
ACH-000265,0.13723523425999998
ACH-000266,-0.030734868733099996
ACH-000272,0.0443892682413
ACH-000273,0.19969700726599998
ACH-000274,0.0901288114986
ACH-000277,0.267193783402
ACH-000278,0.146213958742
ACH-000279,0.10698264324699999
ACH-000280,0.0701471969058
ACH-000281,-0.147612842843
ACH-000288,0.121735226571
ACH-000291,0.0251172167919
ACH-000293,0.49766132408200003
ACH-000294,-0.125533677132
ACH-000295,0.170048806496
ACH-000296,-0.058140520257400005
ACH-000302,0.167686680571
ACH-000304,0.154164936169
ACH-000307,0.124651461446
ACH-000308,0.140306223932
ACH-000310,-0.11355296308
ACH-000311,-0.11786600553200001
ACH-000312,-0.0880739535755
ACH-000315,0.07620624655010001
ACH-000316,-0.0329269872633
ACH-000317,0.10563977105599999
ACH-000318,0.251497257706
ACH-000319,0.025653570292700004
ACH-000320,-0.298925203447
ACH-000322,0.38275275119400004
ACH-000323,0.24306726996300002
ACH-000324,0.0733052602752
ACH-000329,0.10785543398
ACH-000330,0.315648211197
ACH-000331,0.17638231477400002
ACH-000332,-0.060319976587300005
ACH-000334,-0.102356377231
ACH-000335,0.18622797817899997
ACH-000336,0.158225209556
ACH-000337,0.23342509262400002
ACH-000339,0.025448804958599996
ACH-000341,0.27784730556
ACH-000348,0.221473443675
ACH-000350,0.0397805409854
ACH-000352,0.0795272351051
ACH-000356,0.266977328132
ACH-000361,0.29257223622
ACH-000362,0.0534647563397
ACH-000363,0.14379893076
ACH-000364,0.280379967052
ACH-000365,0.104048319741
ACH-000366,0.20138508118
ACH-000368,0.0379304260445
ACH-000374,0.11278715414200001
ACH-000375,0.000732892733548
ACH-000376,0.0316786243154
ACH-000381,0.0966420733605
ACH-000383,0.237280325079
ACH-000387,0.08817130680719999
ACH-000389,0.2530841073
ACH-000390,0.112934880481
ACH-000393,0.129591683042
ACH-000395,0.057455616624800004
ACH-000397,0.10180567380200001
ACH-000401,0.0025422068617399997
ACH-000402,0.030210524534
ACH-000403,0.127803900833
ACH-000404,0.478257169022
ACH-000406,0.08926960151080002
ACH-000407,0.24282035712400002
ACH-000408,-0.0028865725292199994
ACH-000410,0.247210982079
ACH-000411,0.0865949175229
ACH-000414,-0.04282532987930001
ACH-000415,0.08644586056749999
ACH-000416,0.100563741076
ACH-000420,0.212051732401
ACH-000421,0.0715397296952
ACH-000424,-0.0127114833253
ACH-000425,0.0836969899848
ACH-000426,0.168430794841
ACH-000427,-0.040785230767599996
ACH-000433,0.256043321511
ACH-000436,-0.0912724875671
ACH-000444,0.0816228298256
ACH-000445,0.16127524496200002
ACH-000448,0.0834727607381
ACH-000450,0.363904598601
ACH-000452,0.014473736702
ACH-000454,0.00547675933167
ACH-000458,0.053404619908300005
ACH-000459,0.193365286666
ACH-000460,0.116923487074
ACH-000461,0.0337680989477
ACH-000463,-0.0994136845533
ACH-000464,-0.0920874263023
ACH-000466,0.0011472620541800001
ACH-000467,0.22802623360100002
ACH-000468,-0.17221904316
ACH-000469,0.0420755441982
ACH-000470,-0.0443368483103
ACH-000471,0.0750337333298
ACH-000472,0.11855032703299999
ACH-000473,-0.011211297333100001
ACH-000475,0.17146895596500003
ACH-000476,0.235971921416
ACH-000477,0.273806940975
ACH-000480,0.13251911873400002
ACH-000481,0.0259315053129
ACH-000483,0.25914019619399997
ACH-000484,0.291631060765
ACH-000485,0.0174599980857
ACH-000486,0.0929285638369
ACH-000487,0.14956689707
ACH-000488,0.180164821633
ACH-000490,0.17739138670200003
ACH-000491,0.14219163441500002
ACH-000495,0.237675305427
ACH-000496,-0.0584949966012
ACH-000499,0.10724866817800001
ACH-000500,0.886438593101
ACH-000502,-0.018170769349599998
ACH-000503,0.340727978024
ACH-000505,0.161406027831
ACH-000507,0.158763317471
ACH-000510,0.274217054824
ACH-000511,0.140432942545
ACH-000512,0.0347265203826
ACH-000516,0.24712007546599998
ACH-000517,0.11088073103599999
ACH-000518,0.0578749400816
ACH-000520,0.1328861258
ACH-000521,-0.024236195413
ACH-000522,0.0974559861642
ACH-000524,0.143618442689
ACH-000527,0.127673478597
ACH-000528,-0.0478662011558
ACH-000537,-0.036399144781199995
ACH-000541,0.302036959886
ACH-000542,0.157119778812
ACH-000544,0.235085910184
ACH-000545,0.129381268738
ACH-000547,0.0680692949876
ACH-000548,0.243005841316
ACH-000549,0.0181125944882
ACH-000550,0.0752381119272
ACH-000552,0.231945785645
ACH-000556,-0.047605395323000003
ACH-000557,0.09726560350839998
ACH-000570,0.085461557873
