,SRPRB (58477)
ACH-000004,-0.498368438476
ACH-000007,-0.726076097287
ACH-000009,-0.582261321357
ACH-000011,-0.936062627552
ACH-000012,-0.515183877554
ACH-000013,-0.5533449829770001
ACH-000014,-0.434703601252
ACH-000015,-0.554767088734
ACH-000017,-1.18538616927
ACH-000018,-0.6234219955520001
ACH-000019,-0.470932202502
ACH-000021,-0.808110991978
ACH-000022,-0.5659247134440001
ACH-000025,-0.691466869267
ACH-000028,-0.541948807309
ACH-000030,-0.51739321767
ACH-000035,-0.849380276387
ACH-000036,-0.711779828258
ACH-000037,-0.376017386262
ACH-000039,-0.598663294553
ACH-000040,-0.789884794757
ACH-000041,-0.818661668074
ACH-000042,-0.761016130423
ACH-000045,-0.747748915951
ACH-000047,-0.590087895964
ACH-000052,-0.7225459944
ACH-000053,-0.734562619368
ACH-000054,-0.480141951088
ACH-000055,-0.638396983204
ACH-000060,-0.8604184792149999
ACH-000067,-0.715810771025
ACH-000070,-0.594825828976
ACH-000075,-0.618866415616
ACH-000078,-0.580177744891
ACH-000082,-0.593391310078
ACH-000085,-0.757641756985
ACH-000086,-0.493330631333
ACH-000087,-0.6098013994520001
ACH-000092,-0.6781143086489999
ACH-000095,-0.686198429774
ACH-000097,-0.7032274894089999
ACH-000098,-0.57543341577
ACH-000099,-0.5296561780219999
ACH-000108,-1.05906968702
ACH-000113,-0.572069657322
ACH-000115,-0.8741936633149999
ACH-000116,-0.655265125554
ACH-000118,-0.789894781646
ACH-000120,-0.526915232453
ACH-000123,-0.610202600096
ACH-000127,-0.58158765815
ACH-000128,-0.700339302262
ACH-000132,-1.0903639740200002
ACH-000133,-0.68817230955
ACH-000137,-0.618631897597
ACH-000138,-0.667094966529
ACH-000142,-0.5309840808190001
ACH-000143,-0.72921515702
ACH-000146,-0.5735163670260001
ACH-000148,-0.530574501093
ACH-000150,-0.39296675036
ACH-000152,-0.797980884335
ACH-000153,-0.572458162102
ACH-000159,-0.579221796609
ACH-000160,-0.7539357921400001
ACH-000163,-0.738942064138
ACH-000167,-0.57159936781
ACH-000168,-0.6670415034080001
ACH-000169,-0.757915120967
ACH-000178,-0.685394819081
ACH-000182,-0.49156291898800003
ACH-000183,-0.593952167349
ACH-000188,-0.634028253298
ACH-000189,-0.941501703945
ACH-000190,-0.715682154041
ACH-000198,-0.569011031594
ACH-000204,-0.383509188752
ACH-000206,-1.1245575589899999
ACH-000207,-0.642121399668
ACH-000211,-0.564030307044
ACH-000215,-0.447591836303
ACH-000221,-0.6795244256399999
ACH-000222,-1.09907675708
ACH-000223,-0.6291993683129999
ACH-000226,-0.683850500935
ACH-000227,-0.32964774137200004
ACH-000228,-1.1187804884399999
ACH-000231,-0.687928675377
ACH-000232,-0.59034631737
ACH-000233,-0.7126850658849999
ACH-000234,-0.7227949609379999
ACH-000235,-0.7822383333699999
ACH-000237,-0.6478346460050001
ACH-000238,-0.373521005857
ACH-000243,-0.479306471309
ACH-000244,-0.678191820913
ACH-000246,-0.542385252943
ACH-000248,-0.8149472780820001
ACH-000250,-0.613684723027
ACH-000251,-0.715445853892
ACH-000253,-0.783805120378
ACH-000255,-0.675046325149
ACH-000256,-0.5289101624679999
ACH-000257,-0.527308893549
ACH-000258,-0.90604908971
ACH-000259,-0.639459140377
ACH-000260,-0.666722418362
ACH-000261,-0.553156830255
ACH-000262,-0.482349068451
ACH-000263,-0.27928243217500004
ACH-000264,-0.507910488726
ACH-000265,-0.660694946007
ACH-000266,-0.878967363108
ACH-000272,-0.647506357788
ACH-000273,-0.395576890563
ACH-000274,-0.676669992818
ACH-000277,-0.886086149847
ACH-000278,-0.617614215038
ACH-000279,-0.579607453254
ACH-000280,-0.698134023213
ACH-000281,-0.6715310111139999
ACH-000288,-0.45384120508299997
ACH-000291,-0.59546724012
ACH-000293,-0.830065921497
ACH-000294,-0.505286212674
ACH-000295,-0.19287717003899998
ACH-000296,-0.636494671633
ACH-000302,-0.654399652068
ACH-000304,-0.507004536064
ACH-000307,-0.717334553242
ACH-000308,-0.36628265457599996
ACH-000310,-0.364246685966
ACH-000311,-0.834830888363
ACH-000312,-0.823232480583
ACH-000315,-0.604740694531
ACH-000316,-0.562956853549
ACH-000317,-0.504471596938
ACH-000318,-0.888742622645
ACH-000319,-0.8098824148720001
ACH-000320,-0.578461056691
ACH-000322,-0.476430857998
ACH-000323,-0.8700589597789999
ACH-000324,-0.614189739176
ACH-000329,-0.53392178675
ACH-000330,-0.699365251411
ACH-000331,-0.976087713224
ACH-000332,-0.611757791532
ACH-000334,-0.43854851095299996
ACH-000335,-0.436602654779
ACH-000336,-0.628769510111
ACH-000337,-0.648074107964
ACH-000339,-0.8801473733740001
ACH-000341,-0.527678133752
ACH-000348,-0.672535229147
ACH-000350,-0.596484774032
ACH-000352,-0.911712407686
ACH-000356,-0.9119363832549999
ACH-000361,-0.5318579580170001
ACH-000362,-0.684910270362
ACH-000363,-0.17723956353
ACH-000364,-0.8894782822600001
ACH-000365,-0.560954194824
ACH-000366,-0.668812851982
ACH-000368,-0.66396428451
ACH-000374,-0.49915833205
ACH-000375,-0.357059388756
ACH-000376,-0.6502414880749999
ACH-000381,-0.58069729607
ACH-000383,-0.470812342697
ACH-000387,-0.7285734411
ACH-000389,-0.6907652832760001
ACH-000390,-0.680458285042
ACH-000393,-0.683960666015
ACH-000395,-0.48206433026199996
ACH-000397,-0.523785025442
ACH-000401,-0.383163093223
ACH-000402,-0.602697814711
ACH-000403,-0.607547161288
ACH-000404,-0.521448427372
ACH-000406,-0.691138896858
ACH-000407,-0.741906912553
ACH-000408,-0.5657067536079999
ACH-000410,-0.8424083104539999
ACH-000411,-0.903109289747
ACH-000414,-0.608428327065
ACH-000415,-0.694449415282
ACH-000416,-0.5674666040349999
ACH-000420,-0.95046244567
ACH-000421,-0.814338799912
ACH-000424,-0.601068067036
ACH-000425,-0.48117007968500003
ACH-000426,-0.9156963088240001
ACH-000427,-0.849685379521
ACH-000433,-0.679671680061
ACH-000436,-0.586901396605
ACH-000444,-0.7712154724879999
ACH-000445,-0.5077641539100001
ACH-000448,-0.6962641939640001
ACH-000450,-0.426316178053
ACH-000452,-0.574874534569
ACH-000454,-0.925098706014
ACH-000458,-0.7090210376880001
ACH-000459,-0.38349490202500003
ACH-000460,-0.698054984954
ACH-000461,-0.552249630933
ACH-000463,-0.941360708839
ACH-000464,-0.528653808685
ACH-000466,-0.7579436179440001
ACH-000467,-0.642642961198
ACH-000468,-0.509362284189
ACH-000469,-0.513937637113
ACH-000470,-0.651425480088
ACH-000471,-0.586909013451
ACH-000472,-0.564420105551
ACH-000473,-0.613402304987
ACH-000475,-0.670433115032
ACH-000476,-0.808331527016
ACH-000477,-0.576036942115
ACH-000480,-1.0601326795100001
ACH-000481,-0.755591972756
ACH-000483,-0.777209288362
ACH-000484,-0.340941693612
ACH-000485,-0.366834846778
ACH-000486,-0.7326933528990001
ACH-000487,-0.667068402937
ACH-000488,-0.558107060389
ACH-000490,-0.791918355788
ACH-000491,-0.6775660343979999
ACH-000495,-0.487376919739
ACH-000496,-0.738600460858
ACH-000499,-0.785888736963
ACH-000500,-0.20201221766199998
ACH-000502,-0.646322636098
ACH-000503,-0.754919785864
ACH-000505,-0.768379945425
ACH-000507,-0.780227226534
ACH-000510,-0.461826290719
ACH-000511,-0.8447744408779999
ACH-000512,-0.34438566264
ACH-000516,-0.6029114500370001
ACH-000517,-0.36016103579400005
ACH-000518,-0.635412745086
ACH-000520,-0.550368670548
ACH-000521,-0.785756785985
ACH-000522,-0.498999957834
ACH-000524,-0.595359201037
ACH-000527,-0.668372291294
ACH-000528,-0.40865470827
ACH-000537,-0.847187552787
ACH-000541,-0.338303775736
ACH-000542,-0.483665094706
ACH-000544,-0.712779095826
ACH-000545,-0.62137321907
ACH-000547,-0.919474057171
ACH-000548,-0.7137624799860001
ACH-000549,-0.862360373215
ACH-000550,-0.6103394989190001
ACH-000552,-0.6767767639740001
ACH-000556,-0.653016483012
ACH-000557,-0.373090263259
ACH-000570,-0.57321085381
ACH-000571,-0.463735305545
ACH-000573,-0.552238437311
ACH-000576,-0.825649525006
