,GLIS2 (84662)
ACH-000004,-0.276599453191
ACH-000007,-0.45911714500100004
ACH-000009,-0.0709505972496
ACH-000011,-0.106604239784
ACH-000012,-0.42179731221100003
ACH-000013,-0.332273938083
ACH-000014,-0.285421569176
ACH-000015,-0.294061045416
ACH-000017,-0.139948265734
ACH-000018,-0.37370503619
ACH-000019,-0.310679199856
ACH-000021,-0.234938942566
ACH-000022,-0.194238499082
ACH-000025,-0.457810935832
ACH-000028,-0.22387541761799998
ACH-000030,-0.0497701228101
ACH-000035,-0.155711374899
ACH-000036,-0.51624659741
ACH-000037,-0.488861835742
ACH-000039,-0.0521239011125
ACH-000040,-0.08975368075239999
ACH-000041,-0.25441522103799996
ACH-000042,-0.342508314053
ACH-000045,-0.269929809834
ACH-000047,-0.35271750968599996
ACH-000052,-0.21079630364100002
ACH-000053,-0.296090020315
ACH-000054,-0.203642384195
ACH-000055,-0.0450406752443
ACH-000060,-0.24637847936299997
ACH-000067,-0.145270293414
ACH-000070,-0.121830563779
ACH-000075,-0.114309594668
ACH-000078,-0.176218032196
ACH-000082,-0.267425426391
ACH-000085,-0.246824129371
ACH-000086,-0.0924650494454
ACH-000087,-0.0890560641736
ACH-000092,-0.285869149286
ACH-000095,-0.210870380896
ACH-000097,-0.323196708206
ACH-000098,-0.431611413216
ACH-000099,-0.21459218201400002
ACH-000108,-0.338058478215
ACH-000113,-0.307350930282
ACH-000115,-0.16802050128899998
ACH-000116,-0.219753367152
ACH-000118,-0.252514578601
ACH-000120,-0.173303216616
ACH-000123,-0.27454384445
ACH-000127,-0.206734161309
ACH-000128,-0.356749850493
ACH-000132,-0.39170180874899996
ACH-000133,-0.18129434278999998
ACH-000137,-0.00773794737887
ACH-000138,-0.283150897483
ACH-000142,-0.287184779407
ACH-000143,-0.43510971538500004
ACH-000146,-0.234614567354
ACH-000148,-0.245281001677
ACH-000150,-0.40944605908799997
ACH-000152,-0.175264342756
ACH-000153,-0.120110298678
ACH-000159,-0.329757385527
ACH-000160,-0.168404725312
ACH-000163,-0.229648436282
ACH-000167,-0.187454167629
ACH-000168,-0.38424764250200005
ACH-000169,0.039000571590400004
ACH-000178,-0.255793637435
ACH-000182,-0.212054964385
ACH-000183,-0.327528749628
ACH-000188,0.0216274761706
ACH-000189,-0.377637621138
ACH-000190,-0.220343394032
ACH-000198,-0.0631237468208
ACH-000204,-0.627656401233
ACH-000206,-0.363632584388
ACH-000207,-0.36159812490099996
ACH-000211,-0.213309150453
ACH-000215,-0.149887015963
ACH-000221,-0.23101228991599998
ACH-000222,-0.30818287802
ACH-000223,-0.0759063292067
ACH-000226,-0.122294899996
ACH-000227,-0.24132476148600002
ACH-000228,0.116648791052
ACH-000231,-0.40269930773199997
ACH-000232,-0.314112642592
ACH-000233,-0.21185683981800002
ACH-000234,-0.18974858326299998
ACH-000235,-0.276961994634
ACH-000237,-0.0324365097271
ACH-000238,-0.10780960431600001
ACH-000243,-0.408952254041
ACH-000244,-0.164647786734
ACH-000246,-0.272921953364
ACH-000248,-0.053593547351699994
ACH-000250,-0.23741978006900002
ACH-000251,-0.0270788702419
ACH-000253,-0.164782921622
ACH-000255,0.12964295962000003
ACH-000256,-0.129620618683
ACH-000257,-0.376472268861
ACH-000258,-0.049004011186499996
ACH-000259,-0.355443417473
ACH-000260,-0.37377728858000003
ACH-000261,-0.144897681908
ACH-000262,-0.207332889251
ACH-000263,-0.203859959738
ACH-000264,-0.193370929406
ACH-000265,-0.14736992420199999
ACH-000266,-0.199661092491
ACH-000272,-0.16484355766
ACH-000273,-0.135744671495
ACH-000274,-0.229104693803
ACH-000277,-0.12163420031099999
ACH-000278,-0.005708317598279999
ACH-000279,-0.214738468001
ACH-000280,-0.392039825682
ACH-000281,-0.238825161345
ACH-000288,-0.40341998888700004
ACH-000291,-0.216214238125
ACH-000293,0.051951979668
ACH-000294,0.050225961610900004
ACH-000295,-0.15504899117499998
ACH-000296,-0.489357113383
ACH-000302,-0.148688162807
ACH-000304,-0.464094428186
ACH-000307,-0.12374303020300001
ACH-000308,-0.17199723894900001
ACH-000310,-0.12926621872400001
ACH-000311,-0.31657151408000006
ACH-000312,-0.372330057209
ACH-000315,-0.251353952655
ACH-000316,-0.37034661596600005
ACH-000317,-0.0943352766855
ACH-000318,-0.360259996873
ACH-000319,-0.334999300192
ACH-000320,-0.129632591831
ACH-000322,-0.646726057112
ACH-000323,-0.44448489157300003
ACH-000324,-0.203103632619
ACH-000329,-0.262801838037
ACH-000330,-0.237900696321
ACH-000331,-0.12777126722
ACH-000332,-0.321060430258
ACH-000334,-0.276271464775
ACH-000335,-0.265525827462
ACH-000336,-0.325827506775
ACH-000337,-0.274608650625
ACH-000339,-0.229547574617
ACH-000341,0.0138798184636
ACH-000348,-0.259051401763
ACH-000350,-0.281216674641
ACH-000352,-0.08957989221769999
ACH-000356,-0.343614221743
ACH-000361,-0.550620842633
ACH-000362,-0.256106911413
ACH-000363,-0.298381892431
ACH-000364,0.026122753435
ACH-000365,-0.142149028384
ACH-000366,-0.184055318536
