,GTF3C5 (9328)
ACH-000004,-0.634386668972
ACH-000007,-0.805535272503
ACH-000009,-0.741704426163
ACH-000011,-0.6249344737529999
ACH-000012,-0.533305232536
ACH-000013,-0.7072844869730001
ACH-000014,-0.848348922184
ACH-000015,-0.939619483179
ACH-000017,-0.923626867956
ACH-000018,-0.773818355104
ACH-000019,-0.568642763962
ACH-000021,-0.766540455706
ACH-000022,-0.7341713603910001
ACH-000025,-0.571952058059
ACH-000028,-0.506540154075
ACH-000030,-0.524593506281
ACH-000035,-0.857419930315
ACH-000036,-0.680204244938
ACH-000037,-0.466994182644
ACH-000039,-0.742888187521
ACH-000040,-0.725365225028
ACH-000041,-1.0382259786499999
ACH-000042,-0.7650102467640001
ACH-000045,-0.529259113305
ACH-000047,-0.541365080717
ACH-000052,-0.609749827343
ACH-000053,-0.500167326607
ACH-000054,-0.728189742459
ACH-000055,-0.54009214675
ACH-000060,-0.7592331384800001
ACH-000067,-0.525319317016
ACH-000070,-0.801606956607
ACH-000075,-0.9413207748549999
ACH-000078,-0.49218700672399995
ACH-000082,-0.439874199974
ACH-000085,-0.785750761218
ACH-000086,-0.812917062051
ACH-000087,-0.592680444105
ACH-000092,-0.5160597082639999
ACH-000095,-0.618851503399
ACH-000097,-0.550766907334
ACH-000098,-0.769647847042
ACH-000099,-0.723071131713
ACH-000108,-0.7218237301899999
ACH-000113,-0.6852764947579999
ACH-000115,-0.293865112388
ACH-000116,-0.566542308829
ACH-000118,-0.781169817846
ACH-000120,-0.599139592289
ACH-000123,-0.728354326101
ACH-000127,-0.69511239343
ACH-000128,-0.8902514961920001
ACH-000132,-0.734509865584
ACH-000133,-0.623452642314
ACH-000137,-0.768993530654
ACH-000138,-0.771887532233
ACH-000142,-0.745370348668
ACH-000143,-0.716263642703
ACH-000146,-0.50680662008
ACH-000148,-0.68858643198
ACH-000150,-0.901748232839
ACH-000152,-0.831600171726
ACH-000153,-0.63736634093
ACH-000159,-0.558342331955
ACH-000160,-0.183209481754
ACH-000163,-0.910956929117
ACH-000167,-0.176201568693
ACH-000168,-0.723708743051
ACH-000169,-0.561652294279
ACH-000178,-0.8365600295119999
ACH-000182,-0.563126808946
ACH-000183,-0.592358392409
ACH-000188,-0.381407805193
ACH-000189,-0.595368461138
ACH-000190,-0.45858316353600004
ACH-000198,-0.486790532065
ACH-000204,-0.973464810738
ACH-000206,-0.579109900178
ACH-000207,-0.848112324181
ACH-000211,-0.518251731291
ACH-000215,-0.5445116834179999
ACH-000221,-0.693558364518
ACH-000222,-0.625560235925
ACH-000223,-0.606414407732
ACH-000226,-0.65822767533
ACH-000227,-0.560736225038
ACH-000228,-0.8593908803479999
ACH-000231,-0.583799914654
ACH-000232,-0.5752895449409999
ACH-000233,-0.568470883762
ACH-000234,-0.6387807330259999
ACH-000235,-0.772498637888
ACH-000237,-0.877447650508
ACH-000238,-0.625575355872
ACH-000243,-0.583774493856
ACH-000244,-0.664483589548
ACH-000246,-0.932238603284
ACH-000248,-1.0520310262299999
ACH-000250,-0.6010387998960001
ACH-000251,-0.5738354142809999
ACH-000253,-0.531183189322
ACH-000255,-0.799807035599
ACH-000256,-0.717173759472
ACH-000257,-0.791783533846
ACH-000258,-0.876100551003
ACH-000259,-0.728811411276
ACH-000260,-0.7483968037350001
ACH-000261,-0.8449493974690001
ACH-000262,-0.784126356031
ACH-000263,-0.63869034095
ACH-000264,-0.7829227062549999
ACH-000265,-0.7287448859100001
ACH-000266,-0.7110815932619999
ACH-000272,-0.603026587537
ACH-000273,-0.680848855123
ACH-000274,-0.802467163569
ACH-000277,-0.7864196100849999
ACH-000278,-0.886261794324
ACH-000279,-0.585030925718
ACH-000280,-0.6297995647219999
ACH-000281,-0.7698078512790001
ACH-000288,-0.73847909301
ACH-000291,-0.615621767132
ACH-000293,-0.775047883521
ACH-000294,-0.878286076286
ACH-000295,-0.43745098468599997
ACH-000296,-0.742311883874
ACH-000302,-0.49858979841000006
ACH-000304,-0.520979187137
ACH-000307,-0.746964216178
ACH-000308,-0.422990560866
ACH-000310,-0.46058419931100003
ACH-000311,-0.683310556202
ACH-000312,-0.7514957632029999
ACH-000315,-0.9077791772020001
ACH-000316,-0.725429133784
ACH-000317,-0.802669115353
ACH-000318,-0.894668411306
ACH-000319,-0.659944131773
ACH-000320,-0.867478657794
ACH-000322,-0.881318323122
ACH-000323,-0.820835989013
ACH-000324,-0.75542874312
ACH-000329,-0.479336485295
ACH-000330,-0.537570461394
ACH-000331,-0.779136811196
ACH-000332,-0.632646750634
ACH-000334,-0.35134553827
ACH-000335,-0.7491879695739999
ACH-000336,-0.442962939621
ACH-000337,-0.713619966932
ACH-000339,-0.796101039384
ACH-000341,-0.6937306312389999
ACH-000348,-0.6115493757530001
ACH-000350,-0.849156788029
ACH-000352,-0.546797616836
ACH-000356,-0.746806115043
ACH-000361,-0.8868957734039999
ACH-000362,-0.653086080259
ACH-000363,-0.637330339793
ACH-000364,-0.666987711073
ACH-000365,-0.772304690835
ACH-000366,-0.760468327878
ACH-000368,-0.7573524520430001
ACH-000374,-0.990542345084
ACH-000375,-0.524336077939
ACH-000376,-0.770809620025
ACH-000381,-0.7927681331219999
ACH-000383,-0.439939581697
ACH-000387,-0.882029428045
ACH-000389,-1.07400231704
ACH-000390,-0.380798984664
ACH-000393,-0.673572111156
ACH-000395,-0.36675859288400003
ACH-000397,-0.670693257805
ACH-000401,-0.5157622514019999
ACH-000402,-0.918042448783
ACH-000403,-0.589386807035
ACH-000404,-0.865158205575
ACH-000406,-0.688066199858
ACH-000407,-0.667544030116
ACH-000408,-0.646395049616
ACH-000410,-0.536679683568
ACH-000411,-0.703675354396
ACH-000414,-0.448461219141
ACH-000415,-0.5723784814790001
ACH-000416,-0.69666331127
ACH-000420,-0.662065570827
ACH-000421,-0.714351979376
ACH-000424,-0.7801114115819999
ACH-000425,-0.5806970102269999
ACH-000426,-0.595543130889
ACH-000427,-0.532595202235
ACH-000433,-0.760195386763
ACH-000436,-0.507256752958
ACH-000444,-0.6904234636609999
ACH-000445,-0.8045083058220001
ACH-000448,-0.332030263251
ACH-000450,-0.8961163999510001
ACH-000452,-0.487903356858
ACH-000454,-0.8084391698289999
ACH-000458,-0.742543955171
ACH-000459,-0.41200143767499997
ACH-000460,-0.575137056438
ACH-000461,-0.5631141678580001
ACH-000463,-0.705792821987
ACH-000464,-0.7456706770550001
ACH-000466,-0.935649538515
ACH-000467,-0.883069048865
ACH-000468,-0.576731504396
ACH-000469,-0.6172437284619999
ACH-000470,-0.72743713425
ACH-000471,-0.702376264992
ACH-000472,-0.7900033715379999
ACH-000473,-0.7278690433399999
ACH-000475,-0.6899714354850001
ACH-000476,-0.7646502293170001
ACH-000477,-0.546446792298
ACH-000480,-0.797812338768
ACH-000481,-0.756911534543
ACH-000483,-0.510751782583
ACH-000484,-0.722072746567
ACH-000485,-1.04234861432
ACH-000486,-0.5561814572020001
ACH-000487,-0.693870000949
