,POU2AF1 (5450)
ACH-000004,0.24451896467700002
ACH-000007,0.11966541830399999
ACH-000009,0.09049177472400001
ACH-000011,-0.036331194082300004
ACH-000012,-0.0353700108868
ACH-000013,0.0198553944184
ACH-000014,0.185421389344
ACH-000015,-0.0318847422802
ACH-000017,0.11988264404400001
ACH-000018,-0.00021423231881799999
ACH-000019,0.420459296647
ACH-000021,-0.0411803111986
ACH-000022,0.107191704642
ACH-000025,-0.0284219918384
ACH-000028,0.0510363181346
ACH-000030,0.0919425732157
ACH-000035,0.28081706744
ACH-000036,0.044011082706300005
ACH-000037,-0.11159822435599999
ACH-000039,-0.0205483535643
ACH-000040,0.240297019026
ACH-000041,0.027792604561299998
ACH-000042,0.036126068712699994
ACH-000045,0.0676664069207
ACH-000047,0.153975371194
ACH-000052,0.0338665956878
ACH-000053,-0.0527312461742
ACH-000054,0.0214398113185
ACH-000055,-0.0050440385193400005
ACH-000060,0.14768265136800002
ACH-000067,0.232641802523
ACH-000070,-0.60335353105
ACH-000075,-0.128274680779
ACH-000078,0.17488843071899998
ACH-000082,-0.163931463454
ACH-000085,-0.0258828919668
ACH-000086,-0.173584379249
ACH-000087,0.265440672537
ACH-000092,0.040297616470800005
ACH-000095,0.0973734602266
ACH-000097,0.058078568742899996
ACH-000098,0.0035254371525200003
ACH-000099,0.0383652339566
ACH-000108,-0.125762283787
ACH-000113,0.21000917048
ACH-000115,-0.030543428377299998
ACH-000116,-0.0410341235953
ACH-000118,-0.145343062743
ACH-000120,0.07821848494099999
ACH-000123,-0.00157227082173
ACH-000127,-0.07012947903789998
ACH-000128,0.160216028964
ACH-000132,-0.104875731128
ACH-000133,-0.018697339812599998
ACH-000137,0.085678024078
ACH-000138,-0.144139805181
ACH-000142,0.145132636933
ACH-000143,-0.08047601370230001
ACH-000146,-0.029140087548
ACH-000148,-0.0318784803305
ACH-000150,0.0884037490725
ACH-000152,0.021503957057400002
ACH-000153,0.172767878811
ACH-000159,0.123285166303
ACH-000160,-0.123257481974
ACH-000163,-0.0772945209303
ACH-000167,-0.126953939953
ACH-000168,0.034086300576299994
ACH-000169,0.0574575074599
ACH-000178,-0.0841151825705
ACH-000182,-0.00688680605981
ACH-000183,-1.02052637916
ACH-000188,0.014385719752
