,B4GALNT4 (338707)
ACH-000004,0.20937099312899998
ACH-000007,-0.104651015485
ACH-000009,-0.0623727985061
ACH-000011,0.16532542480100001
ACH-000012,-0.136456825439
ACH-000013,0.0982899576465
ACH-000014,0.09894523850980001
ACH-000015,0.11496328408399999
ACH-000017,-0.0539087165259
ACH-000018,-0.30003226946600003
ACH-000019,0.32107380806200003
ACH-000021,0.0986180727823
ACH-000022,-0.0904847397225
ACH-000025,-0.0405269906602
ACH-000028,-0.0464484795101
ACH-000030,0.0496273922769
ACH-000035,0.104229890562
ACH-000036,-0.121515340314
ACH-000037,-0.0421326478646
ACH-000039,-0.0773468417153
ACH-000040,-0.157267568547
ACH-000041,-0.0942179464577
ACH-000042,0.019608080905599998
ACH-000045,-0.014569057684500002
ACH-000047,0.009781539000629998
ACH-000052,-0.21358134969300002
ACH-000053,-0.100819718199
ACH-000054,-0.0991427413807
ACH-000055,-0.0384216986865
ACH-000060,-0.052135868496099996
ACH-000067,0.0761199785837
ACH-000070,0.117559312608
ACH-000075,-0.120757271251
ACH-000078,-0.212307536624
ACH-000082,-0.0300610063626
ACH-000085,0.0541747079481
ACH-000086,-0.0866265321644
ACH-000087,0.014065156376399999
ACH-000092,-0.0158314141867
ACH-000095,0.024034362974400002
ACH-000097,0.05436704853999999
ACH-000098,0.025132148938599996
ACH-000099,-0.13364266488
ACH-000108,-0.16277163833
ACH-000113,0.0766734015201
ACH-000115,-0.0556212958276
ACH-000116,0.0449174656159
ACH-000118,0.08274258251130001
ACH-000120,0.12511666492999998
ACH-000123,-0.0325116615797
ACH-000127,0.0519080423259
ACH-000128,0.1274549652
ACH-000132,-0.0351232181267
ACH-000133,0.093675764961
ACH-000137,-0.00628537458752
ACH-000138,-0.11095982339600001
ACH-000142,-0.10627660577400001
ACH-000143,-0.19528824419100002
ACH-000146,-0.043251666802
ACH-000148,-0.07485735900530001
ACH-000150,-0.049560909605199994
ACH-000152,0.0750573426579
ACH-000153,0.125849717029
ACH-000159,0.0122498221627
ACH-000160,0.09637527549170001
ACH-000163,-0.0112214870488
ACH-000167,0.0430688029649
ACH-000168,0.125358979316
ACH-000169,-0.0236187336623
ACH-000178,-0.0447686224197
ACH-000182,0.10072561060799999
ACH-000183,0.0459669917051
ACH-000188,0.0582526381218
ACH-000189,-0.313746276849
ACH-000190,0.146202524953
ACH-000198,-0.031344470363799996
ACH-000204,-0.166988887168
ACH-000206,-0.0675896683968
ACH-000207,0.202707792005
ACH-000211,0.0375233362383
ACH-000215,-0.00575513791016
ACH-000221,-0.00546265813984
ACH-000222,-0.0349296913149
ACH-000223,0.0791263577658
ACH-000226,-0.0572051639537
ACH-000227,-0.13379548143699999
ACH-000228,0.0024877232721199996
ACH-000231,-0.11039256956599999
ACH-000232,-0.045012687830999994
ACH-000233,-0.121978411912
ACH-000234,0.010582423824700002
ACH-000235,0.00656455724024
ACH-000237,-0.168070317089
ACH-000238,-0.00340530548919
ACH-000243,0.053299044576399994
ACH-000244,-0.022284565063900003
ACH-000246,-0.0958328903879
ACH-000248,-0.021532367889
ACH-000250,-0.169704381097
ACH-000251,0.030278264114099996
ACH-000253,-0.150468794903
ACH-000255,0.09710462556880001
ACH-000256,-0.055596039162999995
ACH-000257,-0.0387327468329
ACH-000258,0.032197727174400004
ACH-000259,0.021162758936099996
ACH-000260,-0.079695484235
ACH-000261,-0.139886823801
ACH-000262,0.000178613243205
ACH-000263,0.23346302145
ACH-000264,-0.0826412453174
ACH-000265,0.17259002604899998
ACH-000266,-0.11606700410700001
ACH-000272,0.061131995809699996
ACH-000273,-0.119260807509
ACH-000274,-0.089678839234
ACH-000277,-0.0521375573084
ACH-000278,0.039734966722400004
ACH-000279,-0.0447275682383
ACH-000280,0.0660221102061
ACH-000281,-0.08750189474749999
ACH-000288,-0.196999206331
ACH-000291,-0.051009472527099996
ACH-000293,-0.09266788599260001
ACH-000294,0.0665608631203
ACH-000295,0.06761898746969999
ACH-000296,0.057004521122900005
ACH-000302,0.00818298807996
ACH-000304,-0.0617484225353
ACH-000307,-0.0353939581822
ACH-000308,-0.057823279791400006
ACH-000310,-0.131962025379
ACH-000311,0.185580764877
ACH-000312,-0.053541663175999996
ACH-000315,-0.145685295678
ACH-000316,0.09491963170939999
ACH-000317,0.05650987274140001
ACH-000318,-0.0925009368108
ACH-000319,-0.103583194156
ACH-000320,0.236831295584
ACH-000322,-0.103876960174
ACH-000323,-0.180030311799
ACH-000324,0.0146411216112
ACH-000329,-0.066385069814
ACH-000330,-0.012309536190799998
ACH-000331,0.000487772463446
ACH-000332,-0.0263772568469
ACH-000334,-0.0792272324873
ACH-000335,0.322294271135
ACH-000336,0.0008287097956760001
ACH-000337,-0.06480660439180001
ACH-000339,-0.0978336352244
ACH-000341,0.00786250018225
ACH-000348,0.0237283978253
ACH-000350,0.041226407830000006
ACH-000352,-0.00573036434772
ACH-000356,-0.175180101334
ACH-000361,-0.183272512721
ACH-000362,0.0759508186224
ACH-000363,-0.24046525038400002
ACH-000364,-0.102617034952
ACH-000365,-0.014411483893600002
ACH-000366,-0.12331427689999999
ACH-000368,-0.251973287801
ACH-000374,0.010920956198499998
ACH-000375,-0.261468573448
ACH-000376,-0.12410632172800001
ACH-000381,0.0499433165809
ACH-000383,-0.011747063995399999
ACH-000387,0.0178681759279
ACH-000389,-0.104218830108
ACH-000390,-0.024861751395099996
ACH-000393,-0.15437744152799998
ACH-000395,-0.06763084741809999
ACH-000397,-0.18366397134100002
ACH-000401,0.0380565476095
ACH-000402,0.0317426691248
ACH-000403,-0.134563324013
ACH-000404,-0.0517440211826
ACH-000406,-0.0123134138065
ACH-000407,-0.0672849168405
ACH-000408,0.183077114372
ACH-000410,0.034138500323999996
