,EXPH5 (23086)
ACH-000004,-0.0503537079939
ACH-000007,0.137240061525
ACH-000009,0.0682423311206
ACH-000011,0.303703308403
ACH-000012,0.0977960442257
ACH-000013,0.06479614687219999
ACH-000014,0.06572484591939999
ACH-000015,0.17797305008499997
ACH-000017,-0.0284877631825
ACH-000018,0.24917067080299998
ACH-000019,0.142625365168
ACH-000021,0.192672224097
ACH-000022,0.0394271847701
ACH-000025,0.22876185074799998
ACH-000028,0.123587663184
ACH-000030,0.297078209928
ACH-000035,0.249534475299
ACH-000036,0.115671766576
ACH-000037,-0.143700851295
ACH-000039,-0.0198318835972
ACH-000040,0.160884935151
ACH-000041,-0.09405301244210001
ACH-000042,0.167958196256
ACH-000045,0.0841317146773
ACH-000047,0.16529933208
ACH-000052,-0.055382308837199995
ACH-000053,0.07390032609819999
ACH-000054,0.09154373785900001
ACH-000055,0.24305871569200002
ACH-000060,0.126692216437
ACH-000067,0.186601746435
ACH-000070,-0.0745030807226
ACH-000075,0.184754669307
ACH-000078,0.194654805695
ACH-000082,0.141733035953
ACH-000085,0.053910959459699995
ACH-000086,0.0360058609694
ACH-000087,0.309274634066
ACH-000092,0.154620165616
ACH-000095,0.110791020772
ACH-000097,0.104025029132
ACH-000098,0.136602799986
ACH-000099,0.198459995679
ACH-000108,0.0993679655318
ACH-000113,0.11583632820800001
ACH-000115,0.287232832621
ACH-000116,0.029095209838900002
ACH-000118,0.160028404356
ACH-000120,0.135624177183
ACH-000123,0.06943819351269999
ACH-000127,0.15010129936799999
ACH-000128,0.140574364399
ACH-000132,0.010324725071700002
ACH-000133,0.0374713155385
ACH-000137,0.014865222032600002
ACH-000138,0.12466245198100001
ACH-000142,0.0957204040699
ACH-000143,0.122464551126
ACH-000146,0.12629367097000002
ACH-000148,0.152485754011
ACH-000150,0.031210506852599997
ACH-000152,-0.08402343737880001
ACH-000153,0.057665960750900004
ACH-000159,0.0695748419931
ACH-000160,0.0661940047457
ACH-000163,0.18960258475000002
ACH-000167,-0.10238563897299999
ACH-000168,-0.034338784959900004
ACH-000169,0.092452244714
ACH-000178,0.132262412556
ACH-000182,-0.0436992932022
ACH-000183,-0.0073227515758800005
ACH-000188,0.08833605893419999
ACH-000189,0.0358327728631
ACH-000190,0.155809325556
ACH-000198,0.058439553451899995
ACH-000204,0.145657323105
ACH-000206,0.248274989496
ACH-000207,0.203140568336
ACH-000211,0.09199194499060001
ACH-000215,0.11620261556700001
ACH-000221,0.07966918020380001
ACH-000222,0.0887635821449
ACH-000223,0.0492815501104
ACH-000226,0.102580037699
ACH-000227,-0.11808686402999999
ACH-000228,0.318613858825
ACH-000231,-0.00371051964093
ACH-000232,0.149859178869
ACH-000233,0.11220400836899999
ACH-000234,0.042684583742300004
ACH-000235,0.167293982157
ACH-000237,0.0375673096325
ACH-000238,0.0103231824334
ACH-000243,0.09998341271080001
ACH-000244,0.225789063534
ACH-000246,0.061938159583300005
ACH-000248,0.079817301817
ACH-000250,0.0693097819511
ACH-000251,0.252161526242
ACH-000253,0.1652111406
ACH-000255,0.0707210547405
ACH-000256,-0.0030646492359399998
ACH-000257,0.061844511873599996
ACH-000258,-0.040477918204699995
ACH-000259,0.194634238061
ACH-000260,0.08531572793469999
ACH-000261,0.175163719868
ACH-000262,-0.0164137657318
ACH-000263,0.411556437787
ACH-000264,0.046011052799199995
ACH-000265,0.152361743293
ACH-000266,0.158393400949
ACH-000272,0.13055091033
ACH-000273,0.0283682431346
ACH-000274,-0.0455048478061
ACH-000277,0.12185208644300001
ACH-000278,0.0442264533917
ACH-000279,0.0311702536143
ACH-000280,-0.0021751832972100003
ACH-000281,-0.14150940997000003
ACH-000288,0.155507422244
ACH-000291,0.174886242548
ACH-000293,-0.0649262862956
ACH-000294,-0.0373422989984
ACH-000295,0.159400174112
ACH-000296,0.11014199304099999
ACH-000302,0.104992185094
ACH-000304,0.10542309486500001
ACH-000307,0.248015751668
ACH-000308,-0.00978050692416
ACH-000310,0.030855859361799996
ACH-000311,0.0666265838644
ACH-000312,-0.00936311292365
ACH-000315,-0.28222773903000004
ACH-000316,-0.135516014781
ACH-000317,0.0232663944036
ACH-000318,0.22112751114999998
ACH-000319,0.056094880951699996
ACH-000320,0.17553150800700001
ACH-000322,-0.0030015340514
ACH-000323,0.141305825804
ACH-000324,0.00436928450163
ACH-000329,0.113541703245
ACH-000330,0.0310773332252
ACH-000331,0.156902216212
ACH-000332,0.0653695870433
ACH-000334,0.20427298820999998
ACH-000335,0.294076031631
ACH-000336,0.0796787716334
ACH-000337,0.141456662753
ACH-000339,0.125721712283
ACH-000341,0.0619906226833
ACH-000348,0.0618682801258
ACH-000350,0.042265724518
ACH-000352,0.207818605091
ACH-000356,0.08781264350880001
ACH-000361,0.27356639418699996
ACH-000362,0.168482711178
ACH-000363,0.030023524707900002
ACH-000364,0.0989471648936
ACH-000365,0.00179874865305
ACH-000366,0.08382977646789999
ACH-000368,0.0341329282167
ACH-000374,0.0166060707162
ACH-000375,0.011259022910299999
ACH-000376,0.0646149035845
ACH-000381,0.230182880212
