,SFXN3 (81855)
ACH-000004,-0.0442954345507
ACH-000007,0.30381450364
ACH-000009,0.13329196195
ACH-000011,0.232026845545
ACH-000012,0.220311107153
ACH-000013,0.349740864852
ACH-000014,0.26470924087
ACH-000015,0.163450499776
ACH-000017,0.15841035470200002
ACH-000018,0.255622848808
ACH-000019,0.0573943820446
ACH-000021,0.21166999006999998
ACH-000022,0.255039240891
ACH-000025,0.09513315874710002
ACH-000028,0.273054786102
ACH-000030,0.158098367998
ACH-000035,0.371689430187
ACH-000036,0.316496171461
ACH-000037,0.0561688739805
ACH-000039,0.07950402474389999
ACH-000040,0.16620927717800002
ACH-000041,0.25081022492800004
ACH-000042,0.141118203637
ACH-000045,0.174528845432
ACH-000047,0.295070133653
ACH-000052,0.133859451523
ACH-000053,0.217083906849
ACH-000054,0.25713249236200003
ACH-000055,0.296109112841
ACH-000060,0.397901121139
ACH-000067,0.247986902734
ACH-000070,0.232184414807
ACH-000075,0.022265258416499997
ACH-000078,0.146116134049
ACH-000082,0.18937133147799998
ACH-000085,0.020081969785
ACH-000086,0.198913982951
ACH-000087,0.369618807336
ACH-000092,0.25091234064
ACH-000095,0.278247051854
ACH-000097,0.293076135759
ACH-000098,0.20620000143
ACH-000099,0.16020161199000002
ACH-000108,0.34948302486999994
ACH-000113,0.156363614588
ACH-000115,0.285073667533
ACH-000116,0.37872830073799996
ACH-000118,0.13736849951
ACH-000120,0.24028696624200002
ACH-000123,0.18561066806600002
ACH-000127,0.221299929232
ACH-000128,0.17470539573399999
ACH-000132,0.338310967408
ACH-000133,0.19818136673300002
ACH-000137,0.218522416368
ACH-000138,0.235528731952
ACH-000142,0.10122166161
ACH-000143,0.197841908433
ACH-000146,0.24760372216600002
ACH-000148,0.0859789082123
ACH-000150,0.40903595718400004
ACH-000152,0.185374743046
ACH-000153,0.29018997235
ACH-000159,0.273798998616
ACH-000160,0.286396285937
ACH-000163,0.195637569119
ACH-000167,0.36097026756300005
ACH-000168,0.0563601217064
ACH-000169,0.0254848225288
ACH-000178,0.234087735716
ACH-000182,0.283871424288
ACH-000183,-0.012460111892299999
ACH-000188,0.13958966627299998
ACH-000189,-0.146363111292
ACH-000190,0.12939948928099998
ACH-000198,0.15909521881799998
ACH-000204,0.273737367005
ACH-000206,0.21963352046300003
ACH-000207,0.0444162977422
ACH-000211,0.26000791278499996
ACH-000215,0.3398033158
ACH-000221,0.341417249246
ACH-000222,0.0356846788532
ACH-000223,0.24392089539200001
ACH-000226,0.209191616833
ACH-000227,0.22533080239999997
ACH-000228,0.295089630294
ACH-000231,0.148922144221
ACH-000232,0.321556305498
ACH-000233,0.10993046726099999
ACH-000234,0.16034200858699998
ACH-000235,0.212559477533
ACH-000237,0.106099767724
ACH-000238,0.180609099676
ACH-000243,0.18560517327599999
ACH-000244,0.220030014598
ACH-000246,0.243981544869
ACH-000248,0.152860326835
ACH-000250,0.19816136037700002
ACH-000251,0.104822640466
ACH-000253,0.19586180608399997
ACH-000255,0.24387240939399998
ACH-000256,0.405035681728
ACH-000257,0.22994459558699998
ACH-000258,0.19245796391199999
ACH-000259,0.108296868728
ACH-000260,0.170568889149
ACH-000261,0.218907441507
ACH-000262,0.142353475122
ACH-000263,0.347735509053
ACH-000264,0.187781098379
ACH-000265,0.23545679412300002
ACH-000266,0.196620012101
ACH-000272,0.22736328815499998
ACH-000273,0.121431357297
