,SMARCD1 (6602)
ACH-000004,-0.309938731656
ACH-000007,-0.119204990918
ACH-000009,-0.341801347808
ACH-000011,-0.312239328065
ACH-000012,-0.024428949098400002
ACH-000013,-0.21672297473299998
ACH-000014,-0.105743996992
ACH-000015,-0.182534461214
ACH-000017,-0.121112989804
ACH-000018,-0.12008656617499999
ACH-000019,0.0148843460941
ACH-000021,-0.157439515478
ACH-000022,-0.195464749917
ACH-000025,0.44516532015
ACH-000028,-0.291017568442
ACH-000030,-0.31680849858000004
ACH-000035,-0.25555150549100003
ACH-000036,0.381289625953
ACH-000037,-0.307003298049
ACH-000039,-0.16276795752
ACH-000040,-0.376355821207
ACH-000041,-0.431722668182
ACH-000042,-0.32743036163899997
ACH-000045,-0.372959681602
ACH-000047,-0.12060168152100001
ACH-000052,-0.10892160683700002
ACH-000053,-0.807123089798
ACH-000054,-0.10353546714600001
ACH-000055,-0.7933603586040001
ACH-000060,0.26273402629500003
ACH-000067,0.177527605576
ACH-000070,-0.193309844266
ACH-000075,-0.303864335098
ACH-000078,0.0736486468122
ACH-000082,-0.48521207346699996
ACH-000085,-0.199676533523
ACH-000086,-0.334850247622
ACH-000087,-0.628610359714
ACH-000092,0.0481644340909
ACH-000095,-0.19950476699900002
ACH-000097,-0.419577821671
ACH-000098,-0.364186723572
ACH-000099,-0.422359193913
ACH-000108,0.09122911733280001
ACH-000113,-0.555691433909
ACH-000115,-0.41099081973800006
ACH-000116,-0.17056185373799998
ACH-000118,-0.185582580544
ACH-000120,-0.0886408157889
ACH-000123,0.10044276436499999
ACH-000127,-0.218923571061
ACH-000128,-0.19786438605099999
ACH-000132,-0.0187161226594
ACH-000133,-0.363511909349
ACH-000137,-0.295614163003
ACH-000138,-0.155902558102
ACH-000142,-0.261536377122
ACH-000143,-0.501532167116
ACH-000146,-0.251677866423
ACH-000148,-0.389884251037
ACH-000150,-0.073771997704
ACH-000152,-0.41377837545100005
ACH-000153,-0.5725514590190001
ACH-000159,-0.024280438725799998
ACH-000160,-0.0417231874785
ACH-000163,-0.8798145103120001
ACH-000167,0.648152646026
ACH-000168,-0.0326793687633
ACH-000169,-0.157748135678
ACH-000178,-0.319492450865
ACH-000182,0.03440487167319999
ACH-000183,-0.32701620624
ACH-000188,-0.24964985667599998
ACH-000189,-0.12142674229699998
ACH-000190,0.0681750222968
ACH-000198,-0.514645114303
ACH-000204,-0.11515742994999999
ACH-000206,-0.394798145708
ACH-000207,-0.418088119048
ACH-000211,-0.09168146334550001
ACH-000215,-0.0733548103246
ACH-000221,-0.166329347091
ACH-000222,-0.163853079092
ACH-000223,-0.6661873539850001
ACH-000226,-0.353655164663
ACH-000227,-0.237409475184
ACH-000228,-0.226329541273
ACH-000231,-0.0794916794689
ACH-000232,-0.313099710185
ACH-000233,-0.422314803543
ACH-000234,-0.141830753942
ACH-000235,-0.154507602707
ACH-000237,0.0065293550125600005
ACH-000238,-0.570610001065
ACH-000243,-0.619967514863
ACH-000244,-0.136457151713
ACH-000246,0.232151047161
ACH-000248,-0.304856704831
ACH-000250,-0.0217260991163
ACH-000251,0.18752389255399998
ACH-000253,-0.202678890768
ACH-000255,-0.138906836682
ACH-000256,-0.0664278952158
ACH-000257,-0.162594255327
ACH-000258,-0.572045286239
ACH-000259,0.10401083576799999
ACH-000260,-0.018430044633200002
ACH-000261,-0.0351491004137
ACH-000262,0.341335515841
ACH-000263,-0.37960824052000003
ACH-000264,-0.261477221794
ACH-000265,0.151904832996
ACH-000266,0.0406969974525
ACH-000272,0.0402585790072
ACH-000273,-0.04211706435240001
ACH-000274,0.0246185336821
ACH-000277,-0.860523744101
ACH-000278,0.223015708919
ACH-000279,-0.348902275561
ACH-000280,-0.16466980361199998
ACH-000281,0.29253192812600004
ACH-000288,-0.530668268631
ACH-000291,-0.425281495986
ACH-000293,-0.0449992315154
ACH-000294,-0.262826644108
ACH-000295,-0.45353248082500003
ACH-000296,-0.596998859404
ACH-000302,-0.187631585925
ACH-000304,0.26904520059799997
ACH-000307,-0.139327473244
ACH-000308,-0.23326245009799998
ACH-000310,0.160370606351
ACH-000311,0.0485134008808
ACH-000312,-0.18218246820099998
ACH-000315,-1.03923081955
ACH-000316,-0.154559369339
ACH-000317,-0.020344451829400003
ACH-000318,-0.19455388555
ACH-000319,0.0273600768005
ACH-000320,-0.0970949949484
ACH-000322,-0.123264603633
ACH-000323,-0.38516980689
ACH-000324,-0.0560888981515
ACH-000329,-0.42740348816699997
ACH-000330,-0.34096826985600004
ACH-000331,0.300783525212
ACH-000332,0.08844637156349999
ACH-000334,-0.47368455920100005
ACH-000335,-0.125548274084
ACH-000336,-0.53636741165
ACH-000337,-0.34167146886999994
ACH-000339,0.050379207567600004
ACH-000341,-0.151726396832
ACH-000348,-0.256464765713
ACH-000350,-0.207680755496
ACH-000352,-0.460992817979
ACH-000356,-0.0310237571324
ACH-000361,0.0626538274196
ACH-000362,-0.397459819758
ACH-000363,-0.969046628523
ACH-000364,0.0155008021013
ACH-000365,-0.0045437031343999994
ACH-000366,-0.0347008318379
ACH-000368,0.025213239072599997
ACH-000374,-0.20963092519999998
ACH-000375,-0.130478383181
ACH-000376,0.061379094493599996
ACH-000381,0.246776073753
ACH-000383,-0.329032730796
ACH-000387,-0.346484968305
ACH-000389,-0.0148703562466
ACH-000390,-0.490356409063
ACH-000393,-0.181457015629
ACH-000395,-0.297920451116
ACH-000397,-0.0735792521084
ACH-000401,-0.629580472999
ACH-000402,0.334362359004
ACH-000403,0.152623320246
ACH-000404,-0.565457139335
ACH-000406,-0.468870427795
ACH-000407,-0.250211833351
ACH-000408,-0.345074687844
ACH-000410,0.160752853227
ACH-000411,0.2798330577
ACH-000414,-0.403802631876
ACH-000415,-0.421213923504
ACH-000416,-0.176934346661
ACH-000420,0.602258198162
ACH-000421,-0.355024218282
ACH-000424,-0.419879803943
ACH-000425,-0.7682456252490001
ACH-000426,-0.8378310435799999
ACH-000427,-0.07760840222839999
ACH-000433,0.358765106632
ACH-000436,-0.606084416538
ACH-000444,0.07183497548710001
ACH-000445,-0.178379979707
ACH-000448,-0.38648779305
ACH-000450,-0.0920245368188
ACH-000452,-0.26639265219
ACH-000454,-0.383454803365
ACH-000458,-0.00315516307118
ACH-000459,-0.65116832921
ACH-000460,0.0131532594502
ACH-000461,-0.44286191216399995
ACH-000463,-0.224456600481
ACH-000464,-0.36546832566799997
ACH-000466,-0.11018515695100001
ACH-000467,0.189854695904
ACH-000468,0.120787510977
ACH-000469,0.0281320814135
ACH-000470,-0.13625718692
ACH-000471,-0.173228179146
ACH-000472,-0.376504475389
ACH-000473,-0.09861475549769999
ACH-000475,-0.36636647224200003
ACH-000476,0.17772683770199998
ACH-000477,0.25482684115
ACH-000480,-0.374572024358
ACH-000481,-0.396375000679
ACH-000483,-0.300532378904
ACH-000484,-0.35859023406199997
ACH-000485,-0.0477882735899
ACH-000486,-0.549751629055
ACH-000487,-0.339148176847
ACH-000488,-0.292765057497
ACH-000490,-0.11921896504599999
ACH-000491,-0.321136115792
ACH-000495,-0.08428479500019999
ACH-000496,-0.201227748706
ACH-000499,0.19917950858199998
ACH-000500,-0.575053303841
ACH-000502,0.153049596537
ACH-000503,-0.23844726211199999
ACH-000505,0.0578911766809
ACH-000507,-0.493217532078
ACH-000510,-0.101376073234
ACH-000511,0.0493886889749
ACH-000512,-0.435041773933
ACH-000516,-0.327745556543
ACH-000517,0.4079181767
ACH-000518,-0.0637345285714
ACH-000520,-0.18448156960999998
ACH-000521,-0.108443281176
ACH-000522,0.25848389316
ACH-000524,-0.30169287199
ACH-000527,-0.301836449131
ACH-000528,0.0176426925736
ACH-000537,-0.128530532149
ACH-000541,-0.466931167878
ACH-000542,-0.259721539291
ACH-000544,-0.289913639299
ACH-000545,-0.22013981111699998
ACH-000547,-0.52763436454
ACH-000548,-0.036914970772000004
ACH-000549,-0.374646509555
ACH-000550,-0.08977869390589999
ACH-000552,-0.47006528541000003
ACH-000556,-0.506400513986
ACH-000557,-0.149184961847
ACH-000570,0.174685392067
ACH-000571,-0.493601910543
ACH-000573,0.00387165877434
ACH-000576,-0.500336734603
ACH-000580,0.458149705741
ACH-000584,-0.152025327646
ACH-000585,-0.37853656043399997
ACH-000588,-0.782889320388
ACH-000589,-0.510652744268
ACH-000591,-0.0599636656814
ACH-000593,-0.138768194244
ACH-000600,0.30431856922899997
ACH-000601,-0.297474761431
ACH-000604,-0.08365704909880001
ACH-000605,-0.5872082976399999
ACH-000606,-0.014619057952399999
ACH-000608,-0.370091110745
ACH-000614,-0.054787046958800004
ACH-000616,-0.209880207945
ACH-000618,-0.142843097614
ACH-000619,0.018581013124099998
ACH-000620,-0.46579743839599996
ACH-000621,-0.36700774466700004
ACH-000622,-0.170736781572
