,ICE1 (23379)
ACH-000004,-0.8977097078299999
ACH-000007,-0.657270187027
ACH-000009,-0.749240464455
ACH-000011,-1.0628237402399998
ACH-000012,-0.717968755485
ACH-000013,-0.8135761392190001
ACH-000014,-0.581989741511
ACH-000015,-0.733409361513
ACH-000017,-0.8738514142020001
ACH-000018,-0.368185269917
ACH-000019,-0.9569003975139999
ACH-000021,-0.621611099522
ACH-000022,-0.51640816857
ACH-000025,-0.568158217185
ACH-000028,-0.971557352464
ACH-000030,-0.324885275707
ACH-000035,-0.583576267656
ACH-000036,-0.5453667136020001
ACH-000037,-1.42889647223
ACH-000039,-0.606038866853
ACH-000040,-0.7232780649160001
ACH-000041,-0.5076796210629999
ACH-000042,-1.07792891505
ACH-000045,-0.9098368383040001
ACH-000047,-0.9405861855940001
ACH-000052,-0.87163378112
ACH-000053,-0.762619602397
ACH-000054,-0.9410128148100001
ACH-000055,-0.746362569306
ACH-000060,-0.578664246701
ACH-000067,-0.7226130805230001
ACH-000070,-0.8081745951170001
ACH-000075,-0.635249366319
ACH-000078,-0.914833385069
ACH-000082,-1.20511579106
ACH-000085,-0.7524402579080001
ACH-000086,-0.506757946814
ACH-000087,-0.637779758947
ACH-000092,-0.8589485798980001
ACH-000095,-0.85810170418
ACH-000097,-1.29386780408
ACH-000098,-0.449894718861
ACH-000099,-0.735321429665
ACH-000108,-0.919010101443
ACH-000113,-0.752416231437
ACH-000115,-1.09532957309
ACH-000116,-1.07048158111
ACH-000118,-0.8055731634350001
ACH-000120,-0.614479664751
ACH-000123,-0.810431097576
ACH-000127,-0.630021812891
ACH-000128,-0.5104774169740001
ACH-000132,-0.912588153655
ACH-000133,-0.7023494780959999
ACH-000137,-0.809377434664
ACH-000138,-0.7822541724300001
ACH-000142,-0.761170892089
ACH-000143,-0.769008186657
ACH-000146,-1.2155782373200001
ACH-000148,-0.744980691615
ACH-000150,-0.869415681356
ACH-000152,-0.804083059321
ACH-000153,-0.637067793163
ACH-000159,-0.982217604322
ACH-000160,-0.949638018643
ACH-000163,-0.7254272607009999
ACH-000167,-0.752653160643
ACH-000168,-0.542885096783
ACH-000169,-0.774814806619
ACH-000178,-0.634231134611
ACH-000182,-1.11169047441
ACH-000183,-1.16861993293
ACH-000188,-0.7713427030300001
ACH-000189,-0.784295504938
ACH-000190,-1.0359417859
ACH-000198,-0.8520842841680001
ACH-000204,-0.711737981777
ACH-000206,-0.8178712580930001
ACH-000207,-0.42509771846199995
ACH-000211,-0.848876850592
ACH-000215,-0.471909138346
ACH-000221,-0.6138993030759999
ACH-000222,-0.48476043036300004
ACH-000223,-0.733622833281
ACH-000226,-0.868330381759
ACH-000227,-0.9949460378039999
ACH-000228,-0.593889779866
ACH-000231,-0.601728502882
ACH-000232,-0.439900466779
ACH-000233,-0.48587343231200003
ACH-000234,-0.8195210719480001
ACH-000235,-0.675863955992
ACH-000237,-0.8256688848039999
ACH-000238,-0.535409338686
ACH-000243,-0.7593947234880001
ACH-000244,-0.8187230738179999
ACH-000246,-1.0281163577399999
ACH-000248,-0.669499836001
ACH-000250,-0.73365915444
ACH-000251,-0.366424193196
ACH-000253,-0.6789085691869999
ACH-000255,-0.7304684399510001
ACH-000256,-0.910766188022
ACH-000257,-0.6841487876369999
ACH-000258,-1.25431554302
ACH-000259,-0.904966737776
ACH-000260,-0.9227659652240001
ACH-000261,-0.800302916003
ACH-000262,-1.01275704043
ACH-000263,-0.0632616527256
ACH-000264,-0.768479607285
ACH-000265,-0.675044345413
ACH-000266,-1.1633112641399999
ACH-000272,-0.662326291111
ACH-000273,-1.15106910187
ACH-000274,-0.788801224421
ACH-000277,-0.755356132513
ACH-000278,-0.71736758342
ACH-000279,-0.48437529980099997
ACH-000280,-1.27658570214
ACH-000281,-0.460369434204
ACH-000288,-0.6634299626210001
ACH-000291,-0.6787208361399999
ACH-000293,-0.984240495313
ACH-000294,-0.891754433461
ACH-000295,-0.7037932767910001
ACH-000296,-0.879355910332
ACH-000302,-1.0094775932200002
ACH-000304,-0.9887983428299999
ACH-000307,-0.604397559479
ACH-000308,-0.833206628097
ACH-000310,-1.09673539742
ACH-000311,-0.8662819049060001
ACH-000312,-0.8706266621750001
ACH-000315,-0.813040623778
ACH-000316,-0.593719853135
ACH-000317,-0.7099808173409999
ACH-000318,-0.308135759252
ACH-000319,-0.8976550336910001
ACH-000320,-0.625788261937
ACH-000322,-0.781117343634
ACH-000323,-0.520961614409
ACH-000324,-0.875864900475
ACH-000329,-0.9929774804709999
ACH-000330,-0.818131801644
ACH-000331,-0.932635341392
ACH-000332,-0.573347740317
ACH-000334,-0.804507554803
ACH-000335,-0.654939919721
ACH-000336,-0.829563778212
ACH-000337,-0.32644453965500003
ACH-000339,-0.8622342535009999
ACH-000341,-0.64060790548
ACH-000348,-1.01448937036
ACH-000350,-0.481015965561
ACH-000352,-0.9624028111949999
ACH-000356,-0.441502331303
ACH-000361,-0.508994364004
ACH-000362,-0.886496951747
ACH-000363,-0.666036160356
ACH-000364,-0.885814049138
ACH-000365,-0.727132058295
ACH-000366,-0.727329119259
ACH-000368,-0.769429397341
ACH-000374,-0.285197750408
ACH-000375,-1.1022407477399998
ACH-000376,-0.479596134266
ACH-000381,-0.865093194606
ACH-000383,-0.609157502343
ACH-000387,-0.709316594059
ACH-000389,-0.724939373459
ACH-000390,-0.7222730124619999
ACH-000393,-1.1233964264899998
ACH-000395,-0.720784272801
ACH-000397,-0.7267112578910001
ACH-000401,-0.263528646563
ACH-000402,-1.38661567761
ACH-000403,-0.725457490512
ACH-000404,-0.850048520606
ACH-000406,-0.8903766096439999
ACH-000407,-0.114314868693
ACH-000408,-0.447074207335
ACH-000410,-1.1467162655399998
ACH-000411,-0.983833339716
ACH-000414,-0.840521146625
ACH-000415,-0.8603064513779999
ACH-000416,-1.0173028527799999
ACH-000420,-0.964518446919
ACH-000421,-1.07421957213
ACH-000424,-0.516457954757
ACH-000425,-0.9654582847319999
ACH-000426,-1.3880719332499998
ACH-000427,-0.7020288818100001
ACH-000433,-0.713158225827
ACH-000436,-0.845907047149
ACH-000444,-0.919566702201
ACH-000445,-0.6286858326529999
ACH-000448,-0.8716246540899999
ACH-000450,-0.633671949075
ACH-000452,-0.7013585768680001
ACH-000454,-0.207814534292
ACH-000458,-0.735175802804
ACH-000459,-1.24559710191
ACH-000460,-0.798389654608
ACH-000461,-0.79608525503
ACH-000463,-0.836791384491
ACH-000464,-0.6456903722
ACH-000466,-0.911905726815
ACH-000467,-0.959044047316
ACH-000468,0.422446046221
ACH-000469,-0.647233102689
ACH-000470,-0.98221462661
ACH-000471,-0.690273280739
ACH-000472,-0.5980845170920001
ACH-000473,-0.8144824576270001
ACH-000475,-0.922879468752
ACH-000476,-0.964893604628
ACH-000477,-0.9299066740340001
ACH-000480,-0.849050020377
ACH-000481,-0.6240923363399999
ACH-000483,-1.31901242555
ACH-000484,-1.5098008552700002
ACH-000485,-0.699379465079
ACH-000486,-0.610956997297
ACH-000487,-0.614426802972
ACH-000488,-0.9625687268080001
ACH-000490,-0.7094470592509999
ACH-000491,-0.31292747358399997
ACH-000495,-0.8517609053190001
ACH-000496,-0.500417807754
ACH-000499,-0.7635570248289999
ACH-000500,-0.821631235135
ACH-000502,-0.79418934001
ACH-000503,-0.899546743634
ACH-000505,-0.657713522907
ACH-000507,-0.7927750257359999
ACH-000510,-0.8841746338259999
ACH-000511,-0.7452299763920001
ACH-000512,-0.6278789712030001
ACH-000516,-0.799824350011
ACH-000517,-0.971425371821
ACH-000518,-0.9413815497820001
ACH-000520,-0.337305439692
ACH-000521,-0.9380727288130001
ACH-000522,-0.593413956953
ACH-000524,-1.00070983162
ACH-000527,-1.14009800185
ACH-000528,-0.574412575174
ACH-000537,-1.01093715504
ACH-000541,-0.483065778438
ACH-000542,-0.5159787153000001
ACH-000544,-0.778701313868
ACH-000545,-0.582970592611
ACH-000547,-0.599367473158
ACH-000548,-0.466591091774
ACH-000549,-0.689849092326
ACH-000550,-0.44203307086599997
ACH-000552,-0.695365720699
ACH-000556,-0.21356675046
ACH-000557,-0.64764427965
ACH-000570,-0.874893724053
ACH-000571,-0.593124052052
ACH-000573,-0.592677131715
ACH-000576,-0.7956080309610001
ACH-000580,-1.20220822561
ACH-000584,-1.08369198174
ACH-000585,-0.841902337065
ACH-000588,-0.7511327473289999
ACH-000589,-1.369220739
ACH-000591,-0.5093832479689999
ACH-000593,-0.946994638287
ACH-000600,-0.478738553702
ACH-000601,-0.661751701825
ACH-000604,-0.7515564864830001
ACH-000605,-0.538509730767
ACH-000606,-1.02942452561
ACH-000608,-1.48537052356
ACH-000614,-0.886364288129
ACH-000616,-0.730265664013
ACH-000618,-0.718221899332
ACH-000619,-0.518807647437
ACH-000620,-1.0451965264399998
ACH-000621,-0.729585003686
ACH-000622,-0.581227177235
ACH-000623,-0.7227534361929999
ACH-000624,-0.728444749361
ACH-000627,-0.297372328609
ACH-000630,-0.8476932579090001
