,NPL (80896)
ACH-000004,-0.146517339144
ACH-000007,-0.282218293169
ACH-000009,-0.577895030306
ACH-000011,-0.14117084863600002
ACH-000012,-0.187259728944
ACH-000013,-0.27231387180399996
ACH-000014,-0.568926425535
ACH-000015,-0.222336272418
ACH-000017,-0.144332243481
ACH-000018,-0.197930809915
ACH-000019,-0.5012253705049999
ACH-000021,-0.178879239785
ACH-000022,-0.013021158477
ACH-000025,-0.22558773422400002
ACH-000028,-0.13633579039899998
ACH-000030,-0.196437624107
ACH-000035,-0.220076887128
ACH-000036,-0.33140087765299997
ACH-000037,-0.364280763551
ACH-000039,-0.137367865338
ACH-000040,-0.158594015897
ACH-000041,-0.13791800125
ACH-000042,-0.0782055391581
ACH-000045,-0.0209685952754
ACH-000047,-0.273899327717
ACH-000052,-0.0260091829177
ACH-000053,-0.256378841796
ACH-000054,-0.068001141181
ACH-000055,-0.192282740463
ACH-000060,-0.14774742145199998
ACH-000067,-0.08384534186420001
ACH-000070,-0.222659033151
ACH-000075,-0.00639999303192
ACH-000078,-0.0405713915115
ACH-000082,-0.195533615679
ACH-000085,0.128311963189
ACH-000086,-0.32508940291
ACH-000087,-0.00015043084489599999
ACH-000092,-0.333026056084
ACH-000095,-0.273001106748
ACH-000097,-0.214146073707
ACH-000098,-0.296294447509
ACH-000099,-0.11246344242
ACH-000108,-0.37197335376
ACH-000113,-0.103982627984
ACH-000115,0.0902940544475
ACH-000116,-0.187956747295
ACH-000118,-0.0631830741195
ACH-000120,-0.357227243407
ACH-000123,-0.11670488376900001
ACH-000127,-0.24666288640200001
ACH-000128,0.169315116617
ACH-000132,-0.248539672365
ACH-000133,-0.396999824788
ACH-000137,-0.36543614953299997
ACH-000138,-0.188542828619
ACH-000142,-0.06383254873430001
ACH-000143,-0.110895496581
ACH-000146,-0.267838255385
ACH-000148,-0.300228488834
ACH-000150,-0.157068153888
ACH-000152,-0.09892863791260001
ACH-000153,-0.301991435715
ACH-000159,-0.200922854967
ACH-000160,-0.0528382767294
ACH-000163,-0.17963755607700002
ACH-000167,-0.101123447736
ACH-000168,-0.027006127293099997
ACH-000169,-0.181081360759
ACH-000178,-0.306809059233
ACH-000182,-0.157971733419
ACH-000183,-0.273454126529
ACH-000188,-0.153057234871
ACH-000189,0.0916348787741
ACH-000190,-0.170175908048
ACH-000198,-0.11636766582800001
ACH-000204,-0.37899785377899997
ACH-000206,-0.11291103467599999
ACH-000207,0.150703406528
ACH-000211,-0.19768270869000001
ACH-000215,-0.191093220885
ACH-000221,-0.00501494516837
ACH-000222,-0.299126134414
ACH-000223,-0.280324981171
ACH-000226,-0.275900155808
ACH-000227,-0.27599237157900003
ACH-000228,-0.135367734688
ACH-000231,-0.209663275728
ACH-000232,-0.154050897823
ACH-000233,-0.268840318899
ACH-000234,0.127397241616
ACH-000235,-0.252366171334
ACH-000237,-0.05448929990759999
ACH-000238,-0.08585153184389999
ACH-000243,-0.215123718325
ACH-000244,-0.241475579784
ACH-000246,-0.289453477919
ACH-000248,-0.0691867894494
ACH-000250,-0.155668220157
ACH-000251,0.0259868439378
ACH-000253,-0.323681578089
ACH-000255,-0.137306213908
ACH-000256,-0.419364326163
ACH-000257,-0.212040376723
ACH-000258,-0.45136712481200003
ACH-000259,-0.335623465211
ACH-000260,-0.21550177653000002
ACH-000261,-0.14418063114
ACH-000262,-0.161708863443
ACH-000263,-0.100618265057
ACH-000264,-0.212547388543
ACH-000265,-0.126682834614
ACH-000266,-0.278396716762
ACH-000272,-0.135829922931
ACH-000273,-0.14658199164400001
ACH-000274,-0.151574789913
ACH-000277,-0.23869867702599998
ACH-000278,-0.148528152988
ACH-000279,-0.09999968147749999
ACH-000280,-0.179202923479
ACH-000281,-0.172139263671
ACH-000288,-0.12179920199100001
ACH-000291,-0.174597727196
ACH-000293,-0.295766275482
ACH-000294,-0.156917062687
ACH-000295,0.0436975910554
ACH-000296,-0.38902920285
ACH-000302,-0.119003850606
ACH-000304,0.18272474785300002
ACH-000307,-0.179191346901
ACH-000308,-0.132046392122
ACH-000310,-0.44889505105099997
ACH-000311,-0.458952705435
ACH-000312,-0.339600548557
ACH-000315,-0.259668855535
ACH-000316,0.07436392130250001
ACH-000317,-0.117588834636
ACH-000318,-0.185966643228
ACH-000319,-0.132522788008
ACH-000320,-0.39370424754199995
ACH-000322,-0.738608378042
ACH-000323,-0.130106461259
ACH-000324,-0.20807937670899998
ACH-000329,-0.11383496432399999
ACH-000330,-0.033927540476
ACH-000331,-0.18174595545699998
ACH-000332,-0.289951667867
ACH-000334,-0.122928730482
ACH-000335,-0.25939701953
ACH-000336,-0.006346587123029999
ACH-000337,-0.529340327459
ACH-000339,-0.136187749725
ACH-000341,-0.344473047667
