,UMPS (7372)
ACH-000004,-1.03825894645
ACH-000007,-0.8605020519200001
ACH-000009,-0.646830849191
ACH-000011,-0.46307220153000006
ACH-000012,-0.287346158224
ACH-000013,-0.21970382160799998
ACH-000014,-0.738648115536
ACH-000015,-0.416631251471
ACH-000017,-1.36319008093
ACH-000018,-0.41104154942500004
ACH-000019,-0.435714373346
ACH-000021,-0.512420285724
ACH-000022,-0.201048974391
ACH-000025,-0.665941347258
ACH-000028,-0.803473113108
ACH-000030,-1.15554087986
ACH-000035,-0.517912300571
ACH-000036,-0.292281753077
ACH-000037,-0.6662622799660001
ACH-000039,-0.36081509769599995
ACH-000040,-0.269544963972
ACH-000041,-0.44286624850699996
ACH-000042,-0.632977960514
ACH-000045,-0.824966164472
ACH-000047,-0.6884591865749999
ACH-000052,-0.84115968027
ACH-000053,-1.23561169209
ACH-000054,-0.194486669467
ACH-000055,-0.638305247461
ACH-000060,-0.307758232486
ACH-000067,-0.7065160952949999
ACH-000070,-0.934494875917
ACH-000075,-0.7760902991769999
ACH-000078,0.0736876047145
ACH-000082,-0.325526333075
ACH-000085,-0.34335945353
ACH-000086,-0.37722191535300004
ACH-000087,-0.35717810055699994
ACH-000092,-0.427655360824
ACH-000095,-0.21795286362100003
ACH-000097,-0.885445668276
ACH-000098,-0.377938176863
ACH-000099,-0.285132401526
ACH-000108,-1.20600170924
ACH-000113,0.0388896297996
ACH-000115,-0.579983398375
ACH-000116,-0.09823956882780001
ACH-000118,-0.227913974663
ACH-000120,-0.184131981766
ACH-000123,-0.195105530691
ACH-000127,-0.697321287359
ACH-000128,-0.519082176014
ACH-000132,-0.23291831634
ACH-000133,-0.287006155671
ACH-000137,-0.5433134961739999
ACH-000138,-0.67600693788
ACH-000142,-0.206596868368
ACH-000143,-0.280517799701
ACH-000146,-1.0260389505
ACH-000148,-0.268331974539
ACH-000150,-0.136551353642
ACH-000152,-0.37274977295199996
ACH-000153,-0.825452703152
ACH-000159,-0.852386633791
ACH-000160,-0.5572638957680001
ACH-000163,-0.408554106838
ACH-000167,-0.833235399463
ACH-000168,-1.0094693567200002
ACH-000169,-0.43350290846600004
ACH-000178,-0.524319914455
ACH-000182,-0.56592426402
ACH-000183,-0.810183547286
ACH-000188,-0.415930563828
ACH-000189,-0.681940489317
ACH-000190,-0.147525818651
ACH-000198,-0.845519060334
ACH-000204,-0.868755303774
ACH-000206,-1.1657836855600001
ACH-000207,-0.912912071744
ACH-000211,-0.34092019429399995
ACH-000215,-0.184239625754
ACH-000221,-0.20505571970199998
ACH-000222,-1.0159845654100002
ACH-000223,-0.8837365573579999
ACH-000226,-0.94212940957
ACH-000227,-0.32668306066799996
ACH-000228,-0.450563053731
ACH-000231,-0.440383587041
ACH-000232,-0.061526842624399995
ACH-000233,-1.20948071203
ACH-000234,-0.516371926072
ACH-000235,-1.1876879702299998
ACH-000237,-0.412707858558
ACH-000238,-0.267142303137
ACH-000243,-0.388307209604
ACH-000244,-0.09493726325110001
ACH-000246,-0.0956061670685
ACH-000248,-1.21250378688
ACH-000250,-0.395124190655
ACH-000251,-0.26280081522599996
ACH-000253,-1.25354485351
ACH-000255,-0.280685412485
ACH-000256,-0.0388406400715
ACH-000257,-0.742289107161
ACH-000258,-0.9505523956820001
ACH-000259,-0.269925865484
ACH-000260,-0.10322371071799999
ACH-000261,-0.246806396056
ACH-000262,-0.24847126476300002
ACH-000263,-0.788451540791
ACH-000264,-0.574311076016
ACH-000265,-0.5103576943779999
ACH-000266,-0.43843145382
ACH-000272,-1.0641538842
ACH-000273,-0.8041278551719999
ACH-000274,-0.42443889272600005
ACH-000277,-0.647230511565
ACH-000278,-0.49992213046800005
ACH-000279,-1.23425432753
ACH-000280,-0.674948887139
ACH-000281,-0.697863252094
ACH-000288,-0.339074180072
ACH-000291,-0.272713600628
ACH-000293,-0.377429365379
ACH-000294,-1.4871493708599999
ACH-000295,-1.2230893544399999
ACH-000296,-0.584051159339
ACH-000302,-0.351614676527
ACH-000304,0.0549015274615
ACH-000307,-1.13298184512
ACH-000308,-0.475822795768
ACH-000310,-0.155467558021
ACH-000311,-0.866572204075
ACH-000312,-0.428788954913
ACH-000315,-0.956302778233
ACH-000316,-0.598861266835
ACH-000317,-1.16737171517
ACH-000318,-0.516527352422
ACH-000319,-0.382838937659
ACH-000320,-1.13535625199
ACH-000322,-0.603107461092
ACH-000323,-0.448197188265
ACH-000324,-0.526959355596
ACH-000329,-0.382153487883
ACH-000330,-0.8736551271520001
ACH-000331,-0.169196858542
ACH-000332,-0.240877695344
ACH-000334,-1.09864966942
ACH-000335,-0.615651453598
ACH-000336,0.07712242897480001
ACH-000337,-1.18000861964
ACH-000339,-1.19922520455
ACH-000341,-0.438722520197
ACH-000348,-0.508910575281
ACH-000350,-0.309968439455
ACH-000352,-0.5019224657379999
ACH-000356,-0.572536334507
ACH-000361,-0.37914739300800004
ACH-000362,-1.0621846732200002
ACH-000363,-1.2356885372700002
ACH-000364,-0.20261992302700002
ACH-000365,-0.749635947623
ACH-000366,-0.971974724988
ACH-000368,-0.610184421923
ACH-000374,-0.162838440385
ACH-000375,-0.730677114211
ACH-000376,-0.310999770612
ACH-000381,-1.0843894654100001
ACH-000383,-1.3259196607100001
ACH-000387,-1.2027579785200002
