,HINFP (25988)
ACH-000256,-1.03289322827
ACH-000257,-1.20231935235
ACH-000258,-1.29713593754
ACH-000259,-1.52523349542
ACH-000260,-1.27772282088
ACH-000261,-1.04949443681
ACH-000262,-1.40784689574
ACH-000263,-1.43337209092
ACH-000264,-0.5272589078159999
ACH-000265,-1.3846498028799998
ACH-000266,-1.0927164980500002
ACH-000272,-1.1853448423100001
ACH-000273,-0.998142132306
ACH-000274,-1.40605999487
ACH-000277,-1.11611354977
ACH-000278,-1.65942743067
ACH-000279,-1.09417640363
ACH-000280,-1.30942554375
ACH-000281,-1.03036868908
ACH-000288,-1.24087659769
ACH-000291,-1.23475677058
ACH-000293,-1.9970955769
ACH-000294,-1.2279886047
ACH-000295,-1.35024251085
ACH-000296,-1.23099226737
ACH-000302,-1.15789819663
ACH-000304,-0.9177181301690001
ACH-000307,-1.1357586537100002
ACH-000308,-0.84651516184
ACH-000310,-1.52063000319
ACH-000311,-1.12084219248
ACH-000312,-1.27376652134
ACH-000315,-1.30492207825
ACH-000316,-1.37371808262
ACH-000317,-1.5007797846000002
ACH-000318,-1.1179799709799998
ACH-000319,-1.30676355848
ACH-000320,-1.31519312852
ACH-000322,-1.01511051874
ACH-000323,-0.8916540026369999
ACH-000324,-1.22855334626
ACH-000329,-1.1707104959999999
ACH-000330,-1.31054718009
ACH-000331,-1.0459187109
ACH-000332,-1.01702675911
ACH-000334,-0.9135890596430001
ACH-000335,-0.9951445356980001
ACH-000336,-0.9065737317679999
ACH-000337,-1.50566867635
ACH-000339,-1.0289906095799999
ACH-000341,-1.24686653941
ACH-000348,-0.7738359948739999
ACH-000350,-1.25499681251
ACH-000352,-1.2290753246100001
ACH-000356,-1.11743198429
ACH-000361,-1.1646802623299999
ACH-000362,-1.35895762252
ACH-000363,-1.0847717161100001
ACH-000364,-0.933754290741
ACH-000365,-1.36666276745
ACH-000366,-1.37354705213
ACH-000368,-1.39345795354
ACH-000374,-1.2589869698799998
ACH-000375,-1.0376462233900001
ACH-000376,-1.20450663567
ACH-000381,-1.01870842027
ACH-000383,-1.13926304964
ACH-000387,-1.47982343214
ACH-000389,-1.13330506104
ACH-000390,-1.3885557780000002
ACH-000393,-1.0346335677
ACH-000395,-1.33658997394
ACH-000397,-1.0040866489700002
ACH-000401,-1.1302277169600001
ACH-000402,-1.44022859188
ACH-000403,-0.7501371047579999
ACH-000404,-1.04794699076
ACH-000406,-1.34338865934
ACH-000407,-1.21344854514
ACH-000408,-0.945497813254
ACH-000410,-1.27451602661
ACH-000411,-1.18841581086
ACH-000414,-1.27742080183
ACH-000415,-1.44966491807
ACH-000416,-1.34924971714
ACH-000420,-1.28669930804
ACH-000421,-1.2641199607200002
ACH-000424,-1.02929946378
ACH-000425,-1.0444249280600002
ACH-000426,-0.377330919145
ACH-000427,-1.3876151356900002
ACH-000433,-1.24378343111
ACH-000436,-1.40054458021
ACH-000444,-0.988865723562
ACH-000445,-0.9617381750380001
ACH-000448,-1.3600434372299999
ACH-000450,-1.1827077815
ACH-000452,-1.4135274085299998
ACH-000454,-0.933466853891
ACH-000458,-1.21506590589
ACH-000459,-1.4976205402399998
ACH-000460,-1.31901737374
ACH-000461,-1.4568267593900002
ACH-000463,-1.2574827073100001
ACH-000464,-1.20531284524
ACH-000466,-1.20191290605
ACH-000467,-1.06717978558
ACH-000468,-0.9455637587010001
ACH-000469,-1.26964071435
ACH-000470,-1.08214424142
ACH-000471,-0.807938356313
ACH-000472,-1.1278157131200002
ACH-000473,-1.5321348430000001
ACH-000475,-1.2391136323799998
ACH-000476,-0.848727130282
ACH-000477,-1.64217501992
ACH-000480,-1.25848205698
ACH-000481,-1.35090982302
ACH-000483,-1.7308468948400002
ACH-000484,-0.9169001844079999
ACH-000485,-1.46274640517
ACH-000486,-1.34031766421
ACH-000487,-1.22268725028
ACH-000488,-1.3013839298799998
ACH-000490,-1.42270828813
ACH-000491,-0.864329568571
ACH-000495,-0.9801604455480001
ACH-000496,-1.16832691511
ACH-000499,-1.30612054351
ACH-000500,-0.625660644141
ACH-000502,-1.16639088838
ACH-000503,-1.0179879666
ACH-000505,-1.30935482051
ACH-000507,-1.02096261486
ACH-000510,-1.21030430901
ACH-000511,-0.9900091111560001
ACH-000512,-0.9174292400290001
ACH-000516,-1.2151976870999999
ACH-000517,-1.31805954344
ACH-000518,-1.4315331345700002
ACH-000520,-0.871464283141
ACH-000521,-0.413136026979
ACH-000522,-0.568778956796
ACH-000524,-0.943602574376
ACH-000527,-1.3987765266499999
ACH-000528,-1.01008293971
ACH-000537,-1.6156285233
ACH-000541,-1.2284470164599999
ACH-000542,-1.25427761033
ACH-000544,-1.0938886061
ACH-000545,-1.04494970343
ACH-000547,-1.52235923588
ACH-000548,-1.15382636248
ACH-000549,-0.841507149348
ACH-000550,-0.9773473639069999
ACH-000552,-1.07887607031
ACH-000556,-1.36922027148
ACH-000557,-2.0070003822999998
ACH-000570,-1.32385398244
ACH-000571,-0.9984745011630001
ACH-000573,-1.2764174828100001
ACH-000576,-1.34225873568
ACH-000580,-1.3368749277
ACH-000584,-1.31890597105
ACH-000585,-1.39783057615
ACH-000588,-1.38303502409
ACH-000589,-1.3291549825700002
ACH-000591,-1.33184926674
ACH-000593,-1.3351091948
ACH-000600,-1.46535241341
ACH-000601,-1.18347858954
ACH-000604,-1.16839873472
ACH-000605,-1.50207545659
ACH-000606,-1.1829224924200001
ACH-000608,-1.73286486944
ACH-000614,-0.886261737945
ACH-000616,-0.992507705667
ACH-000618,-1.50909870222
ACH-000619,-1.2656513303799999
ACH-000620,-1.2947602086599999
ACH-000621,-1.4139738876299999
ACH-000622,-1.21903261015
ACH-000623,-1.54094310732
ACH-000624,-1.1204073923
ACH-000627,-0.9503292658050001
ACH-000630,-1.13428433449
ACH-000632,-1.39404379025
ACH-000633,-1.13028338098
ACH-000637,-1.08508917057
ACH-000638,-1.17295843886
ACH-000646,-1.23107498808
ACH-000647,-1.37375066528
ACH-000648,-1.4711105192899998
ACH-000649,-1.37664372028
ACH-000651,-1.08895563115
ACH-000652,-1.00512144537
ACH-000653,-1.27422806375
ACH-000657,-1.38130902231
ACH-000658,-1.5707521614700002
ACH-000661,-1.5306799607799997
ACH-000662,-0.7362455277959999
ACH-000663,-1.6423965139399999
ACH-000665,-1.39365089949
ACH-000671,-1.26456972076
ACH-000673,-1.1162690643200002
ACH-000676,-1.05787599156
ACH-000677,-1.3377999112299999
ACH-000681,-1.67246023563
ACH-000682,-1.28680178945
ACH-000683,-1.42671864988
ACH-000684,-1.01156888602
ACH-000688,-0.614710369374
ACH-000693,-1.13164354674
ACH-000694,-1.28136995521
ACH-000695,-1.29550497335
ACH-000696,-1.1819159823999998
ACH-000697,-1.0524261152
ACH-000699,-1.31109481597
ACH-000701,-1.52867786409
ACH-000706,-1.17844350122
ACH-000711,-1.3474104110799998
ACH-000713,-1.3045454739700002
ACH-000714,-1.7599072449400002
ACH-000718,-0.995592551793
ACH-000720,-0.9328928307790001
ACH-000721,-1.18952918545
ACH-000724,-1.30740171054
ACH-000725,-1.91768055727
ACH-000732,-1.31729774222
ACH-000734,-1.15407761685
ACH-000735,-0.9705193307879999
ACH-000736,-1.2306589548
ACH-000738,-1.23403379715
ACH-000746,-0.889054460749
ACH-000747,-1.02535305563
ACH-000748,-1.14299964358
ACH-000753,-1.13254509694
ACH-000756,-1.29941910328
ACH-000757,-1.49124341089
ACH-000758,-1.38770858762
ACH-000760,-1.18392918013
ACH-000763,-1.50641568833
ACH-000764,-0.6631427368289999
ACH-000765,-1.37424432998
ACH-000766,-0.8040141052240001
ACH-000767,-1.42254071732
ACH-000768,-0.955308343048
ACH-000769,-1.16631109414
ACH-000770,-1.2427749413200002
ACH-000771,-1.13346155375
ACH-000773,-1.28824837747
ACH-000776,-1.6025125935
ACH-000777,-1.2753903204100001
ACH-000778,-1.5803521196
ACH-000781,-1.34728922907
ACH-000782,-1.3213860359899998
ACH-000783,-1.55407777551
ACH-000784,-1.1236272227600002
ACH-000785,-1.61716960275
ACH-000787,-1.18599577659
ACH-000788,-1.1333139431
ACH-000791,-0.999044933069
ACH-000792,-1.38622894389
ACH-000794,-1.3163644623000001
ACH-000796,-1.1538113291299998
ACH-000799,-1.32579896419
ACH-000800,-1.09302884485
ACH-000802,-1.27308205597
ACH-000804,-1.46458845233
ACH-000805,-1.41083010294
ACH-000809,-1.22850190652
ACH-000810,-1.19578358485
ACH-000811,-1.29921084839
ACH-000817,-1.37290019175
ACH-000819,-1.31990511339
ACH-000820,-1.09183343347
ACH-000821,-0.782029702185
ACH-000822,-0.894214517395
ACH-000823,-1.4139932772100001
ACH-000824,-1.6548536362000001
ACH-000827,-1.20377238949
ACH-000829,-1.3192664463400001
ACH-000831,-1.02855879549
ACH-000832,-1.19752307089
ACH-000833,-1.31993056989
ACH-000834,-1.1606430037100002
ACH-000835,-1.1758073097
ACH-000836,-0.8519511774899999
ACH-000837,-1.2675886074200002
ACH-000838,-1.05019065968
ACH-000839,-0.99466997942
ACH-000840,-1.0688105017
ACH-000841,-1.1653125603799999
ACH-000843,-1.3990226264899999
ACH-000846,-0.840367584485
ACH-000847,-0.826719894497
ACH-000848,-1.17201546404
ACH-000849,-1.10003848649
ACH-000851,-1.03831903591
ACH-000855,-1.15329133973
ACH-000856,-1.20865898149
ACH-000858,-1.29266932862
ACH-000859,-1.21025237714
ACH-000861,-1.58078232216
ACH-000862,-1.28208264815
ACH-000865,-1.09326453714
ACH-000866,-1.33097104203
ACH-000867,-1.40813073311
ACH-000869,-1.52008764681
ACH-000872,-1.48671943416
ACH-000873,-0.9660543374860001
ACH-000876,-1.65073305215
ACH-000878,-0.8480887072409999
ACH-000880,-1.51548492006
ACH-000881,-1.14557892906
ACH-000882,-1.23480909489
ACH-000884,-1.08266631744
ACH-000885,-1.29828492517
ACH-000887,-1.16310265134
ACH-000888,-1.3939608370299998
ACH-000889,-1.3079188600799998
ACH-000890,-0.986493419145
ACH-000896,-1.30948999695
ACH-000898,-1.2385161088799999
ACH-000900,-1.27475025559
ACH-000901,-1.117931923
ACH-000905,-1.20378014623
ACH-000906,-1.2344298601700001
ACH-000907,-0.9083714389569999
ACH-000910,-1.51225666674
ACH-000911,-1.22676095674
ACH-000912,-1.18134762074
ACH-000913,-1.29010482487
ACH-000915,-1.01960523919
ACH-000916,-1.22247194964
ACH-000917,-1.32633091594
ACH-000921,-0.9654119479709999
ACH-000924,-1.3830490366600001
ACH-000926,-1.1588487007600001
ACH-000928,-1.3286846056200001
ACH-000929,-1.37720286146
ACH-000932,-1.1058270955299998
ACH-000935,-0.985819675703
ACH-000936,-1.52651335366
ACH-000937,-0.79692730575
ACH-000938,-1.31588648791
ACH-000939,-1.29961418674
ACH-000941,-1.60251923554
ACH-000943,-1.1924150102200002
ACH-000946,-1.0669372363299998
ACH-000947,-1.36357393342
ACH-000948,-1.00854383555
ACH-000950,-1.16997100922
ACH-000953,-1.0716267076100001
ACH-000957,-1.1887156989
ACH-000958,-1.13462125622
ACH-000960,-1.09679536409
ACH-000963,-0.8078401728899999
ACH-000968,-1.3680774388899999
ACH-000969,-1.45497347444
ACH-000973,-1.01038714313
ACH-000974,-1.35083997431
ACH-000975,-1.1434983053299999
ACH-000976,-1.0434761269600001
ACH-000978,-1.3287570100200001
ACH-000980,-1.2456527689399999
ACH-000984,-1.3627042401499998
ACH-000986,-1.2922198252700001
ACH-000988,-1.6373617793900002
ACH-000993,-1.2018833650799998
ACH-000994,-1.4329053397999998
ACH-000996,-1.0916048752
ACH-001001,-1.32212680095
ACH-001020,-0.9394255725890001
ACH-001028,-1.3059585399200002
ACH-001031,-1.4393396725299998
ACH-001038,-1.44069264641
ACH-001048,-1.1397644505600002
ACH-001050,-1.14790360178
ACH-001053,-1.0369717868500001
ACH-001054,-1.09315961161
ACH-001061,-1.13631375495
ACH-001067,-1.28491851925
ACH-001075,-1.0462105585200001
ACH-001096,-1.36619475261
ACH-001128,-0.42057529164499996
ACH-001134,-1.22265331319
ACH-001151,-0.9103725202069999
ACH-001163,-1.0583482686599999
ACH-001164,-0.729667912009
ACH-001173,-1.14826915608
ACH-001183,-1.1078309528899999
ACH-001184,-0.958368986225
ACH-001190,-0.943316064866
ACH-001192,-1.0259062750599999
ACH-001193,-0.755222205697
ACH-001196,-0.95614413134
ACH-001197,-1.3421932572
ACH-001205,-1.1429255524
ACH-001211,-1.28457377783
ACH-001212,-0.849569460748
ACH-001228,-1.3797260157700002
ACH-001232,-1.19110634793
ACH-001239,-1.15184978986
ACH-001274,-1.13794578315
ACH-001275,-1.3910249133300001
ACH-001277,-1.04734036802
ACH-001278,-1.24200341823
ACH-001280,-1.7414528517299999
ACH-001283,-1.39688275343
ACH-001289,-1.2813617994
ACH-001295,-0.9729169286380001
ACH-001300,-1.19863120558
ACH-001301,-1.36211606234
ACH-001302,-0.951345017011
ACH-001303,-1.12612725446
ACH-001306,-1.15366200371
ACH-001318,-1.21233892878
ACH-001322,-1.11703659285
ACH-001328,-1.1426730866200001
ACH-001332,-0.666149896426
ACH-001333,-1.1407850618200002
ACH-001336,-1.2411830882200001
ACH-001340,-1.07019750619
ACH-001346,-1.02506088354
ACH-001353,-0.8244415694
ACH-001354,-1.12293729344
ACH-001367,-1.11298584507
ACH-001368,-0.53770949016
ACH-001374,-1.3722740042
ACH-001375,-0.868812369341
ACH-001377,-1.0478882003
ACH-001380,-0.9762907700210001
ACH-001391,-1.01100633611
ACH-001407,-1.1614466323000001
ACH-001408,-1.21110488114
ACH-001413,-0.85607237537
ACH-001430,-1.02012062006
ACH-001431,-1.56472723545
ACH-001450,-1.08155187653
ACH-001496,-0.954907430835
ACH-001500,-1.1539528652200002
ACH-001521,-1.58706532739
ACH-001523,-1.03193885043
ACH-001532,-1.40198006907
ACH-001536,-1.19808289718
ACH-001550,-1.05614607765
ACH-001552,-1.32746099559
ACH-001554,-1.32388370439
ACH-001645,-1.06544516452
ACH-001654,-1.2561351650700001
ACH-001715,-1.1147729078
ACH-001735,-1.39870032618
ACH-001736,-1.2926446257100002
ACH-001737,-1.26217285193
ACH-001740,-1.17352766317
ACH-001745,-1.44690360986
ACH-001750,-1.07530400466
ACH-001765,-1.27380863092
ACH-001956,-1.3095107537700001
ACH-001957,-1.43478409046
