,TGFBRAP1 (9392)
ACH-000588,-0.12080374490999998
ACH-000589,-0.409851149119
ACH-000591,-0.366004509438
ACH-000593,-0.286683885571
ACH-000600,-0.819230099525
ACH-000601,-0.464279019969
ACH-000604,-0.12707348245
ACH-000605,-0.08570286808630001
ACH-000606,-0.230931798293
ACH-000608,-0.41267510339900004
ACH-000614,-1.1071372575
ACH-000616,-0.504747132753
ACH-000618,-0.137912164822
ACH-000619,-0.126044755667
ACH-000620,-0.12021253784399999
ACH-000621,-0.376494530444
ACH-000622,-0.296964089857
ACH-000623,-0.387765330598
ACH-000624,-0.16098941087899998
ACH-000627,-0.33313663054000003
ACH-000630,-0.40596596939400004
ACH-000632,-0.389320259938
ACH-000633,-0.7770998474140001
ACH-000637,-0.110926582601
ACH-000638,-0.161679878796
ACH-000646,-0.729156745474
ACH-000647,-0.17520132952599998
ACH-000648,-0.7807670805239999
ACH-000649,-0.595208092022
ACH-000651,-0.134844619992
ACH-000652,-0.544079867056
ACH-000653,-0.570794062046
ACH-000657,-0.242460697996
ACH-000658,-0.641377568759
ACH-000661,-0.275296238836
ACH-000662,-0.23023200841
ACH-000663,-0.24559339826999999
ACH-000665,-0.32813279615400004
ACH-000671,-0.08436030222610001
ACH-000673,-0.44547825105899996
ACH-000676,-0.424431707038
ACH-000677,-0.36516770056599995
ACH-000681,-0.142253566392
ACH-000682,-0.424618232255
ACH-000683,-0.227169455972
ACH-000684,-0.805680901151
ACH-000688,-0.354583520663
ACH-000693,-0.118709308779
ACH-000694,-0.12501030582999997
ACH-000695,0.18122821438
ACH-000696,-0.325288560585
ACH-000697,-0.6765810344200001
ACH-000699,-0.30854807949900004
ACH-000701,-0.446477514212
ACH-000706,-0.341716721228
ACH-000711,-0.387852038097
ACH-000713,-0.613957904465
ACH-000714,-1.57332870255
ACH-000718,-0.213406620277
ACH-000720,-0.455477225776
ACH-000721,-0.41542478096
ACH-000724,-0.531383381746
ACH-000725,-0.285175544836
ACH-000732,-0.234032551265
ACH-000734,-0.35158370471
ACH-000735,-0.34827704809199994
ACH-000736,-0.6250521352939999
ACH-000738,-0.334345663068
ACH-000746,-0.24209107940699998
ACH-000747,-0.38086961724699997
ACH-000748,-0.153098638482
ACH-000753,-0.121845347604
ACH-000756,-0.17997255011500002
ACH-000757,-0.243740404843
ACH-000758,-0.0251147076342
ACH-000760,-0.360027146296
ACH-000763,-0.0574341124799
ACH-000764,-0.53537090161
ACH-000765,-0.245527086505
ACH-000766,-0.304038236253
ACH-000767,-0.05960338354019999
ACH-000768,-0.338446487919
ACH-000769,-0.216001500416
ACH-000770,-0.6681111567360001
ACH-000771,-0.300890819545
ACH-000773,-0.235209488523
ACH-000776,-0.31432607569000004
ACH-000777,-0.5082848805569999
ACH-000778,-0.399421813676
ACH-000781,-0.246219167471
ACH-000782,-0.357133046065
ACH-000783,-0.0549067715444
ACH-000784,-0.32189165194200003
ACH-000785,-0.5211618520970001
ACH-000787,-0.339594263888
ACH-000788,-0.256026677719
ACH-000791,-0.361553525757
ACH-000792,-0.221426213222
ACH-000794,-0.322534188847
ACH-000796,-0.44400932656000003
ACH-000799,-0.48868969677599994
ACH-000800,-0.271598519869
ACH-000802,-0.568665823959
ACH-000804,-0.191321848359
ACH-000805,-0.34471903287
ACH-000809,-0.16521366029
ACH-000810,0.356918840181
ACH-000811,-0.455198097048
ACH-000817,-0.688700642416
ACH-000819,-0.254973033821
ACH-000820,-0.436323364173
ACH-000821,-0.5702836131660001
ACH-000822,-0.253259592207
ACH-000823,-0.168017480528
ACH-000824,-0.413546276592
ACH-000827,-0.369284838089
ACH-000829,-0.552026301714
ACH-000831,-0.360965835616
ACH-000832,-0.8902567953730001
ACH-000833,-0.36241088193000004
ACH-000834,-0.639353404465
ACH-000835,-0.096917454493
ACH-000836,-0.233562457252
ACH-000837,-0.37548124532099997
ACH-000838,-0.443449996211
ACH-000839,-0.538554911853
ACH-000840,-0.26018687009
ACH-000841,-0.218350557969
ACH-000843,-0.42885906439000004
ACH-000846,-0.20254739965100002
ACH-000847,-0.227127981815
ACH-000848,-0.165993859272
ACH-000849,-0.513092586484
ACH-000851,-0.423857248768
ACH-000855,-0.412528058855
ACH-000856,-0.31624026077399997
ACH-000858,-0.9540287752169999
ACH-000859,-0.482731199357
ACH-000861,-0.355383152453
ACH-000862,-0.382996119629
ACH-000865,-0.051936307174500006
ACH-000866,-0.06900957437869999
ACH-000867,-0.171951534679
ACH-000869,-0.270976023433
ACH-000872,-0.419509330588
ACH-000873,-0.16506429159000002
ACH-000876,-0.160187165461
ACH-000878,-0.16890872722
ACH-000880,-0.0970943950894
ACH-000881,-0.35819981129600004
ACH-000882,-0.0796230745263
ACH-000884,-0.153835008901
ACH-000885,-0.111856843671
ACH-000887,-0.370874876439
ACH-000888,-0.23337034163400003
ACH-000889,-0.809463733754
ACH-000890,-0.684788114768
ACH-000896,-0.475143455476
ACH-000898,-0.253439488404
ACH-000900,-0.121949741143
ACH-000901,-0.269849306224
ACH-000905,-0.343971681423
ACH-000906,-0.144312587051
ACH-000907,-0.552324876065
ACH-000910,-0.225320183805
ACH-000911,-0.200935699304
ACH-000912,-0.154019068779
ACH-000913,-0.211250911972
ACH-000915,-0.298587714104
ACH-000916,0.0698351825742
ACH-000917,-0.302455636727
ACH-000921,-0.34195842053400005
ACH-000924,-0.38320964378300004
ACH-000926,-0.10985762261399999
ACH-000928,-0.44441199633999995
ACH-000929,-0.5738373136129999
ACH-000932,-0.053043029800399995
ACH-000935,-0.391137323349
ACH-000936,-0.291651304086
ACH-000937,-0.39711204102799996
ACH-000938,-0.49331857489299996
ACH-000939,-0.306337349275
ACH-000941,-0.534098520318
ACH-000943,-0.204405697663
ACH-000946,-0.049256975057399996
ACH-000947,-0.157950286154
ACH-000948,-0.0581132307852
ACH-000950,-0.316630344987
ACH-000953,-0.42642028745800004
ACH-000957,-0.344554894264
ACH-000958,-0.249055445742
ACH-000960,-0.541660543709
ACH-000963,-0.441312008447
ACH-000968,-0.2228327218
ACH-000969,-0.239615774522
ACH-000973,-0.169146367729
ACH-000974,-0.298820056236
ACH-000975,-0.294003429155
ACH-000976,-0.21226426212299998
ACH-000978,0.0282401031193
ACH-000980,-0.21955305635400002
ACH-000984,-0.103298884335
ACH-000986,-0.251336085385
ACH-000988,-0.178810370187
ACH-000993,-0.452187463188
ACH-000994,-0.25229211285799996
ACH-000996,-0.216239360782
ACH-001001,-0.22889347258900003
ACH-001020,-0.517274815074
ACH-001028,-0.329980121692
ACH-001031,-0.42692271008500005
ACH-001038,-0.175423724488
ACH-001048,-0.47712461260300004
ACH-001050,-0.164076477305
ACH-001053,-0.45470792400700005
ACH-001054,-0.212903732965
ACH-001061,-0.155298965515
ACH-001067,-0.8776220895
ACH-001075,-0.14480684523
ACH-001096,-0.0865258273043
ACH-001128,-0.595404289254
ACH-001134,-0.257827245152
ACH-001151,-0.538313326076
ACH-001163,-0.219117451845
ACH-001164,-0.33334195308200004
ACH-001173,-0.329679799799
ACH-001183,-0.288930038462
ACH-001184,-0.43675258415299995
ACH-001190,-0.264203447617
ACH-001192,-0.208890977701
ACH-001193,-0.586193170383
ACH-001196,-0.489071202972
ACH-001197,-0.818167725113
ACH-001205,-0.43010465662600006
ACH-001211,-1.14745824251
ACH-001212,-0.289197267064
ACH-001228,-0.28154658370200003
ACH-001232,-0.369945044304
ACH-001239,-0.315908254062
ACH-001274,-0.173411183237
ACH-001275,-0.24060654421900002
ACH-001277,-0.43031668638099996
ACH-001278,-0.260727090099
ACH-001280,-0.163595429975
ACH-001283,-0.41779458603200004
ACH-001289,-0.244080848675
ACH-001295,-0.138918827762
ACH-001300,-0.0654259073996
ACH-001301,0.03563450382280001
ACH-001302,-0.357873900395
ACH-001303,0.06760245491719999
ACH-001306,-0.363101755192
ACH-001318,-0.306180825545
ACH-001322,-0.0211891184194
ACH-001328,-0.255809768852
ACH-001332,-0.30661337415199996
ACH-001333,-0.027309479734
ACH-001336,-0.447150675841
ACH-001340,-0.32680362327
ACH-001346,-0.450935909388
ACH-001353,-0.626359346935
ACH-001354,-0.495207350184
ACH-001367,-0.293357453505
ACH-001368,-0.256798999036
ACH-001374,-0.404119168247
ACH-001375,-0.117503809113
ACH-001377,-0.27950779223
ACH-001380,-0.965591561453
ACH-001391,-0.317461262902
ACH-001407,-0.342795730897
ACH-001408,-0.440081895363
ACH-001413,-0.419515647998
ACH-001430,-0.023361847464400003
ACH-001431,-0.20520621000300002
ACH-001450,-0.357407029195
ACH-001496,-0.343960661676
ACH-001500,-0.252438875904
ACH-001521,-0.321758716415
ACH-001523,-0.715905380078
ACH-001532,-0.49170529948799996
ACH-001536,-0.44865379391800003
ACH-001550,-0.08936923798969999
ACH-001552,-0.267060863338
ACH-001554,-0.29294676534499997
ACH-001645,-0.0386789163495
ACH-001654,-0.360951226456
ACH-001715,-0.7090336659569999
ACH-001735,-0.721816413327
ACH-001736,-0.363327228119
ACH-001737,-1.13388628321
ACH-001740,-0.34142231604900003
ACH-001745,-0.511954488314
ACH-001750,-0.241046853135
ACH-001765,-0.31330018658799996
ACH-001956,-0.31388116859000004
ACH-001957,-0.602239448139
