,TRPS1 (7227)
ACH-000004,0.42373051063199996
ACH-000007,0.653252026633
ACH-000009,0.34927437951800006
ACH-000011,0.25625146613
ACH-000012,0.245135011145
ACH-000013,0.307503124958
ACH-000014,0.101577309861
ACH-000015,0.360179806203
ACH-000017,-0.587974508901
ACH-000018,0.166835897399
ACH-000019,-0.352297652575
ACH-000021,0.334295887296
ACH-000022,0.47954152588699994
ACH-000025,0.334750745889
ACH-000028,-0.58443521149
ACH-000030,0.218734613793
ACH-000035,0.06184858035630001
ACH-000036,1.2826079537200001
ACH-000037,0.480076060407
ACH-000039,0.320465017967
ACH-000040,-0.0202650262509
ACH-000041,0.469519892906
ACH-000042,0.228750848314
ACH-000045,0.376672348841
ACH-000047,0.19822024760899998
ACH-000052,0.341731778392
ACH-000053,0.299440792348
ACH-000054,0.205108799565
ACH-000055,0.5707369518159999
ACH-000060,0.120834704849
ACH-000067,0.350253487754
ACH-000070,0.035647725241900005
ACH-000075,0.238059571593
ACH-000078,0.48604164250299997
ACH-000082,-0.39083957795100005
ACH-000085,0.244957258764
ACH-000086,0.284701703491
ACH-000087,0.265832267721
ACH-000092,0.205824314453
ACH-000095,0.38465845522200004
ACH-000097,-0.9419981876540001
ACH-000098,0.23724882258299998
ACH-000099,0.361477841932
ACH-000108,0.15197603456800002
ACH-000113,0.173235530815
ACH-000115,0.442219624414
ACH-000116,0.366297288834
ACH-000118,0.26694416800099996
ACH-000120,0.205724124901
ACH-000123,0.204015130981
ACH-000127,0.33957689178499995
ACH-000128,0.0257343518645
ACH-000132,0.32599110616599997
ACH-000133,0.119908705553
ACH-000137,0.286436839929
ACH-000138,0.20235564409499998
ACH-000142,0.47892802797
ACH-000143,-0.0499238516522
ACH-000146,0.392552123016
ACH-000148,0.19935375439300002
ACH-000150,0.000350311717421
ACH-000152,0.244890833479
ACH-000153,0.436637072755
ACH-000159,0.243198758426
ACH-000160,0.311191117082
ACH-000163,0.0255599340877
ACH-000167,0.0665315275128
ACH-000168,0.138410571042
ACH-000169,0.0516069866488
ACH-000178,0.34826130541
ACH-000182,0.202424528293
ACH-000183,0.5117818019520001
ACH-000188,0.29700655292100003
ACH-000189,0.781864579157
ACH-000190,0.457898983694
ACH-000198,0.338306658326
ACH-000204,0.481898624095
ACH-000206,0.276510626815
ACH-000207,0.368732354188
ACH-000211,0.30377009202
ACH-000215,0.407116699551
ACH-000221,0.28918857036699996
ACH-000222,0.38594469063500003
ACH-000223,0.20344430520100001
ACH-000226,0.170523503138
ACH-000227,0.29225928359700004
ACH-000228,0.133188680576
ACH-000231,0.314782668527
ACH-000232,-0.0812330076244
ACH-000233,0.352416449243
ACH-000234,0.352151703786
ACH-000235,0.287173460116
ACH-000237,0.341213285309
ACH-000238,0.18695183447500002
ACH-000243,0.302884459393
ACH-000244,-0.11591011922399999
ACH-000246,0.405147519577
ACH-000248,-0.29136104893000003
ACH-000250,0.202064587633
ACH-000251,0.19088961392999998
ACH-000253,0.187422297918
ACH-000255,0.33083184638199997
ACH-000256,0.0301968617154
ACH-000257,0.398124991004
ACH-000258,0.242066417475
ACH-000259,0.288761267593
ACH-000260,0.37217034212
ACH-000261,0.214597054377
ACH-000262,0.36818623756200003
ACH-000263,0.191228817247
ACH-000264,0.376675108946
ACH-000265,0.329592426891
ACH-000266,0.34443082273599995
ACH-000272,0.34630087782700003
ACH-000273,0.065674608647
ACH-000274,0.255865490925
ACH-000277,-1.14237199235
ACH-000278,0.353510658545
ACH-000279,0.290612441582
ACH-000280,0.44497093707400004
ACH-000281,0.115742189059
ACH-000288,0.126335114469
ACH-000291,0.314114712471
ACH-000293,0.305683204543
ACH-000294,0.251591343376
ACH-000295,0.37308220617700005
ACH-000296,0.359913084198
ACH-000302,0.54879217295
ACH-000304,0.337326445391
ACH-000307,0.09019937565960001
ACH-000308,0.315014220545
ACH-000310,0.339324756181
ACH-000311,0.108962238969
ACH-000312,0.22679669450399997
ACH-000315,0.312361742157
ACH-000316,0.228012245195
ACH-000317,0.254619920831
ACH-000318,0.101950937697
ACH-000319,0.320956784722
ACH-000320,0.434533427833
ACH-000322,0.23152076216200002
ACH-000323,0.188356025659
ACH-000324,0.366902846441
ACH-000329,0.212079084193
ACH-000330,-1.0918014920999999
ACH-000331,0.339955063755
ACH-000332,0.377096465655
ACH-000334,0.23867068022500001
ACH-000335,0.23685225583900002
ACH-000336,0.516181873139
ACH-000337,0.420703224318
ACH-000339,0.304483730452
ACH-000341,0.593742332269
ACH-000348,0.22843811950399998
ACH-000350,0.480182757876
ACH-000352,-0.711431364118
ACH-000356,0.488234621212
ACH-000361,0.454846450371
ACH-000362,0.438339541634
ACH-000363,0.19713509518199998
ACH-000364,0.22727889835099999
ACH-000365,0.22180910936599998
ACH-000366,0.491031019272
ACH-000368,0.106017045172
ACH-000374,0.111903816033
ACH-000375,0.250015396705
ACH-000376,0.426981034591
ACH-000381,0.360116009169
ACH-000383,0.332568421492
ACH-000387,0.294106890722
ACH-000389,0.426901390254
ACH-000390,0.251774355724
ACH-000393,0.194866645841
ACH-000395,0.379728085393
