,CASKIN1 (57524)
ACH-000004,-0.296556236292
ACH-000007,-0.534241666139
ACH-000009,0.0547531647559
ACH-000011,-0.164876630355
ACH-000012,-0.227020871183
ACH-000013,-0.159585072289
ACH-000014,0.0194958102055
ACH-000015,-0.24878072125700001
ACH-000017,-0.158890889928
ACH-000018,-0.237767451165
ACH-000019,-0.07824658058930001
ACH-000021,-0.278709345221
ACH-000022,-0.18034769459199998
ACH-000025,-0.32667201788899997
ACH-000028,-0.19185904067899998
ACH-000030,-0.08525467653069999
ACH-000035,-0.122734375836
ACH-000036,-0.389121922254
ACH-000037,-0.234458044505
ACH-000039,-0.239744781526
ACH-000040,-0.27792489653200003
ACH-000041,-0.11743440718
ACH-000042,-0.08906793539169999
ACH-000045,-0.19856469995099998
ACH-000047,-0.155295711487
ACH-000052,-0.145353881513
ACH-000053,-0.21430630762699998
ACH-000054,-0.40429487114100005
ACH-000055,-0.013524832372299999
ACH-000060,-0.299796195155
ACH-000067,-0.0467367442232
ACH-000070,-0.27080710777600003
ACH-000075,-0.307927557885
ACH-000078,-0.05788029111819999
ACH-000082,-0.204290538141
ACH-000085,-0.464285750222
ACH-000086,-0.192746202491
ACH-000087,-0.119336313113
ACH-000092,-0.18332832021899997
ACH-000095,-0.20318409647900001
ACH-000097,-0.256168499569
ACH-000098,-0.17995602783300002
ACH-000099,-0.0690056342723
ACH-000108,-0.334747067329
ACH-000113,-0.140508704879
ACH-000115,-0.0026847961622600003
ACH-000116,-0.29883481028000003
ACH-000118,-0.179373372463
ACH-000120,-0.234609650188
ACH-000123,-0.366225451287
ACH-000127,-0.11597641673100001
ACH-000128,-0.138614112466
ACH-000132,-0.304525858852
ACH-000133,-0.210067125418
ACH-000137,-0.198240403008
ACH-000138,-0.35014833443300003
ACH-000142,-0.290932153556
ACH-000143,-0.30897199879500004
ACH-000146,-0.20167987131499998
ACH-000148,-0.273440538723
ACH-000150,-0.121365830606
ACH-000152,-0.17804610866
ACH-000153,-0.11663323827500001
ACH-000159,-0.157727277518
ACH-000160,-0.101124514835
ACH-000163,-0.35183800720700004
ACH-000167,-0.356496894708
ACH-000168,-0.283223102181
ACH-000169,-0.0992330147785
ACH-000178,-0.116564754683
ACH-000182,-0.136755879745
ACH-000183,-0.141835949923
ACH-000188,-0.027899245462700003
ACH-000189,-0.155212966294
ACH-000190,0.09766532612569999
ACH-000198,-0.09677222761460001
ACH-000204,0.153608389328
ACH-000206,-0.061023911007699994
ACH-000207,-0.239289477613
ACH-000211,-0.162398545555
ACH-000215,-0.300028025838
ACH-000221,-0.015158185295799998
ACH-000222,-0.16995682741300003
ACH-000223,-0.020171909977
ACH-000226,-0.18647402729499998
ACH-000227,-0.163634697532
ACH-000228,-0.143475173704
ACH-000231,-0.205643782194
ACH-000232,-0.170771098091
ACH-000233,-0.280315735302
ACH-000234,-0.267465462302
ACH-000235,-0.19742011724300002
ACH-000237,-0.215691479228
ACH-000238,-0.0641061816751
ACH-000243,-0.0505714809999
ACH-000244,-0.379459813414
ACH-000246,-0.174141075997
ACH-000248,-0.157779096768
ACH-000250,-0.220758774272
ACH-000251,-0.259357517406
ACH-000253,-0.209909583805
ACH-000255,0.028474990718099995
ACH-000256,-0.36582916950800004
ACH-000257,-0.0739978684797
ACH-000258,0.0435992029201
ACH-000259,-0.172978455572
ACH-000260,-0.21754978441999998
ACH-000261,-0.25946713211
ACH-000262,-0.295409784066
ACH-000263,-0.328940252559
ACH-000264,-0.16660001243
ACH-000265,-0.31391549569000005
ACH-000266,-0.1943909043
ACH-000272,-0.196746171598
ACH-000273,-0.242115480557
ACH-000274,-0.288138934565
ACH-000277,-0.291222620488
ACH-000278,-0.126523928679
ACH-000279,-0.235801296738
ACH-000280,-0.27233240778900003
ACH-000281,-0.20042225824999998
ACH-000288,-0.29691017057700003
ACH-000291,-0.31413524318
ACH-000293,-0.12350162250600001
ACH-000294,-0.30487619231999996
ACH-000295,-0.252321858228
ACH-000296,-0.34756923743100004
ACH-000302,-0.250259863732
ACH-000304,-0.13023503345
ACH-000307,-0.130910943935
ACH-000308,-0.208928101286
ACH-000310,-0.199716281971
ACH-000311,-0.18396964982500003
ACH-000312,-0.08196809568239999
ACH-000315,-0.12591288819399998
ACH-000316,-0.37279117360200004
ACH-000317,-0.334579729655
ACH-000318,-0.257509551813
ACH-000319,-0.336011696263
ACH-000320,-0.05891697522469999
ACH-000322,-0.623518607982
ACH-000323,-0.22116014268800002
ACH-000324,-0.279044362877
ACH-000329,-0.19861480589299998
ACH-000330,-0.107156058154
ACH-000331,-0.156764634759
ACH-000332,-0.263049886059
ACH-000334,-0.0643122122201
ACH-000335,-0.35373801408699995
ACH-000336,-0.48234247784699996
ACH-000337,-0.250758127608
ACH-000339,-0.115905566854
ACH-000341,-0.19712194259500002
ACH-000348,-0.168812280147
ACH-000350,-0.20700756968400003
ACH-000352,-0.329732716544
ACH-000356,-0.48249256806999996
ACH-000361,-0.7149767590880001
ACH-000362,-0.19495736154100002
ACH-000363,-0.238256024246
ACH-000364,-0.229290331533
ACH-000365,-0.17797102003600002
ACH-000366,-0.21669892672200003
ACH-000368,-0.294044624636
ACH-000374,-0.157171390972
ACH-000375,-0.362089098803
ACH-000376,-0.172864600686
ACH-000381,0.0013733689874100001
ACH-000383,-0.199970660064
ACH-000387,-0.157310266886
ACH-000389,-0.21264100238699998
ACH-000390,-0.267877822762
ACH-000393,-0.177697888667
ACH-000395,0.0670334203697
ACH-000397,-0.163637434856
ACH-000401,-0.437385556828
ACH-000402,-0.115017852711
ACH-000403,0.00289088768019
ACH-000404,-0.435120292404
ACH-000406,-0.22984894024799998
ACH-000407,-0.315269840867
ACH-000408,-0.328530611157
ACH-000410,-0.194367997206
ACH-000411,-0.207003990688
ACH-000414,-0.19856930673
ACH-000415,-0.22136249321600002
ACH-000416,-0.217852370548
ACH-000420,-0.369089834608
ACH-000421,-0.0760275706367
ACH-000424,-0.265148209934
ACH-000425,-0.18702840768100001
ACH-000426,-0.246500706846
ACH-000427,-0.309526757068
ACH-000433,-0.33109731632
ACH-000436,-0.265980857131
